branch,hospital-types,age-group-code,age-group-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,7,81 i więcej,204,1.59,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,8,brak danych,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,2,1 - 6,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,3,7 - 17,4,0.21,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,4,18 - 40,756,39.5,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,5,41 - 60,802,41.9,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,6,61 - 80,344,17.97,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,7,81 i więcej,8,0.42,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,8,brak danych,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,2,1 - 6,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,3,7 - 17,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,4,18 - 40,2,6.45,10,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,5,41 - 60,13,41.94,4,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,6,61 - 80,15,48.39,4,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,7,81 i więcej,1,3.23,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,8,brak danych,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,2,1 - 6,11,0.13,4,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,3,7 - 17,48,0.57,4,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,4,18 - 40,1005,11.93,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,5,41 - 60,3506,41.63,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,6,61 - 80,3239,38.46,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,7,81 i więcej,612,7.27,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,8,brak danych,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2019,2019
,,2,1 - 6,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2019,2019
,,3,7 - 17,5,0.26,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2019,2019
,,4,18 - 40,264,13.51,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2019,2019
,,5,41 - 60,741,37.92,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2019,2019
,,6,61 - 80,818,41.86,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2019,2019
,,7,81 i więcej,126,6.45,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2019,2019
,,8,brak danych,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2019,2019
,,1,poniżej 1,1,0.05,78,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,2,1 - 6,3,0.15,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,3,7 - 17,15,0.75,5,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,4,18 - 40,508,25.55,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,5,41 - 60,793,39.89,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,6,61 - 80,634,31.89,6,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,7,81 i więcej,34,1.71,9,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,8,brak danych,0,0.0,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
,,2,1 - 6,30,0.58,3,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
,,3,7 - 17,122,2.37,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
,,4,18 - 40,625,12.15,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
,,5,41 - 60,1616,31.42,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
,,6,61 - 80,2477,48.16,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
,,7,81 i więcej,273,5.31,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
,,8,brak danych,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
,,1,poniżej 1,6,0.04,1,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
,,2,1 - 6,57,0.41,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
,,3,7 - 17,271,1.95,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
,,4,18 - 40,2720,19.55,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
,,5,41 - 60,5150,37.01,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
,,6,61 - 80,4969,35.71,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
,,7,81 i więcej,743,5.34,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
,,8,brak danych,0,0.0,0,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
,,2,1 - 6,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
,,3,7 - 17,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
,,4,18 - 40,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
,,5,41 - 60,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
,,6,61 - 80,649,79.15,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
,,7,81 i więcej,171,20.85,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
,,8,brak danych,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
,,1,poniżej 1,8,0.57,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
,,2,1 - 6,105,7.45,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
,,3,7 - 17,158,11.21,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
,,4,18 - 40,415,29.45,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
,,5,41 - 60,512,36.34,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
,,6,61 - 80,211,14.98,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
,,7,81 i więcej,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
,,8,brak danych,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2019,2019
,,2,1 - 6,8,0.14,4,A33 ZABURZENIA RÓWNOWAGI,1a,2019,2019
,,3,7 - 17,43,0.75,4,A33 ZABURZENIA RÓWNOWAGI,1a,2019,2019
,,4,18 - 40,993,17.26,4,A33 ZABURZENIA RÓWNOWAGI,1a,2019,2019
,,5,41 - 60,2012,34.97,4,A33 ZABURZENIA RÓWNOWAGI,1a,2019,2019
,,6,61 - 80,2316,40.26,4,A33 ZABURZENIA RÓWNOWAGI,1a,2019,2019
,,7,81 i więcej,381,6.62,5,A33 ZABURZENIA RÓWNOWAGI,1a,2019,2019
,,8,brak danych,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2019,2019
,,1,poniżej 1,23,0.45,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
,,2,1 - 6,277,5.45,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
,,3,7 - 17,497,9.78,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
,,4,18 - 40,857,16.86,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
,,5,41 - 60,1330,26.17,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
,,6,61 - 80,1833,36.06,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
,,7,81 i więcej,266,5.23,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
,,8,brak danych,0,0.0,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
,,1,poniżej 1,16,0.13,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
,,2,1 - 6,163,1.36,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
,,3,7 - 17,385,3.21,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
,,4,18 - 40,1070,8.92,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
,,5,41 - 60,3046,25.4,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
,,6,61 - 80,6067,50.6,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
,,7,81 i więcej,1244,10.37,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
,,8,brak danych,0,0.0,0,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
,,1,poniżej 1,4,0.08,9,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2019,2019
,,2,1 - 6,23,0.44,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2019,2019
,,3,7 - 17,60,1.16,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2019,2019
,,4,18 - 40,418,8.09,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2019,2019
,,5,41 - 60,1194,23.09,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2019,2019
,,6,61 - 80,2832,54.78,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2019,2019
,,7,81 i więcej,639,12.36,6,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2019,2019
,,8,brak danych,0,0.0,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2019,2019
,,2,1 - 6,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2019,2019
,,3,7 - 17,1,0.04,10,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2019,2019
,,4,18 - 40,117,4.69,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2019,2019
,,5,41 - 60,497,19.9,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2019,2019
,,6,61 - 80,1523,60.99,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2019,2019
,,7,81 i więcej,359,14.38,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2019,2019
,,8,brak danych,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2019,2019
,,2,1 - 6,27,0.19,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2019,2019
,,3,7 - 17,402,2.82,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2019,2019
,,4,18 - 40,5653,39.72,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2019,2019
,,5,41 - 60,6196,43.53,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2019,2019
,,6,61 - 80,1924,13.52,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2019,2019
,,7,81 i więcej,31,0.22,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2019,2019
,,8,brak danych,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2019,2019
,,1,poniżej 1,38,0.14,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2019,2019
,,2,1 - 6,100,0.36,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2019,2019
,,3,7 - 17,175,0.62,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2019,2019
,,4,18 - 40,1537,5.47,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2019,2019
,,5,41 - 60,4878,17.36,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2019,2019
,,6,61 - 80,14750,52.48,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2019,2019
,,7,81 i więcej,6627,23.58,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2019,2019
,,8,brak danych,0,0.0,0,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2019,2019
,,1,poniżej 1,0,0.0,0,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2019,2019
,,2,1 - 6,4,0.05,6,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2019,2019
,,3,7 - 17,53,0.69,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2019,2019
,,4,18 - 40,451,5.9,3,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2019,2019
