branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,93,98,1.05,0.0,0.04,0,0,,,,,C07H WYMIANA PROCESORA MOWY IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2024,2024
,,289,291,1.01,0.0,0.13,0,0,,,,,C07I WYMIANA PRZETWORNIKA MOWY IMPLANTÓW NA PRZEWODNICTWO KOSTNE *,1a,2024,2024
,,7271,7657,1.05,0.11,3.4,3,2,,,,,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2024,2024
,,209,212,1.01,0.0,0.09,7,4,,,,,"C11O KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *",1a,2024,2024
,,41437,45492,1.1,0.65,20.21,2,2,,,,,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2024,2024
,,11954,12474,1.04,0.18,5.54,2,0,,,,,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI",1a,2024,2024
,,3463,3531,1.02,0.05,1.57,0,0,,,,,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2024,2024
,,256,258,1.01,0.0,0.11,7,3,,,,,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2024,2024
,,2455,2479,1.01,0.04,1.1,4,3,,,,,C21F KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE < 66 R.Ż. *,1a,2024,2024
,,13688,14273,1.04,0.2,6.34,2,2,,,,,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2024,2024
,,826,844,1.02,0.01,0.37,1,0,,,,,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2024,2024
,,1882,2188,1.16,0.03,0.97,1,0,,,,,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2024,2024
,,4,4,1.0,0.0,0.0,4,4,,,,,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2024,2024
,,68,72,1.06,0.0,0.03,2,1,,,,,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2024,2024
,,14,14,1.0,0.0,0.01,4,2,,,,,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2024,2024
,,955,962,1.01,0.01,0.43,0,0,,,,,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2024,2024
,,7253,7605,1.05,0.11,3.38,3,3,,,,,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2024,2024
,,4830,4948,1.02,0.07,2.2,2,2,,,,,C32 DUŻE ZABIEGI USZU *,1a,2024,2024
,,503,510,1.01,0.01,0.23,1,0,,,,,C33 ŚREDNIE ZABIEGI USZU *,1a,2024,2024
,,2293,2358,1.03,0.03,1.05,0,0,,,,,C34 MAŁE ZABIEGI USZU *,1a,2024,2024
,,21553,21738,1.01,0.31,9.66,3,3,,,,,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2024,2024
,,22499,22594,1.0,0.32,10.04,2,3,,,,,C42 DUŻE ZABIEGI NOSA *,1a,2024,2024
,,7731,7857,1.02,0.11,3.49,0,0,,,,,C43 ŚREDNIE ZABIEGI NOSA *,1a,2024,2024
,,4940,5029,1.02,0.07,2.23,0,0,,,,,C44 MAŁE ZABIEGI NOSA *,1a,2024,2024
,,11983,13839,1.15,0.2,6.15,1,0,,,,,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2024,2024
,,39609,41820,1.06,0.59,18.58,2,0,,,,,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2024,2024
,,1165,1178,1.01,0.02,0.52,0,0,,,,,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2024,2024
,,5158,5170,1.0,0.07,1.25,8,7,,,,,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2024,2024
,,7308,7542,1.03,0.11,1.83,7,7,,,,,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2024,2024
,,5889,6092,1.03,0.09,1.48,6,4,,,,,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2024,2024
,,7646,7962,1.04,0.11,1.93,1,0,,,,,D05 BRONCHOSKOPIA *,1a,2024,2024
,,24376,27134,1.11,0.39,6.58,2,0,,,,,D06 ŚREDNIE ZABIEGI KLATKI PIERSIOWEJ *,1a,2024,2024
,,7846,8365,1.07,0.12,2.03,2,2,,,,,D07 MAŁE ZABIEGI KLATKI PIERSIOWEJ *,1a,2024,2024
,,7323,8219,1.12,0.12,1.99,7,7,,,,,D10E DYCHAWICA OSKRZELOWA > 65 R.Ż.,1a,2024,2024
,,15626,17081,1.09,0.24,4.14,3,0,,,,,D10F DYCHAWICA OSKRZELOWA < 66 R.Ż.,1a,2024,2024
,,18537,19298,1.04,0.27,4.68,7,7,,,,,D16 ZATOR PŁUCNY,1a,2024,2024
,,3129,3803,1.22,0.05,0.92,11,7,,,,,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2024,2024
,,36143,37056,1.03,0.53,8.99,7,7,,,,,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2024,2024
,,4660,5480,1.18,0.08,1.33,6,5,,,,,D19 ROZSTRZENIE OSKRZELI,1a,2024,2024
,,782,929,1.19,0.01,0.23,3,3,,,,,D20 GRUŹLICA,1a,2024,2024
,,1788,3804,2.13,0.05,0.92,0,0,,,,,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2024,2024
,,6654,7647,1.15,0.11,1.86,6,7,,,,,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2024,2024
,,42983,57810,1.34,0.82,14.02,5,5,,,,,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2024,2024
,,32785,34627,1.06,0.49,8.4,1,1,,,,,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2024,2024
,,6684,7081,1.06,0.1,1.72,4,3,,,,,D37E INNE CHOROBY UKŁADU ODDECHOWEGO > 65 R.Ż.,1a,2024,2024
,,8861,9356,1.06,0.13,2.27,3,3,,,,,D37F INNE CHOROBY UKŁADU ODDECHOWEGO < 66 R.Ż.,1a,2024,2024
,,703,722,1.03,0.01,0.18,5,1,,,,,D38 OBRZĘK PŁUC,1a,2024,2024
,,2652,3120,1.18,0.04,0.76,10,7,,,,,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2024,2024
,,33696,36247,1.08,0.51,8.79,5,3,,,,,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2024,2024
,,28886,29523,1.02,0.42,7.16,7,7,,,,,D48 ZAPALENIE PŁUC BEZ PW,1a,2024,2024
,,3921,4043,1.03,0.06,0.98,6,5,,,,,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2024,2024
,,20476,25121,1.23,0.36,6.09,5,3,,,,,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2024,2024
,,4385,4686,1.07,0.07,1.14,6,5,,,,,D51 ODMA OPŁUCNOWA,1a,2024,2024
,,19803,21855,1.1,0.31,5.3,7,3,,,,,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2024,2024
,,452,596,1.32,0.01,0.14,5,0,,,,,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2024,2024
,,106,108,1.02,0.0,0.03,6,4,,,,,D54 ZAPALENIE OPŁUCNEJ,1a,2024,2024
,,7519,11759,1.56,0.17,2.85,3,3,,,,,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2024,2024
,,2025,2071,1.02,0.03,0.28,7,3,,,,,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2024,2024
,,454,454,1.0,0.01,0.06,13,10,,,,,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2024,2024
,,1676,1676,1.0,0.02,0.22,10,8,,,,,E05G POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PW >=2* *,1a,2024,2024
,,7038,7040,1.0,0.1,0.94,9,8,,,,,E06G POMOSTOWANIE NACZYŃ WIEŃCOWYCH BEZ PW * *,1a,2024,2024
,,8957,8995,1.0,0.13,1.2,4,3,,,,,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2024,2024
,,12585,12616,1.0,0.18,1.68,5,4,,,,,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2024,2024
,,37461,38277,1.02,0.54,5.09,4,4,,,,,E12G OZW - LECZENIE INWAZYJNE *,1a,2024,2024
,,3110,3140,1.01,0.04,0.42,10,8,,,,,E15 OZW - LECZENIE INWAZYJNE > 7 DNI Z PW *,1a,2024,2024
,,6233,6400,1.03,0.09,0.85,4,1,,,,,E16 OZW > 69 R.Ż. LUB Z PW,1a,2024,2024
,,2836,2871,1.01,0.04,0.38,2,1,,,,,E17G OZW - LECZENIE ZACHOWAWCZE,1a,2024,2024
,,3236,3271,1.01,0.05,0.43,2,2,,,,,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2024,2024
,,522,529,1.01,0.01,0.07,6,4,,,,,E22E PRZEZSKÓRNE WALWULOPLASTYKI > 65 R.Ż. *,1a,2024,2024
,,68,70,1.03,0.0,0.01,5,3,,,,,E22F PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż. I < 66 R.Ż. *,1a,2024,2024
,,30972,33810,1.09,0.48,4.49,1,1,,,,,E23G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU *,1a,2024,2024
,,21218,23388,1.1,0.33,3.11,2,1,,,,,E24G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW LUB WIELONACZYNIOWA *,1a,2024,2024
,,2908,3016,1.04,0.04,0.4,2,1,,,,,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2024,2024
,,100747,102405,1.02,1.45,13.61,1,1,,,,,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2024,2024
,,5127,5438,1.06,0.08,0.72,2,1,,,,,E29 ANGIOPLASTYKA WIEŃCOWA BALONOWA (DEB) *,1a,2024,2024
,,6948,6955,1.0,0.1,0.92,2,2,,,,,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2024,2024
,,458,466,1.02,0.01,0.06,4,2,,,,,E31G WSZCZEPIENIE PRZEZCEWNIKOWE/WYMIANA BEZELEKTRODOWEGO SYSTEMU DO STYMULACJI JEDNOJAMOWEJ* *,1a,2024,2024
,,28269,28311,1.0,0.4,3.76,2,2,,,,,E32 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA DWUJAMOWEGO *,1a,2024,2024
,,1633,1634,1.0,0.02,0.22,3,2,,,,,E33 WSZCZEPIENIE/ WYMIANA UKŁADU Z FUNKCJĄ RESYNCHRONIZUJĄCĄ SERCA (CRT) *,1a,2024,2024
,,7279,7299,1.0,0.1,0.97,2,2,,,,,E34 WSZCZEPIENIE/ WYMIANA KARDIOWERTERA-DEFIBRYLATORA JEDNO-/ DWUJAMOWEGO *,1a,2024,2024
,,463,465,1.0,0.01,0.06,5,2,,,,,E34G WSZCZEPIENIE LUB WYMIANA CAŁKOWICIE PODSKÓRNEGO KARDIOWERTERA-DEFIBRYLATORA *,1a,2024,2024
,,5036,5064,1.01,0.07,0.67,3,2,,,,,E36 WSZCZEPIENIE/ WYMIANA CRT-D > 17 R.Ż. *,1a,2024,2024
,,1085,1116,1.03,0.02,0.15,3,2,,,,,E37 REPERACJA/ REPOZYCJA/ REWIZJA/ WYMIANA ELEKTRODY/ UKŁADU STYMULUJĄCEGO/ KARDIOWERTERA-DEFIBRYLATORA *,1a,2024,2024
,,48,48,1.0,0.0,0.01,3,2,,,,,E37G WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI [ICD)]- JEDNOJAMOWEGO LUB DWUJAMOWEGO,1a,2024,2024
,,66,66,1.0,0.0,0.01,3,2,,,,,E37H WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI Z FUNKCJĄ RESYNCHRONIZACJI [CRT-D],1a,2024,2024
,,7267,7393,1.02,0.1,0.98,2,2,,,,,E43 ABLACJA ZABURZEŃ RYTMU *,1a,2024,2024
,,2487,2501,1.01,0.04,0.33,2,2,,,,,E44 DIAGNOSTYKA INWAZYJNA ZABURZEŃ RYTMU SERCA *,1a,2024,2024
,,3660,3762,1.03,0.05,0.5,2,2,,,,,E46 ABLACJA (PROSTA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2024,2024
,,7932,8177,1.03,0.12,1.09,2,2,,,,,E47 ABLACJA (ZŁOŻONA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2024,2024
,,14376,14543,1.01,0.21,1.93,2,2,,,,,E48 ABLACJA MIGOTANIA PRZEDSIONKÓW - IZOLACJA ŻYŁ PŁUCNYCH *,1a,2024,2024
,,12239,13261,1.08,0.19,1.76,8,6,,,,,E50 OSTRA LUB ZDEKOMPENSOWANA NIEWYDOLNOŚC KRĄŻENIA - LECZENIE W OINK,1a,2024,2024
,,1237,1465,1.18,0.02,0.19,20,2,,,,,E51 ZAPALENIE WSIERDZIA,1a,2024,2024
,,28029,30002,1.07,0.43,3.99,7,7,,,,,E52 ZAAWANSOWANA NIEWYDOLNOŚĆ KRĄŻENIA,1a,2024,2024
,,163062,190390,1.17,2.7,25.3,6,3,,,,,E53G NIEWYDOLNOŚĆ KRĄŻENIA,1a,2024,2024
,,3404,3467,1.02,0.05,0.46,5,3,,,,,E55 ZAKRZEPICA ŻYŁ GŁĘBOKICH,1a,2024,2024
,,17975,18842,1.05,0.27,2.5,4,3,,,,,E56 CHOROBA NIEDOKRWIENNA SERCA > 69 R.Ż. LUB Z PW,1a,2024,2024
