disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
G24.3,Kurczowy kręcz karku,9,1.17,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2018,2018
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",858,10.6,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
D32.0,Nowotwór niezłośliwy (opony mózgowe),741,9.15,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
D35.2,Nowotwór niezłośliwy (przysadka),665,8.21,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.1,Nowotwór złośliwy (płat czołowy),512,6.32,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.2,Nowotwór złośliwy (płat skroniowy),422,5.21,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,305,3.77,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.3,Nowotwór złośliwy (płat ciemienowy),285,3.52,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",211,2.61,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),175,2.16,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.9,"Nowotwór złośliwy (mózg, nie określony)",153,1.89,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),151,1.86,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.6,Nowotwór złośliwy (móżdżek),146,1.8,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.4,Nowotwór złośliwy (płat potyliczny),116,1.43,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.1,Nowotwór złośliwy (płat czołowy),374,6.66,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.2,Nowotwór złośliwy (płat skroniowy),313,5.57,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.3,Nowotwór złośliwy (płat ciemienowy),279,4.97,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",270,4.81,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,235,4.18,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.6,Nowotwór złośliwy (móżdżek),167,2.97,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.9,"Nowotwór złośliwy (mózg, nie określony)",132,2.35,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.4,Nowotwór złośliwy (płat potyliczny),97,1.73,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",92,1.64,14,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
D32.0,Nowotwór niezłośliwy (opony mózgowe),90,1.6,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71,Nowotwór złośliwy mózgu,79,1.41,3,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),56,1.0,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),253,2.18,8,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
G56.1,Inne uszkodzenia nerwu pośrodkowego,3254,39.11,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
G56.2,Uszkodzenie nerwu łokciowego,1162,13.97,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
G56.8,Inne mononeuropatie kończyny górnej,1162,13.97,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,671,8.06,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",337,4.05,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
G64,Inne zaburzenia obwodowego układu nerwowego,274,3.29,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
G54.5,Nerwoból z zanikiem mięśni,167,2.01,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,161,1.94,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
G57.8,Inne mononeuropatie kończyny dolnej,118,1.42,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,91,1.09,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),16,1.02,9,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
G62.9,"Polineuropatia, nie określona",1862,38.46,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
G62.8,Inne określone polineuropatie,1595,32.94,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
G70.0,Miastenia ciężka rzekomoporaźna,398,8.22,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
G72.9,"Miopatia, nie określona",258,5.33,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
G61.0,Zespół Gullaina-Barrego,206,4.25,12,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
G71.9,"Pierwotne zaburzenia mięśni, nie określone",89,1.84,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
G61.8,Inne polineuropatie zakaźne,53,1.09,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
G62.2,Polineuropatia wywołana innymi czynnikami toksycznymi,50,1.03,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,4418,29.87,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G54.2,Zaburzenia korzeni nerwów rdzeniowych szyjnych niesklasyfikowanych gdzie indziej,1387,9.38,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,1141,7.71,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G54.9,"Zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych, nie określone",967,6.54,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G62.8,Inne określone polineuropatie,856,5.79,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G62.9,"Polineuropatia, nie określona",760,5.14,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,748,5.06,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G54.3,Zaburzenia korzeni nerwów rdzeniowych piersiowych niesklasyfikowanych gdzie indziej,377,2.55,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G54.0,Zaburzenia splotu ramiennego,344,2.33,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G57.3,Uszkodzenie nerwu strzałkowego wspólnego,318,2.15,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",263,1.78,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
E11.4,Cukrzyca insulinoniezależna (z powikłaniami neurologicznymi),230,1.56,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G56.1,Inne uszkodzenia nerwu pośrodkowego,226,1.53,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G61.0,Zespół Gullaina-Barrego,210,1.42,10,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G70.9,"Zaburzenia mięśniowo-nerwowe, nie określone",203,1.37,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G56.2,Uszkodzenie nerwu łokciowego,197,1.33,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
R20.2,Parestezje,179,1.21,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
E10.4,Cukrzyca insulinozależna (z powikłaniami neurologicznymi),163,1.1,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
G70.0,Miastenia ciężka rzekomoporaźna,441,65.53,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
G72.9,"Miopatia, nie określona",105,15.6,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
G72.0,Miopatia polekowa,23,3.42,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
G72.8,Inne określone miopatie,23,3.42,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,22,3.27,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
G71.8,Inne pierwotne zaburzenia mięśni,12,1.78,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
G71.0,Dystrofia mięśniowa,11,1.63,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
G71.9,"Pierwotne zaburzenia mięśni, nie określone",10,1.49,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
G70.0,Miastenia ciężka rzekomoporaźna,611,36.48,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
G72.9,"Miopatia, nie określona",392,23.4,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
G71.0,Dystrofia mięśniowa,238,14.21,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
G71.9,"Pierwotne zaburzenia mięśni, nie określone",105,6.27,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
G72.8,Inne określone miopatie,85,5.07,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
G71.8,Inne pierwotne zaburzenia mięśni,62,3.7,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,43,2.57,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
G71.1,Zaburzenia miotoniczne,37,2.21,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
G70.2,Miastenia wrodzona i wieku rozwojowego,27,1.61,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
G72.3,Porażenie okresowe,18,1.07,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
R42,Zawroty głowy i odurzenie,5698,98.72,4,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
G93.0,Torbiele mózgu,665,10.96,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,609,10.04,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",586,9.66,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C71.9,"Nowotwór złośliwy (mózg, nie określony)",386,6.36,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",383,6.31,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
Q85.0,Nerwiakowłókniakowatość niezłośliwa,383,6.31,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C71.1,Nowotwór złośliwy (płat czołowy),278,4.58,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D32.0,Nowotwór niezłośliwy (opony mózgowe),179,2.95,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C71.2,Nowotwór złośliwy (płat skroniowy),153,2.52,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C71.3,Nowotwór złośliwy (płat ciemienowy),153,2.52,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",152,2.51,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",152,2.51,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D35.2,Nowotwór niezłośliwy (przysadka),143,2.36,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",137,2.26,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),130,2.14,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C71.6,Nowotwór złośliwy (móżdżek),129,2.13,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),121,2.0,4,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),112,1.85,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",112,1.85,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,105,1.73,6,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),81,1.34,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),70,1.15,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
D48.2,Nowotwór o nieokreślonym charakterze (nerwy obwodowe i autonomiczny układ nerwowy),64,1.06,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C72.0,Nowotwór złośliwy (rdzeń kręgowy),62,1.02,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,2129,17.78,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",1835,15.32,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
G93.0,Torbiele mózgu,1037,8.66,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
C71.9,"Nowotwór złośliwy (mózg, nie określony)",920,7.68,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
C71.1,Nowotwór złośliwy (płat czołowy),514,4.29,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D32.0,Nowotwór niezłośliwy (opony mózgowe),498,4.16,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",465,3.88,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",440,3.67,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
C71.2,Nowotwór złośliwy (płat skroniowy),366,3.06,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",338,2.82,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",335,2.8,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
C71.3,Nowotwór złośliwy (płat ciemienowy),301,2.51,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,253,2.11,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D35.2,Nowotwór niezłośliwy (przysadka),175,1.46,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),172,1.44,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),162,1.35,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),151,1.26,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D42.0,Nowotwór o nieokreślonym charakterze (opony mózgowe),151,1.26,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),142,1.19,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),137,1.14,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
C71.6,Nowotwór złośliwy (móżdżek),137,1.14,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
G20,Choroba Parkinsona,1250,24.49,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
G30.8,Otępienie typu alzheimerowskiego,511,10.01,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
