disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
G55.2,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zmianach zwyrodnieniowych kręgów (M47.-+),20,2.73,7,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
G55.3,"Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w innych (dolegliwościach kręgosłupa) dorsopatiach (M45-M46, M48.-+, M53-M5",14,1.91,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
D32.0,Nowotwór niezłośliwy (opony mózgowe),788,10.27,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
D35.2,Nowotwór niezłośliwy (przysadka),694,9.04,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",690,8.99,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.1,Nowotwór złośliwy (płat czołowy),565,7.36,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.2,Nowotwór złośliwy (płat skroniowy),448,5.84,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.3,Nowotwór złośliwy (płat ciemienowy),321,4.18,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,308,4.01,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.9,"Nowotwór złośliwy (mózg, nie określony)",217,2.83,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",168,2.19,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.4,Nowotwór złośliwy (płat potyliczny),154,2.01,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.6,Nowotwór złośliwy (móżdżek),144,1.88,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),144,1.88,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),134,1.75,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.1,Nowotwór złośliwy (płat czołowy),327,7.02,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.3,Nowotwór złośliwy (płat ciemienowy),254,5.46,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.2,Nowotwór złośliwy (płat skroniowy),235,5.05,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",232,4.98,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,230,4.94,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.9,"Nowotwór złośliwy (mózg, nie określony)",192,4.12,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
D32.0,Nowotwór niezłośliwy (opony mózgowe),127,2.73,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.6,Nowotwór złośliwy (móżdżek),121,2.6,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",90,1.93,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.4,Nowotwór złośliwy (płat potyliczny),86,1.85,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),68,1.46,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),253,1.98,8,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
G56.1,Inne uszkodzenia nerwu pośrodkowego,3000,35.63,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
G56.2,Uszkodzenie nerwu łokciowego,1275,15.14,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
G56.8,Inne mononeuropatie kończyny górnej,1037,12.31,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,933,11.08,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",583,6.92,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
G64,Inne zaburzenia obwodowego układu nerwowego,272,3.23,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,126,1.5,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
G54.5,Nerwoból z zanikiem mięśni,121,1.44,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
G57.8,Inne mononeuropatie kończyny dolnej,113,1.34,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
R20.2,Parestezje,88,1.05,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),22,1.11,9,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
G62.9,"Polineuropatia, nie określona",1937,37.66,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G62.8,Inne określone polineuropatie,1756,34.14,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G70.0,Miastenia ciężka rzekomoporaźna,450,8.75,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G72.9,"Miopatia, nie określona",230,4.47,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G61.0,Zespół Gullaina-Barrego,223,4.34,13,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G71.9,"Pierwotne zaburzenia mięśni, nie określone",83,1.61,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G71.0,Dystrofia mięśniowa,66,1.28,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G61.8,Inne polineuropatie zakaźne,62,1.21,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G71.8,Inne pierwotne zaburzenia mięśni,56,1.09,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G62.2,Polineuropatia wywołana innymi czynnikami toksycznymi,55,1.07,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2019,2019
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,4129,29.67,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,1187,8.53,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G54.2,Zaburzenia korzeni nerwów rdzeniowych szyjnych niesklasyfikowanych gdzie indziej,1166,8.38,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G54.9,"Zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych, nie określone",1022,7.34,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G62.8,Inne określone polineuropatie,744,5.35,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G62.9,"Polineuropatia, nie określona",653,4.69,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,578,4.15,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G54.3,Zaburzenia korzeni nerwów rdzeniowych piersiowych niesklasyfikowanych gdzie indziej,396,2.85,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G54.0,Zaburzenia splotu ramiennego,315,2.26,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G57.3,Uszkodzenie nerwu strzałkowego wspólnego,290,2.08,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G56.1,Inne uszkodzenia nerwu pośrodkowego,245,1.76,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",232,1.67,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
E11.4,Cukrzyca insulinoniezależna (z powikłaniami neurologicznymi),222,1.6,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G56.2,Uszkodzenie nerwu łokciowego,203,1.46,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G61.0,Zespół Gullaina-Barrego,197,1.42,8,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
R20.2,Parestezje,173,1.24,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G70.9,"Zaburzenia mięśniowo-nerwowe, nie określone",162,1.16,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
E10.4,Cukrzyca insulinozależna (z powikłaniami neurologicznymi),156,1.12,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G56.8,Inne mononeuropatie kończyny górnej,154,1.11,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G64,Inne zaburzenia obwodowego układu nerwowego,155,1.11,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G56.3,Uszkodzenie nerwu promieniowego,148,1.06,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2019,2019
G70.0,Miastenia ciężka rzekomoporaźna,516,62.93,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
G72.9,"Miopatia, nie określona",104,12.68,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
G72.8,Inne określone miopatie,85,10.37,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
G72.0,Miopatia polekowa,32,3.9,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,29,3.54,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
G71.0,Dystrofia mięśniowa,10,1.22,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
G73.7,Miopatia w innych chorobach sklasyfikowanych gdzie indziej,16,1.95,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2019,2019
G70.0,Miastenia ciężka rzekomoporaźna,533,37.83,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G72.9,"Miopatia, nie określona",272,19.3,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G71.0,Dystrofia mięśniowa,195,13.84,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G72.8,Inne określone miopatie,93,6.6,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,67,4.76,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G71.9,"Pierwotne zaburzenia mięśni, nie określone",55,3.9,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G71.8,Inne pierwotne zaburzenia mięśni,38,2.7,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G71.1,Zaburzenia miotoniczne,32,2.27,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G70.2,Miastenia wrodzona i wieku rozwojowego,21,1.49,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G72.0,Miopatia polekowa,16,1.14,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G71.2,Miopatie wrodzone,16,1.14,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
G73.5,Miopatia w chorobach układu wewnątrzwydzielniczego,28,1.99,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2019,2019
R42,Zawroty głowy i odurzenie,5660,98.38,4,A33 ZABURZENIA RÓWNOWAGI,1a,2019,2019
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,617,12.14,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",561,11.04,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C71.9,"Nowotwór złośliwy (mózg, nie określony)",386,7.59,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",349,6.87,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C71.1,Nowotwór złośliwy (płat czołowy),239,4.7,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D35.2,Nowotwór niezłośliwy (przysadka),186,3.66,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",180,3.54,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D32.0,Nowotwór niezłośliwy (opony mózgowe),176,3.46,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C71.2,Nowotwór złośliwy (płat skroniowy),165,3.25,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
G93.0,Torbiele mózgu,165,3.25,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",150,2.95,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C71.3,Nowotwór złośliwy (płat ciemienowy),141,2.77,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",141,2.77,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",124,2.44,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),113,2.22,4,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C71.6,Nowotwór złośliwy (móżdżek),103,2.03,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),100,1.97,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,96,1.89,5,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),85,1.67,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),77,1.51,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C72.0,Nowotwór złośliwy (rdzeń kręgowy),71,1.4,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),70,1.38,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D33.7,Nowotwór niezłośliwy (inne określone części centralnego systemu nerwowego),69,1.36,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),64,1.26,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),56,1.1,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2019,2019
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,2172,18.11,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",1897,15.82,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
C71.9,"Nowotwór złośliwy (mózg, nie określony)",1017,8.48,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
G93.0,Torbiele mózgu,867,7.23,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
C71.1,Nowotwór złośliwy (płat czołowy),521,4.34,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",509,4.24,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D32.0,Nowotwór niezłośliwy (opony mózgowe),447,3.73,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",435,3.63,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",375,3.13,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
C71.2,Nowotwór złośliwy (płat skroniowy),363,3.03,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",333,2.78,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
C71.3,Nowotwór złośliwy (płat ciemienowy),298,2.49,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,283,2.36,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),193,1.61,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D35.2,Nowotwór niezłośliwy (przysadka),171,1.43,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),144,1.2,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
D42.0,Nowotwór o nieokreślonym charakterze (opony mózgowe),142,1.18,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),134,1.12,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2019,2019
