branch,hospital-types,age-group-code,age-group-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,8,brak danych,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,1,poniżej 1,1,0.19,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,2,1 - 6,11,2.11,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,3,7 - 17,54,10.34,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,4,18 - 40,71,13.6,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,5,41 - 60,153,29.31,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,6,61 - 80,232,44.44,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,7,81 i więcej,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,8,brak danych,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,4,18 - 40,132,9.18,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,5,41 - 60,492,34.21,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,6,61 - 80,781,54.31,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,7,81 i więcej,33,2.29,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,2,1 - 6,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,8,brak danych,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,3,7 - 17,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,2,1 - 6,2,0.03,4,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,7 - 17,33,0.41,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,4,18 - 40,1166,14.57,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,5,41 - 60,2728,34.09,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,61 - 80,3830,47.86,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,7,81 i więcej,243,3.04,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,8,brak danych,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,4,18 - 40,252,18.01,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,5,41 - 60,508,36.31,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,6,61 - 80,621,44.39,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,7,81 i więcej,18,1.29,10,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,2,1 - 6,0,0.0,0,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,8,brak danych,0,0.0,0,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,3,7 - 17,0,0.0,0,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,2,1 - 6,5,0.13,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,7 - 17,16,0.41,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,4,18 - 40,586,14.89,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,5,41 - 60,1240,31.5,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,61 - 80,1891,48.04,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,7,81 i więcej,198,5.03,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,8,brak danych,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,1,poniżej 1,1,0.08,24,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,2,1 - 6,2,0.17,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,7 - 17,23,1.91,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,4,18 - 40,249,20.7,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,5,41 - 60,405,33.67,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,61 - 80,447,37.16,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,7,81 i więcej,76,6.32,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,8,brak danych,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,1,poniżej 1,1,0.27,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,2,1 - 6,6,1.6,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,7 - 17,32,8.53,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,4,18 - 40,99,26.4,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,5,41 - 60,92,24.53,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,61 - 80,129,34.4,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,7,81 i więcej,16,4.27,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,8,brak danych,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,1,poniżej 1,4,0.02,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,2,1 - 6,60,0.27,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,3,7 - 17,150,0.66,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,4,18 - 40,4796,21.26,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,5,41 - 60,8672,38.43,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,6,61 - 80,8398,37.22,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,7,81 i więcej,484,2.15,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,8,brak danych,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,2,1 - 6,1,0.06,28,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,3,7 - 17,4,0.24,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,4,18 - 40,436,26.12,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,5,41 - 60,689,41.28,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,6,61 - 80,518,31.04,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,7,81 i więcej,21,1.26,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,8,brak danych,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,3,7 - 17,1,1.64,7,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,4,18 - 40,6,9.84,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,5,41 - 60,28,45.9,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,6,61 - 80,24,39.34,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,7,81 i więcej,2,3.28,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,2,1 - 6,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,8,brak danych,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,2,1 - 6,3,0.03,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,3,7 - 17,82,0.79,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,4,18 - 40,1045,10.12,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,5,41 - 60,3980,38.53,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,6,61 - 80,4605,44.58,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,7,81 i więcej,614,5.94,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,8,brak danych,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,2,1 - 6,1,0.04,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,3,7 - 17,20,0.71,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,4,18 - 40,353,12.54,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,5,41 - 60,1074,38.15,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,6,61 - 80,1191,42.31,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,7,81 i więcej,176,6.25,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,8,brak danych,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,1,poniżej 1,2,0.06,23,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,2,1 - 6,6,0.17,10,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,3,7 - 17,22,0.62,6,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,4,18 - 40,481,13.53,2,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,5,41 - 60,1345,37.84,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,6,61 - 80,1591,44.77,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,7,81 i więcej,107,3.01,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,8,brak danych,0,0.0,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,1,poniżej 1,2,0.03,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,2,1 - 6,18,0.28,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,3,7 - 17,111,1.72,3,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,4,18 - 40,782,12.09,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,5,41 - 60,2043,31.6,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,6,61 - 80,3188,49.3,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,7,81 i więcej,322,4.98,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,8,brak danych,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,1,poniżej 1,2,0.03,1,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,2,1 - 6,50,0.76,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,3,7 - 17,278,4.24,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,4,18 - 40,1066,16.24,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,5,41 - 60,2235,34.05,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,6,61 - 80,2591,39.48,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,7,81 i więcej,341,5.2,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,8,brak danych,0,0.0,0,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,6,61 - 80,778,80.04,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,7,81 i więcej,194,19.96,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,4,18 - 40,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,2,1 - 6,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,5,41 - 60,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,8,brak danych,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,3,7 - 17,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,1,poniżej 1,5,0.31,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,2,1 - 6,107,6.62,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,3,7 - 17,294,18.18,2,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,4,18 - 40,368,22.76,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,5,41 - 60,636,39.33,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,6,61 - 80,207,12.8,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,7,81 i więcej,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,8,brak danych,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,2,1 - 6,3,0.12,2,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,3,7 - 17,6,0.25,4,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,4,18 - 40,390,16.14,4,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,5,41 - 60,809,33.47,4,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,6,61 - 80,1035,42.82,4,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,7,81 i więcej,174,7.2,4,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,8,brak danych,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,1,poniżej 1,30,0.7,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,2,1 - 6,335,7.78,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,3,7 - 17,652,15.15,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,4,18 - 40,635,14.75,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,5,41 - 60,1004,23.32,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,6,61 - 80,1495,34.73,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,7,81 i więcej,154,3.58,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,8,brak danych,0,0.0,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,1,poniżej 1,2,0.02,11,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,2,1 - 6,81,0.73,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,3,7 - 17,195,1.75,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,4,18 - 40,964,8.64,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,5,41 - 60,2687,24.08,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,6,61 - 80,6086,54.54,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,7,81 i więcej,1144,10.25,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,8,brak danych,0,0.0,0,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,1,poniżej 1,1,0.03,1,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,2,1 - 6,19,0.48,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,3,7 - 17,73,1.84,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,4,18 - 40,326,8.2,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,5,41 - 60,841,21.15,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,6,61 - 80,2308,58.03,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,7,81 i więcej,409,10.28,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,8,brak danych,0,0.0,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,2,1 - 6,1,0.04,3,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,3,7 - 17,1,0.04,13,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,4,18 - 40,88,3.34,4,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,5,41 - 60,457,17.36,4,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,6,61 - 80,1744,66.26,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,7,81 i więcej,341,12.96,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,8,brak danych,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,2,1 - 6,8,0.07,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,3,7 - 17,357,3.1,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,4,18 - 40,4718,40.98,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,5,41 - 60,4576,39.75,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,6,61 - 80,1813,15.75,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,7,81 i więcej,41,0.36,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,1,poniżej 1,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,8,brak danych,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
