procedure-code,procedure-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
89.540,Monitorowanie podstawowych funkcji życiowych,26,4.41,14,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
99.07,Przetoczenie osocza - inne,24,4.07,27,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.62,Monitorowanie centralnego ciśnienia żylnego,24,4.07,26,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
38.99,Nakłucie żyły - inne,22,3.74,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.13,Badanie neurologiczne,20,3.4,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
87.44,Rutynowe zdjęcie RTG klatki piersiowej,20,3.4,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
96.55,Toaleta drzewa oskrzelowego,19,3.23,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
93.964,Tlenoterapia,19,3.23,25,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.521,Elektrokardiografia nieokreślona,19,3.23,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
100.62,Założenie cewnika do żyły centralnej,17,2.89,21,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
100.03,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (powyżej 4 godzin),17,2.89,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.511,Elektrokardiografia z 1-3 odprowadzeniami,16,2.72,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
87.41,Komputerowa tomografia (TK) klatki piersiowej,16,2.72,24,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
38.93,Cewnikowanie żył - inne,15,2.55,25,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
100.10,Znieczulenie całkowite dożylne (do 30 minut),15,2.55,4,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
93.16,Mobilizacja innych stawów,15,2.55,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.52,Elektrokardiogram,14,2.38,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.522,Elektrokardiografia z 12 lub więcej odprowadzeniami (z opisem),14,2.38,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
88.38,Tomografia komputerowa - inne,13,2.21,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
87.032,TK głowy bez wzmocnienia kontrastowego i co najmniej dwie fazy ze wzmocnieniem kontrastowym,13,2.21,12,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
88.769,USG brzucha - inne,13,2.21,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.7,Badanie fizykalne,13,2.21,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.51,Elektrokardiogram (ocena rytmu serca),13,2.21,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
87.033,TK tętnic głowy i szyi,12,2.04,14,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
96.782,Ciągła mechaniczna wentylacja trwająca 96 lub więcej godzin,12,2.04,27,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
100.61,Założenie cewnika do tętnicy,11,1.87,26,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
96.781,Ciągła mechaniczna wentylacja trwająca mniej niż 96 godzin,11,1.87,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.549,Monitorowanie elektrokardiograficzne - inne,11,1.87,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
87.17,Inne zdjęcie rentgenowskie czaszki,10,1.7,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
99.87,Żywienie dojelitowe,10,1.7,37,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
99.1,Wstrzyknięcie lub wlew substancji leczniczej lub profilaktycznej,10,1.7,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
88.791,USG wielomiejscowe,10,1.7,4,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
86.59,Szycie skóry i tkanki podskórnej w innym miejscu,10,1.7,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
88.21,Zdjęcie RTG kości barku i ramienia,10,1.7,28,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
31.1,Tracheostomia czasowa,10,1.7,36,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
93.13,Usprawnianie czynne z oporem,10,1.7,28,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
87.172,RTG czaszki w projekcji strzałkowej,9,1.53,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
99.219,Wstrzyknięcie antybiotyku - inne,9,1.53,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
93.12,Usprawnianie czynne,9,1.53,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
88.26,Zdjęcie RTG kości miednicy/biodra - inne,9,1.53,23,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
38.91,Cewnikowanie tętnic,8,1.36,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.541,Monitorowanie czynności serca przy pomocy urządzeń analogowych (typu Holter),8,1.36,42,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
93.95,Oksygenacja hiperbaryczna,8,1.36,12,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
99.29,Wstrzyknięcie/ infuzja innej substancji terapeutycznej lub profilaktycznej,8,1.36,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
87.22,Zdjęcie RTG kręgosłupa szyjnego,8,1.36,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
100.0,Znieczulenie ogólne,7,1.19,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
89.65,Gazometria krwi tętniczej,7,1.19,25,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
93.53,Założenie innego unieruchomienia gipsowego,7,1.19,22,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
88.011,TK jamy brzusznej lub miednicy małej bez i ze wzmocnieniem kontrastowym,7,1.19,44,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
57.94,Wprowadzenie na stałe cewnika do pęcherza moczowego,7,1.19,16,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
