branch,hospital-types,contract-product-code,contract-product-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,30703,CHIRURGIA OGÓLNA - HOSPITALIZACJA,712,46.87,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,31344,CHIRURGIA OGÓLNA - HOSPITALIZACJA PLANOWA,143,9.41,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,518,34.1,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,31626,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,26,1.71,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,31394,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,97,6.39,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,53,98.15,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,32487,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,1,1.85,16,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,30703,CHIRURGIA OGÓLNA - HOSPITALIZACJA,2456,25.74,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,31344,CHIRURGIA OGÓLNA - HOSPITALIZACJA PLANOWA,103,1.08,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,31713,CHIRURGIA ONKOLOGICZNA - HOSPITALIZACJA,399,4.18,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,1486,15.57,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,31394,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,4870,51.04,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,30703,CHIRURGIA OGÓLNA - HOSPITALIZACJA,329,12.57,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,31344,CHIRURGIA OGÓLNA - HOSPITALIZACJA PLANOWA,113,4.32,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,30851,CHIRURGIA OGÓLNA - ZESPÓŁ CHIRURGII JEDNEGO DNIA,75,2.86,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,1013,38.69,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,31394,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,949,36.25,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,31775,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - ZESPÓŁ CHIRURGII JEDNEGO DNIA,77,2.94,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,1340,46.59,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,31394,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,1470,51.11,1,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,5223,92.02,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,31378,NEUROLOGIA SPECJALISTYCZNA - HOSPITALIZACJA,146,2.57,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,30761,NEUROLOGIA - HOSPITALIZACJA- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA (ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),71,1.25,3,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,71,1.25,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,31384,REUMATOLOGIA - HOSPITALIZACJA,165,2.91,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,5399,71.1,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,237,3.12,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,30703,CHIRURGIA OGÓLNA - HOSPITALIZACJA,218,2.87,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,185,2.44,1,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,31394,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,551,7.26,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,688,9.06,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,31690,DIABETOLOGIA - HOSPITALIZACJA,121,1.59,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,31351,GERIATRIA - HOSPITALIZACJA,63,6.76,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,608,65.24,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,31384,REUMATOLOGIA - HOSPITALIZACJA,160,17.17,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,101,10.84,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,744,54.59,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,30761,NEUROLOGIA - HOSPITALIZACJA- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA (ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),156,11.45,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,179,13.13,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,31384,REUMATOLOGIA - HOSPITALIZACJA,166,12.18,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,106,7.78,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,2532,89.06,4,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,31333,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,58,2.04,6,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,230,8.09,4,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,31666,ONKOLOGIA I HEMATOLOGIA DZIECIĘCA - HOSPITALIZACJA,232,5.49,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,31780,ONKOLOGIA I HEMATOLOGIA DZIECIĘCA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,167,3.95,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,1589,37.6,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,69,1.63,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,31969,ONKOLOGIA KLINICZNA - HOSPITALIZACJA,47,1.11,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,31752,ONKOLOGIA KLINICZNA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,315,7.45,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,387,9.16,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,31626,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,517,12.23,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,32487,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,330,7.81,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,523,12.38,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,9240,82.7,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,249,2.23,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,31752,ONKOLOGIA KLINICZNA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,189,1.69,10,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,31626,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,231,2.07,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,974,8.72,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,31351,GERIATRIA - HOSPITALIZACJA,88,2.35,7,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,3138,83.7,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,65,1.73,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,456,12.16,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,2540,99.03,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,11474,95.78,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,397,3.31,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,31351,GERIATRIA - HOSPITALIZACJA,967,3.66,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,17846,67.46,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,30703,CHIRURGIA OGÓLNA - HOSPITALIZACJA,383,1.45,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,912,3.45,2,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,5734,21.67,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,6394,91.36,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,566,8.09,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,16514,97.7,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2023,2023
,,31378,NEUROLOGIA SPECJALISTYCZNA - HOSPITALIZACJA,380,2.25,4,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2023,2023
,,31817,NEUROLOGIA - HOSPITALIZACJA - A48,64883,99.07,9,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,8466,88.96,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,983,10.33,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,9242,89.31,2,A50 UDAR MÓZGU - LECZENIE,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,221,2.14,6,A50 UDAR MÓZGU - LECZENIE,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,822,7.94,4,A50 UDAR MÓZGU - LECZENIE,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,813,60.31,6,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,91,6.75,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,30,2.23,2,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2023,2023
,,31783,OKULISTYKA - HOSPITALIZACJA,169,12.54,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2023,2023
,,31333,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,136,10.09,3,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2023,2023
,,31645,OTORYNOLARYNGOLOGIA DZIECIĘCA - HOSPITALIZACJA,20,1.48,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2023,2023
,,32728,AUDIOLOGIA I FONIATRIA - HOSPITALIZACJA,31,2.3,4,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,2537,38.18,11,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,682,10.26,6,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2023,2023
,,31657,CHOROBY ZAKAŹNE - HOSPITALIZACJA,2612,39.31,10,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2023,2023
,,31965,CHOROBY ZAKAŹNE DZIECIĘCE - HOSPITALIZACJA,347,5.22,8,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,84,1.26,8,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,224,3.37,4,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,276,94.52,8,A58 ENCEFALOPATIA,1a,2023,2023
,,31378,NEUROLOGIA SPECJALISTYCZNA - HOSPITALIZACJA,3,1.03,6,A58 ENCEFALOPATIA,1a,2023,2023
,,31846,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,13,4.45,2,A58 ENCEFALOPATIA,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,6380,88.94,4,A59 BÓLE GŁOWY,1a,2023,2023
,,30703,CHIRURGIA OGÓLNA - HOSPITALIZACJA,151,2.11,2,A59 BÓLE GŁOWY,1a,2023,2023
,,31337,NEUROCHIRURGIA - HOSPITALIZACJA,92,1.28,2,A59 BÓLE GŁOWY,1a,2023,2023
,,30758,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,444,6.19,2,A59 BÓLE GŁOWY,1a,2023,2023
,,30757,NEUROLOGIA - HOSPITALIZACJA,4130,86.84,4,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2023,2023
