procedure-code,procedure-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
93.92,Inna wentylacja mechaniczna,304,5.18,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.13,Badanie neurologiczne,265,4.52,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
87.44,Rutynowe zdjęcie RTG klatki piersiowej,263,4.48,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
57.94,Wprowadzenie na stałe cewnika do pęcherza moczowego,256,4.36,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.549,Monitorowanie elektrokardiograficzne - inne,251,4.28,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
96.781,Ciągła mechaniczna wentylacja trwająca mniej niż 96 godzin,248,4.23,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
88.38,Tomografia komputerowa - inne,233,3.97,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
100.61,Założenie cewnika do tętnicy,233,3.97,15,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.521,Elektrokardiografia nieokreślona,219,3.73,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
23.0105,Konsultacja specjalistyczna,213,3.63,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
87.41,Komputerowa tomografia (TK) klatki piersiowej,207,3.53,16,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
31.1,Tracheostomia czasowa,199,3.39,35,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.1,Wstrzyknięcie lub wlew substancji leczniczej lub profilaktycznej,199,3.39,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.511,Elektrokardiografia z 1-3 odprowadzeniami,198,3.37,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.87,Żywienie dojelitowe,195,3.32,19,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.02,"Porada lekarska, inne",193,3.29,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
96.07,Wprowadzenie innej sondy do żołądka (nosowo-żołądkowej) w celu odbarczenia żołądka,177,3.02,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
93.91,Oddychanie z przerywanym ciśnieniem dodatnim (IPPB),143,2.44,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
93.90,Ciągłe dodatnie ciśnienie w drogach oddechowych (CPAP),136,2.32,16,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
93.89,Rehabilitacja - inne,130,2.22,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.17,Wstrzyknięcie insuliny,123,2.1,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
87.032,TK głowy bez wzmocnienia kontrastowego i co najmniej dwie fazy ze wzmocnieniem kontrastowym,123,2.1,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.999,Pozostałe procedury - inne,120,2.04,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
01.248,Kraniotomia z usunięciem krwiaka śródmózgowego,118,2.01,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.52,Elektrokardiogram,109,1.86,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
01.092,Aspiracja przestrzeni podtwardówkowej,108,1.84,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.219,Wstrzyknięcie antybiotyku - inne,107,1.82,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
96.35,Podawanie substancji odżywczych do żołądka przez sondę,105,1.79,22,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.210,Wstrzyknięcie antybiotyku nieokreślone,103,1.76,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
01.241,Odbarczenie (mózgu),102,1.74,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.153,Całkowite żywienie pozajelitowe,100,1.7,17,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
96.73,Wentylacja z ciągłym dodatnim ciśnieniem końcowo-wydechowym (PEEP),99,1.69,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
88.769,USG brzucha - inne,98,1.67,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.63,Monitorowanie ciśnienia w tętnicy płucnej,97,1.65,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
87.033,TK tętnic głowy i szyi,94,1.6,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.541,Monitorowanie czynności serca przy pomocy urządzeń analogowych (typu Holter),94,1.6,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
01.23,Powtórne otwarcie w miejscu kraniotomii,92,1.57,16,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
88.761,USG brzucha i przestrzeni zaotrzewnowej,86,1.47,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
93.2202,Pionizacja czynna,86,1.47,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
93.94,Nebulizacja,83,1.41,29,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
57.01,Cewnikowanie pęcherza przez cewkę jednorazowe,83,1.41,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
C53,Morfologia krwi 8-parametrowa,81,1.38,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.601,Ciągłe monitorowanie gazometrii krwi tętniczej za pomocą czujnika dotętniczego,81,1.38,6,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
00.17,Wlew czynnika wazopresyjnego,80,1.36,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.26,Wstrzyknięcie trankwilizatora,80,1.36,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.19,Wstrzyknięcie antykoagulanta,79,1.35,19,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.152,Częściowe żywienie pozajelitowe,76,1.3,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
96.71,Wentylacja wspomagana przez rurkę intubacyjną,75,1.28,15,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
87.494,,75,1.28,15,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.6,Monitorowanie układu krążenia,73,1.24,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.297,24-godzinny dożylny wlew - innych leków inotropowo dodatnich,72,1.23,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
O35,Sód (Na),71,1.21,6,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
97.23,Wymiana rurki tracheostomijnej,71,1.21,42,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
97.38,Usunięcie szwów z głowy lub szyi,71,1.21,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.05,Przetoczenie koncentratu płytkowego,71,1.21,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
93.1202,Ćwiczenia czynne wolne,67,1.14,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
99.29,Wstrzyknięcie/ infuzja innej substancji terapeutycznej lub profilaktycznej,63,1.07,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
88.011,TK jamy brzusznej lub miednicy małej bez i ze wzmocnieniem kontrastowym,63,1.07,16,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
100.03,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (powyżej 4 godzin),61,1.04,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
100.0,Znieczulenie ogólne,61,1.04,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
87.49,Inne zdjęcie RTG klatki piersiowej,60,1.02,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
89.51,Elektrokardiogram (ocena rytmu serca),59,1.01,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
02.051,Założenie płytki sztucznej do czaszki,174,29.19,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
01.247,Kraniotomia z usunięciem krwiaka podtwardówkowego,58,9.73,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
02.022,Odbarczenie złamania czaszki,52,8.72,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
02.061,Operacja odtwórcza czaszki - nieokreślona inaczej,43,7.21,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
02.021,Chirurgiczne opracowanie złożonego złamania czaszki,39,6.54,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
02.121,Zamknięcie przetoki płynowej opon mózgowych,39,6.54,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
01.243,Trepanacja czaszki,36,6.04,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
01.093,Inne aspiracje w zakresie czaszki,30,5.03,2,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
02.04,Przeszczep kostny do kości czaszki,30,5.03,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
01.251,Oczyszczenie czaszki,28,4.7,4,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
01.23,Powtórne otwarcie w miejscu kraniotomii,25,4.19,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
01.245,Kraniotomia z usunięciem krwiaka nadtwardówkowego,21,3.52,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
01.19,Inne zabiegi diagnostyczne czaszki,15,2.52,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
02.023,Nastawienie złamania czaszki,14,2.35,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
01.092,Aspiracja przestrzeni podtwardówkowej,8,1.34,20,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
02.07,Usunięcie płytki (sztucznej) z czaszki,7,1.17,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
01.18,Inne zabiegi diagnostyczne mózgu i opon mózgowych,7,1.17,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
87.031,TK głowy bez i ze wzmocnieniem kontrastowym,227,38.09,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.00,"Porada lekarska, konsultacja, asysta",167,28.02,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.04,Opieka pielęgniarki lub położnej,128,21.48,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
100.02,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (od 2 do 4 godzin),109,18.29,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
100.01,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (do 2 godzin),75,12.58,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
87.441,RTG płuc - inne,74,12.42,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
99.18,Wstrzyknięcie/ infuzja elektrolitów,73,12.25,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.602,Pulsoksymetria,48,8.05,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.61,Monitorowanie systemowego ciśnienia tętniczego,47,7.89,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
99.04,Przetoczenie koncentratu krwinek czerwonych,46,7.72,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
93.57,Założenie opatrunku na ranę - inne,42,7.05,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
87.440,RTG klatki piersiowej,38,6.38,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
87.44,Rutynowe zdjęcie RTG klatki piersiowej,29,4.87,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
87.03,Komputerowa tomografia głowy i/ lub szyi,28,4.7,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.540,Monitorowanie podstawowych funkcji życiowych,27,4.53,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.522,Elektrokardiografia z 12 lub więcej odprowadzeniami (z opisem),27,4.53,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.13,Badanie neurologiczne,27,4.53,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
99.218,Podanie antybiotyku dożylnie lub we wlewie,27,4.53,14,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
99.07,Przetoczenie osocza - inne,25,4.19,23,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
38.99,Nakłucie żyły - inne,24,4.03,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
87.04,Tomografia głowy i/ lub szyi - inne,24,4.03,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
100.03,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (powyżej 4 godzin),23,3.86,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.7,Badanie fizykalne,22,3.69,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
93.964,Tlenoterapia,22,3.69,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
100.10,Znieczulenie całkowite dożylne (do 30 minut),22,3.69,2,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
57.94,Wprowadzenie na stałe cewnika do pęcherza moczowego,19,3.19,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
88.38,Tomografia komputerowa - inne,19,3.19,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
38.93,Cewnikowanie żył - inne,19,3.19,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
100.62,Założenie cewnika do żyły centralnej,19,3.19,28,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.62,Monitorowanie centralnego ciśnienia żylnego,17,2.85,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
100.61,Założenie cewnika do tętnicy,17,2.85,18,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
100.0,Znieczulenie ogólne,17,2.85,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
96.55,Toaleta drzewa oskrzelowego,16,2.68,17,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.521,Elektrokardiografia nieokreślona,15,2.52,4,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.65,Gazometria krwi tętniczej,15,2.52,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
38.91,Cewnikowanie tętnic,15,2.52,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
87.033,TK tętnic głowy i szyi,15,2.52,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.02,"Porada lekarska, inne",15,2.52,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.52,Elektrokardiogram,14,2.35,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
99.1,Wstrzyknięcie lub wlew substancji leczniczej lub profilaktycznej,14,2.35,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
93.92,Inna wentylacja mechaniczna,13,2.18,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
99.219,Wstrzyknięcie antybiotyku - inne,13,2.18,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
96.04,Intubacja dotchawicza,12,2.01,30,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
87.032,TK głowy bez wzmocnienia kontrastowego i co najmniej dwie fazy ze wzmocnieniem kontrastowym,12,2.01,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
99.153,Całkowite żywienie pozajelitowe,11,1.85,35,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
99.87,Żywienie dojelitowe,11,1.85,28,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
89.549,Monitorowanie elektrokardiograficzne - inne,11,1.85,12,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
93.94,Nebulizacja,10,1.68,31,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
23.0105,Konsultacja specjalistyczna,10,1.68,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
96.781,Ciągła mechaniczna wentylacja trwająca mniej niż 96 godzin,9,1.51,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
99.56,Podanie antytoksyny przeciwtężcowej,8,1.34,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
