branch,hospital-types,age-group-code,age-group-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,4,18 - 40,55,19.57,5,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2011,2011
,,1,poniżej 1,34,0.46,14,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,2,1 - 6,92,1.25,16,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,5,41 - 60,3266,44.34,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,6,61 - 80,2314,31.41,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,7,81 i więcej,132,1.79,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,8,brak danych,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,3,7 - 17,206,2.8,15,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4,18 - 40,1322,17.95,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,1,poniżej 1,63,1.09,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,2,1 - 6,234,4.05,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,5,41 - 60,2090,36.19,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,6,61 - 80,1982,34.32,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,7,81 i więcej,167,2.89,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,8,brak danych,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,3,7 - 17,339,5.87,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4,18 - 40,900,15.58,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,1,poniżej 1,61,3.7,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,2,1 - 6,137,8.31,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,5,41 - 60,473,28.68,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,6,61 - 80,402,24.38,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,7,81 i więcej,71,4.31,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,8,brak danych,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,3,7 - 17,180,10.92,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4,18 - 40,325,19.71,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,1,poniżej 1,5,1.52,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,2,1 - 6,9,2.74,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,5,41 - 60,91,27.66,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,6,61 - 80,46,13.98,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,7,81 i więcej,8,2.43,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,8,brak danych,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,3,7 - 17,21,6.38,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4,18 - 40,149,45.29,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,1,poniżej 1,14,0.11,14,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,2,1 - 6,54,0.41,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,5,41 - 60,6255,47.4,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,6,61 - 80,2536,19.22,8,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,7,81 i więcej,90,0.68,10,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,8,brak danych,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,3,7 - 17,165,1.25,8,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4,18 - 40,4082,30.93,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,1,poniżej 1,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,2,1 - 6,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,5,41 - 60,1697,48.49,7,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,6,61 - 80,299,8.54,8,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,7,81 i więcej,4,0.11,6,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,8,brak danych,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,3,7 - 17,17,0.49,7,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4,18 - 40,1483,42.37,6,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,1,poniżej 1,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,2,1 - 6,18,0.32,4,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,5,41 - 60,2814,50.01,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,6,61 - 80,1459,25.93,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,7,81 i więcej,162,2.88,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,8,brak danych,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,3,7 - 17,115,2.04,4,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,4,18 - 40,1059,18.82,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,1,poniżej 1,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2011,2011
,,2,1 - 6,1,0.06,1,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2011,2011
,,5,41 - 60,658,41.46,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2011,2011
,,6,61 - 80,478,30.12,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2011,2011
,,7,81 i więcej,48,3.02,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2011,2011
,,8,brak danych,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2011,2011
,,3,7 - 17,94,5.92,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2011,2011
,,4,18 - 40,308,19.41,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2011,2011
,,1,poniżej 1,7,0.27,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2011,2011
,,2,1 - 6,44,1.71,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2011,2011
,,5,41 - 60,946,36.7,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2011,2011
,,6,61 - 80,920,35.69,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2011,2011
,,7,81 i więcej,92,3.57,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2011,2011
,,8,brak danych,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2011,2011
,,3,7 - 17,66,2.56,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2011,2011
,,4,18 - 40,503,19.51,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2011,2011
,,1,poniżej 1,19,0.13,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2011,2011
,,2,1 - 6,73,0.48,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2011,2011
,,5,41 - 60,6680,44.13,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2011,2011
,,6,61 - 80,4327,28.58,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2011,2011
,,7,81 i więcej,587,3.88,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2011,2011
,,8,brak danych,0,0.0,0,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2011,2011
,,3,7 - 17,335,2.21,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2011,2011
,,4,18 - 40,3117,20.59,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2011,2011
,,1,poniżej 1,17,0.91,2,A32 CHOROBY MIĘŚNI,1a,2011,2011
,,2,1 - 6,94,5.03,2,A32 CHOROBY MIĘŚNI,1a,2011,2011
,,5,41 - 60,587,31.44,6,A32 CHOROBY MIĘŚNI,1a,2011,2011
,,6,61 - 80,511,27.37,8,A32 CHOROBY MIĘŚNI,1a,2011,2011
,,7,81 i więcej,59,3.16,9,A32 CHOROBY MIĘŚNI,1a,2011,2011
,,8,brak danych,0,0.0,0,A32 CHOROBY MIĘŚNI,1a,2011,2011
,,3,7 - 17,110,5.89,6,A32 CHOROBY MIĘŚNI,1a,2011,2011
,,4,18 - 40,489,26.19,5,A32 CHOROBY MIĘŚNI,1a,2011,2011
,,1,poniżej 1,4,0.02,2,A33 ZABURZENIA RÓWNOWAGI,1a,2011,2011
,,2,1 - 6,157,0.91,3,A33 ZABURZENIA RÓWNOWAGI,1a,2011,2011
,,5,41 - 60,6195,35.74,4,A33 ZABURZENIA RÓWNOWAGI,1a,2011,2011
,,6,61 - 80,6151,35.49,4,A33 ZABURZENIA RÓWNOWAGI,1a,2011,2011
,,7,81 i więcej,1270,7.33,5,A33 ZABURZENIA RÓWNOWAGI,1a,2011,2011
,,8,brak danych,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2011,2011
,,3,7 - 17,340,1.96,2,A33 ZABURZENIA RÓWNOWAGI,1a,2011,2011
,,4,18 - 40,3215,18.55,3,A33 ZABURZENIA RÓWNOWAGI,1a,2011,2011
,,1,poniżej 1,118,0.69,2,A34 GUZY MÓZGU,1a,2011,2011
,,2,1 - 6,860,5.02,2,A34 GUZY MÓZGU,1a,2011,2011
,,5,41 - 60,5303,30.96,7,A34 GUZY MÓZGU,1a,2011,2011
,,6,61 - 80,6628,38.69,7,A34 GUZY MÓZGU,1a,2011,2011
,,7,81 i więcej,1091,6.37,8,A34 GUZY MÓZGU,1a,2011,2011
,,8,brak danych,0,0.0,0,A34 GUZY MÓZGU,1a,2011,2011
,,3,7 - 17,1162,6.78,2,A34 GUZY MÓZGU,1a,2011,2011
,,4,18 - 40,1969,11.49,4,A34 GUZY MÓZGU,1a,2011,2011
,,1,poniżej 1,95,0.45,2,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2011,2011
,,2,1 - 6,299,1.42,3,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2011,2011
,,5,41 - 60,3406,16.13,6,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2011,2011
,,6,61 - 80,9979,47.26,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2011,2011
,,7,81 i więcej,5978,28.31,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2011,2011
,,8,brak danych,0,0.0,0,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2011,2011
,,3,7 - 17,324,1.53,3,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2011,2011
,,4,18 - 40,1035,4.9,5,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2011,2011
,,1,poniżej 1,4,0.03,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2011,2011
,,2,1 - 6,40,0.26,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2011,2011
,,5,41 - 60,7439,49.14,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2011,2011
,,6,61 - 80,898,5.93,6,A36 CHOROBY DEMIELINIZACYJNE,1a,2011,2011
,,7,81 i więcej,9,0.06,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2011,2011
,,8,brak danych,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2011,2011
,,3,7 - 17,360,2.38,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2011,2011
,,4,18 - 40,6388,42.2,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2011,2011
,,1,poniżej 1,27,0.1,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2011,2011
,,2,1 - 6,68,0.25,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2011,2011
,,5,41 - 60,5990,22.38,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2011,2011
,,6,61 - 80,12908,48.23,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2011,2011
,,7,81 i więcej,6028,22.52,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2011,2011
,,8,brak danych,0,0.0,0,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2011,2011
,,3,7 - 17,265,0.99,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2011,2011
,,4,18 - 40,1479,5.53,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2011,2011
,,1,poniżej 1,1,0.01,3,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2011,2011
,,2,1 - 6,3,0.02,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2011,2011
,,5,41 - 60,2738,19.72,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2011,2011
,,6,61 - 80,7345,52.9,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2011,2011
,,7,81 i więcej,3419,24.62,6,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2011,2011
,,8,brak danych,0,0.0,0,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2011,2011
,,3,7 - 17,59,0.42,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2011,2011
,,4,18 - 40,321,2.31,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2011,2011
,,1,poniżej 1,1,0.0,25,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2011,2011
,,2,1 - 6,4,0.01,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2011,2011
,,5,41 - 60,9936,29.63,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2011,2011
,,6,61 - 80,17412,51.92,6,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2011,2011
,,7,81 i więcej,4820,14.37,6,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2011,2011
,,8,brak danych,0,0.0,0,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2011,2011
,,3,7 - 17,64,0.19,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2011,2011
,,4,18 - 40,1296,3.86,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2011,2011
,,1,poniżej 1,0,0.0,0,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,2,1 - 6,0,0.0,0,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,5,41 - 60,8168,19.3,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,6,61 - 80,22643,53.51,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,7,81 i więcej,10918,25.8,11,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,8,brak danych,0,0.0,0,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,3,7 - 17,2,0.0,17,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,4,18 - 40,588,1.39,11,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,1,poniżej 1,0,0.0,0,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,2,1 - 6,6,0.02,27,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,5,41 - 60,5485,17.45,9,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,6,61 - 80,16874,53.68,9,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,7,81 i więcej,8627,27.44,10,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,8,brak danych,1,0.0,15,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,3,7 - 17,14,0.04,15,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,4,18 - 40,427,1.36,9,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,1,poniżej 1,6,0.03,7,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,2,1 - 6,7,0.04,12,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,5,41 - 60,2789,16.22,3,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,6,61 - 80,8151,47.41,4,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,7,81 i więcej,5817,33.83,4,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,8,brak danych,0,0.0,0,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,3,7 - 17,23,0.13,11,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,4,18 - 40,401,2.33,2,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,1,poniżej 1,0,0.0,0,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,2,1 - 6,0,0.0,0,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,5,41 - 60,537,23.5,10,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,6,61 - 80,1314,57.51,11,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,7,81 i więcej,369,16.15,12,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
