disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
C71.2,Nowotwór złośliwy (płat skroniowy),417,6.74,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
C71.3,Nowotwór złośliwy (płat ciemienowy),337,5.45,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,231,3.73,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",222,3.59,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
C71.6,Nowotwór złośliwy (móżdżek),176,2.84,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
C71.9,"Nowotwór złośliwy (mózg, nie określony)",159,2.57,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
C71.4,Nowotwór złośliwy (płat potyliczny),107,1.73,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
D32.0,Nowotwór niezłośliwy (opony mózgowe),103,1.66,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",79,1.28,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
C71,Nowotwór złośliwy mózgu,72,1.16,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),174,1.08,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2015,2015
G56.1,Inne uszkodzenia nerwu pośrodkowego,4322,50.57,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2015,2015
G56.2,Uszkodzenie nerwu łokciowego,1273,14.89,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2015,2015
G56.8,Inne mononeuropatie kończyny górnej,920,10.76,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2015,2015
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,218,2.55,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2015,2015
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",218,2.55,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2015,2015
G64,Inne zaburzenia obwodowego układu nerwowego,212,2.48,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2015,2015
G54.5,Nerwoból z zanikiem mięśni,134,1.57,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2015,2015
G62.9,"Polineuropatia, nie określona",1317,35.31,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G62.8,Inne określone polineuropatie,1110,29.76,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G70.0,Miastenia ciężka rzekomoporaźna,371,9.95,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G61.0,Zespół Gullaina-Barrego,277,7.43,14,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G72.9,"Miopatia, nie określona",206,5.52,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G72.8,Inne określone miopatie,71,1.9,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G71.9,"Pierwotne zaburzenia mięśni, nie określone",62,1.66,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G62.2,Polineuropatia wywołana innymi czynnikami toksycznymi,55,1.47,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G61.8,Inne polineuropatie zakaźne,45,1.21,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G71.8,Inne pierwotne zaburzenia mięśni,42,1.13,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G71.0,Dystrofia mięśniowa,41,1.1,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2015,2015
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,4551,29.22,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G54.2,Zaburzenia korzeni nerwów rdzeniowych szyjnych niesklasyfikowanych gdzie indziej,1449,9.3,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,1189,7.63,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G62.8,Inne określone polineuropatie,974,6.25,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G54.9,"Zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych, nie określone",803,5.16,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G62.9,"Polineuropatia, nie określona",684,4.39,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,562,3.61,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G54.3,Zaburzenia korzeni nerwów rdzeniowych piersiowych niesklasyfikowanych gdzie indziej,558,3.58,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",348,2.23,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G54.0,Zaburzenia splotu ramiennego,341,2.19,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G57.3,Uszkodzenie nerwu strzałkowego wspólnego,328,2.11,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
E11.4,Cukrzyca insulinoniezależna (z powikłaniami neurologicznymi),317,2.04,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G56.1,Inne uszkodzenia nerwu pośrodkowego,278,1.78,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G61.0,Zespół Gullaina-Barrego,257,1.65,13,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
E10.4,Cukrzyca insulinozależna (z powikłaniami neurologicznymi),219,1.41,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G56.2,Uszkodzenie nerwu łokciowego,207,1.33,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
R20.2,Parestezje,199,1.28,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G70.9,"Zaburzenia mięśniowo-nerwowe, nie określone",179,1.15,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G56.3,Uszkodzenie nerwu promieniowego,169,1.09,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2015,2015
G70.0,Miastenia ciężka rzekomoporaźna,1023,48.78,7,A32 CHOROBY MIĘŚNI,1a,2015,2015
G72.9,"Miopatia, nie określona",395,18.84,5,A32 CHOROBY MIĘŚNI,1a,2015,2015
G72.8,Inne określone miopatie,146,6.96,6,A32 CHOROBY MIĘŚNI,1a,2015,2015
G71.0,Dystrofia mięśniowa,139,6.63,3,A32 CHOROBY MIĘŚNI,1a,2015,2015
G71.9,"Pierwotne zaburzenia mięśni, nie określone",104,4.96,4,A32 CHOROBY MIĘŚNI,1a,2015,2015
G71.1,Zaburzenia miotoniczne,62,2.96,5,A32 CHOROBY MIĘŚNI,1a,2015,2015
G71.8,Inne pierwotne zaburzenia mięśni,43,2.05,4,A32 CHOROBY MIĘŚNI,1a,2015,2015
G72.0,Miopatia polekowa,40,1.91,6,A32 CHOROBY MIĘŚNI,1a,2015,2015
G70.2,Miastenia wrodzona i wieku rozwojowego,38,1.81,6,A32 CHOROBY MIĘŚNI,1a,2015,2015
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,34,1.62,7,A32 CHOROBY MIĘŚNI,1a,2015,2015
R42,Zawroty głowy i odurzenie,7226,97.77,4,A33 ZABURZENIA RÓWNOWAGI,1a,2015,2015
R26.8,Inne i nie określone zaburzenia chodu i poruszania się,98,1.33,6,A33 ZABURZENIA RÓWNOWAGI,1a,2015,2015
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",607,10.11,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,585,9.74,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
G93.0,Torbiele mózgu,583,9.71,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C71.9,"Nowotwór złośliwy (mózg, nie określony)",465,7.74,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",386,6.43,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
Q85.0,Nerwiakowłókniakowatość niezłośliwa,291,4.85,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C71.1,Nowotwór złośliwy (płat czołowy),241,4.01,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C71.2,Nowotwór złośliwy (płat skroniowy),219,3.65,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D32.0,Nowotwór niezłośliwy (opony mózgowe),191,3.18,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",158,2.63,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",153,2.55,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C71.3,Nowotwór złośliwy (płat ciemienowy),150,2.5,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),147,2.45,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",136,2.26,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),116,1.93,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C71.6,Nowotwór złośliwy (móżdżek),110,1.83,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),110,1.83,5,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,101,1.68,6,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",99,1.65,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),98,1.63,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C71.7,Nowotwór złośliwy (pień mózgu),83,1.38,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C72.0,Nowotwór złośliwy (rdzeń kręgowy),77,1.28,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),71,1.18,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D33.7,Nowotwór niezłośliwy (inne określone części centralnego systemu nerwowego),70,1.17,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C71.4,Nowotwór złośliwy (płat potyliczny),61,1.02,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
D35.2,Nowotwór niezłośliwy (przysadka),60,1.0,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2015,2015
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,2108,17.56,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",1704,14.19,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
C71.9,"Nowotwór złośliwy (mózg, nie określony)",1076,8.96,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
G93.0,Torbiele mózgu,845,7.04,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
C71.1,Nowotwór złośliwy (płat czołowy),578,4.81,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D32.0,Nowotwór niezłośliwy (opony mózgowe),453,3.77,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
C71.2,Nowotwór złośliwy (płat skroniowy),429,3.57,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",424,3.53,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
C71.3,Nowotwór złośliwy (płat ciemienowy),390,3.25,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",366,3.05,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",325,2.71,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,303,2.52,10,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",296,2.47,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),188,1.57,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),168,1.4,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),155,1.29,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),155,1.29,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
C71.6,Nowotwór złośliwy (móżdżek),151,1.26,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D42.0,Nowotwór o nieokreślonym charakterze (opony mózgowe),145,1.21,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),143,1.19,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
C41.2,Nowotwór złośliwy (kości kręgosłupa),141,1.17,10,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
D35.2,Nowotwór niezłośliwy (przysadka),120,1.0,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2015,2015
G20,Choroba Parkinsona,1249,22.0,6,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2015,2015
G30.8,Otępienie typu alzheimerowskiego,644,11.34,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2015,2015
