branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",2,0.12,49,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,6,1.99,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,51,16.94,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,244,81.06,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,8,przeniesienie z innego szpitala,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,193,1.41,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,3680,26.89,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,9720,71.03,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,8,przeniesienie z innego szpitala,56,0.41,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",36,0.26,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,39,1.26,10,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,982,31.65,7,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,2076,66.9,7,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,8,przeniesienie z innego szpitala,6,0.19,9,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,3,30.0,8,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,7,70.0,10,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,8,przeniesienie z innego szpitala,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,62,0.82,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,823,10.83,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,6709,88.25,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2012,2012
,,10,przyjęcie przymusowe,1,0.01,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2012,2012
,,8,przeniesienie z innego szpitala,1,0.01,6,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,1,0.01,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",5,0.07,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,2,0.12,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,154,9.35,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,1488,90.35,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2012,2012
,,8,przeniesienie z innego szpitala,3,0.18,1,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,94,3.95,12,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,911,38.25,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,1370,57.51,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,8,przeniesienie z innego szpitala,4,0.17,25,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",3,0.13,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,923,6.17,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,7546,50.43,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,6443,43.06,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,8,przeniesienie z innego szpitala,20,0.13,12,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",31,0.21,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,100,4.69,10,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,906,42.54,7,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,1113,52.25,6,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,8,przeniesienie z innego szpitala,7,0.33,10,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,1,0.05,9,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",3,0.14,5,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,2615,14.47,4,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,9604,53.14,4,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,5818,32.19,3,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,8,przeniesienie z innego szpitala,3,0.02,3,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,1,0.01,3,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",33,0.18,4,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,2730,15.76,7,A34 GUZY MÓZGU,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,9299,53.68,7,A34 GUZY MÓZGU,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,5226,30.17,3,A34 GUZY MÓZGU,1a,2012,2012
,,10,przyjęcie przymusowe,0,0.0,0,A34 GUZY MÓZGU,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A34 GUZY MÓZGU,1a,2012,2012
,,8,przeniesienie z innego szpitala,40,0.23,7,A34 GUZY MÓZGU,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,1,0.01,5,A34 GUZY MÓZGU,1a,2012,2012
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",28,0.16,6,A34 GUZY MÓZGU,1a,2012,2012
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,3442,16.08,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,3,przyjęcie w trybie nagłym - inne przypadki,8763,40.95,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,6,przyjęcie planowe na podstawie skierowania,9140,42.71,6,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,10,przyjęcie przymusowe,2,0.01,17,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,8,przeniesienie z innego szpitala,25,0.12,11,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,2,0.01,9,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
