branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,3,nagły,409,46.42,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
,,4,inne,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
,,1,planowe,583,19.62,4,A33 ZABURZENIA RÓWNOWAGI,1a,2020,2020
,,2,przeniesienie z innego szpitala,2,0.07,5,A33 ZABURZENIA RÓWNOWAGI,1a,2020,2020
,,3,nagły,2386,80.31,4,A33 ZABURZENIA RÓWNOWAGI,1a,2020,2020
,,4,inne,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2020,2020
,,1,planowe,1624,41.66,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
,,2,przeniesienie z innego szpitala,35,0.9,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
,,3,nagły,2193,56.26,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
,,4,inne,46,1.18,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
,,1,planowe,1303,13.54,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
,,2,przeniesienie z innego szpitala,46,0.48,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
,,3,nagły,8255,85.81,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
,,4,inne,16,0.17,10,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
,,1,planowe,1428,49.24,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2020,2020
,,2,przeniesienie z innego szpitala,9,0.31,13,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2020,2020
,,3,nagły,1463,50.45,7,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2020,2020
,,4,inne,0,0.0,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2020,2020
,,1,planowe,822,54.98,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2020,2020
,,2,przeniesienie z innego szpitala,2,0.13,8,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2020,2020
,,3,nagły,671,44.88,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2020,2020
,,4,inne,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2020,2020
,,1,planowe,4374,47.63,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2020,2020
,,2,przeniesienie z innego szpitala,17,0.19,8,A36 CHOROBY DEMIELINIZACYJNE,1a,2020,2020
,,3,nagły,4792,52.18,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2020,2020
,,4,inne,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2020,2020
,,1,planowe,5234,24.98,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2020,2020
,,2,przeniesienie z innego szpitala,187,0.89,8,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2020,2020
,,3,nagły,15530,74.13,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2020,2020
,,4,inne,0,0.0,0,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2020,2020
,,1,planowe,722,9.71,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2020,2020
,,2,przeniesienie z innego szpitala,18,0.24,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2020,2020
,,3,nagły,6697,90.05,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2020,2020
,,4,inne,0,0.0,0,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2020,2020
,,1,planowe,1417,8.99,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2020,2020
,,2,przeniesienie z innego szpitala,15,0.1,7,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2020,2020
,,3,nagły,14321,90.9,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2020,2020
,,4,inne,1,0.01,8,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2020,2020
,,1,planowe,818,1.5,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2020,2020
,,2,przeniesienie z innego szpitala,334,0.61,12,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2020,2020
,,3,nagły,53361,97.88,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2020,2020
,,4,inne,3,0.01,11,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2020,2020
,,1,planowe,482,3.75,9,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2020,2020
,,2,przeniesienie z innego szpitala,84,0.65,9,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2020,2020
,,3,nagły,12279,95.59,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2020,2020
,,4,inne,1,0.01,1929,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2020,2020
,,1,planowe,329,2.62,5,A50 UDAR MÓZGU - LECZENIE,1a,2020,2020
,,2,przeniesienie z innego szpitala,146,1.16,5,A50 UDAR MÓZGU - LECZENIE,1a,2020,2020
,,3,nagły,12061,96.21,2,A50 UDAR MÓZGU - LECZENIE,1a,2020,2020
,,4,inne,0,0.0,0,A50 UDAR MÓZGU - LECZENIE,1a,2020,2020
,,1,planowe,464,23.87,3,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2020,2020
,,2,przeniesienie z innego szpitala,2,0.1,12,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2020,2020
,,3,nagły,1476,75.93,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2020,2020
,,4,inne,2,0.1,4,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2020,2020
,,1,planowe,682,17.72,6,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2020,2020
,,2,przeniesienie z innego szpitala,66,1.72,13,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2020,2020
,,3,nagły,3100,80.56,12,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2020,2020
,,4,inne,0,0.0,0,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2020,2020
,,1,planowe,59,12.37,4,A58 ENCEFALOPATIA,1a,2020,2020
,,2,przeniesienie z innego szpitala,5,1.05,10,A58 ENCEFALOPATIA,1a,2020,2020
,,3,nagły,413,86.58,7,A58 ENCEFALOPATIA,1a,2020,2020
,,4,inne,0,0.0,0,A58 ENCEFALOPATIA,1a,2020,2020
,,1,planowe,1630,23.01,3,A59 BÓLE GŁOWY,1a,2020,2020
,,2,przeniesienie z innego szpitala,5,0.07,5,A59 BÓLE GŁOWY,1a,2020,2020
,,3,nagły,5448,76.92,4,A59 BÓLE GŁOWY,1a,2020,2020
,,4,inne,0,0.0,0,A59 BÓLE GŁOWY,1a,2020,2020
,,1,planowe,653,9.79,4,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2020,2020
,,2,przeniesienie z innego szpitala,17,0.25,6,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2020,2020
,,3,nagły,6002,89.94,4,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2020,2020
,,4,inne,1,0.01,21,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2020,2020
,,1,planowe,570,13.47,5,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2020,2020
,,2,przeniesienie z innego szpitala,23,0.54,8,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2020,2020
,,3,nagły,3640,85.99,6,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2020,2020
,,4,inne,0,0.0,0,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2020,2020
,,1,planowe,223,3.08,4,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,2,przeniesienie z innego szpitala,59,0.82,4,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,3,nagły,6947,96.1,4,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,4,inne,0,0.0,0,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,1,planowe,207,4.19,1,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,2,przeniesienie z innego szpitala,2,0.04,3,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,3,nagły,4737,95.77,2,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,4,inne,0,0.0,0,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,1,planowe,659,54.83,3,A86 CHOROBY NEURONU RUCHOWEGO,1a,2020,2020
,,2,przeniesienie z innego szpitala,4,0.33,19,A86 CHOROBY NEURONU RUCHOWEGO,1a,2020,2020
,,3,nagły,539,44.84,6,A86 CHOROBY NEURONU RUCHOWEGO,1a,2020,2020
,,4,inne,0,0.0,0,A86 CHOROBY NEURONU RUCHOWEGO,1a,2020,2020
,,1,planowe,9399,33.1,4,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2020,2020
,,2,przeniesienie z innego szpitala,93,0.33,6,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2020,2020
,,3,nagły,18906,66.57,5,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2020,2020
,,4,inne,2,0.01,349,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2020,2020
,,1,planowe,31,36.47,4,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2020,2020
,,2,przeniesienie z innego szpitala,0,0.0,0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2020,2020
,,3,nagły,54,63.53,4,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2020,2020
,,4,inne,0,0.0,0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2020,2020
,,1,planowe,519,45.21,3,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2020,2020
,,2,przeniesienie z innego szpitala,1,0.09,4,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2020,2020
,,3,nagły,628,54.7,3,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2020,2020
,,4,inne,0,0.0,0,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2020,2020
,,1,planowe,7,43.75,2,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2020,2020
,,2,przeniesienie z innego szpitala,0,0.0,0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2020,2020
,,3,nagły,9,56.25,5,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2020,2020
,,4,inne,0,0.0,0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2020,2020
,,1,planowe,1300,93.86,0,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2020,2020
,,2,przeniesienie z innego szpitala,0,0.0,0,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2020,2020
,,3,nagły,85,6.14,4,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2020,2020
,,4,inne,0,0.0,0,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2020,2020
,,1,planowe,5420,69.69,2,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,2,przeniesienie z innego szpitala,3,0.04,4,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,3,nagły,2354,30.27,2,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,4,inne,0,0.0,0,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,1,planowe,1376,61.4,2,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,2,przeniesienie z innego szpitala,0,0.0,0,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,3,nagły,865,38.6,3,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,4,inne,0,0.0,0,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,1,planowe,6765,85.05,1,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,2,przeniesienie z innego szpitala,1,0.01,2,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,3,nagły,1188,14.94,2,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,4,inne,0,0.0,0,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,1,planowe,2041,87.07,1,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,2,przeniesienie z innego szpitala,0,0.0,0,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,3,nagły,303,12.93,3,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,4,inne,0,0.0,0,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,1,planowe,9594,97.97,0,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2020,2020
,,2,przeniesienie z innego szpitala,0,0.0,0,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2020,2020
,,3,nagły,199,2.03,0,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2020,2020
,,4,inne,0,0.0,0,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2020,2020
,,1,planowe,221595,98.84,0,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2020,2020
,,2,przeniesienie z innego szpitala,11,0.0,0,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2020,2020
,,3,nagły,2584,1.15,0,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2020,2020
,,4,inne,8,0.0,0,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2020,2020
,,1,planowe,657,90.12,0,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2020,2020
,,2,przeniesienie z innego szpitala,0,0.0,0,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2020,2020
,,3,nagły,72,9.88,2,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2020,2020
,,4,inne,0,0.0,0,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2020,2020
,,1,planowe,577,89.88,1,B25 WSZCZEPIENIE WTÓRNE SOCZEWKI *,1a,2020,2020
,,2,przeniesienie z innego szpitala,0,0.0,0,B25 WSZCZEPIENIE WTÓRNE SOCZEWKI *,1a,2020,2020
