disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
G40.9,"Padaczka, nie określona",10,2.82,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
G40.2,Padaczka objawowa (ogniskowa) (częściowa) i zespoły padaczkowe ze złożonymi napadami częściowymi,8,2.26,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
G40.3,Uogólniona samoistna padaczka i zespoły padaczkowe,8,2.26,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
G40.4,Inne postacie uogólnionej padaczki i zespołów padaczkowych,8,2.26,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
G24.8,Inne dystonie,7,1.98,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
G24.3,Kurczowy kręcz karku,7,1.98,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
G25.8,Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych,4,1.13,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
G26,Zaburzenia pozapiramidowe i zaburzenia czynności ruchowych w chorobach sklasyfikowanych gdzie indziej,9,2.54,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
G22,Parkinsonizm w chorobach sklasyfikowanych gdzie indziej,7,1.98,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
G55.2,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zmianach zwyrodnieniowych kręgów (M47.-+),16,2.37,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
G55.1,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zaburzeniach krążka międzykręgowego (M50-M51+),13,1.92,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
G55.3,"Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w innych (dolegliwościach kręgosłupa) dorsopatiach (M45-M46, M48.-+, M53-M5",12,1.78,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
G20,Choroba Parkinsona,315,46.6,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
G54.5,Nerwoból z zanikiem mięśni,201,29.73,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
G24.9,"Dystonia, nie określona",31,4.59,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
G54.6,Zespół bólu fantomowego kończyny z bólem,20,2.96,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
N31.8,Inna nerwowo-mięśniowa dysfunkcja pęcherza,12,1.78,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
N31.0,Pęcherz neurogenny niesklasyfikowany gdzie indziej,12,1.78,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
D32.0,Nowotwór niezłośliwy (opony mózgowe),697,9.79,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",634,8.91,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
D35.2,Nowotwór niezłośliwy (przysadka),575,8.08,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.1,Nowotwór złośliwy (płat czołowy),564,7.92,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.2,Nowotwór złośliwy (płat skroniowy),428,6.01,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,334,4.69,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.3,Nowotwór złośliwy (płat ciemienowy),286,4.02,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.9,"Nowotwór złośliwy (mózg, nie określony)",227,3.19,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",174,2.44,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.6,Nowotwór złośliwy (móżdżek),151,2.12,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.4,Nowotwór złośliwy (płat potyliczny),138,1.94,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),111,1.56,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),98,1.38,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.1,Nowotwór złośliwy (płat czołowy),368,9.13,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,246,6.1,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",213,5.29,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.2,Nowotwór złośliwy (płat skroniowy),210,5.21,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.3,Nowotwór złośliwy (płat ciemienowy),182,4.52,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.9,"Nowotwór złośliwy (mózg, nie określony)",116,2.88,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.6,Nowotwór złośliwy (móżdżek),85,2.11,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
D32.0,Nowotwór niezłośliwy (opony mózgowe),76,1.89,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",72,1.79,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),66,1.64,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
C71.4,Nowotwór złośliwy (płat potyliczny),64,1.59,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),267,2.56,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2020,2020
G56.1,Inne uszkodzenia nerwu pośrodkowego,1493,27.62,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,849,15.71,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G56.2,Uszkodzenie nerwu łokciowego,789,14.6,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G56.8,Inne mononeuropatie kończyny górnej,595,11.01,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",543,10.05,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G64,Inne zaburzenia obwodowego układu nerwowego,164,3.03,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,67,1.24,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G54.2,Zaburzenia korzeni nerwów rdzeniowych szyjnych niesklasyfikowanych gdzie indziej,64,1.18,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G57.8,Inne mononeuropatie kończyny dolnej,62,1.15,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G54.5,Nerwoból z zanikiem mięśni,59,1.09,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
R20.2,Parestezje,58,1.07,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,54,1.0,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2020,2020
G62.9,"Polineuropatia, nie określona",1160,37.4,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2020,2020
G62.8,Inne określone polineuropatie,1067,34.4,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2020,2020
G70.0,Miastenia ciężka rzekomoporaźna,292,9.41,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2020,2020
G61.0,Zespół Gullaina-Barrego,152,4.9,14,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2020,2020
G72.9,"Miopatia, nie określona",127,4.09,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2020,2020
G71.9,"Pierwotne zaburzenia mięśni, nie określone",49,1.58,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2020,2020
G61.8,Inne polineuropatie zakaźne,40,1.29,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2020,2020
G71.8,Inne pierwotne zaburzenia mięśni,35,1.13,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2020,2020
G71.0,Dystrofia mięśniowa,31,1.0,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2020,2020
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,1962,26.49,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,575,7.76,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G54.2,Zaburzenia korzeni nerwów rdzeniowych szyjnych niesklasyfikowanych gdzie indziej,551,7.44,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G62.8,Inne określone polineuropatie,463,6.25,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G54.9,"Zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych, nie określone",443,5.98,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G62.9,"Polineuropatia, nie określona",430,5.81,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,268,3.62,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
E11.4,Cukrzyca insulinoniezależna (z powikłaniami neurologicznymi),230,3.11,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G57.3,Uszkodzenie nerwu strzałkowego wspólnego,195,2.63,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G54.3,Zaburzenia korzeni nerwów rdzeniowych piersiowych niesklasyfikowanych gdzie indziej,177,2.39,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",157,2.12,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G61.0,Zespół Gullaina-Barrego,153,2.07,8,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G56.1,Inne uszkodzenia nerwu pośrodkowego,139,1.88,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G54.0,Zaburzenia splotu ramiennego,127,1.71,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
E10.4,Cukrzyca insulinozależna (z powikłaniami neurologicznymi),126,1.7,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G56.2,Uszkodzenie nerwu łokciowego,126,1.7,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G56.3,Uszkodzenie nerwu promieniowego,81,1.09,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
R20.2,Parestezje,74,1.0,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G63.2,Polineuropatia cukrzycowa (E10-E14+ zwykle ze wspólnym czwartym znakiem kodu .4),78,1.05,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2020,2020
G73.7,Miopatia w innych chorobach sklasyfikowanych gdzie indziej,15,2.7,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2020,2020
G70.0,Miastenia ciężka rzekomoporaźna,315,56.65,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2020,2020
G72.9,"Miopatia, nie określona",87,15.65,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2020,2020
G72.8,Inne określone miopatie,42,7.55,9,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2020,2020
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,32,5.76,2,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2020,2020
G72.0,Miopatia polekowa,15,2.7,10,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2020,2020
G71.8,Inne pierwotne zaburzenia mięśni,8,1.44,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2020,2020
G71.0,Dystrofia mięśniowa,8,1.44,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2020,2020
G73.5,Miopatia w chorobach układu wewnątrzwydzielniczego,32,3.63,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
G70.0,Miastenia ciężka rzekomoporaźna,350,39.73,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
G72.9,"Miopatia, nie określona",159,18.05,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
G71.0,Dystrofia mięśniowa,94,10.67,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
G72.8,Inne określone miopatie,65,7.38,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,58,6.58,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
G71.8,Inne pierwotne zaburzenia mięśni,31,3.52,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
G71.9,"Pierwotne zaburzenia mięśni, nie określone",24,2.72,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
G71.1,Zaburzenia miotoniczne,15,1.7,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
G71.2,Miopatie wrodzone,11,1.25,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2020,2020
R42,Zawroty głowy i odurzenie,2932,98.69,4,A33 ZABURZENIA RÓWNOWAGI,1a,2020,2020
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",496,12.72,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,468,12.01,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C71.9,"Nowotwór złośliwy (mózg, nie określony)",331,8.49,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",245,6.29,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C71.1,Nowotwór złośliwy (płat czołowy),171,4.39,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D35.2,Nowotwór niezłośliwy (przysadka),133,3.41,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C71.2,Nowotwór złośliwy (płat skroniowy),124,3.18,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",120,3.08,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",119,3.05,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",116,2.98,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D32.0,Nowotwór niezłośliwy (opony mózgowe),104,2.67,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",103,2.64,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
G93.0,Torbiele mózgu,102,2.62,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),89,2.28,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),88,2.26,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C71.3,Nowotwór złośliwy (płat ciemienowy),88,2.26,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),83,2.13,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,82,2.1,5,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),68,1.74,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C71.6,Nowotwór złośliwy (móżdżek),63,1.62,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),52,1.33,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),51,1.31,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C72.0,Nowotwór złośliwy (rdzeń kręgowy),51,1.31,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),48,1.23,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C41.2,Nowotwór złośliwy (kości kręgosłupa),45,1.15,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
D33.7,Nowotwór niezłośliwy (inne określone części centralnego systemu nerwowego),42,1.08,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C71.4,Nowotwór złośliwy (płat potyliczny),40,1.03,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2020,2020
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,2012,20.91,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",1513,15.73,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
C71.9,"Nowotwór złośliwy (mózg, nie określony)",821,8.53,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
G93.0,Torbiele mózgu,525,5.46,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",419,4.36,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
C71.1,Nowotwór złośliwy (płat czołowy),412,4.28,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",396,4.12,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
D32.0,Nowotwór niezłośliwy (opony mózgowe),360,3.74,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
C71.2,Nowotwór złośliwy (płat skroniowy),287,2.98,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,281,2.92,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
C71.3,Nowotwór złośliwy (płat ciemienowy),270,2.81,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",240,2.49,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",217,2.26,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
D35.2,Nowotwór niezłośliwy (przysadka),184,1.91,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),122,1.27,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2020,2020
