branch,hospital-types,age-group-code,age-group-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,7,81 i więcej,206,3.67,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,8,brak danych,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,3,7 - 17,345,6.14,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,4,18 - 40,759,13.51,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,1,poniżej 1,57,2.89,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,2,1 - 6,120,6.09,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,5,41 - 60,565,28.67,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,6,61 - 80,677,34.35,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,7,81 i więcej,109,5.53,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,8,brak danych,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,3,7 - 17,144,7.31,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,4,18 - 40,299,15.17,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,1,poniżej 1,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,2,1 - 6,11,1.76,5,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,5,41 - 60,222,35.46,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,6,61 - 80,244,38.98,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,7,81 i więcej,21,3.35,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,8,brak danych,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,3,7 - 17,15,2.4,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,4,18 - 40,113,18.05,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,1,poniżej 1,5,0.04,16,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,2,1 - 6,65,0.56,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,5,41 - 60,4790,41.34,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,6,61 - 80,3221,27.8,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,7,81 i więcej,182,1.57,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,8,brak danych,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,3,7 - 17,142,1.23,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,4,18 - 40,3181,27.46,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,1,poniżej 1,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,2,1 - 6,1,0.05,1,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,5,41 - 60,949,42.98,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,6,61 - 80,367,16.62,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,7,81 i więcej,11,0.5,7,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,8,brak danych,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,3,7 - 17,3,0.14,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,4,18 - 40,877,39.72,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,1,poniżej 1,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,2,1 - 6,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,5,41 - 60,8,30.77,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,6,61 - 80,14,53.85,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,7,81 i więcej,1,3.85,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,8,brak danych,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,3,7 - 17,1,3.85,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,4,18 - 40,2,7.69,8,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,1,poniżej 1,1,0.01,5,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
,,2,1 - 6,11,0.13,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
,,5,41 - 60,3685,44.29,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
,,6,61 - 80,3031,36.43,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
,,7,81 i więcej,511,6.14,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
,,8,brak danych,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
,,3,7 - 17,61,0.73,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
,,4,18 - 40,1020,12.26,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
,,1,poniżej 1,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2018,2018
,,2,1 - 6,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2018,2018
,,5,41 - 60,522,34.41,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2018,2018
,,6,61 - 80,687,45.29,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2018,2018
,,7,81 i więcej,111,7.32,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2018,2018
,,8,brak danych,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2018,2018
,,3,7 - 17,3,0.2,1,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2018,2018
,,4,18 - 40,194,12.79,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2018,2018
,,1,poniżej 1,0,0.0,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,2,1 - 6,7,0.45,8,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,5,41 - 60,672,42.83,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,6,61 - 80,449,28.62,6,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,7,81 i więcej,20,1.27,10,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,8,brak danych,0,0.0,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,3,7 - 17,9,0.57,7,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,4,18 - 40,412,26.26,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,1,poniżej 1,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
,,2,1 - 6,28,0.58,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
,,5,41 - 60,1578,32.59,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
,,6,61 - 80,2179,45.0,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
,,7,81 i więcej,261,5.39,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
,,8,brak danych,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
,,3,7 - 17,118,2.44,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
,,4,18 - 40,678,14.0,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
,,1,poniżej 1,8,0.05,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
,,2,1 - 6,86,0.58,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
,,5,41 - 60,5768,39.0,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
,,6,61 - 80,5049,34.14,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
,,7,81 i więcej,699,4.73,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
,,8,brak danych,0,0.0,0,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
,,3,7 - 17,341,2.31,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
,,4,18 - 40,2839,19.2,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
,,1,poniżej 1,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,2,1 - 6,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,5,41 - 60,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,6,61 - 80,544,80.83,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,7,81 i więcej,129,19.17,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,8,brak danych,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,3,7 - 17,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,4,18 - 40,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,1,poniżej 1,14,0.84,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,2,1 - 6,166,9.91,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,5,41 - 60,554,33.07,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,6,61 - 80,205,12.24,7,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,7,81 i więcej,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,8,brak danych,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,3,7 - 17,258,15.4,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,4,18 - 40,478,28.54,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,1,poniżej 1,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,2,1 - 6,8,0.14,4,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,5,41 - 60,1908,33.06,4,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,6,61 - 80,2380,41.23,4,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,7,81 i więcej,413,7.16,5,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,8,brak danych,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,3,7 - 17,42,0.73,4,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,4,18 - 40,1021,17.69,4,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,1,poniżej 1,66,1.09,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,2,1 - 6,670,11.05,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,5,41 - 60,1425,23.5,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,6,61 - 80,1843,30.39,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,7,81 i więcej,260,4.29,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,8,brak danych,0,0.0,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,3,7 - 17,942,15.53,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,4,18 - 40,859,14.16,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,1,poniżej 1,25,0.21,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,2,1 - 6,244,2.04,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,5,41 - 60,3008,25.12,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,6,61 - 80,5937,49.58,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,7,81 i więcej,1171,9.78,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,8,brak danych,0,0.0,0,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,3,7 - 17,441,3.68,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,4,18 - 40,1149,9.59,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,1,poniżej 1,5,0.1,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,2,1 - 6,39,0.76,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,5,41 - 60,1145,22.43,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,6,61 - 80,2658,52.07,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,7,81 i więcej,709,13.89,7,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,8,brak danych,0,0.0,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,3,7 - 17,76,1.49,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,4,18 - 40,473,9.27,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,1,poniżej 1,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,2,1 - 6,1,0.04,11,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,5,41 - 60,520,19.92,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,6,61 - 80,1639,62.77,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,7,81 i więcej,326,12.49,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,8,brak danych,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,3,7 - 17,3,0.11,4,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,4,18 - 40,122,4.67,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,1,poniżej 1,3,0.02,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,2,1 - 6,30,0.21,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,5,41 - 60,6540,45.77,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,6,61 - 80,1870,13.09,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,7,81 i więcej,32,0.22,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,8,brak danych,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,3,7 - 17,371,2.6,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,4,18 - 40,5442,38.09,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,1,poniżej 1,47,0.15,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,2,1 - 6,119,0.39,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,5,41 - 60,5304,17.43,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,6,61 - 80,15863,52.14,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,7,81 i więcej,7208,23.69,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,8,brak danych,0,0.0,0,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,3,7 - 17,257,0.84,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,4,18 - 40,1627,5.35,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,1,poniżej 1,1,0.01,12,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
,,2,1 - 6,7,0.08,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
,,5,41 - 60,1896,21.78,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
,,6,61 - 80,4483,51.49,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
