branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,24222,25620,1.06,0.36,5.25,6,3,3386.6,86.4,3042.6,58.62,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2012,2012
,,11934,12222,1.02,0.17,2.5,5,4,1947.79,39.71,1892.64,36.46,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2012,2012
,,33682,34224,1.02,0.47,7.01,5,4,3877.1,76.5,3857.68,74.36,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2012,2012
,,45837,46944,1.02,0.65,9.61,10,8,8917.86,322.66,8553.11,164.78,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,27622,28088,1.02,0.39,5.75,8,7,4374.04,109.19,4103.05,79.05,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2012,2012
,,15035,15310,1.02,0.21,3.14,3,1,2939.65,63.61,1962.22,37.83,A50 UDAR MÓZGU - LECZENIE,1a,2012,2012
,,3169,3182,1.0,0.04,0.71,11,8,13446.2,560.7,12680.43,244.37,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,3489,3581,1.03,0.05,0.73,6,4,1673.99,33.25,1644.19,31.68,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2012,2012
,,4953,5983,1.21,0.08,1.23,10,2,4692.12,107.9,3876.53,74.65,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2012,2012
,,1906,1996,1.05,0.03,0.41,5,2,4144.51,84.94,2264.49,43.59,A58 ENCEFALOPATIA,1a,2012,2012
,,23648,24050,1.02,0.33,4.93,3,2,1401.77,27.66,1389.46,26.78,A59 BÓLE GŁOWY,1a,2012,2012
,,12666,13998,1.11,0.19,2.87,3,2,999.78,21.65,830.03,16.0,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2012,2012
,,11897,12238,1.03,0.17,2.51,6,4,4293.38,83.66,4111.84,79.2,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2012,2012
,,36916,37415,1.01,0.52,7.66,3,2,1918.94,41.41,1559.01,30.02,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2012,2012
,,25826,26053,1.01,0.36,5.34,1,1,874.3,17.21,834.46,16.06,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2012,2012
,,937,1106,1.18,0.02,0.23,7,8,6453.6,128.61,4208.52,81.05,A86 CHOROBY NEURONU RUCHOWEGO,1a,2012,2012
,,54523,56904,1.04,0.79,11.66,5,2,1793.43,47.5,1597.33,30.77,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2012,2012
,,244,305,1.25,0.0,0.1,1,0,7176.0,138.0,7176.0,138.0,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2012,2012
,,5136,12879,2.51,0.18,4.35,0,0,2942.57,57.0,2942.57,57.0,B02 LECZENIE WYSIĘKOWEJ POSTACI AMD Z ZASTOSOWANIEM INIEKCJI DOSZKLISTKOWYCH PRZECIWCIAŁA MONOKLONALNEGO ANTY-VEGF/ REKOMBINOWANEGO BIAŁKA FUZYJNEGO,1a,2012,2012
,,139,139,1.0,0.0,0.05,7,7,8942.79,172.0,8942.79,172.0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2012,2012
,,726,767,1.06,0.01,0.26,5,5,7084.35,136.27,7084.35,136.27,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2012,2012
,,55,57,1.04,0.0,0.02,5,4,5720.0,110.0,5720.0,110.0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2012,2012
,,1929,2182,1.13,0.03,0.74,2,1,5522.61,106.71,5522.61,106.71,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2012,2012
,,55974,59900,1.07,0.83,20.24,1,2,3544.09,69.06,3544.05,69.06,B12 USUNIĘCIE ZAĆMY POWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2012,2012
,,104840,112298,1.07,1.56,37.95,1,0,3030.79,59.33,3030.75,59.33,B13 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2012,2012
,,1692,1721,1.02,0.02,0.58,4,3,3265.65,62.87,3265.14,62.86,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2012,2012
,,2391,2425,1.01,0.03,0.82,3,2,2489.41,47.95,2486.77,47.89,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2012,2012
,,6291,7451,1.18,0.1,2.52,2,2,8334.39,161.6,8332.64,161.56,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2012,2012
,,7059,7559,1.07,0.1,2.55,2,2,7109.19,137.96,7102.1,137.82,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2012,2012
,,2001,2253,1.13,0.03,0.76,2,2,2300.66,45.01,2300.66,45.01,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2012,2012
,,3285,3515,1.07,0.05,1.19,0,0,591.27,11.58,591.03,11.58,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2012,2012
,,1426,1634,1.15,0.02,0.55,0,0,2006.06,38.78,2006.06,38.78,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2012,2012
,,5403,6105,1.13,0.08,2.06,0,0,752.08,14.72,750.16,14.69,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2012,2012
,,8871,9451,1.07,0.13,3.19,0,0,260.47,5.06,250.22,4.86,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2012,2012
,,663,681,1.03,0.01,0.23,3,2,8494.15,164.07,8419.12,162.36,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2012,2012
,,2132,2373,1.11,0.03,0.8,0,0,2215.53,43.18,2214.45,43.16,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2012,2012
,,3688,3993,1.08,0.06,1.35,0,0,660.64,12.75,605.77,11.69,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2012,2012
,,1946,2073,1.07,0.03,0.7,2,2,1471.19,28.31,1440.74,27.73,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2012,2012
,,2429,2572,1.06,0.04,0.87,0,0,1118.19,21.69,1118.19,21.69,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2012,2012
,,5413,5583,1.03,0.08,1.89,1,0,2243.33,43.93,2243.33,43.93,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2012,2012
,,2724,3069,1.13,0.04,1.04,4,2,4001.05,77.03,3998.74,76.98,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2012,2012
,,882,1031,1.17,0.01,0.35,1,0,2651.61,51.89,2651.61,51.89,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2012,2012
,,948,1098,1.16,0.02,0.37,0,0,253.95,4.93,252.06,4.89,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2012,2012
,,1139,1176,1.03,0.02,0.4,4,2,5084.45,97.89,5074.3,97.66,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2012,2012
,,56,57,1.02,0.0,0.02,2,2,2474.53,47.68,2474.53,47.68,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2012,2012
,,1412,2404,1.7,0.03,0.81,0,0,1500.57,28.91,1500.57,28.91,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2012,2012
,,3250,5122,1.58,0.07,1.73,0,0,803.62,15.57,799.2,15.49,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2012,2012
,,29168,34072,1.17,0.47,11.51,3,2,1785.46,34.4,1771.11,34.12,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2012,2012
,,1157,1166,1.01,0.02,0.41,17,14,27398.28,527.2,25669.57,493.96,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2012,2012
,,658,664,1.01,0.01,0.23,4,4,106999.78,2059.0,106999.78,2059.0,C05 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH I PNIOWYCH *,1a,2012,2012
,,246,250,1.02,0.0,0.09,3,2,34863.58,672.0,34863.58,672.0,C06 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2012,2012
,,273,273,1.0,0.0,0.1,0,0,35745.76,688.0,35745.76,688.0,C07 WYMIANA PROCESORA MOWY,1a,2012,2012
,,3859,3966,1.03,0.06,1.39,6,4,11758.76,226.68,11552.92,222.72,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2012,2012
,,7994,8476,1.06,0.12,2.98,3,0,2793.28,55.87,2462.91,47.69,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2012,2012
,,36030,36265,1.01,0.5,12.74,2,2,1318.2,25.59,1316.75,25.56,"C13 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI < 18 R.Ż.",1a,2012,2012
,,27881,29237,1.05,0.41,10.27,2,2,987.75,19.06,980.57,18.92,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI > 17 R.Ż.",1a,2012,2012
,,3367,3454,1.03,0.05,1.21,0,0,323.82,6.24,310.14,5.97,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2012,2012
,,938,951,1.01,0.01,0.33,8,8,18549.64,373.13,17788.66,342.41,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2012,2012
,,8670,9035,1.04,0.13,3.17,4,4,8334.2,160.5,8220.95,158.32,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2012,2012
,,1505,1524,1.01,0.02,0.54,2,0,3180.45,61.32,3134.33,60.44,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2012,2012
,,3773,4274,1.13,0.06,1.5,0,0,664.82,12.81,657.37,12.67,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2012,2012
,,26,26,1.0,0.0,0.01,5,4,14580.34,280.39,14560.0,280.0,"C25 ROZLEGŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2012,2012
,,307,315,1.03,0.0,0.11,4,3,11685.7,224.76,11646.26,224.0,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2012,2012
,,502,506,1.01,0.01,0.18,4,3,7630.96,146.85,7480.84,143.96,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2012,2012
,,255,260,1.02,0.0,0.09,3,2,3325.95,64.12,3307.76,63.77,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2012,2012
,,1643,1648,1.0,0.02,0.58,0,0,1596.13,31.2,1596.13,31.2,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2012,2012
,,10181,10691,1.05,0.15,3.76,2,2,8420.63,162.13,8416.74,162.06,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2012,2012
,,1973,2009,1.02,0.03,0.71,3,2,3529.02,67.96,3526.15,67.9,C32 DUŻE ZABIEGI USZU *,1a,2012,2012
,,1161,1175,1.01,0.02,0.41,1,0,1027.75,19.84,1027.75,19.84,C33 ŚREDNIE ZABIEGI USZU *,1a,2012,2012
,,3261,3437,1.05,0.05,1.21,0,0,694.41,13.41,664.2,12.83,C34 MAŁE ZABIEGI USZU *,1a,2012,2012
,,13947,14159,1.02,0.2,4.97,3,3,4850.14,93.5,4841.57,93.34,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2012,2012
,,31775,32048,1.01,0.44,11.26,3,3,2764.17,53.57,2759.14,53.36,C42 DUŻE ZABIEGI NOSA *,1a,2012,2012
,,11923,12343,1.04,0.17,4.34,1,0,1579.6,30.67,1571.1,30.5,C43 ŚREDNIE ZABIEGI NOSA *,1a,2012,2012
,,3449,3483,1.01,0.05,1.22,0,0,471.11,9.08,464.32,8.95,C44 MAŁE ZABIEGI NOSA *,1a,2012,2012
,,96,99,1.03,0.0,0.03,4,2,2939.82,56.79,2939.82,56.79,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2012,2012
,,25385,26322,1.04,0.37,9.25,1,0,1748.19,33.82,1740.83,33.68,C46 ŚREDNIE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2012,2012
,,117,117,1.0,0.0,0.04,6,5,3275.47,63.0,3275.47,63.0,C48 OSTRE ZAPALENIE ZATOK PRZYNOSOWYCH < 18 R.Ż Z PW,1a,2012,2012
,,13566,15669,1.16,0.22,5.5,4,2,2098.17,40.5,2055.91,39.6,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2012,2012
,,58140,60850,1.05,0.84,21.37,3,2,991.52,19.29,976.23,18.8,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2012,2012
,,3205,3211,1.0,0.04,0.75,11,7,24036.0,481.66,22071.22,425.68,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2012,2012
,,5621,5809,1.03,0.08,1.35,9,7,16944.48,354.03,15282.47,294.42,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2012,2012
,,13065,14317,1.1,0.2,3.32,4,2,7585.98,149.92,7143.4,137.65,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2012,2012
,,2534,2654,1.05,0.04,0.63,2,2,1690.22,32.57,1664.8,32.07,D04 ŚREDNIE I MAŁE ZABIEGI KLATKI PIERSIOWEJ,1a,2012,2012
,,4546,4705,1.04,0.07,1.09,0,0,727.19,14.03,723.82,13.96,D05 BRONCHOSKOPIA *,1a,2012,2012
,,30218,35726,1.18,0.5,8.29,6,2,2454.72,47.36,2399.51,46.24,D10 DYCHAWICA OSKRZELOWA,1a,2012,2012
,,11757,12581,1.07,0.17,2.92,9,7,4592.8,93.18,4163.38,80.19,D16 ZATOR PŁUCNY,1a,2012,2012
,,2781,3419,1.23,0.05,0.79,13,13,5425.41,104.72,4618.92,88.93,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2012,2012
,,37514,39100,1.04,0.54,9.07,8,7,4203.31,82.67,3737.19,71.93,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2012,2012
,,4507,5213,1.16,0.07,1.21,8,7,3828.91,75.98,3671.64,70.71,D19 ROZSTRZENIE OSKRZELI,1a,2012,2012
,,1525,1661,1.09,0.02,0.39,5,3,1755.96,33.81,1679.39,32.31,D20 GRUŹLICA,1a,2012,2012
,,1318,2322,1.76,0.03,0.54,5,0,7883.53,167.39,7677.87,148.26,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2012,2012
,,7413,8680,1.17,0.12,2.01,8,7,2871.6,56.01,2693.81,51.88,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2012,2012
,,46249,63007,1.36,0.87,14.62,6,3,3920.44,82.55,3824.45,73.64,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2012,2012
,,14699,16320,1.11,0.23,3.79,1,1,1294.24,24.95,1294.24,24.95,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2012,2012
,,25080,26217,1.05,0.36,6.08,4,2,1823.48,35.84,1757.97,33.87,D37 INNE CHOROBY UKŁADU ODDECHOWEGO,1a,2012,2012
,,5811,6136,1.06,0.09,1.42,6,6,3111.36,61.88,2409.37,46.39,D38 OBRZĘK PŁUC,1a,2012,2012
,,77629,88081,1.13,1.22,20.44,7,7,2034.28,39.44,1866.01,35.92,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2012,2012
,,12346,12627,1.02,0.18,2.93,8,7,2283.18,45.57,1975.52,38.02,D47 ZAPALENIE PŁUC Z PW,1a,2012,2012
,,30203,30917,1.02,0.43,7.18,8,7,1721.12,35.37,1331.06,25.62,D48 ZAPALENIE PŁUC BEZ PW,1a,2012,2012
,,1600,1636,1.02,0.02,0.38,8,7,6242.09,124.27,4818.48,92.7,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2012,2012
,,7089,9116,1.29,0.13,2.12,7,2,4586.31,88.78,4415.82,85.01,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2012,2012
,,4586,5000,1.09,0.07,1.16,6,5,2897.67,55.81,2388.27,46.0,D51 ODMA OPŁUCNOWA,1a,2012,2012
,,20757,24138,1.16,0.33,5.6,8,7,5261.47,102.17,2486.02,47.87,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2012,2012
,,641,898,1.4,0.01,0.21,6,2,8112.88,1167.58,4355.79,83.81,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2012,2012
,,452,453,1.0,0.01,0.11,8,7,1995.49,38.43,1982.08,38.17,D54 ZAPALENIE OPŁUCNEJ,1a,2012,2012
,,4915,6915,1.41,0.1,1.6,4,2,4868.64,93.74,4767.33,91.79,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2012,2012
,,30,31,1.03,0.0,0.01,5,1,3003.1,57.84,2977.94,57.35,D56 CIĘŻKIE WADY ROZWOJOWE < 18 R.Ż,1a,2012,2012
,,720,726,1.01,0.01,0.08,8,7,26955.43,524.86,20995.33,405.37,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2012,2012
,,170,171,1.01,0.0,0.02,3,2,22964.77,442.42,16400.26,316.18,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2012,2012
,,156,156,1.0,0.0,0.02,15,13,39506.88,760.27,33967.16,653.72,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2012,2012
,,8842,8842,1.0,0.12,0.96,9,8,24526.65,472.64,21137.57,406.82,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2012,2012
,,4917,4917,1.0,0.07,0.54,9,8,21876.73,422.27,20002.5,385.24,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2012,2012
,,207,207,1.0,0.0,0.02,25,20,32479.68,625.44,24200.36,466.16,E07 POMOSTOWANIE NACZYŃ WIEŃCOWYCH >75 R.Ż. I > 16 DNI *,1a,2012,2012
,,1011,1011,1.0,0.01,0.11,7,4,17832.38,343.83,16440.09,317.01,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2012,2012
,,38471,39795,1.03,0.55,4.34,4,4,14761.75,290.36,13643.91,263.25,E12 OZW - LECZENIE INWAZYJNE ZŁOŻONE *,1a,2012,2012
,,39965,40826,1.02,0.57,4.45,5,4,12790.96,249.23,12222.91,235.81,E13 OZW - LECZENIE INWAZYJNE > 3 DNI *,1a,2012,2012
,,15301,15472,1.01,0.21,1.72,2,3,9493.67,183.4,9335.89,180.36,E14 OZW - LECZENIE INWAZYJNE < 4 DNI *,1a,2012,2012
,,14209,14723,1.04,0.2,1.6,5,4,2845.86,55.32,2676.26,51.57,E16 OZW > 69 R.Ż. LUB Z PW,1a,2012,2012
,,7612,7787,1.02,0.11,0.85,4,3,1821.54,35.37,1691.69,32.58,E17 OZW < 70 R.Ż.,1a,2012,2012
,,11485,11794,1.03,0.16,1.29,5,1,1691.93,33.4,1470.75,28.32,E18 OZW BEZ UNIESIENIA ST,1a,2012,2012
,,55,55,1.0,0.0,0.01,3,0,6835.11,131.49,6582.64,126.64,E19 OZW - LECZENIE Z ZASTOSOWANIEM LEKU TROMBOLITYCZNEGO DRUGIEJ/ TRZECIEJ GENERACJI,1a,2012,2012
,,4857,5030,1.04,0.07,0.55,3,1,15531.69,301.48,15261.39,294.91,E20 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW DES,1a,2012,2012
,,893,895,1.0,0.01,0.1,3,3,28518.33,552.92,28447.89,551.56,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2012,2012
,,186,189,1.02,0.0,0.02,6,3,28345.05,545.49,25290.51,486.75,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2012,2012
,,22437,24828,1.11,0.34,2.71,2,1,12824.86,248.73,12706.79,244.92,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2012,2012
,,1951,1968,1.01,0.03,0.21,2,1,8027.25,154.89,7615.09,146.86,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2012,2012
,,7373,7611,1.03,0.11,0.83,2,1,6449.57,124.98,6288.68,121.31,E25 ANGIOPLASTYKA Z ZASTOSOWANIEM JEDNEGO STENTU I INNE ZABIEGI *,1a,2012,2012
,,3303,3431,1.04,0.05,0.37,2,1,5079.35,97.94,4976.98,95.97,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2012,2012
,,52985,53550,1.01,0.74,5.84,1,1,1708.43,33.03,1654.72,31.98,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2012,2012
,,9078,9090,1.0,0.13,0.99,4,2,6349.25,126.36,6225.44,119.94,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2012,2012
