catalog,name,year,period,id,header,type,link
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2024,2024,bb8dd93b-04d8-dbc9-35e4-edfa2293c0c4,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/bb8dd93b-04d8-dbc9-35e4-edfa2293c0c4?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2024,2024,b81110ab-7708-f950-896f-12d9e17b47e0,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/b81110ab-7708-f950-896f-12d9e17b47e0?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,21129912-cfca-5644-612c-50130e2a40ce,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-healthcare-service/21129912-cfca-5644-612c-50130e2a40ce?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,db8f7336-16d2-fed8-584b-f7da0eefc956,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/db8f7336-16d2-fed8-584b-f7da0eefc956?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,1da4fd3d-1d2d-5fd3-3afe-5089c59db89a,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/1da4fd3d-1d2d-5fd3-3afe-5089c59db89a?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,4b8defeb-393d-5e9e-8f85-8d87bf7f2aa4,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/4b8defeb-393d-5e9e-8f85-8d87bf7f2aa4?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,7ab8c82a-c602-8b91-90b5-27e83c845199,Histogram czasu pobytu,histograms,https://api.nfz.gov.pl/app-stat-api-jgp/histogram-data/7ab8c82a-c602-8b91-90b5-27e83c845199?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,99dc5d9f-f0ce-cbe2-024f-c21a0a522654,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/99dc5d9f-f0ce-cbe2-024f-c21a0a522654?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,187dba9e-e55e-d2fd-dee6-a8f4a1fba38b,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/187dba9e-e55e-d2fd-dee6-a8f4a1fba38b?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,bc55e90f-4367-71ed-a9ca-f646eb94479e,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/bc55e90f-4367-71ed-a9ca-f646eb94479e?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,bbb23734-59fc-5298-0f0c-c306f15f0108,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/bbb23734-59fc-5298-0f0c-c306f15f0108?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,a39572cf-5018-e942-aab1-dce1b47c3ab8,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/a39572cf-5018-e942-aab1-dce1b47c3ab8?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,56f44b24-5018-e942-aab1-dce1b47c3ab8,Procedury ICD 9,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/56f44b24-5018-e942-aab1-dce1b47c3ab8?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2024,2024,ea6312f8-4b3c-7bea-fb45-9adcc2c6bc77,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-age/ea6312f8-4b3c-7bea-fb45-9adcc2c6bc77?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,d482899d-b8f3-aff2-e9b3-d5ebb28e4fb3,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/d482899d-b8f3-aff2-e9b3-d5ebb28e4fb3?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,ba597298-df4d-94fa-c6c8-be0b585a7f80,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/ba597298-df4d-94fa-c6c8-be0b585a7f80?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,be46d769-9baa-a367-69e7-6114e466cd89,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-age/be46d769-9baa-a367-69e7-6114e466cd89?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,120d435c-cd16-7e7d-2b80-04796dc37e8a,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/120d435c-cd16-7e7d-2b80-04796dc37e8a?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,9668662e-fad7-d9e2-2620-445553d42fa7,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/9668662e-fad7-d9e2-2620-445553d42fa7?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,070b0c17-b8f3-aff2-e9b3-d5ebb28e4fb3,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/070b0c17-b8f3-aff2-e9b3-d5ebb28e4fb3?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,ef9379c4-b8f3-aff2-e9b3-d5ebb28e4fb3,Procedury ICD 9,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/ef9379c4-b8f3-aff2-e9b3-d5ebb28e4fb3?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,ab87dc63-df4d-94fa-c6c8-be0b585a7f80,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/ab87dc63-df4d-94fa-c6c8-be0b585a7f80?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,23e71d6a-2075-4486-17ab-23b3a5a1614b,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/23e71d6a-2075-4486-17ab-23b3a5a1614b?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,4b606a2f-3b78-0339-8718-47bebfd6bf96,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/4b606a2f-3b78-0339-8718-47bebfd6bf96?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,ef0d6cce-b8f3-aff2-e9b3-d5ebb28e4fb3,Procedury ICD 9  - Kody dodatkowe listy A04,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/ef0d6cce-b8f3-aff2-e9b3-d5ebb28e4fb3?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,9edbce18-d018-9b2d-f9af-f7d4e4e2941a,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/9edbce18-d018-9b2d-f9af-f7d4e4e2941a?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,1a5c4890-b8f3-aff2-e9b3-d5ebb28e4fb3,Procedury ICD 9  - Kody dodatkowe listy A04,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/1a5c4890-b8f3-aff2-e9b3-d5ebb28e4fb3?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,5e8bfd5e-b8f3-aff2-e9b3-d5ebb28e4fb3,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/5e8bfd5e-b8f3-aff2-e9b3-d5ebb28e4fb3?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,8491aee9-fb9b-ea0c-c2bf-f1d7872c3149,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/8491aee9-fb9b-ea0c-c2bf-f1d7872c3149?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,9a510a26-255c-89d3-7647-013b97ed7f69,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-healthcare-service/9a510a26-255c-89d3-7647-013b97ed7f69?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2024,2024,72425f5e-5c6d-fba2-a221-50ec9b894899,Histogram czasu pobytu,histograms,https://api.nfz.gov.pl/app-stat-api-jgp/histogram-data/72425f5e-5c6d-fba2-a221-50ec9b894899?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,f79631e0-9764-bd16-24ef-7056cd2adc67,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/f79631e0-9764-bd16-24ef-7056cd2adc67?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,4faca95d-dc50-cce0-2fb0-215456ba0465,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/4faca95d-dc50-cce0-2fb0-215456ba0465?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,18fa28fe-dc50-cce0-2fb0-215456ba0465,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/18fa28fe-dc50-cce0-2fb0-215456ba0465?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,76959780-6f29-d372-0369-2597008ecac3,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/76959780-6f29-d372-0369-2597008ecac3?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,3ab01d92-dc50-cce0-2fb0-215456ba0465,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/3ab01d92-dc50-cce0-2fb0-215456ba0465?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,489b0b19-c14a-485c-869d-590c3e678596,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/489b0b19-c14a-485c-869d-590c3e678596?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,89b30278-dc50-cce0-2fb0-215456ba0465,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/89b30278-dc50-cce0-2fb0-215456ba0465?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,f26bd84c-9e96-0543-a9b3-43ff5b000fea,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/f26bd84c-9e96-0543-a9b3-43ff5b000fea?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,35593895-d6b3-2a8d-3903-03f3705306c7,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/35593895-d6b3-2a8d-3903-03f3705306c7?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,5f221109-036d-c5ed-1da1-07cc96e5a43c,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/5f221109-036d-c5ed-1da1-07cc96e5a43c?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,1d771e5a-b08a-e80e-65cb-5d4a530b8487,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/1d771e5a-b08a-e80e-65cb-5d4a530b8487?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,5a99c6a8-b08a-e80e-65cb-5d4a530b8487,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/5a99c6a8-b08a-e80e-65cb-5d4a530b8487?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,b747bd36-b08a-e80e-65cb-5d4a530b8487,Procedury ICD 9,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/b747bd36-b08a-e80e-65cb-5d4a530b8487?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,e6e5cc18-b08a-e80e-65cb-5d4a530b8487,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/e6e5cc18-b08a-e80e-65cb-5d4a530b8487?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,83a3107a-f1d1-e04b-2277-89a0f805ff66,Histogram czasu pobytu,histograms,https://api.nfz.gov.pl/app-stat-api-jgp/histogram-data/83a3107a-f1d1-e04b-2277-89a0f805ff66?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,9c909848-af2a-949a-2410-ac6805e1896b,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-healthcare-service/9c909848-af2a-949a-2410-ac6805e1896b?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2024,2024,779b5793-4c37-cb13-0405-4bb3fe9051d3,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-age/779b5793-4c37-cb13-0405-4bb3fe9051d3?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,ab38a46f-0f21-8fd5-9e7c-b4a0be74a4d5,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/ab38a46f-0f21-8fd5-9e7c-b4a0be74a4d5?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,2b82e329-9a20-aa87-5d58-531968d3f26a,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/2b82e329-9a20-aa87-5d58-531968d3f26a?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,7e8b36a3-8107-aedb-95e7-35e8b8b5aea0,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/7e8b36a3-8107-aedb-95e7-35e8b8b5aea0?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,86ea6e07-9a20-aa87-5d58-531968d3f26a,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/86ea6e07-9a20-aa87-5d58-531968d3f26a?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,069da95f-6895-9b91-7db3-9857fd5e49cb,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/069da95f-6895-9b91-7db3-9857fd5e49cb?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,00530551-a2fc-7bfb-90a4-1f3df9d78fbd,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/00530551-a2fc-7bfb-90a4-1f3df9d78fbd?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,f843d2dc-d90b-ce68-cb05-3304b3cf25b0,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/f843d2dc-d90b-ce68-cb05-3304b3cf25b0?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,11812046-a2ec-f108-ee5b-5b9cd7a9729c,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/11812046-a2ec-f108-ee5b-5b9cd7a9729c?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,d9e1b476-9a20-aa87-5d58-531968d3f26a,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/d9e1b476-9a20-aa87-5d58-531968d3f26a?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,52a62ca4-0f21-8fd5-9e7c-b4a0be74a4d5,Rozpoznania ICD 10,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/52a62ca4-0f21-8fd5-9e7c-b4a0be74a4d5?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2024,2024,7f84fbc5-deb7-3306-36d1-de98ca06143a,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/7f84fbc5-deb7-3306-36d1-de98ca06143a?format=json
