branch,hospital-types,type-of-discharge-code,type-of-discharge-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,3,skierowanie do dalszego leczenia w innym szpitalu,1,0.09,7,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",1,0.09,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
,,6,wypisanie na własne żądanie,2,0.18,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,2217,28.33,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,11,wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r.,1,0.01,4,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,4589,58.64,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,485,6.2,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",82,1.05,30,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,6,wypisanie na własne żądanie,8,0.1,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.01,14,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,9,zgon pacjenta,443,5.66,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,470,37.36,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,671,53.34,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,68,5.41,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",12,0.95,33,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,6,wypisanie na własne żądanie,1,0.08,3,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,9,zgon pacjenta,36,2.86,17,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1142,31.39,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1686,46.34,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,318,8.74,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",88,2.42,28,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,6,wypisanie na własne żądanie,2,0.06,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.03,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,9,zgon pacjenta,401,11.02,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,266,24.84,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,653,60.97,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,49,4.58,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",19,1.77,29,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,6,wypisanie na własne żądanie,1,0.09,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,9,zgon pacjenta,83,7.75,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,149,29.22,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,351,68.82,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,4,0.78,5,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,6,wypisanie na własne żądanie,2,0.39,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,9,zgon pacjenta,4,0.78,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,5444,26.61,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,14698,71.86,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,238,1.16,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",14,0.07,17,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,6,wypisanie na własne żądanie,14,0.07,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,9,zgon pacjenta,47,0.23,20,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,439,28.9,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1066,70.18,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,11,0.72,6,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",2,0.13,21,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,9,zgon pacjenta,1,0.07,14,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,16,29.63,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,37,68.52,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,6,wypisanie na własne żądanie,1,1.85,1,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1665,17.45,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,7829,82.05,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,32,0.34,5,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",2,0.02,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,6,wypisanie na własne żądanie,14,0.15,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,978,37.36,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1623,61.99,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,8,0.31,1,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",1,0.04,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,6,wypisanie na własne żądanie,8,0.31,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,663,23.05,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2171,75.49,1,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,30,1.04,7,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",3,0.1,6,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,6,wypisanie na własne żądanie,2,0.07,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,9,zgon pacjenta,7,0.24,20,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1509,26.59,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,3924,69.13,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,182,3.21,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",19,0.33,16,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,6,wypisanie na własne żądanie,27,0.48,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,9,zgon pacjenta,15,0.26,29,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1596,21.02,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,5521,72.7,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,298,3.92,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",22,0.29,20,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,6,wypisanie na własne żądanie,104,1.37,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,3,0.04,1,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,9,zgon pacjenta,50,0.66,14,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,200,21.46,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,646,69.31,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,36,3.86,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",1,0.11,28,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,6,wypisanie na własne żądanie,6,0.64,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,9,zgon pacjenta,43,4.61,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,425,31.18,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,882,64.71,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,29,2.13,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",3,0.22,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,6,wypisanie na własne żądanie,15,1.1,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.07,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,9,zgon pacjenta,8,0.59,9,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,611,21.49,4,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2165,76.15,4,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,15,0.53,2,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,6,wypisanie na własne żądanie,49,1.72,1,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.04,0,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,9,zgon pacjenta,2,0.07,3,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1095,25.91,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2246,53.15,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,489,11.57,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",51,1.21,6,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,6,wypisanie na własne żądanie,97,2.3,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,9,zgon pacjenta,248,5.87,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,2565,22.96,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,6074,54.36,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,1594,14.27,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",311,2.78,11,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,6,wypisanie na własne żądanie,94,0.84,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.01,4,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,9,zgon pacjenta,534,4.78,10,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,807,21.53,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2609,69.59,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,107,2.85,7,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",70,1.87,20,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,6,wypisanie na własne żądanie,30,0.8,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,3,0.08,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,8,wypisanie na podstawie art. 22 ust. 1 pkt 3 ustawy o zakładach opieki zdrowotnej,1,0.03,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,9,zgon pacjenta,122,3.25,13,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,376,14.66,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2128,82.96,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,28,1.09,8,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",21,0.82,14,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,6,wypisanie na własne żądanie,5,0.19,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.04,3,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,9,zgon pacjenta,6,0.23,17,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,3363,28.07,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,11,wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r.,1,0.01,2,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,8374,69.9,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,122,1.02,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",12,0.1,8,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,6,wypisanie na własne żądanie,92,0.77,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.01,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,9,zgon pacjenta,15,0.13,10,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,6040,22.83,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,17597,66.52,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,3,skierowanie do dalszego leczenia w innym szpitalu,964,3.64,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",599,2.26,9,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,6,wypisanie na własne żądanie,234,0.88,2,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,15,0.06,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
