branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,5299,5677,1.07,0.08,1.27,5,2,2484.25,53.65,1573.56,30.37,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2015,2015
,,2394,2426,1.01,0.03,0.54,7,4,3204.83,63.36,3194.29,62.68,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2015,2015
,,11143,14702,1.32,0.2,3.28,4,4,3809.27,126.09,3508.68,67.7,A36 CHOROBY DEMIELINIZACYJNE,1a,2015,2015
,,30797,32542,1.06,0.45,7.27,6,3,3439.19,84.58,3025.89,58.4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2015,2015
,,11999,12330,1.03,0.17,2.75,5,4,1915.28,38.15,1895.22,36.56,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2015,2015
,,29959,30416,1.02,0.42,6.79,5,4,3867.99,75.46,3857.93,74.39,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2015,2015
,,47364,48412,1.02,0.67,10.8,10,8,8993.34,327.51,8569.7,165.04,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2015,2015
,,19399,19748,1.02,0.28,4.41,8,7,4542.9,169.78,4075.1,78.67,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2015,2015
,,13229,13602,1.03,0.19,3.04,3,1,3237.11,72.54,1959.81,37.78,A50 UDAR MÓZGU - LECZENIE,1a,2015,2015
,,6493,6522,1.0,0.09,1.51,10,8,13232.73,442.69,12693.74,244.41,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2015,2015
,,3577,3674,1.03,0.05,0.82,6,4,1667.85,35.61,1643.29,31.65,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2015,2015
,,4454,5431,1.22,0.08,1.21,10,2,5262.78,152.81,3915.36,75.47,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2015,2015
,,1059,1080,1.02,0.02,0.24,5,3,3184.42,66.84,2331.97,44.96,A58 ENCEFALOPATIA,1a,2015,2015
,,27741,28302,1.02,0.39,6.32,3,2,1422.27,27.44,1400.5,27.0,A59 BÓLE GŁOWY,1a,2015,2015
,,9210,10158,1.1,0.14,2.27,3,2,1216.6,24.03,829.5,16.0,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2015,2015
,,11308,11621,1.03,0.16,2.59,6,4,4289.1,87.86,4114.1,79.33,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2015,2015
,,11611,11849,1.02,0.17,2.65,4,2,2536.21,57.25,1697.71,32.72,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2015,2015
,,18714,18884,1.01,0.26,4.22,2,1,855.8,16.56,830.28,16.0,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2015,2015
,,1164,1397,1.2,0.02,0.31,6,2,5850.91,125.71,4086.76,79.33,A86 CHOROBY NEURONU RUCHOWEGO,1a,2015,2015
,,54688,56987,1.04,0.79,12.73,5,2,1807.53,46.19,1596.51,30.78,A87A INNE CHOROBY UKŁADU NERWOWEGO>17 R.Ż.,1a,2015,2015
,,12189,13126,1.08,0.18,2.93,2,2,1878.25,36.97,1702.08,32.8,A87B INNE CHOROBY UKŁADU NERWOWEGO<18 R.Ż.,1a,2015,2015
,,77,93,1.21,0.0,0.03,1,2,7176.0,138.0,7176.0,138.0,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2015,2015
,,9713,23726,2.44,0.33,6.8,0,0,2583.1,50.0,2583.1,50.0,B02 LECZENIE WYSIĘKOWEJ POSTACI AMD Z ZASTOSOWANIEM INIEKCJI DOSZKLISTKOWYCH PRZECIWCIAŁA MONOKLONALNEGO ANTY-VEGF/ REKOMBINOWANEGO BIAŁKA FUZYJNEGO,1a,2015,2015
,,118,119,1.01,0.0,0.03,5,5,8944.0,172.0,8944.0,172.0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2015,2015
,,711,770,1.08,0.01,0.22,4,4,7094.76,136.44,7080.1,136.16,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2015,2015
,,27,28,1.04,0.0,0.01,3,2,5720.0,110.0,5720.0,110.0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2015,2015
,,1852,2035,1.1,0.03,0.58,2,2,5415.24,104.97,5414.15,104.95,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2015,2015
,,7188,8546,1.19,0.12,2.45,2,2,8273.99,160.69,8273.58,160.68,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2015,2015
,,8687,9308,1.07,0.13,2.67,2,2,6949.04,135.4,6948.19,135.39,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2015,2015
,,84407,91799,1.09,1.28,26.32,1,0,2649.79,51.61,2649.54,51.6,B18 USUNIĘCIE ZAĆMY POWIKŁANEJ Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2015,2015
,,124364,135273,1.09,1.89,38.79,1,0,2297.19,45.03,2296.67,45.01,B19 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2015,2015
,,1953,2184,1.12,0.03,0.63,2,2,1726.32,33.83,1722.99,33.77,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2015,2015
,,2436,2571,1.06,0.04,0.74,0,0,416.31,8.23,416.21,8.23,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2015,2015
,,1835,2056,1.12,0.03,0.59,1,0,1990.18,38.64,1990.05,38.64,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2015,2015
,,6099,6840,1.12,0.1,1.96,0,0,730.61,14.32,719.72,14.11,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2015,2015
,,2438,2552,1.05,0.04,0.86,0,0,237.18,4.6,205.91,4.0,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2015,2015
,,709,734,1.04,0.01,0.21,2,2,8480.78,165.5,8360.03,163.06,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2015,2015
,,1676,1839,1.1,0.03,0.53,1,0,2143.48,42.34,2101.74,41.54,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2015,2015
,,3133,3386,1.08,0.05,1.0,0,0,630.79,12.19,569.39,11.0,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2015,2015
,,1849,2000,1.08,0.03,0.57,2,2,1575.81,30.35,1575.55,30.35,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2015,2015
,,2162,2285,1.06,0.03,0.66,0,0,632.0,12.26,632.0,12.26,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2015,2015
,,5699,5868,1.03,0.08,1.68,1,2,2215.45,43.32,2215.26,43.31,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2015,2015
,,2742,3106,1.13,0.04,0.89,3,2,4057.35,78.27,4056.79,78.25,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2015,2015
,,772,808,1.05,0.01,0.23,2,2,2663.01,51.49,2662.69,51.48,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2015,2015
,,1585,1809,1.14,0.03,0.52,2,0,241.14,4.66,233.09,4.5,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2015,2015
,,799,810,1.01,0.01,0.23,3,2,5095.77,98.65,5038.95,97.56,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2015,2015
,,75,75,1.0,0.0,0.02,2,2,2494.0,47.97,2494.0,47.97,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2015,2015
,,30,30,1.0,0.0,0.01,2,2,1465.53,28.27,1465.53,28.27,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2015,2015
,,2983,4575,1.53,0.06,1.31,0,0,691.47,13.37,689.48,13.33,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2015,2015
,,2946,3110,1.06,0.04,0.89,0,0,152.02,2.94,134.3,2.6,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2015,2015
,,26556,31345,1.18,0.44,8.99,2,2,1802.95,34.8,1789.92,34.49,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2015,2015
,,1266,1278,1.01,0.02,0.46,16,14,27426.04,528.15,25606.09,493.15,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2015,2015
,,605,608,1.0,0.01,0.22,4,4,106959.63,2059.0,106959.63,2059.0,C05 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH I PNIOWYCH *,1a,2015,2015
,,280,281,1.0,0.0,0.1,2,2,34708.39,672.0,34708.39,672.0,C06 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2015,2015
,,377,378,1.0,0.01,0.14,0,0,35703.2,688.0,35703.2,688.0,C07 WYMIANA PROCESORA MOWY,1a,2015,2015
,,5126,5339,1.04,0.07,1.93,5,3,11698.23,225.34,11486.87,221.28,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2015,2015
,,6231,6825,1.1,0.1,2.46,3,2,3253.19,62.66,2424.66,46.81,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2015,2015
,,48832,49042,1.0,0.68,17.71,2,2,2173.02,42.16,2170.89,42.12,"C13 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI < 18 R.Ż.",1a,2015,2015
,,30349,31898,1.05,0.44,11.52,2,2,973.69,19.69,955.81,18.43,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI > 17 R.Ż.",1a,2015,2015
,,3364,3427,1.02,0.05,1.24,0,0,294.63,5.68,259.54,5.01,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2015,2015
,,1272,1289,1.01,0.02,0.47,7,3,18589.18,358.05,17802.26,342.92,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2015,2015
,,9641,10013,1.04,0.14,3.62,3,2,8370.97,161.83,8200.95,158.55,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2015,2015
,,1011,1020,1.01,0.01,0.37,2,2,3121.07,60.47,3049.37,59.09,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2015,2015
,,3486,4028,1.16,0.06,1.45,0,0,612.33,12.2,593.82,11.46,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2015,2015
,,28,28,1.0,0.0,0.01,4,4,14749.82,283.65,14560.0,280.0,"C25 ROZLEGŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2015,2015
,,402,417,1.04,0.01,0.15,3,3,11675.64,224.53,11648.0,224.0,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2015,2015
,,538,542,1.01,0.01,0.2,4,3,7545.17,145.11,7486.15,143.97,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2015,2015
,,300,303,1.01,0.0,0.11,3,2,3296.07,63.51,3243.36,62.5,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2015,2015
,,2121,2124,1.0,0.03,0.77,0,0,1497.95,29.25,1497.95,29.25,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2015,2015
,,6789,7197,1.06,0.1,2.6,2,2,8471.87,163.12,8423.8,162.19,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2015,2015
,,4453,4587,1.03,0.06,1.66,2,2,3497.02,67.3,3489.31,67.15,C32 DUŻE ZABIEGI USZU *,1a,2015,2015
,,1515,1535,1.01,0.02,0.55,1,0,968.84,18.71,968.67,18.71,C33 ŚREDNIE ZABIEGI USZU *,1a,2015,2015
,,3625,3781,1.04,0.05,1.37,0,0,639.98,12.38,568.53,11.0,C34 MAŁE ZABIEGI USZU *,1a,2015,2015
,,14943,15119,1.01,0.21,5.46,3,3,4894.95,94.63,4855.25,93.54,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2015,2015
,,30881,31176,1.01,0.43,11.26,3,3,2740.54,52.98,2738.8,52.95,C42 DUŻE ZABIEGI NOSA *,1a,2015,2015
,,7231,7366,1.02,0.1,2.66,1,0,1515.23,29.43,1512.14,29.37,C43 ŚREDNIE ZABIEGI NOSA *,1a,2015,2015
,,6681,6835,1.02,0.1,2.47,0,0,427.98,8.26,414.69,8.0,C44 MAŁE ZABIEGI NOSA *,1a,2015,2015
,,145,146,1.01,0.0,0.05,4,2,4668.75,89.84,2931.16,56.42,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2015,2015
,,1135,1202,1.06,0.02,0.43,1,0,1675.33,32.3,1671.07,32.22,C46 ŚREDNIE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2015,2015
,,99,99,1.0,0.0,0.04,7,5,3278.56,63.05,3275.94,63.0,C48 OSTRE ZAPALENIE ZATOK PRZYNOSOWYCH < 18 R.Ż Z PW,1a,2015,2015
,,12866,14745,1.15,0.21,5.32,4,2,2182.19,44.22,2117.3,40.8,"C56A POWAŻNE CHOROBY GARDŁA, USZU I NOSA >17 R.Ż.",1a,2015,2015
,,1533,1799,1.17,0.03,0.65,2,0,1723.72,33.28,1700.07,32.82,"C56B POWAŻNE CHOROBY GARDŁA, USZU I NOSA < 18 R.Ż.",1a,2015,2015
,,57757,60619,1.05,0.84,21.89,3,2,943.24,18.3,919.65,17.71,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2015,2015
,,1873,1906,1.02,0.03,0.69,1,0,182.55,3.51,161.31,3.1,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2015,2015
,,3778,3788,1.0,0.05,0.85,10,7,24501.23,492.53,22100.51,425.8,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2015,2015
,,6171,6363,1.03,0.09,1.42,8,7,16788.92,349.22,15198.29,293.63,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2015,2015
,,6214,6414,1.03,0.09,1.44,6,2,8387.86,176.74,6945.02,135.17,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2015,2015
,,5689,5952,1.05,0.08,1.33,1,0,658.23,12.72,652.3,12.61,D05 BRONCHOSKOPIA *,1a,2015,2015
,,11230,12154,1.08,0.17,2.72,2,2,4379.11,90.15,4261.78,83.43,D06 ŚREDNIE ZABIEGI KLATKI PIERSIOWEJ *,1a,2015,2015
,,11793,12554,1.06,0.18,2.81,6,2,3032.08,63.0,2393.72,46.25,D07 MAŁE ZABIEGI KLATKI PIERSIOWEJ *,1a,2015,2015
,,30102,34989,1.16,0.49,7.83,6,2,2497.5,55.26,2430.81,47.03,D10 DYCHAWICA OSKRZELOWA,1a,2015,2015
,,13431,14210,1.06,0.2,3.18,9,7,4594.43,93.68,4176.49,80.57,D16 ZATOR PŁUCNY,1a,2015,2015
,,2545,3014,1.18,0.04,0.67,12,7,5454.63,110.03,4576.01,88.42,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2015,2015
,,42122,44126,1.05,0.61,9.88,8,7,4443.62,89.7,3739.83,72.09,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2015,2015
,,5312,6091,1.15,0.08,1.36,8,7,3755.21,73.59,3637.75,70.37,D19 ROZSTRZENIE OSKRZELI,1a,2015,2015
,,1328,1465,1.1,0.02,0.33,5,3,1850.99,35.8,1655.85,32.04,D20 GRUŹLICA,1a,2015,2015
,,1385,2411,1.74,0.03,0.54,4,0,7521.58,187.36,7194.18,140.14,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2015,2015
,,7472,8703,1.16,0.12,1.95,7,7,2837.19,60.84,2668.16,51.6,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2015,2015
,,46149,62118,1.35,0.87,13.9,6,5,3885.77,87.26,3766.72,72.73,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2015,2015
,,14894,16313,1.1,0.23,3.65,1,1,1188.89,22.96,1188.89,22.96,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2015,2015
,,25400,26647,1.05,0.37,5.96,4,2,1819.14,36.73,1762.64,34.07,D37 INNE CHOROBY UKŁADU ODDECHOWEGO,1a,2015,2015
,,4736,4967,1.05,0.07,1.11,6,6,3578.03,70.0,2406.77,46.38,D38 OBRZĘK PŁUC,1a,2015,2015
,,364,416,1.14,0.01,0.09,14,7,6591.64,134.25,3891.93,75.25,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2015,2015
,,74372,82881,1.11,1.16,18.55,6,7,2029.54,40.17,1855.91,35.8,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2015,2015
,,11639,11901,1.02,0.17,2.66,8,8,2419.05,47.7,1967.65,38.0,D47 ZAPALENIE PŁUC Z PW,1a,2015,2015
,,26184,26843,1.03,0.37,6.01,8,7,1721.58,35.78,1328.15,25.62,D48 ZAPALENIE PŁUC BEZ PW,1a,2015,2015
,,1966,2019,1.03,0.03,0.45,8,7,6773.12,132.02,4718.56,90.9,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2015,2015
,,9225,11797,1.28,0.16,2.64,7,2,4650.08,90.38,4377.25,84.49,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2015,2015
,,2241,2370,1.06,0.03,0.53,5,5,2872.39,57.2,2318.24,44.7,D51 ODMA OPŁUCNOWA,1a,2015,2015
,,23693,27211,1.15,0.38,6.09,8,7,5939.16,116.24,2474.18,47.79,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2015,2015
,,596,702,1.18,0.01,0.16,7,5,6191.8,1226.98,4640.96,89.26,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2015,2015
,,271,273,1.01,0.0,0.06,8,7,1927.04,37.02,1900.01,36.77,D54 ZAPALENIE OPŁUCNEJ,1a,2015,2015
,,5621,8113,1.44,0.11,1.82,4,2,4877.92,95.4,4707.3,90.88,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2015,2015
,,24,32,1.33,0.0,0.01,4,2,3146.69,61.56,3130.44,61.25,D56 CIĘŻKIE WADY ROZWOJOWE < 18 R.Ż,1a,2015,2015
,,1238,1269,1.02,0.02,0.15,8,7,29036.84,568.71,21047.97,407.39,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2015,2015
,,97,98,1.01,0.0,0.01,7,2,25271.92,486.05,17792.49,342.16,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2015,2015
,,293,293,1.0,0.0,0.03,13,7,40818.73,787.58,34446.24,664.79,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2015,2015
,,8488,8489,1.0,0.12,1.0,9,8,25286.19,486.94,21108.02,406.55,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2015,2015
,,3363,3364,1.0,0.05,0.4,9,8,22986.64,442.1,20029.8,385.23,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2015,2015
,,262,262,1.0,0.0,0.03,23,18,34159.73,658.45,23431.36,451.72,E07 POMOSTOWANIE NACZYŃ WIEŃCOWYCH >75 R.Ż. I > 16 DNI *,1a,2015,2015
,,28896,29122,1.01,0.41,3.44,3,2,4879.98,95.2,4608.54,89.0,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2015,2015
,,3179,3184,1.0,0.04,0.37,6,4,17986.87,350.91,16587.38,320.01,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2015,2015
,,61223,64635,1.06,0.9,7.63,4,4,14808.01,290.78,13761.73,265.65,E12 OZW - LECZENIE INWAZYJNE ZŁOŻONE *,1a,2015,2015
,,6595,6700,1.02,0.09,0.78,6,4,13456.92,261.16,12448.59,239.86,E13 OZW - LECZENIE INWAZYJNE > 3 DNI *,1a,2015,2015
,,2605,2623,1.01,0.04,0.32,2,3,9765.86,188.31,9335.15,180.0,E14 OZW - LECZENIE INWAZYJNE < 4 DNI *,1a,2015,2015
,,9623,9860,1.02,0.14,1.16,5,3,2786.81,54.1,2616.92,50.47,E16 OZW > 69 R.Ż. LUB Z PW,1a,2015,2015
,,5076,5161,1.02,0.07,0.61,3,2,1748.83,34.18,1658.54,32.01,E17 OZW < 70 R.Ż.,1a,2015,2015
,,8376,8604,1.03,0.12,1.02,4,1,1854.6,41.06,1459.38,28.15,E18 OZW BEZ UNIESIENIA ST,1a,2015,2015
,,13,13,1.0,0.0,0.0,7,0,14109.84,271.34,7020.0,135.0,E19 OZW - LECZENIE Z ZASTOSOWANIEM LEKU TROMBOLITYCZNEGO DRUGIEJ/ TRZECIEJ GENERACJI,1a,2015,2015
,,11179,11799,1.06,0.16,1.39,2,1,15731.45,304.95,15255.32,294.96,E20 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW DES,1a,2015,2015
,,1210,1213,1.0,0.02,0.14,3,3,28691.71,664.17,28494.41,552.62,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2015,2015
,,294,300,1.02,0.0,0.04,6,3,27448.01,530.65,25228.89,487.96,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2015,2015
,,24455,27083,1.11,0.38,3.2,2,1,12974.48,251.2,12678.06,244.93,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2015,2015
