disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
S09.9,Nieokreślony uraz głowy,3,1.17,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2022,2022
G22,Parkinsonizm w chorobach sklasyfikowanych gdzie indziej,18,3.86,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G26,Zaburzenia pozapiramidowe i zaburzenia czynności ruchowych w chorobach sklasyfikowanych gdzie indziej,7,1.5,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G20,Choroba Parkinsona,293,62.88,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G40.8,Inne padaczki,42,9.01,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G25.0,Drżenie samoistne,20,4.29,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G40.9,"Padaczka, nie określona",18,3.86,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G40.2,Padaczka objawowa (ogniskowa) (częściowa) i zespoły padaczkowe ze złożonymi napadami częściowymi,16,3.43,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G40.4,Inne postacie uogólnionej padaczki i zespołów padaczkowych,14,3.0,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G24.8,Inne dystonie,11,2.36,8,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G24.9,"Dystonia, nie określona",11,2.36,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G40.3,Uogólniona samoistna padaczka i zespoły padaczkowe,8,1.72,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G40.0,Padaczka samoistna (ogniskowa) (częściowa) i zespoły padaczkowe z napadami o zlokalizowanym początku,7,1.5,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G40.5,Szczególne zespoły padaczkowe,6,1.29,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G24.3,Kurczowy kręcz karku,5,1.07,6,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
G20,Choroba Parkinsona,374,38.32,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
G54.5,Nerwoból z zanikiem mięśni,327,33.5,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
G24.9,"Dystonia, nie określona",29,2.97,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
G54.6,Zespół bólu fantomowego kończyny z bólem,20,2.05,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
G25.0,Drżenie samoistne,14,1.43,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
G24.8,Inne dystonie,12,1.23,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
G22,Parkinsonizm w chorobach sklasyfikowanych gdzie indziej,29,2.97,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
G55.1,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zaburzeniach krążka międzykręgowego (M50-M51+),28,2.87,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
G55.2,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zmianach zwyrodnieniowych kręgów (M47.-+),20,2.05,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
N31.8,Inna nerwowo-mięśniowa dysfunkcja pęcherza,66,6.76,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
N31.0,Pęcherz neurogenny niesklasyfikowany gdzie indziej,12,1.23,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,24,2.46,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
M47.2,Inne spondylozy z uszkodzeniem korzeni nerwów rdzeniowych,18,1.84,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
D32.0,Nowotwór niezłośliwy (opony mózgowe),778,10.05,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D35.2,Nowotwór niezłośliwy (przysadka),685,8.86,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.1,Nowotwór złośliwy (płat czołowy),621,8.03,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",620,7.98,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,460,5.95,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.2,Nowotwór złośliwy (płat skroniowy),410,5.3,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.3,Nowotwór złośliwy (płat ciemienowy),314,4.05,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",223,2.86,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.9,"Nowotwór złośliwy (mózg, nie określony)",197,2.53,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.6,Nowotwór złośliwy (móżdżek),156,2.02,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),155,2.0,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.4,Nowotwór złośliwy (płat potyliczny),132,1.71,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D33.2,"Nowotwór niezłośliwy (mózg, nie określony)",80,1.03,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I67.1,"Tętniak mózgu, niepęknięty",374,4.84,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",260,3.36,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I60.1,Krwotok podpajęczynówkowy z tętnicy środkowej mózgu,132,1.71,14,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I60.2,Krwotok podpajęczynówkowy z tętnicy łączącej przedniej,107,1.38,14,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I62.9,"Krwotok mózgowy (nieurazowy), nie określony",85,1.1,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G93.5,Zespół uciskowy mózgu,82,1.06,14,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.1,Nowotwór złośliwy (płat czołowy),264,26.19,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
C71.2,Nowotwór złośliwy (płat skroniowy),226,22.42,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
C71.9,"Nowotwór złośliwy (mózg, nie określony)",155,15.38,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
C71.3,Nowotwór złośliwy (płat ciemienowy),114,11.31,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
C70.0,Nowotwór złośliwy (opony mózgowe),71,7.04,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
C71.6,Nowotwór złośliwy (móżdżek),52,5.16,10,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),45,4.46,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
C71.4,Nowotwór złośliwy (płat potyliczny),37,3.67,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
C71.5,Nowotwór złośliwy (komory mózgowe),19,1.88,12,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
C71.1,Nowotwór złośliwy (płat czołowy),306,7.63,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.2,Nowotwór złośliwy (płat skroniowy),204,5.06,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,199,4.94,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.3,Nowotwór złośliwy (płat ciemienowy),192,4.79,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.9,"Nowotwór złośliwy (mózg, nie określony)",138,3.44,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",100,2.49,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.6,Nowotwór złośliwy (móżdżek),77,1.92,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),68,1.7,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D32.0,Nowotwór niezłośliwy (opony mózgowe),65,1.6,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71.4,Nowotwór złośliwy (płat potyliczny),54,1.35,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
C71,Nowotwór złośliwy mózgu,42,1.05,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",210,5.24,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.8,Inne wodogłowie,181,4.51,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],174,4.34,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.0,Wodogłowie komunikujące,122,3.04,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I61.0,"Krwotok mózgowy do półkul, podkorowy",110,2.74,16,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.1,Wodogłowie z niedrożności,85,2.12,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.9,"Wodogłowie, nie określone",74,1.84,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
S06.5,Urazowy krwotok podtwardówkowy,73,1.82,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
S06.3,Ogniskowy uraz mózgu,66,1.65,16,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I61.4,Krwotok mózgowy do móżdżku,64,1.6,16,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G06.0,Ropień i ziarniniak śródczaszkowy,63,1.57,14,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G50.0,Neuralgia nerwu trójdzielnego,62,1.55,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
S06.2,Rozlany uraz mózgu,51,1.27,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I61.9,"Krwotok mózgowy, nie określony",40,1.0,18,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G50.0,Neuralgia nerwu trójdzielnego,63,6.1,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.8,Inne wodogłowie,56,5.42,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],42,4.07,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G06.0,Ropień i ziarniniak śródczaszkowy,39,3.78,15,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D16.4,Nowotwór niezłośliwy (kości czaszki i twarzy),35,3.39,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I69.2,Następstwa innych nieurazowych krwotoków wewnątrzczaszkowych,32,3.1,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I62.0,Krwotok pod oponą twardą (ostry) (nieurazowy),31,3.0,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.1,Wodogłowie z niedrożności,28,2.71,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
M95.2,Inne nabyte zniekształcenia głowy,27,2.61,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I61.8,Inne krwotoki mózgowe,27,2.61,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.9,"Wodogłowie, nie określone",24,2.32,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.0,Wodogłowie komunikujące,23,2.23,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G06.2,"Zewnątrztwardówkowy i podtwardówkowy ropień, nie określony",22,2.13,15,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
Z90.0,Nabyty brak fragmentów głowy i szyi,17,1.65,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I61.9,"Krwotok mózgowy, nie określony",17,1.65,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G20,Choroba Parkinsona,17,1.65,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
T90.8,Następstwa innych określonych urazów głowy,16,1.55,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G93.0,Torbiele mózgu,14,1.36,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I69.1,Następstwa krwotoku mózgowego,14,1.36,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
I62.9,"Krwotok mózgowy (nieurazowy), nie określony",13,1.26,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
Z42.0,Opieka pooperacyjna w chirurgii plastycznej głowy i szyi,12,1.16,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D48.0,Nowotwór o nieokreślonym charakterze (kości i chrząstki stawowe),11,1.06,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G56.0,Zespół cieśni nadgarstka,119,24.84,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
Z47.0,Pomoc pochorobowa obejmująca usunięcie płytki lub innego wewnętrznego urządzenia unieruchamiającego,110,22.96,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
M54.5,Ból okolicy lędźwiowo-krzyżowej,25,5.22,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.8,Inne wodogłowie,17,3.55,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G96.0,Wyciek płynu mózgowo-rdzeniowego,14,2.92,8,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D36.1,Nowotwór niezłośliwy (nerwy obwodowe i autonomiczny układ nerwowy),13,2.71,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],9,1.88,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,9,1.88,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G50.0,Neuralgia nerwu trójdzielnego,9,1.88,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.9,"Wodogłowie, nie określone",7,1.46,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
G91.0,Wodogłowie komunikujące,6,1.25,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
Z98.8,Inne określone stany po zabiegach,6,1.25,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),316,1.83,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,9873,57.24,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M48.0,Zespół wąskiego kanału kręgowego,1994,11.56,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M47.2,Inne spondylozy z uszkodzeniem korzeni nerwów rdzeniowych,1101,6.38,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51.2,Inne określone przemieszczenia krążka międzykręgowego,671,3.89,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M48.8,Inne określone spondylopatie,423,2.45,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M47.8,Inne spondylozy,254,1.47,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51.8,Inne określone choroby krążka międzykręgowego,225,1.3,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51.3,Inne określone zwyrodnienia krążka międzykręgowego,203,1.18,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51.0,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem rdzenia kręgowego (G99.2*),197,1.14,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,1070,77.65,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51.2,Inne określone przemieszczenia krążka międzykręgowego,56,4.06,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M48.0,Zespół wąskiego kanału kręgowego,34,2.47,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51.3,Inne określone zwyrodnienia krążka międzykręgowego,33,2.39,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M99.5,Zwężenie kanału kręgowego przez przepuklinę krążka międzykręgowego,31,2.25,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,22,1.6,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51,Inne choroby krążka międzykręgowego,17,1.23,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
G54.5,Nerwoból z zanikiem mięśni,17,38.64,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,5,11.36,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,2,4.55,6,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
