disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
G25.0,Drżenie samoistne,26,5.02,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G40.9,"Padaczka, nie określona",18,3.47,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G40.2,Padaczka objawowa (ogniskowa) (częściowa) i zespoły padaczkowe ze złożonymi napadami częściowymi,16,3.09,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G24.9,"Dystonia, nie określona",15,2.9,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G40.4,Inne postacie uogólnionej padaczki i zespołów padaczkowych,11,2.12,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G24.8,Inne dystonie,9,1.74,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G40.3,Uogólniona samoistna padaczka i zespoły padaczkowe,8,1.54,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G40.5,Szczególne zespoły padaczkowe,7,1.35,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G22,Parkinsonizm w chorobach sklasyfikowanych gdzie indziej,23,4.44,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G26,Zaburzenia pozapiramidowe i zaburzenia czynności ruchowych w chorobach sklasyfikowanych gdzie indziej,16,3.09,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
G22,Parkinsonizm w chorobach sklasyfikowanych gdzie indziej,30,2.69,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
G55.1,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zaburzeniach krążka międzykręgowego (M50-M51+),21,1.89,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
N31.8,Inna nerwowo-mięśniowa dysfunkcja pęcherza,61,5.48,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
N31.0,Pęcherz neurogenny niesklasyfikowany gdzie indziej,14,1.26,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,15,1.35,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
G54.5,Nerwoból z zanikiem mięśni,451,40.48,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
G20,Choroba Parkinsona,423,37.97,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
G54.6,Zespół bólu fantomowego kończyny z bólem,34,3.05,6,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
G24.9,"Dystonia, nie określona",26,2.33,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
G25.0,Drżenie samoistne,17,1.53,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
D32.0,Nowotwór niezłośliwy (opony mózgowe),874,11.13,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D35.2,Nowotwór niezłośliwy (przysadka),802,10.21,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",655,8.33,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,559,7.1,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.1,Nowotwór złośliwy (płat czołowy),486,6.15,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.2,Nowotwór złośliwy (płat skroniowy),374,4.75,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.3,Nowotwór złośliwy (płat ciemienowy),282,3.58,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",231,2.91,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.9,"Nowotwór złośliwy (mózg, nie określony)",192,2.43,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),129,1.6,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.6,Nowotwór złośliwy (móżdżek),108,1.38,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D33.2,"Nowotwór niezłośliwy (mózg, nie określony)",104,1.33,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.4,Nowotwór złośliwy (płat potyliczny),102,1.3,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I67.1,"Tętniak mózgu, niepęknięty",365,4.66,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",262,3.35,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I60.1,Krwotok podpajęczynówkowy z tętnicy środkowej mózgu,131,1.67,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G93.5,Zespół uciskowy mózgu,125,1.6,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I61.8,Inne krwotoki mózgowe,82,1.05,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",82,1.05,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I60.2,Krwotok podpajęczynówkowy z tętnicy łączącej przedniej,81,1.04,15,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.1,Nowotwór złośliwy (płat czołowy),351,27.5,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C71.9,"Nowotwór złośliwy (mózg, nie określony)",271,21.46,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C71.2,Nowotwór złośliwy (płat skroniowy),233,18.52,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C71.3,Nowotwór złośliwy (płat ciemienowy),141,11.21,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C71.6,Nowotwór złośliwy (móżdżek),82,6.44,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C71.4,Nowotwór złośliwy (płat potyliczny),61,4.85,6,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C70.0,Nowotwór złośliwy (opony mózgowe),39,3.1,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),21,1.67,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C71.5,Nowotwór złośliwy (komory mózgowe),22,1.67,11,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),21,1.59,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
C71.1,Nowotwór złośliwy (płat czołowy),322,8.82,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.2,Nowotwór złośliwy (płat skroniowy),184,5.06,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.3,Nowotwór złośliwy (płat ciemienowy),145,3.96,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,146,3.93,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.9,"Nowotwór złośliwy (mózg, nie określony)",130,3.57,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",98,2.67,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D32.0,Nowotwór niezłośliwy (opony mózgowe),56,1.54,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),55,1.51,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.6,Nowotwór złośliwy (móżdżek),54,1.43,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),46,1.24,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
C71.4,Nowotwór złośliwy (płat potyliczny),43,1.18,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",40,1.07,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],190,5.22,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",179,4.92,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.8,Inne wodogłowie,148,4.07,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.0,Wodogłowie komunikujące,138,3.79,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.9,"Wodogłowie, nie określone",102,2.8,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.1,Wodogłowie z niedrożności,88,2.42,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
S06.5,Urazowy krwotok podtwardówkowy,77,2.12,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I61.0,"Krwotok mózgowy do półkul, podkorowy",71,1.95,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G50.0,Neuralgia nerwu trójdzielnego,61,1.68,4,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I61.4,Krwotok mózgowy do móżdżku,57,1.57,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G06.0,Ropień i ziarniniak śródczaszkowy,50,1.37,14,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
S06.3,Ogniskowy uraz mózgu,49,1.35,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
S06.2,Rozlany uraz mózgu,39,1.07,17,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I61.2,"Krwotok mózgowy do półkul, nie określony",37,1.02,17,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
S06.8,Inne urazy śródczaszkowe,37,1.02,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G50.0,Neuralgia nerwu trójdzielnego,70,6.54,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.8,Inne wodogłowie,54,5.04,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],31,2.89,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
M95.2,Inne nabyte zniekształcenia głowy,31,2.89,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.1,Wodogłowie z niedrożności,31,2.89,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D16.4,Nowotwór niezłośliwy (kości czaszki i twarzy),29,2.71,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G06.0,Ropień i ziarniniak śródczaszkowy,27,2.52,11,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.0,Wodogłowie komunikujące,26,2.43,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I69.2,Następstwa innych nieurazowych krwotoków wewnątrzczaszkowych,26,2.43,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.9,"Wodogłowie, nie określone",24,2.24,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
J33.1,Zwyrodnienie polipowate zatok,22,2.05,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I62.9,"Krwotok mózgowy (nieurazowy), nie określony",20,1.87,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I61.9,"Krwotok mózgowy, nie określony",20,1.87,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I61.8,Inne krwotoki mózgowe,19,1.77,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I62.0,Krwotok pod oponą twardą (ostry) (nieurazowy),18,1.68,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
T81.8,"Inne powikłania zabiegów, niesklasyfikowane gdzie indziej",14,1.31,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D14.0,"Nowotwór niezłośliwy (ucho środkowe, jama nosowa i zatoki przynosowe)",13,1.21,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G96.0,Wyciek płynu mózgowo-rdzeniowego,12,1.12,13,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
T90.2,Następstwa złamania kości czaszki i twarzoczaszki,12,1.12,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
Z90.0,Nabyty brak fragmentów głowy i szyi,11,1.03,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
I69.0,Następstwa krwotoku podpajęczynówkowego,11,1.03,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G93.0,Torbiele mózgu,11,1.03,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
Z47.0,Pomoc pochorobowa obejmująca usunięcie płytki lub innego wewnętrznego urządzenia unieruchamiającego,125,24.51,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
M54.5,Ból okolicy lędźwiowo-krzyżowej,45,8.82,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G56.0,Zespół cieśni nadgarstka,32,6.27,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,24,4.71,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.0,Wodogłowie komunikujące,22,4.31,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.8,Inne wodogłowie,13,2.55,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
M47.2,Inne spondylozy z uszkodzeniem korzeni nerwów rdzeniowych,12,2.35,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D36.1,Nowotwór niezłośliwy (nerwy obwodowe i autonomiczny układ nerwowy),12,2.35,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G50.0,Neuralgia nerwu trójdzielnego,12,2.35,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],11,2.16,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G91.9,"Wodogłowie, nie określone",10,1.96,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
M47.8,Inne spondylozy,9,1.76,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
G96.0,Wyciek płynu mózgowo-rdzeniowego,9,1.76,8,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
Z98.8,Inne określone stany po zabiegach,8,1.57,5,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
M21.4,Płaskostopie [pes planus] (nabyte),7,1.37,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D48.2,Nowotwór o nieokreślonym charakterze (nerwy obwodowe i autonomiczny układ nerwowy),6,1.18,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),298,1.46,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,11510,56.27,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M48.0,Zespół wąskiego kanału kręgowego,2363,11.55,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M47.2,Inne spondylozy z uszkodzeniem korzeni nerwów rdzeniowych,1562,7.64,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51.2,Inne określone przemieszczenia krążka międzykręgowego,811,3.96,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M48.8,Inne określone spondylopatie,390,1.91,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M47.8,Inne spondylozy,373,1.82,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51.8,Inne określone choroby krążka międzykręgowego,271,1.32,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51.0,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem rdzenia kręgowego (G99.2*),253,1.24,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51.3,Inne określone zwyrodnienia krążka międzykręgowego,247,1.21,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,1237,81.44,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51.3,Inne określone zwyrodnienia krążka międzykręgowego,50,3.29,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M99.5,Zwężenie kanału kręgowego przez przepuklinę krążka międzykręgowego,42,2.77,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M99.7,Zwężenie otworu międzykręgowego przez krążek międzykręgowy i tkankę łączną,24,1.58,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M48.0,Zespół wąskiego kanału kręgowego,18,1.19,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51,Inne choroby krążka międzykręgowego,18,1.19,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
G54.5,Nerwoból z zanikiem mięśni,26,48.15,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,4,7.41,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
M51.2,Inne określone przemieszczenia krążka międzykręgowego,3,5.56,4,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
G54.6,Zespół bólu fantomowego kończyny z bólem,2,3.7,5,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
