disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
G20,Choroba Parkinsona,230,69.49,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
G40.8,Inne padaczki,28,8.46,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
G40.2,Padaczka objawowa (ogniskowa) (częściowa) i zespoły padaczkowe ze złożonymi napadami częściowymi,15,4.53,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
G24.3,Kurczowy kręcz karku,10,3.02,8,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
G40.3,Uogólniona samoistna padaczka i zespoły padaczkowe,9,2.72,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
G24.8,Inne dystonie,8,2.42,6,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
G25.0,Drżenie samoistne,8,2.42,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
G24.9,"Dystonia, nie określona",5,1.51,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
G23.0,Choroba Hellervordena-Spatza,4,1.21,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
G54.5,Nerwoból z zanikiem mięśni,149,43.31,6,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G20,Choroba Parkinsona,91,26.45,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G24.9,"Dystonia, nie określona",18,5.23,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G54.6,Zespół bólu fantomowego kończyny z bólem,16,4.65,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G24.8,Inne dystonie,12,3.49,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G25.0,Drżenie samoistne,6,1.74,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G24.2,Dystonia samoistna niedziedziczna,4,1.16,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G24.3,Kurczowy kręcz karku,4,1.16,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G55.1,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zaburzeniach krążka międzykręgowego (M50-M51+),26,7.56,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G55.2,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zmianach zwyrodnieniowych kręgów (M47.-+),21,6.1,10,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G55.3,"Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w innych (dolegliwościach kręgosłupa) dorsopatiach (M45-M46, M48.-+, M53-M5",4,1.16,7,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
G56.1,Inne uszkodzenia nerwu pośrodkowego,3742,50.11,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
G56.2,Uszkodzenie nerwu łokciowego,969,12.98,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
G56.8,Inne mononeuropatie kończyny górnej,873,11.69,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",407,5.45,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
G64,Inne zaburzenia obwodowego układu nerwowego,181,2.42,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,125,1.67,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
G54.5,Nerwoból z zanikiem mięśni,122,1.63,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
G62.9,"Polineuropatia, nie określona",1139,35.24,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G62.8,Inne określone polineuropatie,903,27.94,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G61.0,Zespół Gullaina-Barrego,279,8.63,16,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G70.0,Miastenia ciężka rzekomoporaźna,264,8.17,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G72.9,"Miopatia, nie określona",225,6.96,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G71.9,"Pierwotne zaburzenia mięśni, nie określone",77,2.38,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G62.2,Polineuropatia wywołana innymi czynnikami toksycznymi,70,2.17,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G72.8,Inne określone miopatie,39,1.21,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G61.8,Inne polineuropatie zakaźne,34,1.05,12,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G61.9,"Polineuropatia zakaźna, nie określona",34,1.05,14,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,4483,27.63,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G54.2,Zaburzenia korzeni nerwów rdzeniowych szyjnych niesklasyfikowanych gdzie indziej,1402,8.64,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,1252,7.72,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G62.8,Inne określone polineuropatie,993,6.12,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G54.9,"Zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych, nie określone",823,5.07,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G62.9,"Polineuropatia, nie określona",817,5.04,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,732,4.51,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G54.3,Zaburzenia korzeni nerwów rdzeniowych piersiowych niesklasyfikowanych gdzie indziej,558,3.44,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",421,2.59,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
E11.4,Cukrzyca insulinoniezależna (z powikłaniami neurologicznymi),395,2.43,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G54.0,Zaburzenia splotu ramiennego,343,2.11,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G57.3,Uszkodzenie nerwu strzałkowego wspólnego,326,2.01,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G56.1,Inne uszkodzenia nerwu pośrodkowego,265,1.63,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G61.0,Zespół Gullaina-Barrego,264,1.63,11,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
E10.4,Cukrzyca insulinozależna (z powikłaniami neurologicznymi),227,1.4,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G56.2,Uszkodzenie nerwu łokciowego,212,1.31,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G70.9,"Zaburzenia mięśniowo-nerwowe, nie określone",199,1.23,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
R20.2,Parestezje,199,1.23,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2014,2014
G70.0,Miastenia ciężka rzekomoporaźna,1090,48.77,7,A32 CHOROBY MIĘŚNI,1a,2014,2014
G72.9,"Miopatia, nie określona",438,19.6,5,A32 CHOROBY MIĘŚNI,1a,2014,2014
G71.9,"Pierwotne zaburzenia mięśni, nie określone",151,6.76,4,A32 CHOROBY MIĘŚNI,1a,2014,2014
G71.0,Dystrofia mięśniowa,134,6.0,3,A32 CHOROBY MIĘŚNI,1a,2014,2014
G72.8,Inne określone miopatie,131,5.86,6,A32 CHOROBY MIĘŚNI,1a,2014,2014
G71.1,Zaburzenia miotoniczne,56,2.51,4,A32 CHOROBY MIĘŚNI,1a,2014,2014
G72.0,Miopatia polekowa,56,2.51,6,A32 CHOROBY MIĘŚNI,1a,2014,2014
G71.8,Inne pierwotne zaburzenia mięśni,36,1.61,4,A32 CHOROBY MIĘŚNI,1a,2014,2014
G70.2,Miastenia wrodzona i wieku rozwojowego,29,1.3,4,A32 CHOROBY MIĘŚNI,1a,2014,2014
G72.3,Porażenie okresowe,26,1.16,6,A32 CHOROBY MIĘŚNI,1a,2014,2014
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,25,1.12,5,A32 CHOROBY MIĘŚNI,1a,2014,2014
R42,Zawroty głowy i odurzenie,7338,97.26,4,A33 ZABURZENIA RÓWNOWAGI,1a,2014,2014
R27.8,Inne i nie określone zaburzenia koordynacji ruchów,83,1.1,5,A33 ZABURZENIA RÓWNOWAGI,1a,2014,2014
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,541,9.71,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",515,9.24,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
G93.0,Torbiele mózgu,513,9.21,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
C71.9,"Nowotwór złośliwy (mózg, nie określony)",436,7.82,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",390,7.0,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
Q85.0,Nerwiakowłókniakowatość niezłośliwa,266,4.77,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
C71.1,Nowotwór złośliwy (płat czołowy),218,3.91,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
C71.2,Nowotwór złośliwy (płat skroniowy),189,3.39,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
C71.6,Nowotwór złośliwy (móżdżek),174,3.12,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),172,3.09,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
C71.3,Nowotwór złośliwy (płat ciemienowy),157,2.82,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D32.0,Nowotwór niezłośliwy (opony mózgowe),151,2.71,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",149,2.67,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
C71.7,Nowotwór złośliwy (pień mózgu),139,2.49,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",116,2.08,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",115,2.06,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",110,1.97,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,105,1.88,4,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),100,1.79,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),96,1.72,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),64,1.15,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),59,1.06,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2014,2014
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,2126,17.88,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",1569,13.19,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
C71.9,"Nowotwór złośliwy (mózg, nie określony)",1066,8.96,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
G93.0,Torbiele mózgu,737,6.2,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
C71.1,Nowotwór złośliwy (płat czołowy),588,4.94,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
C71.2,Nowotwór złośliwy (płat skroniowy),490,4.12,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",429,3.61,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
C71.3,Nowotwór złośliwy (płat ciemienowy),422,3.55,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D32.0,Nowotwór niezłośliwy (opony mózgowe),421,3.54,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",371,3.12,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",319,2.68,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,314,2.64,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",295,2.48,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),191,1.61,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),153,1.29,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),153,1.29,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
C71.6,Nowotwór złośliwy (móżdżek),152,1.28,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),147,1.24,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D35.2,Nowotwór niezłośliwy (przysadka),146,1.23,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D42.0,Nowotwór o nieokreślonym charakterze (opony mózgowe),145,1.22,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
C41.2,Nowotwór złośliwy (kości kręgosłupa),127,1.07,11,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),127,1.07,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2014,2014
G20,Choroba Parkinsona,858,19.04,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G30.8,Otępienie typu alzheimerowskiego,524,11.63,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G31.9,"Choroby zwyrodnieniowe układu nerwowego, nie określone",299,6.63,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G31.8,Inne określone choroby zwyrodnieniowe układu nerwowego,289,6.41,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G30.9,"Choroba Alzheimera, nie określona",270,5.99,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
E75.2,Inne sfingolipidozy,208,4.62,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G21.9,"Parkinsonizm wtórny, nie określony",118,2.62,6,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G25.8,Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych,116,2.57,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G31.1,Starcze zwyrodnienie mózgu niesklasyfikowane gdzie indziej,110,2.44,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G25.9,"Zaburzenia pozapiramidowe i zaburzenia czynności ruchowych, nie określone",108,2.4,6,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G31.0,Zanik mózgu ograniczony,107,2.37,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G31.2,Zwyrodnienie układu nerwowego wywołane przez alkohol,107,2.37,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G21.8,Inny parkinsonizm wtórny,106,2.35,6,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G25.0,Drżenie samoistne,105,2.33,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G93.1,Uszkodzenie mózgu z niedotlenienia niesklasyfikowane gdzie indziej,92,2.04,6,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],89,1.97,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G24.8,Inne dystonie,83,1.84,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G10,Choroba Huntingtona,68,1.51,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G30.1,Choroba Alzheimera o późnym początku,67,1.49,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G24.4,Dystonia samoistna w obrębie twarzy,58,1.29,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G11.2,Bezład móżdżkowy o późnym początku,54,1.2,6,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G24.9,"Dystonia, nie określona",49,1.09,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
I67.3,Postępująca naczyniowa leukoencefalopatia,47,1.04,6,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
Q85.1,Stwardnienie guzowate,45,1.0,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2014,2014
G20,Choroba Parkinsona,636,26.12,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G30.8,Otępienie typu alzheimerowskiego,347,14.25,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G31.8,Inne określone choroby zwyrodnieniowe układu nerwowego,215,8.83,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G31.9,"Choroby zwyrodnieniowe układu nerwowego, nie określone",159,6.53,8,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G21.9,"Parkinsonizm wtórny, nie określony",104,4.27,8,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G21.8,Inny parkinsonizm wtórny,82,3.37,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G25.8,Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych,72,2.96,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G30.1,Choroba Alzheimera o późnym początku,67,2.75,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G30.9,"Choroba Alzheimera, nie określona",67,2.75,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G25.0,Drżenie samoistne,66,2.71,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G23.8,Inne określone choroby zwyrodnieniowe jąder podstawy,56,2.3,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G25.9,"Zaburzenia pozapiramidowe i zaburzenia czynności ruchowych, nie określone",54,2.22,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G31.0,Zanik mózgu ograniczony,50,2.05,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G11.2,Bezład móżdżkowy o późnym początku,49,2.01,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G23.1,Postępujące ponadjądrowe porażenie mięśni oka [Steela-Richardsona-Olszewskiego],47,1.93,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G30.0,Choroba Alzheimera o wczesnym początku,46,1.89,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G31.2,Zwyrodnienie układu nerwowego wywołane przez alkohol,33,1.36,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
G10,Choroba Huntingtona,32,1.31,8,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2014,2014
