branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,8561,8774,1.02,0.12,2.34,4,3,,,,,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2019,2019
,,8770,8827,1.01,0.13,2.36,2,1,,,,,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2019,2019
,,1523,1810,1.19,0.03,0.48,4,3,,,,,A86 CHOROBY NEURONU RUCHOWEGO,1a,2019,2019
,,46170,47882,1.04,0.68,12.79,5,3,,,,,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2019,2019
,,11,12,1.09,0.0,0.0,0,0,,,,,B03 LECZENIE WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2019,2019
,,85,85,1.0,0.0,0.02,4,4,,,,,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2019,2019
,,1140,1221,1.07,0.02,0.26,4,3,,,,,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2019,2019
,,24,24,1.0,0.0,0.01,3,2,,,,,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2019,2019
,,1642,1901,1.16,0.03,0.41,0,0,,,,,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2019,2019
,,7102,8390,1.18,0.12,1.79,2,2,,,,,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2019,2019
,,2471,2503,1.01,0.04,0.53,2,2,,,,,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2019,2019
,,8704,9190,1.06,0.13,1.96,2,2,,,,,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2019,2019
,,2908,2976,1.02,0.04,0.63,2,0,,,,,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2019,2019
,,10324,11456,1.11,0.16,2.44,0,0,,,,,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2019,2019
,,277802,343971,1.24,4.9,73.37,0,0,,,,,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2019,2019
,,1002,1028,1.03,0.01,0.22,1,0,,,,,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2019,2019
,,841,853,1.01,0.01,0.18,1,0,,,,,B25 WSZCZEPIENIE WTÓRNE SOCZEWKI *,1a,2019,2019
,,322,334,1.04,0.0,0.07,2,2,,,,,B31 DUŻE REKONSTRUKCJE NA APARACIE OCHRONNYM OKA *,1a,2019,2019
,,2258,2547,1.13,0.04,0.54,0,0,,,,,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2019,2019
,,7041,8090,1.15,0.12,1.73,0,0,,,,,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2019,2019
,,819,850,1.04,0.01,0.18,2,2,,,,,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2019,2019
,,1550,1732,1.12,0.02,0.37,0,0,,,,,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2019,2019
,,1771,1960,1.11,0.03,0.42,2,0,,,,,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2019,2019
,,1700,1774,1.04,0.03,0.38,0,0,,,,,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2019,2019
,,3534,3608,1.02,0.05,0.77,1,0,,,,,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2019,2019
,,3407,3917,1.15,0.06,0.84,2,2,,,,,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2019,2019
,,1138,1237,1.09,0.02,0.26,1,0,,,,,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2019,2019
,,687,775,1.13,0.01,0.17,2,2,,,,,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2019,2019
,,665,678,1.02,0.01,0.14,3,2,,,,,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2019,2019
,,27,28,1.04,0.0,0.01,2,0,,,,,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2019,2019
,,15595,37989,2.44,0.54,8.1,0,0,,,,,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2019,2019
,,6625,7011,1.06,0.1,1.5,0,0,,,,,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2019,2019
,,11597,12686,1.09,0.18,2.71,4,3,,,,,B98A LECZENIE ZACHOWAWCZE OKULISTYCZNE > 17 R.Ż.,1a,2019,2019
,,1405,1411,1.0,0.02,0.63,15,14,,,,,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2019,2019
,,698,701,1.0,0.01,0.31,4,4,,,,,C05G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH *,1a,2019,2019
,,43,43,1.0,0.0,0.02,4,3,,,,,C06G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2019,2019
,,148,150,1.01,0.0,0.07,2,2,,,,,C06H LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2019,2019
,,502,514,1.02,0.01,0.23,0,0,,,,,C07G WYMIANA PROCESORA MOWY IMPLANTÓW ŚLIMAKOWYCH I DO PNIA MÓZGU *,1a,2019,2019
,,20,20,1.0,0.0,0.01,0,0,,,,,C07H WYMIANA PROCESORA MOWY IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2019,2019
,,84,85,1.01,0.0,0.04,0,0,,,,,C07I WYMIANA PRZETWORNIKA MOWY IMPLANTÓW NA PRZEWODNICTWO KOSTNE *,1a,2019,2019
,,5684,5955,1.05,0.08,2.64,4,3,,,,,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2019,2019
,,6008,6788,1.13,0.1,3.01,3,0,,,,,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2019,2019
,,49623,50923,1.03,0.73,22.59,2,2,,,,,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI",1a,2019,2019
,,2773,2824,1.02,0.04,1.25,0,0,,,,,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2019,2019
,,184,187,1.02,0.0,0.08,9,7,,,,,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2019,2019
,,1376,1385,1.01,0.02,0.61,4,4,,,,,C21F KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE < 66 R.Ż. *,1a,2019,2019
,,10380,10765,1.04,0.15,4.78,3,2,,,,,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2019,2019
,,858,866,1.01,0.01,0.38,2,2,,,,,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2019,2019
,,2245,2555,1.14,0.04,1.13,1,0,,,,,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2019,2019
,,11,11,1.0,0.0,0.0,3,2,,,,,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2019,2019
,,73,74,1.01,0.0,0.03,3,3,,,,,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2019,2019
,,36,36,1.0,0.0,0.02,3,3,,,,,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2019,2019
,,1221,1228,1.01,0.02,0.54,0,0,,,,,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2019,2019
,,6206,6525,1.05,0.09,2.89,3,3,,,,,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2019,2019
,,3896,4067,1.04,0.06,1.8,2,2,,,,,C32 DUŻE ZABIEGI USZU *,1a,2019,2019
,,676,684,1.01,0.01,0.3,1,0,,,,,C33 ŚREDNIE ZABIEGI USZU *,1a,2019,2019
,,2879,3006,1.04,0.04,1.33,0,0,,,,,C34 MAŁE ZABIEGI USZU *,1a,2019,2019
,,17896,18060,1.01,0.26,8.01,3,3,,,,,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2019,2019
,,27488,27631,1.01,0.39,12.26,3,3,,,,,C42 DUŻE ZABIEGI NOSA *,1a,2019,2019
,,7520,7649,1.02,0.11,3.39,0,0,,,,,C43 ŚREDNIE ZABIEGI NOSA *,1a,2019,2019
,,6212,6331,1.02,0.09,2.81,0,0,,,,,C44 MAŁE ZABIEGI NOSA *,1a,2019,2019
,,13358,15202,1.14,0.22,6.74,3,0,,,,,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2019,2019
,,46019,48258,1.05,0.69,21.41,3,0,,,,,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2019,2019
,,1489,1511,1.01,0.02,0.67,1,0,,,,,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2019,2019
,,3811,3817,1.0,0.05,0.92,9,7,,,,,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2019,2019
,,6609,6827,1.03,0.1,1.64,7,6,,,,,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2019,2019
,,6012,6175,1.03,0.09,1.48,6,2,,,,,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2019,2019
,,6512,6787,1.04,0.1,1.63,1,0,,,,,D05 BRONCHOSKOPIA *,1a,2019,2019
,,15994,17667,1.1,0.25,4.25,3,2,,,,,D06 ŚREDNIE ZABIEGI KLATKI PIERSIOWEJ *,1a,2019,2019
,,11277,12064,1.07,0.17,2.9,4,1,,,,,D07 MAŁE ZABIEGI KLATKI PIERSIOWEJ *,1a,2019,2019
,,8892,10412,1.17,0.15,2.5,7,7,,,,,D10E DYCHAWICA OSKRZELOWA > 65 R.Ż.,1a,2019,2019
,,17815,19975,1.12,0.28,4.8,4,3,,,,,D10F DYCHAWICA OSKRZELOWA < 66 R.Ż.,1a,2019,2019
,,14815,15600,1.05,0.22,3.75,8,7,,,,,D16 ZATOR PŁUCNY,1a,2019,2019
,,2614,3168,1.21,0.05,0.76,11,7,,,,,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2019,2019
,,43809,45790,1.05,0.65,11.01,8,7,,,,,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2019,2019
,,5161,5970,1.16,0.09,1.44,7,7,,,,,D19 ROZSTRZENIE OSKRZELI,1a,2019,2019
,,896,1101,1.23,0.02,0.26,4,2,,,,,D20 GRUŹLICA,1a,2019,2019
,,1735,3591,2.07,0.05,0.86,2,0,,,,,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2019,2019
,,6572,7657,1.17,0.11,1.84,7,3,,,,,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2019,2019
,,46587,62712,1.35,0.89,15.08,6,5,,,,,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2019,2019
,,21627,22937,1.06,0.33,5.51,1,1,,,,,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2019,2019
,,7102,7467,1.05,0.11,1.8,5,3,,,,,D37E INNE CHOROBY UKŁADU ODDECHOWEGO > 65 R.Ż.,1a,2019,2019
,,10249,10759,1.05,0.15,2.59,4,3,,,,,D37F INNE CHOROBY UKŁADU ODDECHOWEGO < 66 R.Ż.,1a,2019,2019
,,1783,1831,1.03,0.03,0.44,5,0,,,,,D38 OBRZĘK PŁUC,1a,2019,2019
,,1590,1848,1.16,0.03,0.44,11,10,,,,,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2019,2019
,,50851,55546,1.09,0.79,13.35,6,3,,,,,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2019,2019
,,8215,8365,1.02,0.12,2.01,8,7,,,,,D47 ZAPALENIE PŁUC Z PW,1a,2019,2019
,,23581,24087,1.02,0.34,5.79,7,7,,,,,D48 ZAPALENIE PŁUC BEZ PW,1a,2019,2019
,,2954,3019,1.02,0.04,0.73,7,7,,,,,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2019,2019
,,12173,15631,1.28,0.22,3.76,6,3,,,,,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2019,2019
,,2805,2970,1.06,0.04,0.71,5,5,,,,,D51 ODMA OPŁUCNOWA,1a,2019,2019
,,18828,21428,1.14,0.31,5.15,7,7,,,,,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2019,2019
,,616,795,1.29,0.01,0.19,5,5,,,,,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2019,2019
,,180,185,1.03,0.0,0.04,8,7,,,,,D54 ZAPALENIE OPŁUCNEJ,1a,2019,2019
,,6487,9770,1.51,0.14,2.35,4,3,,,,,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2019,2019
,,1606,1645,1.02,0.02,0.21,7,3,,,,,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2019,2019
,,294,294,1.0,0.0,0.04,15,12,,,,,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2019,2019
,,7070,7071,1.0,0.1,0.9,9,8,,,,,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2019,2019
,,2906,2907,1.0,0.04,0.37,9,8,,,,,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2019,2019
,,170,170,1.0,0.0,0.02,24,21,,,,,E07 POMOSTOWANIE NACZYŃ WIEŃCOWYCH >75 R.Ż. I > 16 DNI *,1a,2019,2019
,,12250,12330,1.01,0.18,1.57,4,4,,,,,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2019,2019
,,11029,11062,1.0,0.16,1.41,6,4,,,,,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2019,2019
,,44451,45626,1.03,0.65,5.8,5,4,,,,,E12G OZW - LECZENIE INWAZYJNE *,1a,2019,2019
,,3608,3644,1.01,0.05,0.46,9,8,,,,,E15 OZW - LECZENIE INWAZYJNE > 7 DNI Z PW *,1a,2019,2019
,,11160,11566,1.04,0.16,1.47,5,1,,,,,E16 OZW > 69 R.Ż. LUB Z PW,1a,2019,2019
,,5789,5920,1.02,0.08,0.75,3,1,,,,,E17G OZW - LECZENIE ZACHOWAWCZE,1a,2019,2019
,,1935,1964,1.02,0.03,0.25,3,2,,,,,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2019,2019
,,454,459,1.01,0.01,0.06,7,3,,,,,E22E PRZEZSKÓRNE WALWULOPLASTYKI > 65 R.Ż. *,1a,2019,2019
,,81,86,1.06,0.0,0.01,5,3,,,,,E22F PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż. I < 66 R.Ż. *,1a,2019,2019
,,30626,33504,1.09,0.48,4.26,2,1,,,,,E23G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU *,1a,2019,2019
,,16443,17756,1.08,0.25,2.26,2,1,,,,,E24G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW LUB WIELONACZYNIOWA *,1a,2019,2019
,,3296,3457,1.05,0.05,0.44,2,1,,,,,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2019,2019
,,83538,84846,1.02,1.21,10.78,1,1,,,,,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2019,2019
,,884,906,1.02,0.01,0.12,2,1,,,,,E29 ANGIOPLASTYKA WIEŃCOWA BALONOWA (DEB) *,1a,2019,2019
,,8166,8173,1.0,0.12,1.04,3,2,,,,,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2019,2019
,,23448,23496,1.0,0.33,2.99,3,2,,,,,E32 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA DWUJAMOWEGO *,1a,2019,2019
,,796,797,1.0,0.01,0.1,4,2,,,,,E33 WSZCZEPIENIE/ WYMIANA UKŁADU Z FUNKCJĄ RESYNCHRONIZUJĄCĄ SERCA (CRT) *,1a,2019,2019
,,7784,7808,1.0,0.11,0.99,3,2,,,,,E34 WSZCZEPIENIE/ WYMIANA KARDIOWERTERA-DEFIBRYLATORA JEDNO-/ DWUJAMOWEGO *,1a,2019,2019
,,4032,4051,1.0,0.06,0.51,3,2,,,,,E36 WSZCZEPIENIE/ WYMIANA CRT-D > 17 R.Ż. *,1a,2019,2019
,,1037,1081,1.04,0.02,0.14,4,2,,,,,E37 REPERACJA/ REPOZYCJA/ REWIZJA/ WYMIANA ELEKTRODY/ UKŁADU STYMULUJĄCEGO/ KARDIOWERTERA-DEFIBRYLATORA *,1a,2019,2019
,,70,71,1.01,0.0,0.01,4,2,,,,,E37G WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI [ICD)]- JEDNOJAMOWEGO LUB DWUJAMOWEGO,1a,2019,2019
,,57,58,1.02,0.0,0.01,5,3,,,,,E37H WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI Z FUNKCJĄ RESYNCHRONIZACJI [CRT-D],1a,2019,2019
,,6626,6775,1.02,0.1,0.86,2,2,,,,,E43 ABLACJA ZABURZEŃ RYTMU *,1a,2019,2019
,,1748,1767,1.01,0.03,0.22,2,2,,,,,E44 DIAGNOSTYKA INWAZYJNA ZABURZEŃ RYTMU SERCA *,1a,2019,2019
,,2231,2321,1.04,0.03,0.3,2,2,,,,,E46 ABLACJA (PROSTA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2019,2019
,,2083,2129,1.02,0.03,0.27,3,2,,,,,E47 ABLACJA (ZŁOŻONA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2019,2019
,,5917,6042,1.02,0.09,0.77,3,2,,,,,E48 ABLACJA MIGOTANIA PRZEDSIONKÓW - IZOLACJA ŻYŁ PŁUCNYCH *,1a,2019,2019
,,6318,6825,1.08,0.1,0.87,8,4,,,,,E50 OSTRA LUB ZDEKOMPENSOWANA NIEWYDOLNOŚC KRĄŻENIA - LECZENIE W OINK,1a,2019,2019
,,1220,1452,1.19,0.02,0.18,20,15,,,,,E51 ZAPALENIE WSIERDZIA,1a,2019,2019
,,30534,33536,1.1,0.48,4.26,8,7,,,,,E52 ZAAWANSOWANA NIEWYDOLNOŚĆ KRĄŻENIA,1a,2019,2019
,,175680,208684,1.19,2.97,26.53,6,6,,,,,E53G NIEWYDOLNOŚĆ KRĄŻENIA,1a,2019,2019
,,5267,5386,1.02,0.08,0.68,5,3,,,,,E55 ZAKRZEPICA ŻYŁ GŁĘBOKICH,1a,2019,2019
,,25023,26162,1.05,0.37,3.33,4,3,,,,,E56 CHOROBA NIEDOKRWIENNA SERCA > 69 R.Ż. LUB Z PW,1a,2019,2019
,,18053,18679,1.03,0.27,2.37,3,3,,,,,E57 CHOROBA NIEDOKRWIENNA SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2019,2019
,,4580,4588,1.0,0.07,0.58,2,1,,,,,E59 NAGŁE ZATRZYMANIE KRĄŻENIA,1a,2019,2019
,,34749,40440,1.16,0.58,5.14,3,3,,,,,E61 ZABURZENIA RYTMU SERCA > 69 R.Ż. LUB Z PW,1a,2019,2019
,,28857,33760,1.17,0.48,4.29,2,1,,,,,E62 ZABURZENIA RYTMU SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2019,2019
,,8213,8378,1.02,0.12,1.06,3,3,,,,,E71 OMDLENIE I ZAPAŚĆ,1a,2019,2019
,,4369,4400,1.01,0.06,0.56,3,3,,,,,E72 NIEINWAZYJNA DIAGNOSTYKA BÓLU W KLATCE PIERSIOWEJ >17 R.Ż.,1a,2019,2019
,,21570,23138,1.07,0.33,2.94,4,3,,,,,E73 CHOROBY ZASTAWEK SERCA > 17 R.Ż.,1a,2019,2019
