branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,1471,1482,1.01,0.02,0.75,15,14,,,,,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2022,2022
,,806,821,1.02,0.01,0.41,4,4,,,,,C05G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH *,1a,2022,2022
,,80,80,1.0,0.0,0.04,3,4,,,,,C06G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2022,2022
,,185,186,1.01,0.0,0.09,2,2,,,,,C06H LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2022,2022
,,1255,1280,1.02,0.02,0.65,0,0,,,,,C07G WYMIANA PROCESORA MOWY IMPLANTÓW ŚLIMAKOWYCH I DO PNIA MÓZGU *,1a,2022,2022
,,19,19,1.0,0.0,0.01,0,0,,,,,C07H WYMIANA PROCESORA MOWY IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2022,2022
,,119,121,1.02,0.0,0.06,0,0,,,,,C07I WYMIANA PRZETWORNIKA MOWY IMPLANTÓW NA PRZEWODNICTWO KOSTNE *,1a,2022,2022
,,6086,6369,1.05,0.1,3.21,3,3,,,,,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,260,270,1.04,0.0,0.14,6,7,,,,,"C11O KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *",1a,2022,2022
,,6641,8767,1.32,0.14,4.42,2,0,,,,,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,38812,39848,1.03,0.63,20.09,2,2,,,,,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI",1a,2022,2022
,,3693,3774,1.02,0.06,1.9,0,0,,,,,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,211,215,1.02,0.0,0.11,8,3,,,,,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2022,2022
,,2107,2123,1.01,0.03,1.07,4,3,,,,,C21F KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE < 66 R.Ż. *,1a,2022,2022
,,12411,13053,1.05,0.21,6.58,2,2,,,,,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2022,2022
,,669,683,1.02,0.01,0.34,1,0,,,,,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2022,2022
,,1347,1508,1.12,0.02,0.76,1,0,,,,,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2022,2022
,,4,4,1.0,0.0,0.0,4,4,,,,,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2022,2022
,,129,137,1.06,0.0,0.07,1,1,,,,,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2022,2022
,,28,29,1.04,0.0,0.01,3,3,,,,,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2022,2022
,,1817,1819,1.0,0.03,0.92,0,0,,,,,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2022,2022
,,5719,5961,1.04,0.09,3.01,3,3,,,,,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2022,2022
,,3921,4005,1.02,0.06,2.02,2,2,,,,,C32 DUŻE ZABIEGI USZU *,1a,2022,2022
,,448,455,1.02,0.01,0.23,1,0,,,,,C33 ŚREDNIE ZABIEGI USZU *,1a,2022,2022
,,1698,1792,1.06,0.03,0.9,1,0,,,,,C34 MAŁE ZABIEGI USZU *,1a,2022,2022
,,18472,18659,1.01,0.3,9.41,3,3,,,,,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2022,2022
,,20819,20928,1.01,0.33,10.55,2,3,,,,,C42 DUŻE ZABIEGI NOSA *,1a,2022,2022
,,7068,7174,1.02,0.11,3.62,0,0,,,,,C43 ŚREDNIE ZABIEGI NOSA *,1a,2022,2022
,,5156,5300,1.03,0.08,2.67,0,0,,,,,C44 MAŁE ZABIEGI NOSA *,1a,2022,2022
,,10203,11701,1.15,0.19,5.9,3,0,,,,,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2022,2022
,,36687,38468,1.05,0.61,19.4,3,0,,,,,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2022,2022
,,1269,1291,1.02,0.02,0.65,0,0,,,,,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2022,2022
,,4012,4028,1.0,0.06,1.19,8,7,,,,,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2022,2022
,,6508,6733,1.03,0.11,1.99,7,7,,,,,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2022,2022
,,5665,5823,1.03,0.09,1.72,6,4,,,,,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2022,2022
,,5674,5921,1.04,0.09,1.75,1,0,,,,,D05 BRONCHOSKOPIA *,1a,2022,2022
,,18400,20372,1.11,0.32,6.03,2,0,,,,,D06 ŚREDNIE ZABIEGI KLATKI PIERSIOWEJ *,1a,2022,2022
,,6834,7288,1.07,0.12,2.16,2,2,,,,,D07 MAŁE ZABIEGI KLATKI PIERSIOWEJ *,1a,2022,2022
,,6180,6895,1.12,0.11,2.04,7,7,,,,,D10E DYCHAWICA OSKRZELOWA > 65 R.Ż.,1a,2022,2022
,,12714,13770,1.08,0.22,4.08,3,3,,,,,D10F DYCHAWICA OSKRZELOWA < 66 R.Ż.,1a,2022,2022
,,17249,17845,1.03,0.28,5.28,7,7,,,,,D16 ZATOR PŁUCNY,1a,2022,2022
,,2991,3607,1.21,0.06,1.07,11,7,,,,,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2022,2022
,,21799,22224,1.02,0.35,6.58,8,7,,,,,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2022,2022
,,3800,4303,1.13,0.07,1.27,7,7,,,,,D19 ROZSTRZENIE OSKRZELI,1a,2022,2022
,,647,730,1.13,0.01,0.22,4,3,,,,,D20 GRUŹLICA,1a,2022,2022
,,1989,3893,1.96,0.06,1.15,1,0,,,,,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2022,2022
,,6074,6994,1.15,0.11,2.07,7,7,,,,,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2022,2022
,,40918,54489,1.33,0.86,16.13,5,5,,,,,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2022,2022
,,17807,18875,1.06,0.3,5.59,1,1,,,,,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2022,2022
,,5553,5824,1.05,0.09,1.72,5,3,,,,,D37E INNE CHOROBY UKŁADU ODDECHOWEGO > 65 R.Ż.,1a,2022,2022
,,7187,7547,1.05,0.12,2.23,3,3,,,,,D37F INNE CHOROBY UKŁADU ODDECHOWEGO < 66 R.Ż.,1a,2022,2022
,,999,1025,1.03,0.02,0.3,5,6,,,,,D38 OBRZĘK PŁUC,1a,2022,2022
,,2019,2371,1.17,0.04,0.7,10,3,,,,,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2022,2022
,,31719,34104,1.08,0.54,10.09,5,3,,,,,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2022,2022
,,26305,26881,1.02,0.43,7.96,7,7,,,,,D48 ZAPALENIE PŁUC BEZ PW,1a,2022,2022
,,2956,3028,1.02,0.05,0.9,7,7,,,,,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2022,2022
,,17918,21476,1.2,0.34,6.36,6,3,,,,,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2022,2022
,,4368,4662,1.07,0.07,1.38,6,5,,,,,D51 ODMA OPŁUCNOWA,1a,2022,2022
,,16340,17746,1.09,0.28,5.25,7,7,,,,,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2022,2022
,,498,609,1.22,0.01,0.18,5,0,,,,,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2022,2022
,,101,101,1.0,0.0,0.03,7,7,,,,,D54 ZAPALENIE OPŁUCNEJ,1a,2022,2022
,,5695,8718,1.53,0.14,2.58,3,3,,,,,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2022,2022
,,1544,1581,1.02,0.02,0.24,7,3,,,,,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2022,2022
,,371,371,1.0,0.01,0.06,14,15,,,,,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2022,2022
,,1817,1817,1.0,0.03,0.27,10,7,,,,,E05G POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PW >=2* *,1a,2022,2022
,,6355,6356,1.0,0.1,0.96,9,8,,,,,E06G POMOSTOWANIE NACZYŃ WIEŃCOWYCH BEZ PW * *,1a,2022,2022
,,9523,9570,1.0,0.15,1.44,4,3,,,,,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2022,2022
,,12831,12851,1.0,0.2,1.94,5,4,,,,,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2022,2022
,,38661,39512,1.02,0.63,5.95,4,4,,,,,E12G OZW - LECZENIE INWAZYJNE *,1a,2022,2022
,,3392,3422,1.01,0.05,0.52,10,8,,,,,E15 OZW - LECZENIE INWAZYJNE > 7 DNI Z PW *,1a,2022,2022
,,6981,7183,1.03,0.11,1.08,4,1,,,,,E16 OZW > 69 R.Ż. LUB Z PW,1a,2022,2022
,,3444,3501,1.02,0.06,0.53,3,1,,,,,E17G OZW - LECZENIE ZACHOWAWCZE,1a,2022,2022
,,2323,2339,1.01,0.04,0.35,2,2,,,,,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2022,2022
,,489,496,1.01,0.01,0.07,6,4,,,,,E22E PRZEZSKÓRNE WALWULOPLASTYKI > 65 R.Ż. *,1a,2022,2022
,,54,54,1.0,0.0,0.01,5,4,,,,,E22F PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż. I < 66 R.Ż. *,1a,2022,2022
,,29773,32620,1.1,0.52,4.91,2,1,,,,,E23G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU *,1a,2022,2022
,,18905,20745,1.1,0.33,3.12,2,1,,,,,E24G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW LUB WIELONACZYNIOWA *,1a,2022,2022
,,2824,2939,1.04,0.05,0.44,2,1,,,,,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2022,2022
,,86969,88387,1.02,1.4,13.31,1,1,,,,,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2022,2022
,,2457,2567,1.04,0.04,0.39,2,1,,,,,E29 ANGIOPLASTYKA WIEŃCOWA BALONOWA (DEB) *,1a,2022,2022
,,7135,7141,1.0,0.11,1.08,2,2,,,,,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2022,2022
,,24293,24326,1.0,0.38,3.66,3,2,,,,,E32 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA DWUJAMOWEGO *,1a,2022,2022
,,1108,1109,1.0,0.02,0.17,3,2,,,,,E33 WSZCZEPIENIE/ WYMIANA UKŁADU Z FUNKCJĄ RESYNCHRONIZUJĄCĄ SERCA (CRT) *,1a,2022,2022
,,7259,7288,1.0,0.12,1.1,2,2,,,,,E34 WSZCZEPIENIE/ WYMIANA KARDIOWERTERA-DEFIBRYLATORA JEDNO-/ DWUJAMOWEGO *,1a,2022,2022
,,264,265,1.0,0.0,0.04,5,2,,,,,E34G WSZCZEPIENIE LUB WYMIANA CAŁKOWICIE PODSKÓRNEGO KARDIOWERTERA-DEFIBRYLATORA *,1a,2022,2022
,,4379,4398,1.0,0.07,0.66,3,2,,,,,E36 WSZCZEPIENIE/ WYMIANA CRT-D > 17 R.Ż. *,1a,2022,2022
,,1023,1061,1.04,0.02,0.16,3,2,,,,,E37 REPERACJA/ REPOZYCJA/ REWIZJA/ WYMIANA ELEKTRODY/ UKŁADU STYMULUJĄCEGO/ KARDIOWERTERA-DEFIBRYLATORA *,1a,2022,2022
,,37,37,1.0,0.0,0.01,3,2,,,,,E37G WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI [ICD)]- JEDNOJAMOWEGO LUB DWUJAMOWEGO,1a,2022,2022
,,57,57,1.0,0.0,0.01,3,2,,,,,E37H WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI Z FUNKCJĄ RESYNCHRONIZACJI [CRT-D],1a,2022,2022
,,6611,6744,1.02,0.11,1.02,2,2,,,,,E43 ABLACJA ZABURZEŃ RYTMU *,1a,2022,2022
,,1892,1906,1.01,0.03,0.29,2,2,,,,,E44 DIAGNOSTYKA INWAZYJNA ZABURZEŃ RYTMU SERCA *,1a,2022,2022
,,2641,2725,1.03,0.04,0.41,2,2,,,,,E46 ABLACJA (PROSTA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2022,2022
,,4731,4880,1.03,0.08,0.74,2,2,,,,,E47 ABLACJA (ZŁOŻONA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2022,2022
,,9276,9386,1.01,0.15,1.41,2,2,,,,,E48 ABLACJA MIGOTANIA PRZEDSIONKÓW - IZOLACJA ŻYŁ PŁUCNYCH *,1a,2022,2022
,,11217,12161,1.08,0.19,1.83,8,4,,,,,E50 OSTRA LUB ZDEKOMPENSOWANA NIEWYDOLNOŚC KRĄŻENIA - LECZENIE W OINK,1a,2022,2022
,,1254,1473,1.17,0.02,0.22,21,6,,,,,E51 ZAPALENIE WSIERDZIA,1a,2022,2022
,,31161,33433,1.07,0.53,5.04,7,7,,,,,E52 ZAAWANSOWANA NIEWYDOLNOŚĆ KRĄŻENIA,1a,2022,2022
,,139754,160906,1.15,2.55,24.24,6,7,,,,,E53G NIEWYDOLNOŚĆ KRĄŻENIA,1a,2022,2022
,,3528,3620,1.03,0.06,0.55,5,3,,,,,E55 ZAKRZEPICA ŻYŁ GŁĘBOKICH,1a,2022,2022
,,14616,15208,1.04,0.24,2.29,4,3,,,,,E56 CHOROBA NIEDOKRWIENNA SERCA > 69 R.Ż. LUB Z PW,1a,2022,2022
,,9401,9676,1.03,0.15,1.46,3,3,,,,,E57 CHOROBA NIEDOKRWIENNA SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2022,2022
,,3363,3369,1.0,0.05,0.51,2,1,,,,,E59 NAGŁE ZATRZYMANIE KRĄŻENIA,1a,2022,2022
,,26251,29903,1.14,0.47,4.5,2,1,,,,,E61 ZABURZENIA RYTMU SERCA > 69 R.Ż. LUB Z PW,1a,2022,2022
,,19288,21969,1.14,0.35,3.31,2,1,,,,,E62 ZABURZENIA RYTMU SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2022,2022
,,4934,5033,1.02,0.08,0.76,3,3,,,,,E71 OMDLENIE I ZAPAŚĆ,1a,2022,2022
,,2667,2687,1.01,0.04,0.4,3,3,,,,,E72 NIEINWAZYJNA DIAGNOSTYKA BÓLU W KLATCE PIERSIOWEJ >17 R.Ż.,1a,2022,2022
