branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,1424,1675,1.18,0.02,0.4,4,3,,,,,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,5757,5772,1.0,0.08,1.39,4,3,,,,,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,5404,6065,1.12,0.09,1.46,2,3,,,,,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,11261,11975,1.06,0.17,2.89,7,4,,,,,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,4694,5105,1.09,0.07,1.23,5,0,,,,,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,2589,2611,1.01,0.04,0.63,6,4,,,,,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,10846,14288,1.32,0.2,3.45,4,3,,,,,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,28938,30425,1.05,0.43,7.34,5,3,,,,,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,8559,8706,1.02,0.12,2.1,4,3,,,,,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
,,30001,30367,1.01,0.43,7.33,5,4,,,,,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2018,2018
,,48546,49541,1.02,0.71,11.94,10,8,,,,,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,13996,14130,1.01,0.2,3.4,8,7,,,,,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2018,2018
,,10781,10943,1.02,0.16,2.64,3,1,,,,,A50 UDAR MÓZGU - LECZENIE,1a,2018,2018
,,9700,9779,1.01,0.14,2.42,9,8,,,,,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,2937,3011,1.03,0.04,0.73,5,3,,,,,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2018,2018
,,6019,7173,1.19,0.1,1.73,10,3,,,,,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2018,2018
,,627,634,1.01,0.01,0.15,6,3,,,,,A58 ENCEFALOPATIA,1a,2018,2018
,,21524,21949,1.02,0.31,5.3,3,3,,,,,A59 BÓLE GŁOWY,1a,2018,2018
,,6556,7076,1.08,0.1,1.71,3,3,,,,,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2018,2018
,,11833,12173,1.03,0.17,2.93,6,4,,,,,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2018,2018
,,10399,10627,1.02,0.15,2.56,4,3,,,,,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,10850,10915,1.01,0.16,2.63,2,1,,,,,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,1189,1468,1.23,0.02,0.35,5,3,,,,,A86 CHOROBY NEURONU RUCHOWEGO,1a,2018,2018
,,49997,51912,1.04,0.74,12.53,5,3,,,,,A87A INNE CHOROBY UKŁADU NERWOWEGO>17 R.Ż.,1a,2018,2018
,,15527,16744,1.08,0.24,4.04,3,3,,,,,A87B INNE CHOROBY UKŁADU NERWOWEGO<18 R.Ż.,1a,2018,2018
,,38,41,1.08,0.0,0.01,1,1,,,,,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,22,22,1.0,0.0,0.01,1,1,,,,,B03 LECZENIE WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,110,113,1.03,0.0,0.03,5,4,,,,,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2018,2018
,,833,903,1.08,0.01,0.21,4,4,,,,,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2018,2018
,,35,36,1.03,0.0,0.01,3,2,,,,,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2018,2018
,,1899,2159,1.14,0.03,0.5,1,0,,,,,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2018,2018
,,7041,8154,1.16,0.12,1.89,2,2,,,,,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2018,2018
,,2154,2176,1.01,0.03,0.5,2,2,,,,,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2018,2018
,,8301,8829,1.06,0.13,2.04,2,2,,,,,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2018,2018
,,2887,2970,1.03,0.04,0.69,2,2,,,,,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2018,2018
,,59200,63854,1.08,0.91,14.78,0,0,,,,,B18 USUNIĘCIE ZAĆMY POWIKŁANEJ Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,46265,49100,1.06,0.7,11.37,0,0,,,,,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,79826,86775,1.09,1.24,20.09,0,0,,,,,B19 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,102755,114093,1.11,1.63,26.41,0,0,,,,,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,1655,1753,1.06,0.02,0.41,2,2,,,,,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2018,2018
,,1370,1450,1.06,0.02,0.34,0,0,,,,,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,416,418,1.0,0.01,0.1,2,2,,,,,B25 WSZCZEPIENIE WTÓRNE SOCZEWKI *,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,138,140,1.01,0.0,0.03,1,1,,,,,B31 DUŻE REKONSTRUKCJE NA APARACIE OCHRONNYM OKA *,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,2305,2595,1.13,0.04,0.6,0,0,,,,,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2018,2018
,,6639,7444,1.12,0.11,1.72,0,0,,,,,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2018,2018
,,1039,1060,1.02,0.02,0.29,0,0,,,,,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,899,937,1.04,0.01,0.22,2,2,,,,,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2018,2018
,,1784,1909,1.07,0.03,0.44,1,0,,,,,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2018,2018
,,1354,1430,1.06,0.02,0.34,0,0,,,,,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,1852,2023,1.09,0.03,0.47,2,2,,,,,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2018,2018
,,1813,1900,1.05,0.03,0.44,0,0,,,,,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2018,2018
,,5004,5174,1.03,0.07,1.2,1,2,,,,,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2018,2018
,,3114,3542,1.14,0.05,0.82,2,2,,,,,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2018,2018
,,975,1036,1.06,0.01,0.24,2,2,,,,,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2018,2018
,,1037,1182,1.14,0.02,0.27,2,2,,,,,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2018,2018
,,689,701,1.02,0.01,0.16,3,2,,,,,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2018,2018
,,46,46,1.0,0.0,0.01,1,1,,,,,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,35,35,1.0,0.0,0.01,3,2,,,,,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2018,2018
,,10377,22804,2.2,0.32,5.28,0,0,,,,,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2018,2018
,,5821,6072,1.04,0.09,1.41,0,0,,,,,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2018,2018
,,15023,17038,1.13,0.24,3.94,3,3,,,,,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,7111,7946,1.12,0.11,1.84,3,3,,,,,B98A LECZENIE ZACHOWAWCZE OKULISTYCZNE > 17 R.Ż.,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,4432,4788,1.08,0.07,1.11,3,4,,,,,B98B LECZENIE ZACHOWAWCZE OKULISTYCZNE < 18 R.Ż.,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,1336,1342,1.0,0.02,0.51,16,14,,,,,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2018,2018
,,618,624,1.01,0.01,0.24,4,4,,,,,C05G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH *,1a,2018,2018
,,59,59,1.0,0.0,0.02,3,3,,,,,C06G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2018,2018
,,125,125,1.0,0.0,0.05,2,2,,,,,C06H LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2018,2018
,,526,530,1.01,0.01,0.2,0,0,,,,,C07G WYMIANA PROCESORA MOWY IMPLANTÓW ŚLIMAKOWYCH I DO PNIA MÓZGU *,1a,2018,2018
,,94,96,1.02,0.0,0.04,0,0,,,,,C07I WYMIANA PRZETWORNIKA MOWY IMPLANTÓW NA PRZEWODNICTWO KOSTNE *,1a,2018,2018
,,5350,5578,1.04,0.08,2.13,4,3,,,,,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2018,2018
,,6057,6724,1.11,0.1,2.57,3,0,,,,,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2018,2018
,,44166,44355,1.0,0.63,16.95,2,2,,,,,"C13 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI < 18 R.Ż.",1a,2018,2018
,,27995,29277,1.05,0.42,11.19,2,2,,,,,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI > 17 R.Ż.",1a,2018,2018
,,2966,3015,1.02,0.04,1.15,0,0,,,,,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2018,2018
,,164,166,1.01,0.0,0.06,11,9,,,,,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2018,2018
,,1490,1516,1.02,0.02,0.58,5,4,,,,,C21F KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE < 66 R.Ż. *,1a,2018,2018
,,10529,10997,1.04,0.16,4.2,3,2,,,,,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2018,2018
,,978,991,1.01,0.01,0.38,2,2,,,,,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2018,2018
,,2460,2849,1.16,0.04,1.09,1,0,,,,,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2018,2018
,,45,45,1.0,0.0,0.02,4,3,,,,,"C25 ROZLEGŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2018,2018
,,430,448,1.04,0.01,0.17,3,3,,,,,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2018,2018
,,601,608,1.01,0.01,0.23,3,3,,,,,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2018,2018
,,166,169,1.02,0.0,0.06,3,2,,,,,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2018,2018
,,2715,2727,1.0,0.04,1.04,0,0,,,,,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2018,2018
,,7307,7724,1.06,0.11,2.95,3,3,,,,,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2018,2018
,,5411,5632,1.04,0.08,2.15,2,2,,,,,C32 DUŻE ZABIEGI USZU *,1a,2018,2018
,,1280,1292,1.01,0.02,0.49,1,0,,,,,C33 ŚREDNIE ZABIEGI USZU *,1a,2018,2018
,,3357,3489,1.04,0.05,1.33,0,0,,,,,C34 MAŁE ZABIEGI USZU *,1a,2018,2018
,,17634,17810,1.01,0.25,6.8,3,3,,,,,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2018,2018
,,28101,28273,1.01,0.4,10.8,3,3,,,,,C42 DUŻE ZABIEGI NOSA *,1a,2018,2018
,,7745,7874,1.02,0.11,3.01,1,0,,,,,C43 ŚREDNIE ZABIEGI NOSA *,1a,2018,2018
,,5779,5883,1.02,0.08,2.25,0,0,,,,,C44 MAŁE ZABIEGI NOSA *,1a,2018,2018
,,125,126,1.01,0.0,0.05,3,3,,,,,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2018,2018
,,1511,1618,1.07,0.02,0.62,1,0,,,,,C46 ŚREDNIE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2018,2018
,,132,133,1.01,0.0,0.05,7,6,,,,,C48 OSTRE ZAPALENIE ZATOK PRZYNOSOWYCH < 18 R.Ż Z PW,1a,2018,2018
,,12976,14865,1.15,0.21,5.68,3,0,,,,,"C56A POWAŻNE CHOROBY GARDŁA, USZU I NOSA >17 R.Ż.",1a,2018,2018
,,2418,2961,1.22,0.04,1.13,1,1,,,,,"C56B POWAŻNE CHOROBY GARDŁA, USZU I NOSA < 18 R.Ż.",1a,2018,2018
,,47699,49984,1.05,0.71,19.1,3,3,,,,,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2018,2018
,,1788,1811,1.01,0.03,0.69,1,0,,,,,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2018,2018
,,3438,3453,1.0,0.05,0.8,9,7,,,,,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2018,2018
,,6688,6888,1.03,0.1,1.59,8,7,,,,,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2018,2018
,,6069,6206,1.02,0.09,1.44,6,4,,,,,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2018,2018
,,5010,5222,1.04,0.07,1.21,0,0,,,,,D05 BRONCHOSKOPIA *,1a,2018,2018
,,14656,16296,1.11,0.23,3.77,3,2,,,,,D06 ŚREDNIE ZABIEGI KLATKI PIERSIOWEJ *,1a,2018,2018
,,13277,14221,1.07,0.2,3.29,5,1,,,,,D07 MAŁE ZABIEGI KLATKI PIERSIOWEJ *,1a,2018,2018
,,9181,10765,1.17,0.15,2.49,7,7,,,,,D10E DYCHAWICA OSKRZELOWA > 65 R.Ż.,1a,2018,2018
,,17772,19874,1.12,0.28,4.6,4,3,,,,,D10F DYCHAWICA OSKRZELOWA < 66 R.Ż.,1a,2018,2018
,,13570,14294,1.05,0.2,3.31,8,7,,,,,D16 ZATOR PŁUCNY,1a,2018,2018
,,2646,3192,1.21,0.05,0.74,11,7,,,,,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2018,2018
,,49801,51918,1.04,0.74,12.02,8,7,,,,,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2018,2018
,,5458,6336,1.16,0.09,1.47,7,7,,,,,D19 ROZSTRZENIE OSKRZELI,1a,2018,2018
,,875,1083,1.24,0.02,0.25,4,3,,,,,D20 GRUŹLICA,1a,2018,2018
,,1642,3577,2.18,0.05,0.83,3,0,,,,,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2018,2018
,,6736,7843,1.16,0.11,1.82,7,3,,,,,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2018,2018
,,46542,63160,1.36,0.9,14.62,6,3,,,,,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2018,2018
,,19656,21050,1.07,0.3,4.87,1,1,,,,,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2018,2018
,,7921,8328,1.05,0.12,1.93,5,3,,,,,D37E INNE CHOROBY UKŁADU ODDECHOWEGO > 65 R.Ż.,1a,2018,2018
,,16674,17385,1.04,0.25,4.02,3,3,,,,,D37F INNE CHOROBY UKŁADU ODDECHOWEGO < 66 R.Ż.,1a,2018,2018
,,2185,2266,1.04,0.03,0.52,6,0,,,,,D38 OBRZĘK PŁUC,1a,2018,2018
,,1087,1280,1.18,0.02,0.3,12,7,,,,,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2018,2018
,,54548,59766,1.1,0.85,13.83,6,3,,,,,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2018,2018
,,8967,9129,1.02,0.13,2.11,8,7,,,,,D47 ZAPALENIE PŁUC Z PW,1a,2018,2018
,,25042,25524,1.02,0.36,5.91,7,7,,,,,D48 ZAPALENIE PŁUC BEZ PW,1a,2018,2018
,,2735,2803,1.02,0.04,0.65,7,3,,,,,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2018,2018
,,11272,14380,1.28,0.2,3.33,6,3,,,,,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2018,2018
,,2265,2381,1.05,0.03,0.55,5,4,,,,,D51 ODMA OPŁUCNOWA,1a,2018,2018
,,20145,22967,1.14,0.33,5.32,7,7,,,,,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2018,2018
,,579,721,1.25,0.01,0.17,5,3,,,,,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2018,2018
,,194,197,1.02,0.0,0.05,8,9,,,,,D54 ZAPALENIE OPŁUCNEJ,1a,2018,2018
,,6394,9458,1.48,0.13,2.19,4,3,,,,,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2018,2018
,,49,61,1.24,0.0,0.01,2,0,,,,,D56 CIĘŻKIE WADY ROZWOJOWE < 18 R.Ż,1a,2018,2018
,,1427,1455,1.02,0.02,0.18,7,4,,,,,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2018,2018
,,72,73,1.01,0.0,0.01,6,2,,,,,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2018,2018
,,246,246,1.0,0.0,0.03,15,14,,,,,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2018,2018
,,7554,7557,1.0,0.11,0.94,9,8,,,,,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2018,2018
,,2993,2996,1.0,0.04,0.37,9,8,,,,,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2018,2018
,,175,175,1.0,0.0,0.02,26,22,,,,,E07 POMOSTOWANIE NACZYŃ WIEŃCOWYCH >75 R.Ż. I > 16 DNI *,1a,2018,2018
,,12051,12138,1.01,0.17,1.51,4,4,,,,,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2018,2018
,,8722,8739,1.0,0.12,1.06,6,4,,,,,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2018,2018
,,44599,45865,1.03,0.65,5.69,5,4,,,,,E12G OZW - LECZENIE INWAZYJNE *,1a,2018,2018
,,3535,3565,1.01,0.05,0.44,9,8,,,,,E15 OZW - LECZENIE INWAZYJNE > 7 DNI Z PW *,1a,2018,2018
,,12275,12764,1.04,0.18,1.58,5,1,,,,,E16 OZW > 69 R.Ż. LUB Z PW,1a,2018,2018
,,6643,6806,1.02,0.1,0.84,3,1,,,,,E17G OZW - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,1766,1785,1.01,0.03,0.22,3,3,,,,,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2018,2018
,,399,405,1.02,0.01,0.05,6,2,,,,,E22E PRZEZSKÓRNE WALWULOPLASTYKI > 65 R.Ż. *,1a,2018,2018
,,70,74,1.06,0.0,0.01,5,3,,,,,E22F PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż. I < 66 R.Ż. *,1a,2018,2018
,,31544,34835,1.1,0.5,4.32,2,1,,,,,E23G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU *,1a,2018,2018
,,15472,16614,1.07,0.24,2.06,2,1,,,,,E24G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW LUB WIELONACZYNIOWA *,1a,2018,2018
,,3781,3949,1.04,0.06,0.49,2,1,,,,,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2018,2018
,,64139,65033,1.01,0.93,8.07,1,1,,,,,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2018,2018
,,8077,8084,1.0,0.12,1.0,3,2,,,,,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2018,2018
,,22675,22713,1.0,0.32,2.82,3,2,,,,,E32 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA DWUJAMOWEGO *,1a,2018,2018
,,825,829,1.0,0.01,0.1,4,3,,,,,E33 WSZCZEPIENIE/ WYMIANA UKŁADU Z FUNKCJĄ RESYNCHRONIZUJĄCĄ SERCA (CRT) *,1a,2018,2018
,,8229,8251,1.0,0.12,1.02,3,2,,,,,E34 WSZCZEPIENIE/ WYMIANA KARDIOWERTERA-DEFIBRYLATORA JEDNO-/ DWUJAMOWEGO *,1a,2018,2018
,,4044,4062,1.0,0.06,0.5,4,2,,,,,E36 WSZCZEPIENIE/ WYMIANA CRT-D > 17 R.Ż. *,1a,2018,2018
