catalog,name,year,period,id,header,type,link
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,a50647ab-a2c8-0a84-8c52-f53c18e82e4a,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/a50647ab-a2c8-0a84-8c52-f53c18e82e4a
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,fd153922-3eb9-8944-0361-a5f497a655e6,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,/hospitalizations-by-product-category/fd153922-3eb9-8944-0361-a5f497a655e6
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,db4f600d-1971-b4ea-0308-0ed8c3d8bd92,Procedury ICD 9  - Kody dodatkowe listy A1,icd-9-procedures,/icd9-procedures/db4f600d-1971-b4ea-0308-0ed8c3d8bd92
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,2130e217-d475-ddc6-11d4-a1027caf67cc,Procedury ICD 9  - Kody dodatkowe listy A04,icd-9-procedures,/icd9-procedures/2130e217-d475-ddc6-11d4-a1027caf67cc
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,31a3e2f9-1778-d309-86dd-fad9ae0223c4,Rozpoznania ICD 10  - Kody dodatkowe listy A03,icd-10-diseases,/icd10-diseases/31a3e2f9-1778-d309-86dd-fad9ae0223c4
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,0845753e-9300-459b-5cff-f08273275f32,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/0845753e-9300-459b-5cff-f08273275f32
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,bf66fe47-9e80-d381-babd-169fddb16388,Procedury ICD 9,icd-9-procedures,/icd9-procedures/bf66fe47-9e80-d381-babd-169fddb16388
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,fd153922-3eb9-8944-0361-a5f497a655e6,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/fd153922-3eb9-8944-0361-a5f497a655e6
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,2e326f78-de09-9a2e-c5b8-b126885f8064,Dane ogólne,general-data,/basic-data/2e326f78-de09-9a2e-c5b8-b126885f8064
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,a9659800-3721-7196-b744-c69fc7cb2ee4,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/a9659800-3721-7196-b744-c69fc7cb2ee4
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,83b01e21-71b5-9161-ce19-82eaf86364e2,Procedury ICD 9  - Kody dodatkowe listy A1,icd-9-procedures,/icd9-procedures/83b01e21-71b5-9161-ce19-82eaf86364e2
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,0a4719bb-edfc-9c6f-c37c-74a8315e7146,Procedury ICD 9  - Kody dodatkowe listy A04,icd-9-procedures,/icd9-procedures/0a4719bb-edfc-9c6f-c37c-74a8315e7146
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,555f73ff-af9f-5b67-678b-9fbc329a6330,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/555f73ff-af9f-5b67-678b-9fbc329a6330
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,df09ba0c-e7ec-cbdf-37bb-8cb84255eea8,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/df09ba0c-e7ec-cbdf-37bb-8cb84255eea8
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2019,2019,c2eaa3bf-ab30-b7fb-03f8-00950ea76b2b,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/c2eaa3bf-ab30-b7fb-03f8-00950ea76b2b
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,603acd96-e24b-c298-f8fa-eab8e3652ebb,Rozpoznania ICD 10  - Kody dodatkowe listy A04,icd-10-diseases,/icd10-diseases/603acd96-e24b-c298-f8fa-eab8e3652ebb
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,3f91d253-6f81-cb6b-7c0f-9b5588b96585,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/3f91d253-6f81-cb6b-7c0f-9b5588b96585
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,59932ab5-ee85-fe8d-1e6a-e39ce57e2e04,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/59932ab5-ee85-fe8d-1e6a-e39ce57e2e04
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,b226ea25-6191-1b8c-5ab9-adcd93d8796a,Histogram czasu pobytu,histograms,/histogram-data/b226ea25-6191-1b8c-5ab9-adcd93d8796a
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,83a73095-ef5a-ef0a-93a1-37138c27a162,Rozpoznania ICD 10  - Kody dodatkowe listy A6,icd-10-diseases,/icd10-diseases/83a73095-ef5a-ef0a-93a1-37138c27a162
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,10f6e97b-f220-89f3-473e-5863ad1a5b6e,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/10f6e97b-f220-89f3-473e-5863ad1a5b6e
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,731e42b9-924c-de66-17ec-de23eda85254,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/731e42b9-924c-de66-17ec-de23eda85254
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,967b63ec-e105-a8fa-f7a3-815cb0aa3e90,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/967b63ec-e105-a8fa-f7a3-815cb0aa3e90
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,f62bc772-6379-1444-e29e-fa3446d4ea8a,Procedury ICD 9,icd-9-procedures,/icd9-procedures/f62bc772-6379-1444-e29e-fa3446d4ea8a
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,c38babde-9652-c766-c105-d297b582c3bf,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/c38babde-9652-c766-c105-d297b582c3bf
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,c5685b26-8ae8-c92b-7165-75ba4524b52c,Dane ogólne,general-data,/basic-data/c5685b26-8ae8-c92b-7165-75ba4524b52c
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,5513bed5-20c1-963d-ff5c-e79cd4da93e1,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/5513bed5-20c1-963d-ff5c-e79cd4da93e1
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,32fc3a95-c92e-878c-a461-cc5f417ce7e5,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/32fc3a95-c92e-878c-a461-cc5f417ce7e5
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2019,2019,c38babde-9652-c766-c105-d297b582c3bf,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,/hospitalizations-by-product-category/c38babde-9652-c766-c105-d297b582c3bf
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,795a9470-d1c7-acd2-1013-4514383606b0,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/795a9470-d1c7-acd2-1013-4514383606b0
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,acd8fac6-2ce9-2085-e697-d97988110d8f,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,/hospitalizations-by-product-category/acd8fac6-2ce9-2085-e697-d97988110d8f
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,39716e71-d15d-5474-f2a8-cfef9232e259,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/39716e71-d15d-5474-f2a8-cfef9232e259
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,6dc3c6ed-10fe-dfa9-a927-947a5d0dffc8,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/6dc3c6ed-10fe-dfa9-a927-947a5d0dffc8
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,23a6b1e1-42ae-eaee-a694-f49f73d1a1ec,Histogram czasu pobytu,histograms,/histogram-data/23a6b1e1-42ae-eaee-a694-f49f73d1a1ec
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,fa50d1cf-7d22-c6ec-5a85-f6615eb2d59c,Rozpoznania ICD 10  - Kody dodatkowe listy O,icd-10-diseases,/icd10-diseases/fa50d1cf-7d22-c6ec-5a85-f6615eb2d59c
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,4bd39020-b7ee-d536-ede3-36a173b856ce,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/4bd39020-b7ee-d536-ede3-36a173b856ce
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,acd8fac6-2ce9-2085-e697-d97988110d8f,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/acd8fac6-2ce9-2085-e697-d97988110d8f
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,75782745-834b-8ab0-cf10-3975e34d52d6,Procedury ICD 9,icd-9-procedures,/icd9-procedures/75782745-834b-8ab0-cf10-3975e34d52d6
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,7b58b56e-74fa-4129-f7b8-6f251c3433ce,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/7b58b56e-74fa-4129-f7b8-6f251c3433ce
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,6b700b6e-2f83-da97-6f18-291004d835cf,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/6b700b6e-2f83-da97-6f18-291004d835cf
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,d1962fa3-275e-4e61-9f3f-6d5fa9e7d14a,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/d1962fa3-275e-4e61-9f3f-6d5fa9e7d14a
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,b7cdfb57-411c-fa1b-0bcd-8cbd56cfdd80,Dane ogólne,general-data,/basic-data/b7cdfb57-411c-fa1b-0bcd-8cbd56cfdd80
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,fa6e4312-85e3-520a-f200-a72b20f8295b,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/fa6e4312-85e3-520a-f200-a72b20f8295b
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,5e9caf76-531c-9620-a21d-0f8cf58bfa72,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/5e9caf76-531c-9620-a21d-0f8cf58bfa72
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,70377e99-cd3a-9162-baa6-5aaf86fd989d,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,/hospitalizations-by-product-category/70377e99-cd3a-9162-baa6-5aaf86fd989d
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,1ddcf889-7ade-f348-26e7-6939bd0cb07e,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/1ddcf889-7ade-f348-26e7-6939bd0cb07e
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,1d14cdd4-ba0d-67b5-7b21-bb4560d2a936,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/1d14cdd4-ba0d-67b5-7b21-bb4560d2a936
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,78264628-dc01-c509-3e44-b04ff597caa3,Rozpoznania ICD 10  - Kody dodatkowe listy O,icd-10-diseases,/icd10-diseases/78264628-dc01-c509-3e44-b04ff597caa3
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,2d26092c-2aaf-db59-bdba-13e4735a0b8c,Histogram czasu pobytu,histograms,/histogram-data/2d26092c-2aaf-db59-bdba-13e4735a0b8c
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,82d5395f-72f5-671b-8d0d-7fab61f63353,Dane ogólne,general-data,/basic-data/82d5395f-72f5-671b-8d0d-7fab61f63353
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,34ec4301-4f73-c4cf-93c2-a6d5fd27ede6,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/34ec4301-4f73-c4cf-93c2-a6d5fd27ede6
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,b8e4bc95-cf02-6ac5-7eb9-959f2553212c,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/b8e4bc95-cf02-6ac5-7eb9-959f2553212c
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2019,2019,1d100454-cc65-968b-6f48-7ca8e080f5a1,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/1d100454-cc65-968b-6f48-7ca8e080f5a1
