branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,2719,2900,1.07,0.06,1.07,5,0,,,,,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2020,2020
,,1480,1495,1.01,0.03,0.55,6,4,,,,,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2020,2020
,,7509,9183,1.22,0.18,3.4,4,3,,,,,A36 CHOROBY DEMIELINIZACYJNE,1a,2020,2020
,,20113,20951,1.04,0.41,7.75,5,3,,,,,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2020,2020
,,7383,7437,1.01,0.15,2.75,5,4,,,,,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2020,2020
,,15629,15754,1.01,0.31,5.83,5,4,,,,,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2020,2020
,,53390,54516,1.02,1.08,20.16,10,8,,,,,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2020,2020
,,12756,12846,1.01,0.25,4.75,7,6,,,,,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2020,2020
,,12071,12536,1.04,0.25,4.64,3,0,,,,,A50 UDAR MÓZGU - LECZENIE,1a,2020,2020
,,1885,1944,1.03,0.04,0.72,5,3,,,,,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2020,2020
,,3402,3848,1.13,0.08,1.42,11,3,,,,,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2020,2020
,,470,477,1.01,0.01,0.18,7,3,,,,,A58 ENCEFALOPATIA,1a,2020,2020
,,7018,7083,1.01,0.14,2.62,4,3,,,,,A59 BÓLE GŁOWY,1a,2020,2020
,,6357,6673,1.05,0.13,2.47,4,4,,,,,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2020,2020
,,4137,4233,1.02,0.08,1.57,6,4,,,,,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2020,2020
,,7094,7229,1.02,0.14,2.67,4,3,,,,,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,4916,4946,1.01,0.1,1.83,2,1,,,,,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2020,2020
,,1032,1202,1.16,0.02,0.44,4,0,,,,,A86 CHOROBY NEURONU RUCHOWEGO,1a,2020,2020
,,27661,28400,1.03,0.56,10.5,4,3,,,,,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2020,2020
,,85,85,1.0,0.0,0.03,4,3,,,,,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2020,2020
,,1059,1148,1.08,0.02,0.35,3,2,,,,,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2020,2020
,,16,16,1.0,0.0,0.0,2,2,,,,,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2020,2020
,,1196,1385,1.16,0.03,0.42,0,0,,,,,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2020,2020
,,6601,7777,1.18,0.15,2.34,2,2,,,,,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,2211,2241,1.01,0.04,0.68,2,2,,,,,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,7516,7954,1.06,0.16,2.4,1,2,,,,,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,2296,2344,1.02,0.05,0.71,1,0,,,,,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2020,2020
,,8644,9793,1.13,0.19,2.95,0,0,,,,,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2020,2020
,,179676,224198,1.25,4.42,67.55,0,0,,,,,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2020,2020
,,695,729,1.05,0.01,0.22,0,0,,,,,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2020,2020
,,631,642,1.02,0.01,0.19,1,0,,,,,B25 WSZCZEPIENIE WTÓRNE SOCZEWKI *,1a,2020,2020
,,365,375,1.03,0.01,0.11,1,1,,,,,B31 DUŻE REKONSTRUKCJE NA APARACIE OCHRONNYM OKA *,1a,2020,2020
,,1731,1949,1.13,0.04,0.59,0,0,,,,,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2020,2020
,,5053,5821,1.15,0.11,1.75,0,0,,,,,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2020,2020
,,710,740,1.04,0.01,0.22,2,2,,,,,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2020,2020
,,1300,1457,1.12,0.03,0.44,0,0,,,,,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2020,2020
,,1473,1659,1.13,0.03,0.5,2,0,,,,,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2020,2020
,,1076,1111,1.03,0.02,0.33,0,0,,,,,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2020,2020
,,1985,2064,1.04,0.04,0.62,0,0,,,,,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2020,2020
,,2829,3224,1.14,0.06,0.97,2,2,,,,,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2020,2020
,,1163,1279,1.1,0.03,0.39,0,0,,,,,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2020,2020
,,485,519,1.07,0.01,0.16,1,0,,,,,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2020,2020
,,591,596,1.01,0.01,0.18,2,2,,,,,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2020,2020
,,31,31,1.0,0.0,0.01,4,0,,,,,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2020,2020
,,16802,38620,2.3,0.76,11.64,0,0,,,,,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2020,2020
,,4991,5269,1.06,0.1,1.59,0,0,,,,,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2020,2020
,,8215,8874,1.08,0.18,2.67,4,0,,,,,B98A LECZENIE ZACHOWAWCZE OKULISTYCZNE > 17 R.Ż.,1a,2020,2020
,,1335,1341,1.0,0.03,0.98,15,14,,,,,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2020,2020
,,887,891,1.0,0.02,0.65,4,4,,,,,C05G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH *,1a,2020,2020
,,111,111,1.0,0.0,0.08,4,4,,,,,C06G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2020,2020
,,153,154,1.01,0.0,0.11,2,2,,,,,C06H LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2020,2020
,,590,600,1.02,0.01,0.44,0,0,,,,,C07G WYMIANA PROCESORA MOWY IMPLANTÓW ŚLIMAKOWYCH I DO PNIA MÓZGU *,1a,2020,2020
,,101,102,1.01,0.0,0.07,0,0,,,,,C07I WYMIANA PRZETWORNIKA MOWY IMPLANTÓW NA PRZEWODNICTWO KOSTNE *,1a,2020,2020
,,4815,5072,1.05,0.1,3.7,4,3,,,,,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2020,2020
,,5048,5861,1.16,0.12,4.28,3,0,,,,,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2020,2020
,,25663,26468,1.03,0.52,19.32,2,2,,,,,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI",1a,2020,2020
,,1634,1660,1.02,0.03,1.21,0,0,,,,,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2020,2020
,,193,195,1.01,0.0,0.14,8,6,,,,,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2020,2020
,,1226,1231,1.0,0.02,0.9,4,3,,,,,C21F KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE < 66 R.Ż. *,1a,2020,2020
,,8575,8938,1.04,0.18,6.52,3,2,,,,,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2020,2020
,,556,564,1.01,0.01,0.41,2,0,,,,,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2020,2020
,,1140,1317,1.16,0.03,0.96,1,0,,,,,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2020,2020
,,67,68,1.01,0.0,0.05,3,3,,,,,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2020,2020
,,20,20,1.0,0.0,0.01,4,4,,,,,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2020,2020
,,1295,1307,1.01,0.03,0.95,0,0,,,,,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2020,2020
,,4735,4996,1.06,0.1,3.65,3,3,,,,,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2020,2020
,,2581,2683,1.04,0.05,1.96,2,2,,,,,C32 DUŻE ZABIEGI USZU *,1a,2020,2020
,,415,421,1.01,0.01,0.31,2,0,,,,,C33 ŚREDNIE ZABIEGI USZU *,1a,2020,2020
,,1381,1435,1.04,0.03,1.05,1,0,,,,,C34 MAŁE ZABIEGI USZU *,1a,2020,2020
,,12109,12216,1.01,0.24,8.92,3,3,,,,,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2020,2020
,,16024,16089,1.0,0.32,11.74,3,3,,,,,C42 DUŻE ZABIEGI NOSA *,1a,2020,2020
,,4275,4311,1.01,0.08,3.15,0,0,,,,,C43 ŚREDNIE ZABIEGI NOSA *,1a,2020,2020
,,3315,3370,1.02,0.07,2.46,0,0,,,,,C44 MAŁE ZABIEGI NOSA *,1a,2020,2020
,,8277,9171,1.11,0.18,6.69,3,0,,,,,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2020,2020
,,24420,25392,1.04,0.5,18.53,3,0,,,,,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2020,2020
,,1025,1034,1.01,0.02,0.75,1,0,,,,,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2020,2020
,,3386,3398,1.0,0.07,1.2,8,7,,,,,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2020,2020
,,5448,5609,1.03,0.11,1.97,7,7,,,,,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2020,2020
,,4905,5057,1.03,0.1,1.78,6,2,,,,,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2020,2020
,,4188,4356,1.04,0.09,1.53,1,0,,,,,D05 BRONCHOSKOPIA *,1a,2020,2020
,,14067,15547,1.11,0.31,5.47,3,1,,,,,D06 ŚREDNIE ZABIEGI KLATKI PIERSIOWEJ *,1a,2020,2020
,,5527,5854,1.06,0.12,2.06,2,2,,,,,D07 MAŁE ZABIEGI KLATKI PIERSIOWEJ *,1a,2020,2020
,,4767,5360,1.12,0.11,1.89,7,7,,,,,D10E DYCHAWICA OSKRZELOWA > 65 R.Ż.,1a,2020,2020
,,9158,9980,1.09,0.2,3.51,4,3,,,,,D10F DYCHAWICA OSKRZELOWA < 66 R.Ż.,1a,2020,2020
,,12796,13288,1.04,0.26,4.68,8,7,,,,,D16 ZATOR PŁUCNY,1a,2020,2020
,,2413,2881,1.19,0.06,1.01,11,7,,,,,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2020,2020
,,36317,37353,1.03,0.74,13.14,7,7,,,,,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2020,2020
,,2855,3159,1.11,0.06,1.11,7,5,,,,,D19 ROZSTRZENIE OSKRZELI,1a,2020,2020
,,643,727,1.13,0.01,0.26,4,2,,,,,D20 GRUŹLICA,1a,2020,2020
,,1627,3304,2.03,0.07,1.16,3,0,,,,,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2020,2020
,,5162,5963,1.16,0.12,2.1,7,3,,,,,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2020,2020
,,37329,49850,1.34,0.98,17.54,5,5,,,,,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2020,2020
,,11815,12380,1.05,0.24,4.36,1,1,,,,,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2020,2020
,,4067,4218,1.04,0.08,1.48,5,3,,,,,D37E INNE CHOROBY UKŁADU ODDECHOWEGO > 65 R.Ż.,1a,2020,2020
,,6016,6266,1.04,0.12,2.2,4,3,,,,,D37F INNE CHOROBY UKŁADU ODDECHOWEGO < 66 R.Ż.,1a,2020,2020
,,1112,1139,1.02,0.02,0.4,5,1,,,,,D38 OBRZĘK PŁUC,1a,2020,2020
,,1198,1326,1.11,0.03,0.47,10,7,,,,,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2020,2020
,,26600,28522,1.07,0.56,10.04,6,3,,,,,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2020,2020
,,5293,5338,1.01,0.11,1.88,8,7,,,,,D47 ZAPALENIE PŁUC Z PW,1a,2020,2020
,,15073,15304,1.02,0.3,5.38,7,7,,,,,D48 ZAPALENIE PŁUC BEZ PW,1a,2020,2020
,,2298,2335,1.02,0.05,0.82,7,3,,,,,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2020,2020
,,9967,11712,1.18,0.23,4.12,6,3,,,,,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2020,2020
,,3696,3957,1.07,0.08,1.39,6,5,,,,,D51 ODMA OPŁUCNOWA,1a,2020,2020
,,12251,13354,1.09,0.26,4.7,7,3,,,,,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2020,2020
,,430,517,1.2,0.01,0.18,5,0,,,,,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2020,2020
,,79,82,1.04,0.0,0.03,7,7,,,,,D54 ZAPALENIE OPŁUCNEJ,1a,2020,2020
,,4292,6090,1.42,0.12,2.14,4,3,,,,,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2020,2020
,,1236,1255,1.02,0.02,0.22,7,3,,,,,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2020,2020
,,279,279,1.0,0.01,0.05,14,12,,,,,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2020,2020
,,4844,4845,1.0,0.1,0.86,9,8,,,,,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2020,2020
,,2096,2096,1.0,0.04,0.37,9,7,,,,,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2020,2020
,,107,107,1.0,0.0,0.02,23,19,,,,,E07 POMOSTOWANIE NACZYŃ WIEŃCOWYCH >75 R.Ż. I > 16 DNI *,1a,2020,2020
,,8991,9056,1.01,0.18,1.61,4,2,,,,,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2020,2020
,,10639,10663,1.0,0.21,1.89,5,4,,,,,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2020,2020
,,37239,38091,1.02,0.75,6.76,4,4,,,,,E12G OZW - LECZENIE INWAZYJNE *,1a,2020,2020
,,3162,3196,1.01,0.06,0.57,9,8,,,,,E15 OZW - LECZENIE INWAZYJNE > 7 DNI Z PW *,1a,2020,2020
,,7977,8240,1.03,0.16,1.46,5,1,,,,,E16 OZW > 69 R.Ż. LUB Z PW,1a,2020,2020
,,3950,4042,1.02,0.08,0.72,3,1,,,,,E17G OZW - LECZENIE ZACHOWAWCZE,1a,2020,2020
,,1569,1586,1.01,0.03,0.28,3,2,,,,,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2020,2020
,,398,403,1.01,0.01,0.07,6,3,,,,,E22E PRZEZSKÓRNE WALWULOPLASTYKI > 65 R.Ż. *,1a,2020,2020
,,72,72,1.0,0.0,0.01,5,4,,,,,E22F PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż. I < 66 R.Ż. *,1a,2020,2020
,,22936,24889,1.09,0.49,4.42,2,1,,,,,E23G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU *,1a,2020,2020
,,13578,14706,1.08,0.29,2.61,2,1,,,,,E24G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW LUB WIELONACZYNIOWA *,1a,2020,2020
,,2195,2293,1.04,0.05,0.41,2,1,,,,,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2020,2020
,,60596,61298,1.01,1.21,10.88,1,1,,,,,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2020,2020
,,1180,1225,1.04,0.02,0.22,2,1,,,,,E29 ANGIOPLASTYKA WIEŃCOWA BALONOWA (DEB) *,1a,2020,2020
,,6570,6578,1.0,0.13,1.17,2,2,,,,,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2020,2020
,,19477,19500,1.0,0.38,3.46,3,2,,,,,E32 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA DWUJAMOWEGO *,1a,2020,2020
,,817,821,1.0,0.02,0.15,3,2,,,,,E33 WSZCZEPIENIE/ WYMIANA UKŁADU Z FUNKCJĄ RESYNCHRONIZUJĄCĄ SERCA (CRT) *,1a,2020,2020
,,6714,6735,1.0,0.13,1.2,3,2,,,,,E34 WSZCZEPIENIE/ WYMIANA KARDIOWERTERA-DEFIBRYLATORA JEDNO-/ DWUJAMOWEGO *,1a,2020,2020
,,172,172,1.0,0.0,0.03,6,2,,,,,E34G WSZCZEPIENIE LUB WYMIANA CAŁKOWICIE PODSKÓRNEGO KARDIOWERTERA-DEFIBRYLATORA *,1a,2020,2020
,,3582,3598,1.0,0.07,0.64,3,2,,,,,E36 WSZCZEPIENIE/ WYMIANA CRT-D > 17 R.Ż. *,1a,2020,2020
,,937,967,1.03,0.02,0.17,3,2,,,,,E37 REPERACJA/ REPOZYCJA/ REWIZJA/ WYMIANA ELEKTRODY/ UKŁADU STYMULUJĄCEGO/ KARDIOWERTERA-DEFIBRYLATORA *,1a,2020,2020
,,46,46,1.0,0.0,0.01,3,2,,,,,E37G WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI [ICD)]- JEDNOJAMOWEGO LUB DWUJAMOWEGO,1a,2020,2020
,,38,38,1.0,0.0,0.01,3,2,,,,,E37H WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI Z FUNKCJĄ RESYNCHRONIZACJI [CRT-D],1a,2020,2020
,,5326,5443,1.02,0.11,0.97,2,2,,,,,E43 ABLACJA ZABURZEŃ RYTMU *,1a,2020,2020
,,1263,1276,1.01,0.03,0.23,2,2,,,,,E44 DIAGNOSTYKA INWAZYJNA ZABURZEŃ RYTMU SERCA *,1a,2020,2020
,,1878,1941,1.03,0.04,0.34,2,2,,,,,E46 ABLACJA (PROSTA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2020,2020
,,2161,2212,1.02,0.04,0.39,2,2,,,,,E47 ABLACJA (ZŁOŻONA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2020,2020
,,5604,5696,1.02,0.11,1.01,3,2,,,,,E48 ABLACJA MIGOTANIA PRZEDSIONKÓW - IZOLACJA ŻYŁ PŁUCNYCH *,1a,2020,2020
,,7093,7652,1.08,0.15,1.36,8,4,,,,,E50 OSTRA LUB ZDEKOMPENSOWANA NIEWYDOLNOŚC KRĄŻENIA - LECZENIE W OINK,1a,2020,2020
,,1055,1220,1.16,0.02,0.22,21,7,,,,,E51 ZAPALENIE WSIERDZIA,1a,2020,2020
,,26617,28870,1.08,0.57,5.13,7,6,,,,,E52 ZAAWANSOWANA NIEWYDOLNOŚĆ KRĄŻENIA,1a,2020,2020
,,127012,146922,1.16,2.9,26.09,6,3,,,,,E53G NIEWYDOLNOŚĆ KRĄŻENIA,1a,2020,2020
,,3637,3702,1.02,0.07,0.66,5,3,,,,,E55 ZAKRZEPICA ŻYŁ GŁĘBOKICH,1a,2020,2020
,,14697,15258,1.04,0.3,2.71,4,3,,,,,E56 CHOROBA NIEDOKRWIENNA SERCA > 69 R.Ż. LUB Z PW,1a,2020,2020
,,10003,10244,1.02,0.2,1.82,3,3,,,,,E57 CHOROBA NIEDOKRWIENNA SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2020,2020
,,3722,3728,1.0,0.07,0.66,2,1,,,,,E59 NAGŁE ZATRZYMANIE KRĄŻENIA,1a,2020,2020
,,22151,25301,1.14,0.5,4.49,3,1,,,,,E61 ZABURZENIA RYTMU SERCA > 69 R.Ż. LUB Z PW,1a,2020,2020
,,17724,20231,1.14,0.4,3.59,2,1,,,,,E62 ZABURZENIA RYTMU SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2020,2020
,,4154,4199,1.01,0.08,0.75,3,3,,,,,E71 OMDLENIE I ZAPAŚĆ,1a,2020,2020
,,2831,2861,1.01,0.06,0.51,3,3,,,,,E72 NIEINWAZYJNA DIAGNOSTYKA BÓLU W KLATCE PIERSIOWEJ >17 R.Ż.,1a,2020,2020
,,12769,13529,1.06,0.27,2.4,4,3,,,,,E73 CHOROBY ZASTAWEK SERCA > 17 R.Ż.,1a,2020,2020
,,322,357,1.11,0.01,0.06,3,0,,,,,E74E WRODZONE WADY SERCA > 65 R.Ż.,1a,2020,2020
,,2074,2273,1.1,0.04,0.4,1,0,,,,,E74F WRODZONE WADY SERCA > 17 R.Ż. I < 66 R.Ż.,1a,2020,2020
,,12476,13149,1.05,0.26,2.33,5,3,,,,,E77 INNE CHOROBY UKŁADU KRĄŻENIA > 17 R.Ż.,1a,2020,2020
