branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,0,pozostałe świadczenia,1973,11.44,0,369899.49,0.12,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,0,pozostałe świadczenia,142,10.3,0,11046.85,0.08,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,4,leczenie żywieniowe,1,2.27,0,2221.56,1.89,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,0,pozostałe świadczenia,4,9.09,0,262.44,0.22,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,0,pozostałe świadczenia,278,3.53,0,19736.92,0.03,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2022,2022
,,0,pozostałe świadczenia,102,5.82,0,4401.44,0.25,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,30,1.54,0,26855.92,0.12,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,0,pozostałe świadczenia,250,12.83,0,15278.17,0.07,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,5,pobyt w OAiIT,20,1.03,0,692765.99,3.06,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,0,pozostałe świadczenia,766,14.54,0,7004780.3,12.42,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2022,2022
,,1,programy lekowe,82,1.56,0,1474374.76,2.61,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2022,2022
,,0,pozostałe świadczenia,1301,14.41,0,7788650.21,23.5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2022,2022
,,0,pozostałe świadczenia,328,37.44,0,2346562.84,21.51,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2022,2022
,,1,programy lekowe,25,2.85,0,461371.87,4.23,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,72,8.22,0,101105.11,0.93,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2022,2022
,,4,leczenie żywieniowe,47,5.37,0,26636.07,0.24,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2022,2022
,,5,pobyt w OAiIT,45,5.14,0,1954681.46,17.92,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2022,2022
,,5,pobyt w OAiIT,24,1.75,0,1033092.52,9.63,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2022,2022
,,4,leczenie żywieniowe,19,1.39,0,7380.45,0.07,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,24,1.75,0,78635.98,0.73,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2022,2022
,,0,pozostałe świadczenia,293,21.42,0,3496729.4,32.61,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2022,2022
,,0,pozostałe świadczenia,528,15.71,0,18627.31,0.2,A33 ZABURZENIA RÓWNOWAGI,1a,2022,2022
,,0,pozostałe świadczenia,999,24.21,0,410255.95,3.68,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,63,1.53,0,85528.44,0.77,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,2,chemioterapia,59,1.43,0,18109.9,0.16,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,4,leczenie żywieniowe,165,1.5,0,264532.82,0.32,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,175,1.6,0,217494.35,0.27,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2022,2022
,,0,pozostałe świadczenia,2805,25.57,0,373377.61,0.46,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2022,2022
,,0,pozostałe świadczenia,562,14.17,0,1931165.1,12.36,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,55,1.39,0,57905.71,0.37,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2022,2022
,,4,leczenie żywieniowe,98,2.47,0,173677.0,1.11,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2022,2022
,,5,pobyt w OAiIT,43,1.08,0,3341503.73,21.38,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2022,2022
,,0,pozostałe świadczenia,267,11.25,0,40205.08,0.31,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2022,2022
,,1,programy lekowe,124,1.06,0,1065347.38,1.67,A36 CHOROBY DEMIELINIZACYJNE,1a,2022,2022
,,0,pozostałe świadczenia,1520,13.01,0,2561168.75,4.02,A36 CHOROBY DEMIELINIZACYJNE,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,467,1.93,0,521608.4,0.38,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2022,2022
,,0,pozostałe świadczenia,4869,20.07,0,890510.54,0.64,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2022,2022
,,4,leczenie żywieniowe,528,2.18,0,760104.75,0.55,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2022,2022
,,0,pozostałe świadczenia,2662,29.36,0,73792.18,0.26,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2022,2022
,,0,pozostałe świadczenia,3912,26.34,0,102844.25,0.12,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2022,2022
,,4,leczenie żywieniowe,3342,5.39,0,7669886.62,0.85,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,1389,2.24,0,1272702.61,0.14,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2022,2022
,,0,pozostałe świadczenia,27070,43.68,0,59287865.47,6.54,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2022,2022
,,5,pobyt w OAiIT,169,1.56,0,8522776.69,9.93,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,279,2.58,0,304544.93,0.35,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2022,2022
,,0,pozostałe świadczenia,3629,33.54,0,5514214.13,6.42,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2022,2022
,,4,leczenie żywieniowe,799,7.39,0,857698.91,1.0,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,385,3.32,0,582248.51,0.74,A50 UDAR MÓZGU - LECZENIE,1a,2022,2022
,,5,pobyt w OAiIT,546,4.7,0,26588354.59,33.69,A50 UDAR MÓZGU - LECZENIE,1a,2022,2022
,,0,pozostałe świadczenia,5012,43.16,0,14987618.7,18.99,A50 UDAR MÓZGU - LECZENIE,1a,2022,2022
,,4,leczenie żywieniowe,1119,9.64,0,559506.19,0.71,A50 UDAR MÓZGU - LECZENIE,1a,2022,2022
,,0,pozostałe świadczenia,459,20.47,0,119174.67,2.11,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,134,2.3,0,235929.71,0.44,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,5,pobyt w OAiIT,190,3.26,0,9693733.43,18.12,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,4,leczenie żywieniowe,264,4.52,0,349012.52,0.65,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,0,pozostałe świadczenia,1681,28.8,0,5382660.31,10.06,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,4,leczenie żywieniowe,32,7.66,0,66034.74,2.62,A58 ENCEFALOPATIA,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,21,5.02,0,24650.86,0.98,A58 ENCEFALOPATIA,1a,2022,2022
,,5,pobyt w OAiIT,15,3.59,0,724604.27,28.76,A58 ENCEFALOPATIA,1a,2022,2022
,,0,pozostałe świadczenia,97,23.21,0,164183.48,6.52,A58 ENCEFALOPATIA,1a,2022,2022
,,0,pozostałe świadczenia,1334,16.89,0,64699.39,0.36,A59 BÓLE GŁOWY,1a,2022,2022
,,4,leczenie żywieniowe,211,3.49,0,137144.35,0.89,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2022,2022
,,0,pozostałe świadczenia,1609,26.63,0,641081.43,4.17,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,83,1.37,0,105370.8,0.69,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2022,2022
,,5,pobyt w OAiIT,166,2.75,0,6422375.02,41.8,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2022,2022
,,0,pozostałe świadczenia,1753,27.53,0,216312.46,0.49,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2022,2022
,,5,pobyt w OAiIT,81,1.27,0,3256590.61,7.35,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2022,2022
,,4,leczenie żywieniowe,168,2.64,0,230278.03,0.52,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2022,2022
,,0,pozostałe świadczenia,2545,32.17,0,512490.33,1.46,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,290,3.67,0,329895.78,0.94,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2022,2022
,,5,pobyt w OAiIT,298,3.77,0,14263288.84,40.61,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2022,2022
,,4,leczenie żywieniowe,319,4.03,0,70333.34,0.2,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2022,2022
,,0,pozostałe świadczenia,539,12.31,0,7070.29,0.11,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,44,1.0,0,36507.52,0.59,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2022,2022
,,5,pobyt w OAiIT,26,1.79,0,1719625.67,6.12,A86 CHOROBY NEURONU RUCHOWEGO,1a,2022,2022
,,1,programy lekowe,18,1.24,0,15683822.6,55.86,A86 CHOROBY NEURONU RUCHOWEGO,1a,2022,2022
,,4,leczenie żywieniowe,78,5.38,0,92126.04,0.33,A86 CHOROBY NEURONU RUCHOWEGO,1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,16,1.1,0,23102.56,0.08,A86 CHOROBY NEURONU RUCHOWEGO,1a,2022,2022
,,0,pozostałe świadczenia,235,16.2,0,2168939.33,7.72,A86 CHOROBY NEURONU RUCHOWEGO,1a,2022,2022
,,0,pozostałe świadczenia,5575,15.11,0,2484458.03,2.13,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2022,2022
,,0,pozostałe świadczenia,84,73.68,0,348290.46,22.95,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2022,2022
,,0,pozostałe świadczenia,767,65.72,0,3325759.94,27.84,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2022,2022
,,0,pozostałe świadczenia,9,21.43,0,38253.06,14.57,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2022,2022
,,0,pozostałe świadczenia,98,4.28,0,11596.58,0.06,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2022,2022
,,0,pozostałe świadczenia,367,3.82,0,12229.1,0.01,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2022,2022
,,0,pozostałe świadczenia,205,7.06,0,7214.39,0.02,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2022,2022
,,0,pozostałe świadczenia,512,5.11,0,40434.27,0.04,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2022,2022
,,0,pozostałe świadczenia,220,6.59,0,26110.74,0.07,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2022,2022
,,0,pozostałe świadczenia,841,4.97,0,66730.93,0.13,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2022,2022
,,0,pozostałe świadczenia,16411,5.67,0,1134143.24,0.17,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2022,2022
,,0,pozostałe świadczenia,75,8.48,0,2788.7,0.14,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2022,2022
,,0,pozostałe świadczenia,89,12.23,0,9272.2,0.47,B25 WSZCZEPIENIE WTÓRNE SOCZEWKI *,1a,2022,2022
,,0,pozostałe świadczenia,149,16.69,0,9414.93,0.15,B31 DUŻE REKONSTRUKCJE NA APARACIE OCHRONNYM OKA *,1a,2022,2022
,,0,pozostałe świadczenia,255,6.45,0,18019.09,0.17,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2022,2022
,,0,pozostałe świadczenia,369,3.29,0,42992.19,0.39,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2022,2022
,,0,pozostałe świadczenia,119,11.45,0,11824.51,0.1,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2022,2022
,,0,pozostałe świadczenia,92,3.16,0,3891.82,0.05,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2022,2022
,,0,pozostałe świadczenia,186,9.08,0,6692.06,0.13,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2022,2022
,,0,pozostałe świadczenia,126,7.8,0,1366.86,0.05,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2022,2022
,,0,pozostałe świadczenia,346,12.29,0,17288.92,0.22,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2022,2022
,,0,pozostałe świadczenia,164,3.42,0,21643.53,0.07,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2022,2022
,,0,pozostałe świadczenia,220,7.29,0,11667.74,0.11,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2022,2022
,,0,pozostałe świadczenia,30,5.87,0,1174.2,0.62,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2022,2022
,,0,pozostałe świadczenia,148,21.39,0,1828.38,0.03,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2022,2022
,,9,"teleradioterapia, brachyterapia, terapia izotopowa",47,6.79,0,174731.42,3.21,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2022,2022
,,0,pozostałe świadczenia,6,31.58,0,262.44,0.46,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2022,2022
,,0,pozostałe świadczenia,1297,1.92,0,34440.85,0.05,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2022,2022
,,0,pozostałe świadczenia,547,8.18,0,125542.42,6.66,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2022,2022
,,0,pozostałe świadczenia,1447,14.17,0,56281.95,0.21,B98A LECZENIE ZACHOWAWCZE OKULISTYCZNE > 17 R.Ż.,1a,2022,2022
,,4,leczenie żywieniowe,986,66.53,0,1877914.62,2.7,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,374,25.24,0,306756.17,0.44,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2022,2022
,,0,pozostałe świadczenia,587,39.61,0,175749.63,0.25,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2022,2022
,,5,pobyt w OAiIT,280,18.89,0,3142605.73,4.52,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2022,2022
,,0,pozostałe świadczenia,279,33.98,0,21977.68,0.02,C05G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH *,1a,2022,2022
,,0,pozostałe świadczenia,17,21.25,0,1487.85,0.04,C06G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2022,2022
,,0,pozostałe świadczenia,16,8.6,0,1317.65,0.02,C06H LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2022,2022
,,0,pozostałe świadczenia,2,1.65,0,0.0,0.0,C07I WYMIANA PRZETWORNIKA MOWY IMPLANTÓW NA PRZEWODNICTWO KOSTNE *,1a,2022,2022
,,5,pobyt w OAiIT,116,1.82,0,644240.71,0.56,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,4,leczenie żywieniowe,184,2.89,0,221540.7,0.19,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,0,pozostałe świadczenia,1320,20.73,0,278940.85,0.24,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,66,1.04,0,56289.34,0.05,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,5,pobyt w OAiIT,44,16.3,0,167901.65,3.53,"C11O KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *",1a,2022,2022
,,4,leczenie żywieniowe,53,19.63,0,63275.81,1.33,"C11O KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *",1a,2022,2022
,,0,pozostałe świadczenia,79,29.26,0,23345.08,0.49,"C11O KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *",1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,14,5.19,0,9458.5,0.2,"C11O KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *",1a,2022,2022
,,0,pozostałe świadczenia,856,9.76,0,407074.48,1.06,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,115,1.31,0,115635.54,0.3,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,4,leczenie żywieniowe,279,3.18,0,245137.4,0.64,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,5,pobyt w OAiIT,108,1.23,0,5605428.08,14.54,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,0,pozostałe świadczenia,14120,35.43,0,1374402.53,1.73,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI",1a,2022,2022
,,0,pozostałe świadczenia,309,8.19,0,55566.29,2.26,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2022,2022
,,6,przetoczenie preparatów krwi i innych substancji,39,18.14,0,31453.86,0.49,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2022,2022
,,5,pobyt w OAiIT,27,12.56,0,277852.53,4.35,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2022,2022
,,4,leczenie żywieniowe,42,19.53,0,53180.96,0.83,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2022,2022
,,0,pozostałe świadczenia,56,26.05,0,12880.46,0.2,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2022,2022
,,5,pobyt w OAiIT,57,2.68,0,1827540.94,3.08,C21F KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE < 66 R.Ż. *,1a,2022,2022
