procedure-code,procedure-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
38.99,Nakłucie żyły - inne,259,4.77,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
100.62,Założenie cewnika do żyły centralnej,256,4.72,15,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
57.94,Wprowadzenie na stałe cewnika do pęcherza moczowego,242,4.46,15,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
93.92,Inna wentylacja mechaniczna,240,4.42,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
96.781,Ciągła mechaniczna wentylacja trwająca mniej niż 96 godzin,221,4.07,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
31.1,Tracheostomia czasowa,196,3.61,33,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
89.521,Elektrokardiografia nieokreślona,194,3.58,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
87.44,Rutynowe zdjęcie RTG klatki piersiowej,192,3.54,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
89.511,Elektrokardiografia z 1-3 odprowadzeniami,190,3.5,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
87.41,Komputerowa tomografia (TK) klatki piersiowej,179,3.3,16,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
88.38,Tomografia komputerowa - inne,177,3.26,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
100.61,Założenie cewnika do tętnicy,172,3.17,17,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
23.0105,Konsultacja specjalistyczna,165,3.04,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
96.07,Wprowadzenie innej sondy do żołądka (nosowo-żołądkowej) w celu odbarczenia żołądka,160,2.95,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
87.032,TK głowy bez wzmocnienia kontrastowego i co najmniej dwie fazy ze wzmocnieniem kontrastowym,150,2.76,15,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
89.02,"Porada lekarska, inne",146,2.69,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
89.541,Monitorowanie czynności serca przy pomocy urządzeń analogowych (typu Holter),144,2.65,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.87,Żywienie dojelitowe,142,2.62,22,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
89.52,Elektrokardiogram,138,2.54,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.1,Wstrzyknięcie lub wlew substancji leczniczej lub profilaktycznej,133,2.45,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
93.91,Oddychanie z przerywanym ciśnieniem dodatnim (IPPB),116,2.14,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
96.73,Wentylacja z ciągłym dodatnim ciśnieniem końcowo-wydechowym (PEEP),108,1.99,19,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.210,Wstrzyknięcie antybiotyku nieokreślone,107,1.97,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
93.90,Ciągłe dodatnie ciśnienie w drogach oddechowych (CPAP),104,1.92,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.297,24-godzinny dożylny wlew - innych leków inotropowo dodatnich,100,1.84,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
96.35,Podawanie substancji odżywczych do żołądka przez sondę,100,1.84,22,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.999,Pozostałe procedury - inne,100,1.84,16,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
87.494,,98,1.81,16,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.19,Wstrzyknięcie antykoagulanta,95,1.75,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.153,Całkowite żywienie pozajelitowe,94,1.73,24,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.17,Wstrzyknięcie insuliny,89,1.64,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
89.601,Ciągłe monitorowanie gazometrii krwi tętniczej za pomocą czujnika dotętniczego,85,1.57,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
100.0,Znieczulenie ogólne,81,1.49,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
93.95,Oksygenacja hiperbaryczna,79,1.46,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
93.89,Rehabilitacja - inne,79,1.46,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
38.98,Nakłucie tętnicy - inne,78,1.44,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
88.74,Diagnostyka ultrasonograficzna przewodu pokarmowego,77,1.42,16,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
87.033,TK tętnic głowy i szyi,75,1.38,15,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.296,24-godzinny dożylny wlew agonistów receptorów beta-adrenergicznych,75,1.38,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
89.51,Elektrokardiogram (ocena rytmu serca),74,1.36,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
01.241,Odbarczenie (mózgu),74,1.36,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
88.769,USG brzucha - inne,73,1.35,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
57.01,Cewnikowanie pęcherza przez cewkę jednorazowe,68,1.25,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.05,Przetoczenie koncentratu płytkowego,63,1.16,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
96.71,Wentylacja wspomagana przez rurkę intubacyjną,62,1.14,16,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
89.63,Monitorowanie ciśnienia w tętnicy płucnej,61,1.12,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
88.761,USG brzucha i przestrzeni zaotrzewnowej,61,1.12,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
87.22,Zdjęcie RTG kręgosłupa szyjnego,60,1.11,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.152,Częściowe żywienie pozajelitowe,58,1.07,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
87.171,RTG czaszki w projekcji bocznej,57,1.05,18,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
59.82,Wprowadzenie cewnika moczowodowego,55,1.01,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
99.219,Wstrzyknięcie antybiotyku - inne,54,1.0,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2010,2010
87.031,TK głowy bez i ze wzmocnieniem kontrastowym,220,36.48,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
02.051,Założenie płytki sztucznej do czaszki,169,28.03,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.00,"Porada lekarska, konsultacja, asysta",152,25.21,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.04,Opieka pielęgniarki lub położnej,112,18.57,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
100.02,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (od 2 do 4 godzin),110,18.24,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
99.18,Wstrzyknięcie/ infuzja elektrolitów,88,14.59,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
87.441,RTG płuc - inne,85,14.1,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
100.01,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (do 2 godzin),79,13.1,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
02.061,Operacja odtwórcza czaszki - nieokreślona inaczej,55,9.12,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.61,Monitorowanie systemowego ciśnienia tętniczego,53,8.79,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
01.247,Kraniotomia z usunięciem krwiaka podtwardówkowego,49,8.13,17,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
02.022,Odbarczenie złamania czaszki,47,7.79,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
01.243,Trepanacja czaszki,43,7.13,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
93.57,Założenie opatrunku na ranę - inne,42,6.97,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
02.121,Zamknięcie przetoki płynowej opon mózgowych,42,6.97,12,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
99.04,Przetoczenie koncentratu krwinek czerwonych,41,6.8,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.602,Pulsoksymetria,39,6.47,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
02.021,Chirurgiczne opracowanie złożonego złamania czaszki,38,6.3,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
87.04,Tomografia głowy i/ lub szyi - inne,36,5.97,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
01.093,Inne aspiracje w zakresie czaszki,33,5.47,4,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.13,Badanie neurologiczne,33,5.47,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
99.218,Podanie antybiotyku dożylnie lub we wlewie,31,5.14,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
100.10,Znieczulenie całkowite dożylne (do 30 minut),25,4.15,4,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
99.07,Przetoczenie osocza - inne,24,3.98,22,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
87.44,Rutynowe zdjęcie RTG klatki piersiowej,24,3.98,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
87.03,Komputerowa tomografia głowy i/ lub szyi,23,3.81,17,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.52,Elektrokardiogram,23,3.81,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.7,Badanie fizykalne,22,3.65,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
93.964,Tlenoterapia,22,3.65,16,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.540,Monitorowanie podstawowych funkcji życiowych,20,3.32,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.522,Elektrokardiografia z 12 lub więcej odprowadzeniami (z opisem),20,3.32,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
02.023,Nastawienie złamania czaszki,19,3.15,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
02.04,Przeszczep kostny do kości czaszki,19,3.15,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
01.251,Oczyszczenie czaszki,19,3.15,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
01.23,Powtórne otwarcie w miejscu kraniotomii,19,3.15,21,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
87.032,TK głowy bez wzmocnienia kontrastowego i co najmniej dwie fazy ze wzmocnieniem kontrastowym,18,2.99,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
87.171,RTG czaszki w projekcji bocznej,18,2.99,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
38.93,Cewnikowanie żył - inne,18,2.99,15,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
01.245,Kraniotomia z usunięciem krwiaka nadtwardówkowego,17,2.82,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.62,Monitorowanie centralnego ciśnienia żylnego,17,2.82,14,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
99.1,Wstrzyknięcie lub wlew substancji leczniczej lub profilaktycznej,16,2.65,16,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
100.0,Znieczulenie ogólne,15,2.49,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
88.38,Tomografia komputerowa - inne,15,2.49,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
96.55,Toaleta drzewa oskrzelowego,14,2.32,16,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
96.781,Ciągła mechaniczna wentylacja trwająca mniej niż 96 godzin,14,2.32,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
02.07,Usunięcie płytki (sztucznej) z czaszki,13,2.16,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
87.22,Zdjęcie RTG kręgosłupa szyjnego,13,2.16,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.511,Elektrokardiografia z 1-3 odprowadzeniami,13,2.16,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
31.1,Tracheostomia czasowa,13,2.16,32,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
38.91,Cewnikowanie tętnic,13,2.16,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.521,Elektrokardiografia nieokreślona,12,1.99,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
96.782,Ciągła mechaniczna wentylacja trwająca 96 lub więcej godzin,12,1.99,21,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
38.99,Nakłucie żyły - inne,12,1.99,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
100.62,Założenie cewnika do żyły centralnej,12,1.99,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.549,Monitorowanie elektrokardiograficzne - inne,11,1.82,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
01.19,Inne zabiegi diagnostyczne czaszki,11,1.82,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
88.769,USG brzucha - inne,11,1.82,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
02.92,Operacja naprawcza mózgu,10,1.66,16,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
100.03,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (powyżej 4 godzin),10,1.66,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
93.91,Oddychanie z przerywanym ciśnieniem dodatnim (IPPB),9,1.49,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
01.249,Inna kraniotomia,9,1.49,12,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
87.033,TK tętnic głowy i szyi,9,1.49,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.02,"Porada lekarska, inne",8,1.33,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
87.494,,8,1.33,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
99.210,Wstrzyknięcie antybiotyku nieokreślone,8,1.33,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
57.94,Wprowadzenie na stałe cewnika do pęcherza moczowego,8,1.33,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
97.38,Usunięcie szwów z głowy lub szyi,7,1.16,12,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
23.0105,Konsultacja specjalistyczna,7,1.16,16,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
99.87,Żywienie dojelitowe,7,1.16,28,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
96.04,Intubacja dotchawicza,6,1.0,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
89.63,Monitorowanie ciśnienia w tętnicy płucnej,6,1.0,21,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
88.761,USG brzucha i przestrzeni zaotrzewnowej,6,1.0,12,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
01.592,Opracowanie chirurgiczne rany mózgu,6,1.0,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
93.92,Inna wentylacja mechaniczna,6,1.0,12,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2010,2010
