disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
G24.9,"Dystonia, nie określona",10,1.92,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
G40.5,Szczególne zespoły padaczkowe,10,1.92,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
G24.3,Kurczowy kręcz karku,10,1.92,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
G24.8,Inne dystonie,7,1.34,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
G40.0,Padaczka samoistna (ogniskowa) (częściowa) i zespoły padaczkowe z napadami o zlokalizowanym początku,6,1.15,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
G22,Parkinsonizm w chorobach sklasyfikowanych gdzie indziej,17,3.26,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
N31.8,Inna nerwowo-mięśniowa dysfunkcja pęcherza,120,8.34,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
N31.0,Pęcherz neurogenny niesklasyfikowany gdzie indziej,46,3.2,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
G22,Parkinsonizm w chorobach sklasyfikowanych gdzie indziej,28,1.95,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
G55.1,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zaburzeniach krążka międzykręgowego (M50-M51+),22,1.53,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
G55.8,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w innych chorobach sklasyfikowanych gdzie indziej,22,1.53,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
G55.3,"Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w innych (dolegliwościach kręgosłupa) dorsopatiach (M45-M46, M48.-+, M53-M5",15,1.04,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
G54.5,Nerwoból z zanikiem mięśni,671,46.52,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
G20,Choroba Parkinsona,403,28.03,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
G54.6,Zespół bólu fantomowego kończyny z bólem,31,2.16,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
G24.9,"Dystonia, nie określona",22,1.53,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
G25.0,Drżenie samoistne,20,1.39,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
M96.1,"Zespół polaminektomijny, niesklasyfikowany gdzie indziej",19,1.32,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,15,1.04,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
D32.0,Nowotwór niezłośliwy (opony mózgowe),865,10.73,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D35.2,Nowotwór niezłośliwy (przysadka),816,10.14,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",624,7.7,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.1,Nowotwór złośliwy (płat czołowy),561,6.95,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,533,6.61,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.2,Nowotwór złośliwy (płat skroniowy),402,4.97,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.3,Nowotwór złośliwy (płat ciemienowy),264,3.3,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",226,2.76,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.9,"Nowotwór złośliwy (mózg, nie określony)",199,2.41,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.6,Nowotwór złośliwy (móżdżek),120,1.46,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),118,1.45,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D33.2,"Nowotwór niezłośliwy (mózg, nie określony)",115,1.44,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.4,Nowotwór złośliwy (płat potyliczny),98,1.22,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I67.1,"Tętniak mózgu, niepęknięty",375,4.69,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",316,3.95,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I60.1,Krwotok podpajęczynówkowy z tętnicy środkowej mózgu,107,1.34,15,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G93.5,Zespół uciskowy mózgu,102,1.27,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.1,Nowotwór złośliwy (płat czołowy),356,25.38,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
C71.9,"Nowotwór złośliwy (mózg, nie określony)",324,23.02,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
C71.2,Nowotwór złośliwy (płat skroniowy),280,19.94,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
C71.3,Nowotwór złośliwy (płat ciemienowy),158,11.29,6,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
C71.6,Nowotwór złośliwy (móżdżek),77,5.43,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
C71.4,Nowotwór złośliwy (płat potyliczny),60,4.22,6,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),48,3.43,6,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
C70.0,Nowotwór złośliwy (opony mózgowe),30,2.07,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),23,1.64,5,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
C71.5,Nowotwór złośliwy (komory mózgowe),23,1.57,11,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",203,5.16,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.8,Inne wodogłowie,199,5.06,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],193,4.9,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.0,Wodogłowie komunikujące,125,3.18,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
S06.5,Urazowy krwotok podtwardówkowy,119,3.02,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.9,"Wodogłowie, nie określone",119,3.02,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.1,Wodogłowie z niedrożności,86,2.19,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G06.0,Ropień i ziarniniak śródczaszkowy,63,1.6,16,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G50.0,Neuralgia nerwu trójdzielnego,62,1.58,4,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I61.0,"Krwotok mózgowy do półkul, podkorowy",56,1.42,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
S06.3,Ogniskowy uraz mózgu,47,1.19,14,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
S06.8,Inne urazy śródczaszkowe,45,1.14,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I61.4,Krwotok mózgowy do móżdżku,43,1.09,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.1,Nowotwór złośliwy (płat czołowy),318,8.03,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.2,Nowotwór złośliwy (płat skroniowy),204,5.18,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,188,4.75,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.3,Nowotwór złośliwy (płat ciemienowy),165,4.19,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.9,"Nowotwór złośliwy (mózg, nie określony)",128,3.23,4,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D32.0,Nowotwór niezłośliwy (opony mózgowe),92,2.29,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",78,1.98,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),77,1.96,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.6,Nowotwór złośliwy (móżdżek),60,1.52,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),56,1.42,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
C71.4,Nowotwór złośliwy (płat potyliczny),49,1.24,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",42,1.07,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G50.0,Neuralgia nerwu trójdzielnego,82,6.82,2,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.8,Inne wodogłowie,62,5.15,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I62.0,Krwotok pod oponą twardą (ostry) (nieurazowy),39,3.24,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D16.4,Nowotwór niezłośliwy (kości czaszki i twarzy),39,3.24,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I67.1,"Tętniak mózgu, niepęknięty",34,2.83,2,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],31,2.58,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.9,"Wodogłowie, nie określone",30,2.49,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I69.2,Następstwa innych nieurazowych krwotoków wewnątrzczaszkowych,28,2.33,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.1,Wodogłowie z niedrożności,24,2.0,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
M95.2,Inne nabyte zniekształcenia głowy,24,2.0,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.0,Wodogłowie komunikujące,21,1.75,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
Z90.0,Nabyty brak fragmentów głowy i szyi,20,1.66,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G06.0,Ropień i ziarniniak śródczaszkowy,19,1.58,16,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G93.0,Torbiele mózgu,19,1.58,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I61.8,Inne krwotoki mózgowe,18,1.5,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I61.9,"Krwotok mózgowy, nie określony",16,1.33,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
I62.9,"Krwotok mózgowy (nieurazowy), nie określony",15,1.25,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G06.2,"Zewnątrztwardówkowy i podtwardówkowy ropień, nie określony",14,1.16,12,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G20,Choroba Parkinsona,14,1.16,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",13,1.08,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
T81.8,"Inne powikłania zabiegów, niesklasyfikowane gdzie indziej",13,1.08,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
J33.1,Zwyrodnienie polipowate zatok,12,1.0,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
J32.8,Inne przewlekłe zapalenie zatok,12,1.0,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
Z47.0,Pomoc pochorobowa obejmująca usunięcie płytki lub innego wewnętrznego urządzenia unieruchamiającego,85,22.67,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.8,Inne wodogłowie,24,6.4,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G50.0,Neuralgia nerwu trójdzielnego,17,4.53,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.0,Wodogłowie komunikujące,17,4.53,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G56.0,Zespół cieśni nadgarstka,15,4.0,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,15,4.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],12,3.2,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G91.9,"Wodogłowie, nie określone",12,3.2,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G93.2,Łagodne nadciśnienie wewnątrzczaszkowe,11,2.93,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
Z98.8,Inne określone stany po zabiegach,7,1.87,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
M47.2,Inne spondylozy z uszkodzeniem korzeni nerwów rdzeniowych,7,1.87,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
G96.0,Wyciek płynu mózgowo-rdzeniowego,7,1.87,10,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
M25.7,Osteofit,6,1.6,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D36.1,Nowotwór niezłośliwy (nerwy obwodowe i autonomiczny układ nerwowy),6,1.6,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
M50.1,Choroba krążka międzykręgowego szyjnego z uszkodzeniem korzeni nerwów rdzeniowych,5,1.33,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
M21.4,Płaskostopie [pes planus] (nabyte),4,1.07,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D21.2,"Nowotwór niezłośliwy (tkanka łączna i inne tkanki miękkie kończyny dolnej, łącznie z biodrem)",4,1.07,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),300,1.32,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,12495,55.38,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M48.0,Zespół wąskiego kanału kręgowego,2820,12.5,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M47.2,Inne spondylozy z uszkodzeniem korzeni nerwów rdzeniowych,1831,8.11,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51.2,Inne określone przemieszczenia krążka międzykręgowego,906,4.02,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M48.8,Inne określone spondylopatie,429,1.9,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M47.8,Inne spondylozy,402,1.78,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51.8,Inne określone choroby krążka międzykręgowego,318,1.41,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51.0,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem rdzenia kręgowego (G99.2*),300,1.33,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51.3,Inne określone zwyrodnienia krążka międzykręgowego,261,1.16,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,1408,84.36,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M48.0,Zespół wąskiego kanału kręgowego,58,3.48,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51.3,Inne określone zwyrodnienia krążka międzykręgowego,29,1.74,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51.2,Inne określone przemieszczenia krążka międzykręgowego,24,1.44,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51,Inne choroby krążka międzykręgowego,20,1.2,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
G54.5,Nerwoból z zanikiem mięśni,36,59.02,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,6,9.84,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
T81.4,"Zakażenie po zabiegu, niesklasyfikowane gdzie indziej",3,4.92,8,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
