branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,135,138,1.02,0.0,0.06,0,0,,,,,C07I WYMIANA PRZETWORNIKA MOWY IMPLANTÓW NA PRZEWODNICTWO KOSTNE *,1a,2023,2023
,,6739,7114,1.06,0.1,3.28,3,2,,,,,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2023,2023
,,223,232,1.04,0.0,0.11,7,2,,,,,"C11O KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *",1a,2023,2023
,,14862,17832,1.2,0.26,8.22,2,0,,,,,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2023,2023
,,36289,37240,1.03,0.55,17.17,2,2,,,,,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI",1a,2023,2023
,,3586,3664,1.02,0.05,1.69,0,0,,,,,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2023,2023
,,259,262,1.01,0.0,0.12,8,3,,,,,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2023,2023
,,2643,2660,1.01,0.04,1.23,3,3,,,,,C21F KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE < 66 R.Ż. *,1a,2023,2023
,,13414,14012,1.04,0.21,6.46,2,2,,,,,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2023,2023
,,712,738,1.04,0.01,0.34,1,0,,,,,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2023,2023
,,1475,1682,1.14,0.02,0.78,1,0,,,,,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2023,2023
,,78,81,1.04,0.0,0.04,1,1,,,,,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2023,2023
,,25,25,1.0,0.0,0.01,3,3,,,,,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2023,2023
,,1690,1695,1.0,0.02,0.78,0,0,,,,,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2023,2023
,,5723,5939,1.04,0.09,2.74,3,3,,,,,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2023,2023
,,4168,4258,1.02,0.06,1.96,2,2,,,,,C32 DUŻE ZABIEGI USZU *,1a,2023,2023
,,459,466,1.02,0.01,0.21,1,0,,,,,C33 ŚREDNIE ZABIEGI USZU *,1a,2023,2023
,,1965,2051,1.04,0.03,0.95,0,0,,,,,C34 MAŁE ZABIEGI USZU *,1a,2023,2023
,,20408,20586,1.01,0.3,9.49,3,3,,,,,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2023,2023
,,21536,21614,1.0,0.32,9.97,2,3,,,,,C42 DUŻE ZABIEGI NOSA *,1a,2023,2023
,,7356,7473,1.02,0.11,3.45,0,0,,,,,C43 ŚREDNIE ZABIEGI NOSA *,1a,2023,2023
,,4956,5036,1.02,0.07,2.32,0,0,,,,,C44 MAŁE ZABIEGI NOSA *,1a,2023,2023
,,11624,13335,1.15,0.2,6.15,2,0,,,,,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2023,2023
,,40659,42819,1.05,0.63,19.74,2,0,,,,,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2023,2023
,,1198,1222,1.02,0.02,0.56,0,0,,,,,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2023,2023
,,4644,4665,1.0,0.07,1.25,8,7,,,,,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2023,2023
,,7308,7562,1.03,0.11,2.02,7,7,,,,,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2023,2023
,,5923,6104,1.03,0.09,1.63,6,4,,,,,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2023,2023
,,6550,6844,1.04,0.1,1.83,1,0,,,,,D05 BRONCHOSKOPIA *,1a,2023,2023
,,21491,23926,1.11,0.35,6.4,2,0,,,,,D06 ŚREDNIE ZABIEGI KLATKI PIERSIOWEJ *,1a,2023,2023
,,7283,7746,1.06,0.11,2.07,2,1,,,,,D07 MAŁE ZABIEGI KLATKI PIERSIOWEJ *,1a,2023,2023
,,7104,7980,1.12,0.12,2.14,7,7,,,,,D10E DYCHAWICA OSKRZELOWA > 65 R.Ż.,1a,2023,2023
,,14774,16286,1.1,0.24,4.36,3,0,,,,,D10F DYCHAWICA OSKRZELOWA < 66 R.Ż.,1a,2023,2023
,,17412,18068,1.04,0.27,4.83,7,7,,,,,D16 ZATOR PŁUCNY,1a,2023,2023
,,3219,3902,1.21,0.06,1.04,11,7,,,,,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2023,2023
,,24479,25070,1.02,0.37,6.71,8,7,,,,,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2023,2023
,,4420,5092,1.15,0.08,1.36,7,5,,,,,D19 ROZSTRZENIE OSKRZELI,1a,2023,2023
,,700,835,1.19,0.01,0.22,4,3,,,,,D20 GRUŹLICA,1a,2023,2023
,,1775,3749,2.11,0.06,1.0,0,0,,,,,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2023,2023
,,6641,7694,1.16,0.11,2.06,7,7,,,,,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2023,2023
,,43630,58075,1.33,0.86,15.54,5,5,,,,,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2023,2023
,,26996,28607,1.06,0.42,7.65,1,1,,,,,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2023,2023
,,6155,6542,1.06,0.1,1.75,5,3,,,,,D37E INNE CHOROBY UKŁADU ODDECHOWEGO > 65 R.Ż.,1a,2023,2023
,,8232,8660,1.05,0.13,2.32,3,3,,,,,D37F INNE CHOROBY UKŁADU ODDECHOWEGO < 66 R.Ż.,1a,2023,2023
,,785,795,1.01,0.01,0.21,5,1,,,,,D38 OBRZĘK PŁUC,1a,2023,2023
,,2495,2921,1.17,0.04,0.78,10,3,,,,,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2023,2023
,,31620,34138,1.08,0.5,9.13,5,3,,,,,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2023,2023
,,1,1,1.0,0.0,0.0,14,14,,,,,D47 ZAPALENIE PŁUC Z PW,1a,2023,2023
,,24877,25467,1.02,0.38,6.81,7,7,,,,,D48 ZAPALENIE PŁUC BEZ PW,1a,2023,2023
,,3396,3493,1.03,0.05,0.93,7,2,,,,,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2023,2023
,,19727,24223,1.23,0.36,6.48,5,3,,,,,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2023,2023
,,4094,4375,1.07,0.06,1.17,6,5,,,,,D51 ODMA OPŁUCNOWA,1a,2023,2023
,,17681,19468,1.1,0.29,5.21,7,7,,,,,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2023,2023
,,468,597,1.28,0.01,0.16,5,0,,,,,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2023,2023
,,90,90,1.0,0.0,0.02,6,6,,,,,D54 ZAPALENIE OPŁUCNEJ,1a,2023,2023
,,6861,10801,1.57,0.16,2.89,3,3,,,,,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2023,2023
,,1788,1838,1.03,0.03,0.25,7,3,,,,,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2023,2023
,,431,431,1.0,0.01,0.06,14,10,,,,,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2023,2023
,,1621,1621,1.0,0.02,0.22,10,7,,,,,E05G POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PW >=2* *,1a,2023,2023
,,7145,7145,1.0,0.11,0.97,9,8,,,,,E06G POMOSTOWANIE NACZYŃ WIEŃCOWYCH BEZ PW * *,1a,2023,2023
,,9407,9459,1.01,0.14,1.28,4,3,,,,,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2023,2023
,,13156,13175,1.0,0.19,1.78,5,4,,,,,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2023,2023
,,38616,39457,1.02,0.58,5.34,4,4,,,,,E12G OZW - LECZENIE INWAZYJNE *,1a,2023,2023
,,3311,3346,1.01,0.05,0.45,10,8,,,,,E15 OZW - LECZENIE INWAZYJNE > 7 DNI Z PW *,1a,2023,2023
,,6722,6888,1.02,0.1,0.93,4,1,,,,,E16 OZW > 69 R.Ż. LUB Z PW,1a,2023,2023
,,3314,3364,1.02,0.05,0.45,2,1,,,,,E17G OZW - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,2873,2894,1.01,0.04,0.39,2,2,,,,,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2023,2023
,,554,560,1.01,0.01,0.08,7,3,,,,,E22E PRZEZSKÓRNE WALWULOPLASTYKI > 65 R.Ż. *,1a,2023,2023
,,75,76,1.01,0.0,0.01,4,4,,,,,E22F PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż. I < 66 R.Ż. *,1a,2023,2023
,,30535,33346,1.09,0.49,4.51,2,1,,,,,E23G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU *,1a,2023,2023
,,20539,22635,1.1,0.33,3.06,2,1,,,,,E24G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW LUB WIELONACZYNIOWA *,1a,2023,2023
,,2775,2892,1.04,0.04,0.39,2,1,,,,,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2023,2023
,,96271,97862,1.02,1.44,13.23,1,1,,,,,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2023,2023
,,3803,4006,1.05,0.06,0.54,2,1,,,,,E29 ANGIOPLASTYKA WIEŃCOWA BALONOWA (DEB) *,1a,2023,2023
,,7388,7401,1.0,0.11,1.0,2,2,,,,,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2023,2023
,,26865,26895,1.0,0.4,3.64,2,2,,,,,E32 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA DWUJAMOWEGO *,1a,2023,2023
,,1310,1311,1.0,0.02,0.18,3,2,,,,,E33 WSZCZEPIENIE/ WYMIANA UKŁADU Z FUNKCJĄ RESYNCHRONIZUJĄCĄ SERCA (CRT) *,1a,2023,2023
,,7422,7440,1.0,0.11,1.01,2,2,,,,,E34 WSZCZEPIENIE/ WYMIANA KARDIOWERTERA-DEFIBRYLATORA JEDNO-/ DWUJAMOWEGO *,1a,2023,2023
,,374,374,1.0,0.01,0.05,5,2,,,,,E34G WSZCZEPIENIE LUB WYMIANA CAŁKOWICIE PODSKÓRNEGO KARDIOWERTERA-DEFIBRYLATORA *,1a,2023,2023
,,4829,4858,1.01,0.07,0.66,3,2,,,,,E36 WSZCZEPIENIE/ WYMIANA CRT-D > 17 R.Ż. *,1a,2023,2023
,,1109,1147,1.03,0.02,0.16,3,2,,,,,E37 REPERACJA/ REPOZYCJA/ REWIZJA/ WYMIANA ELEKTRODY/ UKŁADU STYMULUJĄCEGO/ KARDIOWERTERA-DEFIBRYLATORA *,1a,2023,2023
,,48,48,1.0,0.0,0.01,4,2,,,,,E37G WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI [ICD)]- JEDNOJAMOWEGO LUB DWUJAMOWEGO,1a,2023,2023
,,56,56,1.0,0.0,0.01,4,2,,,,,E37H WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI Z FUNKCJĄ RESYNCHRONIZACJI [CRT-D],1a,2023,2023
,,7253,7400,1.02,0.11,1.0,2,2,,,,,E43 ABLACJA ZABURZEŃ RYTMU *,1a,2023,2023
,,2269,2281,1.01,0.03,0.31,2,2,,,,,E44 DIAGNOSTYKA INWAZYJNA ZABURZEŃ RYTMU SERCA *,1a,2023,2023
,,3286,3395,1.03,0.05,0.46,2,2,,,,,E46 ABLACJA (PROSTA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2023,2023
,,6245,6435,1.03,0.1,0.87,2,2,,,,,E47 ABLACJA (ZŁOŻONA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2023,2023
,,11513,11649,1.01,0.17,1.58,2,2,,,,,E48 ABLACJA MIGOTANIA PRZEDSIONKÓW - IZOLACJA ŻYŁ PŁUCNYCH *,1a,2023,2023
,,12221,13205,1.08,0.19,1.79,8,7,,,,,E50 OSTRA LUB ZDEKOMPENSOWANA NIEWYDOLNOŚC KRĄŻENIA - LECZENIE W OINK,1a,2023,2023
,,1369,1604,1.17,0.02,0.22,21,3,,,,,E51 ZAPALENIE WSIERDZIA,1a,2023,2023
,,30043,32191,1.07,0.48,4.35,7,7,,,,,E52 ZAAWANSOWANA NIEWYDOLNOŚĆ KRĄŻENIA,1a,2023,2023
,,160305,186953,1.17,2.76,25.28,6,6,,,,,E53G NIEWYDOLNOŚĆ KRĄŻENIA,1a,2023,2023
,,3424,3490,1.02,0.05,0.47,5,4,,,,,E55 ZAKRZEPICA ŻYŁ GŁĘBOKICH,1a,2023,2023
,,17922,18646,1.04,0.28,2.52,4,3,,,,,E56 CHOROBA NIEDOKRWIENNA SERCA > 69 R.Ż. LUB Z PW,1a,2023,2023
,,10419,10763,1.03,0.16,1.46,3,3,,,,,E57 CHOROBA NIEDOKRWIENNA SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2023,2023
,,1824,1830,1.0,0.03,0.25,2,1,,,,,E59 NAGŁE ZATRZYMANIE KRĄŻENIA,1a,2023,2023
,,28065,32201,1.15,0.48,4.35,2,1,,,,,E61 ZABURZENIA RYTMU SERCA > 69 R.Ż. LUB Z PW,1a,2023,2023
,,20256,23022,1.14,0.34,3.11,2,1,,,,,E62 ZABURZENIA RYTMU SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2023,2023
,,5954,6095,1.02,0.09,0.82,3,3,,,,,E71 OMDLENIE I ZAPAŚĆ,1a,2023,2023
,,2610,2633,1.01,0.04,0.36,2,0,,,,,E72 NIEINWAZYJNA DIAGNOSTYKA BÓLU W KLATCE PIERSIOWEJ >17 R.Ż.,1a,2023,2023
,,15702,16737,1.07,0.25,2.26,4,3,,,,,E73 CHOROBY ZASTAWEK SERCA > 17 R.Ż.,1a,2023,2023
