disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
G20,Choroba Parkinsona,307,67.18,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G40.8,Inne padaczki,31,6.78,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G24.8,Inne dystonie,27,5.91,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G24.9,"Dystonia, nie określona",21,4.6,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G25.0,Drżenie samoistne,12,2.63,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G40.3,Uogólniona samoistna padaczka i zespoły padaczkowe,11,2.41,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G40.2,Padaczka objawowa (ogniskowa) (częściowa) i zespoły padaczkowe ze złożonymi napadami częściowymi,10,2.19,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G40.9,"Padaczka, nie określona",9,1.97,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G40.4,Inne postacie uogólnionej padaczki i zespołów padaczkowych,5,1.09,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G24.3,Kurczowy kręcz karku,5,1.09,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G40.5,Szczególne zespoły padaczkowe,5,1.09,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
G20,Choroba Parkinsona,274,42.02,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
G54.5,Nerwoból z zanikiem mięśni,220,33.74,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
G24.9,"Dystonia, nie określona",39,5.98,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
G24.8,Inne dystonie,21,3.22,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
G54.6,Zespół bólu fantomowego kończyny z bólem,15,2.3,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
G24.3,Kurczowy kręcz karku,9,1.38,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
G55.1,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zaburzeniach krążka międzykręgowego (M50-M51+),27,4.14,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
G55.3,"Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w innych (dolegliwościach kręgosłupa) dorsopatiach (M45-M46, M48.-+, M53-M5",22,3.37,7,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
G55.2,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zmianach zwyrodnieniowych kręgów (M47.-+),10,1.53,8,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
D35.2,Nowotwór niezłośliwy (przysadka),697,9.22,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
D32.0,Nowotwór niezłośliwy (opony mózgowe),645,8.54,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",501,6.63,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.1,Nowotwór złośliwy (płat czołowy),386,5.11,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.2,Nowotwór złośliwy (płat skroniowy),322,4.26,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.3,Nowotwór złośliwy (płat ciemienowy),279,3.69,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,261,3.45,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.9,"Nowotwór złośliwy (mózg, nie określony)",162,2.14,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",155,2.05,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),139,1.84,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.6,Nowotwór złośliwy (móżdżek),135,1.79,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.4,Nowotwór złośliwy (płat potyliczny),87,1.15,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),83,1.1,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.1,Nowotwór złośliwy (płat czołowy),468,7.73,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.2,Nowotwór złośliwy (płat skroniowy),380,6.28,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.3,Nowotwór złośliwy (płat ciemienowy),302,4.99,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,269,4.44,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",219,3.62,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.6,Nowotwór złośliwy (móżdżek),162,2.68,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.9,"Nowotwór złośliwy (mózg, nie określony)",151,2.49,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
D32.0,Nowotwór niezłośliwy (opony mózgowe),134,2.21,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71.4,Nowotwór złośliwy (płat potyliczny),105,1.73,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",89,1.47,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
C71,Nowotwór złośliwy mózgu,74,1.22,3,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),213,1.26,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
G56.1,Inne uszkodzenia nerwu pośrodkowego,3820,43.44,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
G56.2,Uszkodzenie nerwu łokciowego,1389,15.8,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
G56.8,Inne mononeuropatie kończyny górnej,1185,13.48,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",281,3.2,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
G64,Inne zaburzenia obwodowego układu nerwowego,277,3.15,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,253,2.88,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
G57.8,Inne mononeuropatie kończyny dolnej,178,2.02,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
G54.5,Nerwoból z zanikiem mięśni,156,1.77,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,97,1.1,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,93,1.06,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
G62.9,"Polineuropatia, nie określona",1561,37.16,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G62.8,Inne określone polineuropatie,1278,30.42,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G70.0,Miastenia ciężka rzekomoporaźna,432,10.28,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G72.9,"Miopatia, nie określona",239,5.69,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G61.0,Zespół Gullaina-Barrego,216,5.14,13,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G72.8,Inne określone miopatie,56,1.33,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G71.0,Dystrofia mięśniowa,53,1.26,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G62.2,Polineuropatia wywołana innymi czynnikami toksycznymi,53,1.26,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G61.8,Inne polineuropatie zakaźne,53,1.26,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G71.9,"Pierwotne zaburzenia mięśni, nie określone",50,1.19,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,4910,31.44,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G54.2,Zaburzenia korzeni nerwów rdzeniowych szyjnych niesklasyfikowanych gdzie indziej,1586,10.16,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,1081,6.92,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G54.9,"Zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych, nie określone",859,5.5,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G62.8,Inne określone polineuropatie,812,5.2,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G62.9,"Polineuropatia, nie określona",677,4.34,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,594,3.8,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G54.3,Zaburzenia korzeni nerwów rdzeniowych piersiowych niesklasyfikowanych gdzie indziej,568,3.64,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G57.3,Uszkodzenie nerwu strzałkowego wspólnego,340,2.18,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",341,2.18,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
E11.4,Cukrzyca insulinoniezależna (z powikłaniami neurologicznymi),306,1.96,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G54.0,Zaburzenia splotu ramiennego,302,1.93,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G56.1,Inne uszkodzenia nerwu pośrodkowego,296,1.9,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G56.2,Uszkodzenie nerwu łokciowego,245,1.57,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G70.9,"Zaburzenia mięśniowo-nerwowe, nie określone",197,1.26,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G61.0,Zespół Gullaina-Barrego,194,1.24,9,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
R20.2,Parestezje,184,1.18,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
E10.4,Cukrzyca insulinozależna (z powikłaniami neurologicznymi),179,1.15,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
G70.0,Miastenia ciężka rzekomoporaźna,192,61.34,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
G72.9,"Miopatia, nie określona",44,14.06,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
G72.8,Inne określone miopatie,20,6.39,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
G72.0,Miopatia polekowa,15,4.79,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,13,4.15,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
G71.9,"Pierwotne zaburzenia mięśni, nie określone",7,2.24,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
G71.0,Dystrofia mięśniowa,4,1.28,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
G71.8,Inne pierwotne zaburzenia mięśni,4,1.28,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
G73.7,Miopatia w innych chorobach sklasyfikowanych gdzie indziej,5,1.6,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
G70.0,Miastenia ciężka rzekomoporaźna,280,34.31,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G72.9,"Miopatia, nie określona",181,22.18,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G71.0,Dystrofia mięśniowa,91,11.15,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G71.8,Inne pierwotne zaburzenia mięśni,60,7.35,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G72.8,Inne określone miopatie,39,4.78,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G71.9,"Pierwotne zaburzenia mięśni, nie określone",36,4.41,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,27,3.31,2,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G71.1,Zaburzenia miotoniczne,24,2.94,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G70.2,Miastenia wrodzona i wieku rozwojowego,20,2.45,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G72.0,Miopatia polekowa,14,1.72,7,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
G71.2,Miopatie wrodzone,12,1.47,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
R42,Zawroty głowy i odurzenie,6961,98.46,4,A33 ZABURZENIA RÓWNOWAGI,1a,2016,2016
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",634,10.18,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,610,9.8,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
G93.0,Torbiele mózgu,576,9.25,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C71.9,"Nowotwór złośliwy (mózg, nie określony)",470,7.55,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",412,6.62,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
Q85.0,Nerwiakowłókniakowatość niezłośliwa,291,4.67,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C71.1,Nowotwór złośliwy (płat czołowy),263,4.22,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C71.2,Nowotwór złośliwy (płat skroniowy),211,3.39,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D32.0,Nowotwór niezłośliwy (opony mózgowe),192,3.08,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",166,2.67,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C71.6,Nowotwór złośliwy (móżdżek),166,2.67,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",141,2.27,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),137,2.2,4,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C71.3,Nowotwór złośliwy (płat ciemienowy),135,2.17,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",134,2.15,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),129,2.07,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),117,1.88,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",116,1.86,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,115,1.85,4,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),95,1.53,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C71.5,Nowotwór złośliwy (komory mózgowe),82,1.32,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C71.7,Nowotwór złośliwy (pień mózgu),81,1.3,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D35.2,Nowotwór niezłośliwy (przysadka),73,1.17,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D33.7,Nowotwór niezłośliwy (inne określone części centralnego systemu nerwowego),72,1.16,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),69,1.11,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,2174,17.43,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",1710,13.71,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
C71.9,"Nowotwór złośliwy (mózg, nie określony)",1051,8.43,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
G93.0,Torbiele mózgu,918,7.36,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
C71.1,Nowotwór złośliwy (płat czołowy),587,4.71,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",507,4.06,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D32.0,Nowotwór niezłośliwy (opony mózgowe),492,3.94,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
C71.2,Nowotwór złośliwy (płat skroniowy),418,3.35,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",404,3.24,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
C71.3,Nowotwór złośliwy (płat ciemienowy),391,3.13,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",361,2.89,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",311,2.49,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,308,2.47,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),186,1.49,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),179,1.44,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),172,1.38,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D42.0,Nowotwór o nieokreślonym charakterze (opony mózgowe),170,1.36,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),159,1.27,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D35.2,Nowotwór niezłośliwy (przysadka),152,1.22,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),147,1.18,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
C71.6,Nowotwór złośliwy (móżdżek),144,1.15,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
C41.2,Nowotwór złośliwy (kości kręgosłupa),132,1.06,10,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
G20,Choroba Parkinsona,1238,22.16,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2016,2016
