catalog,name,year,period,id,header,type,link
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2020,2020,b1622fe1-c3c2-4181-63ea-430c7a889197,Histogram czasu pobytu,histograms,https://api.nfz.gov.pl/app-stat-api-jgp/histogram-data/b1622fe1-c3c2-4181-63ea-430c7a889197?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2020,2020,86ab8c63-a259-24a0-80ae-8a6f405ad929,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/86ab8c63-a259-24a0-80ae-8a6f405ad929?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,cb192644-e37d-5b55-c243-c4bdfc4e09d3,Procedury ICD 9,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/cb192644-e37d-5b55-c243-c4bdfc4e09d3?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,a2d6348d-0076-0ccd-9078-39d81efcb19d,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/a2d6348d-0076-0ccd-9078-39d81efcb19d?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,acdc0497-e203-e89d-158c-2dd0f671ca9a,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/acdc0497-e203-e89d-158c-2dd0f671ca9a?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,24854882-ae78-c357-f22d-b330d2c11dc8,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/24854882-ae78-c357-f22d-b330d2c11dc8?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,dbc5bf0a-0680-85bd-3843-0b011944a265,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/dbc5bf0a-0680-85bd-3843-0b011944a265?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,38052743-3a30-810f-26b6-e30c715985ae,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/38052743-3a30-810f-26b6-e30c715985ae?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,908e3854-f06f-63b3-a65e-e365638826b7,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-age/908e3854-f06f-63b3-a65e-e365638826b7?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,24854882-ae78-c357-f22d-b330d2c11dc8,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/24854882-ae78-c357-f22d-b330d2c11dc8?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,b99f28ea-cecc-817c-8000-3cf91a3ec8df,Rozpoznania ICD 10  - Kody dodatkowe listy A02,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/b99f28ea-cecc-817c-8000-3cf91a3ec8df?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,17f8541c-778d-a54c-c075-d342d00d5861,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-healthcare-service/17f8541c-778d-a54c-c075-d342d00d5861?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,47a1ffc2-c3c8-79f9-f7b9-acc0e93e93f2,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/47a1ffc2-c3c8-79f9-f7b9-acc0e93e93f2?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2020,2020,77d0b3de-ed43-de65-495c-fadf0da10c2d,Histogram czasu pobytu,histograms,https://api.nfz.gov.pl/app-stat-api-jgp/histogram-data/77d0b3de-ed43-de65-495c-fadf0da10c2d?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,cec71fab-0c64-f9a8-d206-3dc7fdb97f3f,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/cec71fab-0c64-f9a8-d206-3dc7fdb97f3f?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,814ac54e-e993-c9db-f543-4bbfa142cf17,Procedury ICD 9  - Kody dodatkowe listy A1,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/814ac54e-e993-c9db-f543-4bbfa142cf17?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,4299ffde-5ad3-1984-e497-acda70397a8b,Procedury ICD 9  - Kody dodatkowe listy A1,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/4299ffde-5ad3-1984-e497-acda70397a8b?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,3d579bb1-20d6-614b-5258-0c7c04c9c30c,Procedury ICD 9,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/3d579bb1-20d6-614b-5258-0c7c04c9c30c?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,9bf3c3c8-2338-6970-b04a-011ddb1ba2dc,Procedury ICD 9  - Kody dodatkowe listy A04,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/9bf3c3c8-2338-6970-b04a-011ddb1ba2dc?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,839e0ec2-efbf-8c82-0cc1-a9a31ef0c95e,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/839e0ec2-efbf-8c82-0cc1-a9a31ef0c95e?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,d5f59195-8952-e1e2-056d-34a4f53aa778,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/d5f59195-8952-e1e2-056d-34a4f53aa778?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,f14283d8-927d-282b-a63b-5a2ae7cebd94,Procedury ICD 9  - Kody dodatkowe listy A04,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/f14283d8-927d-282b-a63b-5a2ae7cebd94?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,430e2809-7ac2-fdb9-4e90-315c58c84334,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/430e2809-7ac2-fdb9-4e90-315c58c84334?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,465c919b-af94-3f94-8944-0d11dcbaf556,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/465c919b-af94-3f94-8944-0d11dcbaf556?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,20d46385-e8b3-8c6e-f5d4-a29c1138115f,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/20d46385-e8b3-8c6e-f5d4-a29c1138115f?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,a1f2209f-a4dd-5a9e-d913-879f74a1cdce,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/a1f2209f-a4dd-5a9e-d913-879f74a1cdce?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,b38dd7e8-853c-7bc7-2b2d-a863aec5f46f,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/b38dd7e8-853c-7bc7-2b2d-a863aec5f46f?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,8b316f86-ce9d-a3d5-bae7-ca672e2bd988,Rozpoznania ICD 10  - Kody dodatkowe listy A03,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/8b316f86-ce9d-a3d5-bae7-ca672e2bd988?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,eb2ef572-1735-1f44-cd5c-69fa1cc69dad,Rozpoznania ICD 10  - Kody dodatkowe listy A5,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/eb2ef572-1735-1f44-cd5c-69fa1cc69dad?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,465c919b-af94-3f94-8944-0d11dcbaf556,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/465c919b-af94-3f94-8944-0d11dcbaf556?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,9c6a16cb-c2ae-3f0e-4233-b9cbe88306a3,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-healthcare-service/9c6a16cb-c2ae-3f0e-4233-b9cbe88306a3?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,b119b59b-5c70-ae0d-601e-6ce550c64966,Histogram czasu pobytu,histograms,https://api.nfz.gov.pl/app-stat-api-jgp/histogram-data/b119b59b-5c70-ae0d-601e-6ce550c64966?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,8f543083-51c9-5a42-dc82-9304bbc8af8a,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-age/8f543083-51c9-5a42-dc82-9304bbc8af8a?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,0b411e6b-65b2-2414-414d-9bb72bcabbfa,Rozpoznania ICD 10  - Kody dodatkowe listy A03,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/0b411e6b-65b2-2414-414d-9bb72bcabbfa?format=json
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2020,2020,75170638-df06-997e-f5b0-50df4b4fd724,Rozpoznania ICD 10  - Kody dodatkowe listy A5,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/75170638-df06-997e-f5b0-50df4b4fd724?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,da34594b-57e7-e004-d0c4-7b091033fd39,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/da34594b-57e7-e004-d0c4-7b091033fd39?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,ab0e1fb9-ef86-5c96-4c30-7560f9805176,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/ab0e1fb9-ef86-5c96-4c30-7560f9805176?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,95d20057-9212-75e4-6073-bfd25dd8ec5a,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/95d20057-9212-75e4-6073-bfd25dd8ec5a?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,762806b3-d555-aa9f-a2cd-ac343497f561,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/762806b3-d555-aa9f-a2cd-ac343497f561?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,62873f18-ece2-08ba-aa36-ad1fd1629723,Procedury ICD 9,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/62873f18-ece2-08ba-aa36-ad1fd1629723?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,c8c0ebb0-69d6-7005-6a6c-95e74760861b,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/c8c0ebb0-69d6-7005-6a6c-95e74760861b?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,ddd517b2-9978-55a1-93d1-bc33711dd671,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/ddd517b2-9978-55a1-93d1-bc33711dd671?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,9536b58a-ece4-2994-8854-d09687dca912,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/9536b58a-ece4-2994-8854-d09687dca912?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,bc0b2fa1-4dad-df85-1c1e-a1ee9dab9b83,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-age/bc0b2fa1-4dad-df85-1c1e-a1ee9dab9b83?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,da34594b-57e7-e004-d0c4-7b091033fd39,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/da34594b-57e7-e004-d0c4-7b091033fd39?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,f206548a-b359-80f7-57ee-5956ce068d6e,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/f206548a-b359-80f7-57ee-5956ce068d6e?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,5c74a3e9-47a2-f2dd-f5ad-05e49541bf6b,Histogram czasu pobytu,histograms,https://api.nfz.gov.pl/app-stat-api-jgp/histogram-data/5c74a3e9-47a2-f2dd-f5ad-05e49541bf6b?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,00e10975-eb29-cf54-c90d-df4f46f174ac,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-healthcare-service/00e10975-eb29-cf54-c90d-df4f46f174ac?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,c6423d20-a0ac-de69-6209-514c2f00bd78,Rozpoznania ICD 10  - Kody dodatkowe listy A6,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/c6423d20-a0ac-de69-6209-514c2f00bd78?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,014628ae-f90c-332f-215e-a0c7bcebb544,Rozpoznania ICD 10  - Kody dodatkowe listy A04,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/014628ae-f90c-332f-215e-a0c7bcebb544?format=json
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2020,2020,aba1a84b-3714-3f28-4907-d2995d4c0639,Rozpoznania ICD 10  - Kody dodatkowe listy A04a,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/aba1a84b-3714-3f28-4907-d2995d4c0639?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2020,2020,6b437831-e4f0-d47f-0fd2-2d1a6c3ab91f,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/6b437831-e4f0-d47f-0fd2-2d1a6c3ab91f?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2020,2020,cb296ff1-94c9-7e34-4959-3bd700095ddd,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/cb296ff1-94c9-7e34-4959-3bd700095ddd?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2020,2020,fc58f71c-cbf6-84ae-7432-502a7fed66ca,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/fc58f71c-cbf6-84ae-7432-502a7fed66ca?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2020,2020,a33fa42c-d726-cd38-5f87-549658ca4f7f,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/a33fa42c-d726-cd38-5f87-549658ca4f7f?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2020,2020,9ec140ab-9203-7733-66c3-b526319580fc,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/9ec140ab-9203-7733-66c3-b526319580fc?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2020,2020,76c17a52-4619-bb3e-b2cf-5bc01f7b9609,Procedury ICD 9,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/76c17a52-4619-bb3e-b2cf-5bc01f7b9609?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2020,2020,c3d10c5b-e64e-156e-4c89-2413f584cbcd,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/c3d10c5b-e64e-156e-4c89-2413f584cbcd?format=json
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2020,2020,a6b9b614-bc18-b41e-8e1b-c28b3e063047,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/a6b9b614-bc18-b41e-8e1b-c28b3e063047?format=json
