branch,hospital-types,age-group-code,age-group-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,4,18 - 40,260,15.79,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2012,2012
,,1,poniżej 1,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,2,1 - 6,32,1.34,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,5,41 - 60,858,36.02,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,6,61 - 80,846,35.52,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,7,81 i więcej,103,4.32,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,8,brak danych,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,3,7 - 17,87,3.65,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,4,18 - 40,456,19.14,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2012,2012
,,1,poniżej 1,14,0.09,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,2,1 - 6,72,0.48,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,5,41 - 60,6437,43.02,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,6,61 - 80,4421,29.55,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,7,81 i więcej,598,4.0,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,8,brak danych,0,0.0,0,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,3,7 - 17,371,2.48,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,4,18 - 40,3050,20.38,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2012,2012
,,1,poniżej 1,15,0.7,2,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,2,1 - 6,114,5.35,4,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,5,41 - 60,670,31.46,6,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,6,61 - 80,584,27.42,8,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,7,81 i więcej,77,3.62,9,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,8,brak danych,0,0.0,0,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,3,7 - 17,142,6.67,6,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,4,18 - 40,528,24.79,5,A32 CHOROBY MIĘŚNI,1a,2012,2012
,,1,poniżej 1,1,0.01,1,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,2,1 - 6,165,0.91,3,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,5,41 - 60,6405,35.44,3,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,6,61 - 80,6368,35.23,4,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,7,81 i więcej,1338,7.4,5,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,8,brak danych,1,0.01,0,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,3,7 - 17,371,2.05,3,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,4,18 - 40,3425,18.95,3,A33 ZABURZENIA RÓWNOWAGI,1a,2012,2012
,,1,poniżej 1,151,0.87,2,A34 GUZY MÓZGU,1a,2012,2012
,,2,1 - 6,970,5.6,2,A34 GUZY MÓZGU,1a,2012,2012
,,5,41 - 60,5133,29.63,6,A34 GUZY MÓZGU,1a,2012,2012
,,6,61 - 80,6744,38.93,7,A34 GUZY MÓZGU,1a,2012,2012
,,7,81 i więcej,1167,6.74,8,A34 GUZY MÓZGU,1a,2012,2012
,,8,brak danych,0,0.0,0,A34 GUZY MÓZGU,1a,2012,2012
,,3,7 - 17,1209,6.98,2,A34 GUZY MÓZGU,1a,2012,2012
,,4,18 - 40,1950,11.26,4,A34 GUZY MÓZGU,1a,2012,2012
,,1,poniżej 1,114,0.53,2,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,2,1 - 6,338,1.58,3,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,5,41 - 60,3305,15.44,6,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,6,61 - 80,9975,46.61,6,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,7,81 i więcej,6250,29.21,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,8,brak danych,1,0.0,3,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,3,7 - 17,351,1.64,3,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,4,18 - 40,1066,4.98,4,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2012,2012
,,1,poniżej 1,1,0.01,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2012,2012
,,2,1 - 6,35,0.23,2,A36 CHOROBY DEMIELINIZACYJNE,1a,2012,2012
,,5,41 - 60,7193,47.37,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2012,2012
,,6,61 - 80,1032,6.8,6,A36 CHOROBY DEMIELINIZACYJNE,1a,2012,2012
,,7,81 i więcej,3,0.02,8,A36 CHOROBY DEMIELINIZACYJNE,1a,2012,2012
,,8,brak danych,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2012,2012
,,3,7 - 17,378,2.49,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2012,2012
,,4,18 - 40,6544,43.09,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2012,2012
,,1,poniżej 1,25,0.1,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2012,2012
,,2,1 - 6,95,0.37,2,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2012,2012
,,5,41 - 60,5370,20.96,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2012,2012
,,6,61 - 80,12569,49.06,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2012,2012
,,7,81 i więcej,6104,23.83,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2012,2012
,,8,brak danych,0,0.0,0,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2012,2012
,,3,7 - 17,203,0.79,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2012,2012
,,4,18 - 40,1254,4.89,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2012,2012
,,1,poniżej 1,0,0.0,0,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2012,2012
,,2,1 - 6,4,0.03,3,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2012,2012
,,5,41 - 60,2434,19.91,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2012,2012
,,6,61 - 80,6317,51.69,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2012,2012
,,7,81 i więcej,3039,24.86,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2012,2012
,,8,brak danych,0,0.0,0,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2012,2012
,,3,7 - 17,45,0.37,3,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2012,2012
,,4,18 - 40,383,3.13,3,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2012,2012
,,1,poniżej 1,0,0.0,0,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2012,2012
,,2,1 - 6,9,0.03,6,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2012,2012
,,5,41 - 60,9680,28.28,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2012,2012
,,6,61 - 80,17638,51.54,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2012,2012
,,7,81 i więcej,5559,16.24,6,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2012,2012
,,8,brak danych,0,0.0,0,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2012,2012
,,3,7 - 17,64,0.19,6,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2012,2012
,,4,18 - 40,1274,3.72,4,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2012,2012
,,1,poniżej 1,0,0.0,0,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,2,1 - 6,0,0.0,0,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,5,41 - 60,8745,18.63,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,6,61 - 80,25085,53.44,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,7,81 i więcej,12398,26.41,11,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,8,brak danych,0,0.0,0,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,3,7 - 17,2,0.0,11,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,4,18 - 40,714,1.52,11,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2012,2012
,,1,poniżej 1,1,0.0,21,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2012,2012
,,2,1 - 6,4,0.01,16,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2012,2012
,,5,41 - 60,4565,16.25,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2012,2012
,,6,61 - 80,15013,53.45,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2012,2012
,,7,81 i więcej,8130,28.94,9,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2012,2012
,,8,brak danych,1,0.0,4,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2012,2012
,,3,7 - 17,12,0.04,16,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2012,2012
,,4,18 - 40,362,1.29,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2012,2012
,,1,poniżej 1,10,0.07,3,A50 UDAR MÓZGU - LECZENIE,1a,2012,2012
,,2,1 - 6,6,0.04,11,A50 UDAR MÓZGU - LECZENIE,1a,2012,2012
,,5,41 - 60,2497,16.31,3,A50 UDAR MÓZGU - LECZENIE,1a,2012,2012
,,6,61 - 80,7084,46.27,4,A50 UDAR MÓZGU - LECZENIE,1a,2012,2012
