branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,5326,6423,1.21,0.09,1.41,10,2,5001.9,104.33,3894.31,75.15,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2014,2014
,,1274,1282,1.01,0.02,0.28,5,3,3103.34,84.67,2317.55,44.68,A58 ENCEFALOPATIA,1a,2014,2014
,,29311,29891,1.02,0.42,6.58,3,2,1404.6,27.75,1394.38,26.97,A59 BÓLE GŁOWY,1a,2014,2014
,,10888,11845,1.09,0.16,2.61,3,2,1188.01,24.13,827.54,16.0,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2014,2014
,,10881,11174,1.03,0.16,2.46,6,4,4248.0,86.57,4113.37,79.39,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2014,2014
,,12060,12341,1.02,0.17,2.72,4,2,2540.32,57.61,1667.88,32.21,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2014,2014
,,20739,20880,1.01,0.29,4.6,2,1,846.42,16.34,830.1,16.0,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2014,2014
,,1043,1271,1.22,0.02,0.28,6,2,5285.01,131.53,4163.65,80.57,A86 CHOROBY NEURONU RUCHOWEGO,1a,2014,2014
,,56838,59024,1.04,0.82,13.0,5,2,1804.95,45.19,1590.04,30.78,A87A INNE CHOROBY UKŁADU NERWOWEGO>17 R.Ż.,1a,2014,2014
,,11251,12140,1.08,0.17,2.67,2,2,1834.31,36.21,1695.22,32.65,A87B INNE CHOROBY UKŁADU NERWOWEGO<18 R.Ż.,1a,2014,2014
,,105,118,1.12,0.0,0.03,1,1,7176.0,138.0,7176.0,138.0,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2014,2014
,,8092,20486,2.53,0.28,5.99,0,0,2573.41,50.0,2573.41,50.0,B02 LECZENIE WYSIĘKOWEJ POSTACI AMD Z ZASTOSOWANIEM INIEKCJI DOSZKLISTKOWYCH PRZECIWCIAŁA MONOKLONALNEGO ANTY-VEGF/ REKOMBINOWANEGO BIAŁKA FUZYJNEGO,1a,2014,2014
,,148,148,1.0,0.0,0.04,5,4,8944.0,172.0,8944.0,172.0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2014,2014
,,743,792,1.07,0.01,0.23,5,4,7085.39,136.26,7085.39,136.26,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2014,2014
,,34,34,1.0,0.0,0.01,4,4,5720.0,110.0,5720.0,110.0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2014,2014
,,2120,2307,1.09,0.03,0.67,2,2,5399.97,104.81,5399.97,104.81,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2014,2014
,,6809,8046,1.18,0.11,2.35,2,2,8287.62,161.49,8241.63,160.6,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2014,2014
,,8204,8760,1.07,0.12,2.56,2,2,6948.94,135.42,6947.53,135.39,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2014,2014
,,80013,86625,1.08,1.2,25.31,1,2,2660.92,51.85,2658.98,51.81,B18 USUNIĘCIE ZAĆMY POWIKŁANEJ Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2014,2014
,,123966,134224,1.08,1.86,39.22,1,0,2296.1,45.01,2295.84,45.0,B19 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2014,2014
,,1938,2158,1.11,0.03,0.63,2,2,1721.02,33.83,1721.02,33.83,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2014,2014
,,3057,3254,1.06,0.05,0.95,0,0,414.83,8.19,414.59,8.18,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2014,2014
,,1688,1891,1.12,0.03,0.55,1,0,1990.83,38.61,1988.83,38.57,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2014,2014
,,6278,7050,1.12,0.1,2.06,0,0,725.44,14.21,719.46,14.1,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2014,2014
,,2971,3086,1.04,0.04,0.9,0,0,231.94,4.5,205.71,4.0,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2014,2014
,,686,698,1.02,0.01,0.2,2,2,8261.12,163.93,8250.5,163.6,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2014,2014
,,1873,2052,1.1,0.03,0.6,0,0,2116.69,42.11,2086.47,41.53,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2014,2014
,,3111,3337,1.07,0.05,0.98,0,0,636.47,12.3,569.52,11.0,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2014,2014
,,1847,1976,1.07,0.03,0.58,2,2,1554.28,30.44,1545.06,29.77,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2014,2014
,,2361,2480,1.05,0.03,0.72,0,0,631.32,12.25,631.32,12.25,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2014,2014
,,5649,5836,1.03,0.08,1.71,1,2,2214.08,43.31,2214.04,43.31,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2014,2014
,,2752,3051,1.11,0.04,0.89,3,2,4067.27,79.05,4065.59,79.01,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2014,2014
,,892,928,1.04,0.01,0.27,2,2,2628.06,51.16,2627.69,51.15,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2014,2014
,,1880,2169,1.15,0.03,0.63,1,0,236.14,4.57,228.69,4.43,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2014,2014
,,979,1003,1.02,0.01,0.29,3,2,5026.14,97.6,4991.92,96.95,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2014,2014
,,89,89,1.0,0.0,0.03,2,2,2496.0,48.0,2496.0,48.0,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2014,2014
,,61,61,1.0,0.0,0.02,2,2,1458.38,28.2,1458.38,28.2,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2014,2014
,,3365,5422,1.61,0.08,1.58,0,0,685.82,13.31,683.36,13.26,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2014,2014
,,3349,3500,1.05,0.05,1.02,0,0,151.92,2.96,133.65,2.6,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2014,2014
,,27061,31541,1.17,0.44,9.22,3,2,1800.05,34.6,1778.22,34.31,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2014,2014
,,1181,1187,1.01,0.02,0.43,17,14,26834.77,519.86,25376.85,491.72,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2014,2014
,,576,580,1.01,0.01,0.21,4,4,107054.95,2059.84,107011.2,2059.0,C05 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH I PNIOWYCH *,1a,2014,2014
,,273,275,1.01,0.0,0.1,3,2,34888.1,672.07,34884.52,672.0,C06 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2014,2014
,,202,202,1.0,0.0,0.07,0,0,35680.63,688.0,35680.63,688.0,C07 WYMIANA PROCESORA MOWY,1a,2014,2014
,,4981,5155,1.03,0.07,1.85,5,4,11650.9,225.15,11470.16,221.67,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2014,2014
,,6273,6781,1.08,0.09,2.43,4,0,3147.51,61.68,2422.55,46.86,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2014,2014
,,54304,54591,1.01,0.76,19.6,2,2,2174.05,42.16,2172.17,42.13,"C13 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI < 18 R.Ż.",1a,2014,2014
,,30525,32045,1.05,0.44,11.51,2,2,977.17,19.23,955.55,18.46,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI > 17 R.Ż.",1a,2014,2014
,,3194,3278,1.03,0.05,1.18,0,0,289.99,5.59,259.29,5.0,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2014,2014
,,1146,1161,1.01,0.02,0.42,8,3,19445.95,376.01,17878.04,345.02,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2014,2014
,,9797,10196,1.04,0.14,3.66,4,2,8400.41,161.93,8218.18,158.34,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2014,2014
,,836,843,1.01,0.01,0.3,2,2,3110.55,59.87,3066.31,59.02,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2014,2014
,,3562,4065,1.14,0.06,1.46,0,0,603.53,11.65,591.66,11.42,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2014,2014
,,17,17,1.0,0.0,0.01,4,4,15605.87,300.11,14560.0,280.0,"C25 ROZLEGŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2014,2014
,,305,318,1.04,0.0,0.11,4,2,11731.11,225.6,11648.0,224.0,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2014,2014
,,493,499,1.01,0.01,0.18,4,3,7605.16,146.26,7487.13,143.99,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2014,2014
,,290,302,1.04,0.0,0.11,3,2,4723.04,91.1,3238.27,62.55,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2014,2014
,,1834,1836,1.0,0.03,0.66,0,0,1505.61,29.4,1500.29,29.29,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2014,2014
,,7863,8402,1.07,0.12,3.02,2,2,8434.01,162.47,8409.55,162.0,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2014,2014
,,4021,4191,1.04,0.06,1.5,2,2,3512.32,67.63,3491.51,67.23,C32 DUŻE ZABIEGI USZU *,1a,2014,2014
,,1633,1661,1.02,0.02,0.6,1,0,969.38,18.74,969.24,18.74,C33 ŚREDNIE ZABIEGI USZU *,1a,2014,2014
,,3542,3713,1.05,0.05,1.33,0,0,623.56,12.06,568.6,11.0,C34 MAŁE ZABIEGI USZU *,1a,2014,2014
,,14549,14706,1.01,0.2,5.28,3,3,4927.93,95.04,4852.19,93.58,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2014,2014
,,30369,30585,1.01,0.42,10.98,3,3,2735.75,52.99,2732.62,52.92,C42 DUŻE ZABIEGI NOSA *,1a,2014,2014
,,7205,7355,1.02,0.1,2.64,1,0,1515.4,29.48,1509.32,29.36,C43 ŚREDNIE ZABIEGI NOSA *,1a,2014,2014
,,7290,7432,1.02,0.1,2.67,0,0,425.18,8.21,414.25,8.0,C44 MAŁE ZABIEGI NOSA *,1a,2014,2014
,,102,104,1.02,0.0,0.04,4,2,3040.45,144.16,2928.71,56.42,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2014,2014
,,692,724,1.05,0.01,0.26,0,0,1662.98,32.04,1652.33,31.83,C46 ŚREDNIE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2014,2014
,,75,75,1.0,0.0,0.03,7,6,3282.77,63.13,3275.83,63.0,C48 OSTRE ZAPALENIE ZATOK PRZYNOSOWYCH < 18 R.Ż Z PW,1a,2014,2014
,,13447,15274,1.14,0.21,5.48,4,2,2096.69,40.93,2049.05,39.5,"C56A POWAŻNE CHOROBY GARDŁA, USZU I NOSA >17 R.Ż.",1a,2014,2014
,,1575,1868,1.19,0.03,0.67,2,0,1703.14,32.95,1673.47,32.38,"C56B POWAŻNE CHOROBY GARDŁA, USZU I NOSA < 18 R.Ż.",1a,2014,2014
,,54387,57024,1.05,0.79,20.48,3,2,947.32,18.34,929.32,17.93,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2014,2014
,,2028,2060,1.02,0.03,0.74,1,0,174.8,3.37,160.35,3.09,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2014,2014
,,3427,3443,1.0,0.05,0.8,11,7,24014.58,491.59,22024.77,426.61,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2014,2014
,,5869,6115,1.04,0.08,1.42,9,7,16701.62,346.44,15077.49,293.95,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2014,2014
,,15539,17115,1.1,0.24,3.97,4,2,7423.12,150.97,6944.77,137.87,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2014,2014
,,3586,3760,1.05,0.05,0.87,2,2,1678.92,32.76,1650.18,32.02,D04 ŚREDNIE I MAŁE ZABIEGI KLATKI PIERSIOWEJ,1a,2014,2014
,,5481,5693,1.04,0.08,1.32,0,0,655.02,12.7,649.11,12.58,D05 BRONCHOSKOPIA *,1a,2014,2014
,,30331,35409,1.17,0.49,8.2,6,2,2438.55,49.29,2397.1,46.43,D10 DYCHAWICA OSKRZELOWA,1a,2014,2014
,,12804,13591,1.06,0.19,3.15,9,7,4608.44,95.44,4147.87,80.08,D16 ZATOR PŁUCNY,1a,2014,2014
,,2837,3507,1.24,0.05,0.81,13,14,5548.99,113.48,4616.56,89.3,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2014,2014
,,39353,41103,1.04,0.57,9.52,8,7,4381.8,86.69,3735.91,72.08,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2014,2014
,,4964,5643,1.14,0.08,1.31,8,7,3701.41,71.85,3636.06,70.56,D19 ROZSTRZENIE OSKRZELI,1a,2014,2014
,,1282,1421,1.11,0.02,0.33,6,3,2191.01,42.69,1634.73,31.99,D20 GRUŹLICA,1a,2014,2014
,,1390,2512,1.81,0.03,0.58,4,0,7721.08,195.39,7432.19,144.58,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2014,2014
,,7896,9291,1.18,0.13,2.15,8,7,2810.45,54.85,2675.79,51.69,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2014,2014
,,47768,63925,1.34,0.89,14.81,6,7,3908.89,84.76,3816.71,73.76,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2014,2014
,,12554,13701,1.09,0.19,3.17,1,1,1189.61,22.97,1187.96,22.96,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2014,2014
,,25810,27101,1.05,0.38,6.28,4,2,1857.91,36.37,1779.41,34.43,D37 INNE CHOROBY UKŁADU ODDECHOWEGO,1a,2014,2014
,,5043,5323,1.06,0.07,1.23,6,6,3338.26,67.41,2402.06,46.35,D38 OBRZĘK PŁUC,1a,2014,2014
,,215,250,1.16,0.0,0.06,12,8,4662.23,90.25,3932.46,76.21,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2014,2014
,,73067,81854,1.12,1.14,18.96,6,7,2025.0,40.07,1853.5,35.77,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2014,2014
,,11908,12190,1.02,0.17,2.82,8,7,2518.26,51.24,1968.56,38.02,D47 ZAPALENIE PŁUC Z PW,1a,2014,2014
,,26182,26813,1.02,0.37,6.21,8,7,1701.3,34.79,1328.37,25.62,D48 ZAPALENIE PŁUC BEZ PW,1a,2014,2014
,,1800,1845,1.02,0.03,0.43,8,7,6187.45,120.0,4731.84,91.27,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2014,2014
,,8410,10600,1.26,0.15,2.46,7,2,4647.22,90.59,4379.48,84.83,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2014,2014
,,4532,4976,1.1,0.07,1.15,6,5,2733.97,55.14,2373.84,45.81,D51 ODMA OPŁUCNOWA,1a,2014,2014
,,22477,26082,1.16,0.36,6.04,8,7,5682.46,110.55,2480.39,47.91,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2014,2014
,,613,701,1.14,0.01,0.16,7,5,7061.04,2382.42,4500.62,87.03,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2014,2014
,,321,327,1.02,0.0,0.08,8,8,1941.34,37.5,1933.81,37.36,D54 ZAPALENIE OPŁUCNEJ,1a,2014,2014
,,5099,7292,1.43,0.1,1.69,4,2,4854.24,97.03,4722.27,91.87,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2014,2014
,,28,35,1.25,0.0,0.01,4,2,3314.63,63.74,3307.2,63.6,D56 CIĘŻKIE WADY ROZWOJOWE < 18 R.Ż,1a,2014,2014
,,845,864,1.02,0.01,0.1,8,6,27990.05,566.37,21196.63,408.24,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2014,2014
,,167,170,1.02,0.0,0.02,2,2,19410.99,373.29,16862.07,324.27,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2014,2014
,,276,276,1.0,0.0,0.03,15,15,41878.72,807.15,34315.57,661.57,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2014,2014
,,8396,8490,1.01,0.12,0.97,9,8,24802.14,477.66,21119.42,406.51,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2014,2014
,,4506,4521,1.0,0.06,0.52,9,8,22187.61,427.67,20002.56,384.72,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2014,2014
,,263,264,1.0,0.0,0.03,23,20,34826.56,670.19,23721.11,456.61,E07 POMOSTOWANIE NACZYŃ WIEŃCOWYCH >75 R.Ż. I > 16 DNI *,1a,2014,2014
,,28965,29273,1.01,0.41,3.34,4,2,4891.79,95.16,4608.78,89.0,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2014,2014
,,2463,2466,1.0,0.03,0.28,6,4,17864.12,348.37,16594.98,319.81,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2014,2014
,,55776,58686,1.05,0.82,6.69,4,4,14806.6,290.92,13752.96,265.45,E12 OZW - LECZENIE INWAZYJNE ZŁOŻONE *,1a,2014,2014
,,11062,11221,1.01,0.16,1.28,6,4,13548.87,263.63,12435.97,239.56,E13 OZW - LECZENIE INWAZYJNE > 3 DNI *,1a,2014,2014
,,3275,3314,1.01,0.05,0.38,2,3,9812.66,189.36,9330.99,180.0,E14 OZW - LECZENIE INWAZYJNE < 4 DNI *,1a,2014,2014
,,11127,11424,1.03,0.16,1.3,5,3,2827.18,58.37,2640.83,50.93,E16 OZW > 69 R.Ż. LUB Z PW,1a,2014,2014
,,5572,5674,1.02,0.08,0.65,4,2,1798.01,34.79,1665.2,32.14,E17 OZW < 70 R.Ż.,1a,2014,2014
,,9081,9356,1.03,0.13,1.07,4,1,1705.25,33.2,1454.13,28.08,E18 OZW BEZ UNIESIENIA ST,1a,2014,2014
,,23,23,1.0,0.0,0.0,2,0,6925.2,133.18,6708.0,129.0,E19 OZW - LECZENIE Z ZASTOSOWANIEM LEKU TROMBOLITYCZNEGO DRUGIEJ/ TRZECIEJ GENERACJI,1a,2014,2014
,,9501,9977,1.05,0.14,1.14,3,1,15563.11,304.59,15185.57,294.93,E20 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW DES,1a,2014,2014
,,1041,1053,1.01,0.01,0.12,3,3,28402.29,552.44,28377.05,551.95,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2014,2014
,,307,317,1.03,0.0,0.04,6,3,25603.39,512.31,24400.09,488.88,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2014,2014
,,24082,26739,1.11,0.37,3.05,2,1,12842.18,250.81,12611.86,244.92,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2014,2014
