branch,hospital-types,type-of-discharge-code,type-of-discharge-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,6,wypisanie na własne żądanie,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2019,2019
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2019,2019
,,9,zgon pacjenta,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2019,2019
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2019,2019
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2019,2019
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,190,25.92,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,539,73.53,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,3,skierowanie do dalszego leczenia w innym szpitalu,3,0.41,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,1,0.14,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,6,wypisanie na własne żądanie,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,9,zgon pacjenta,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,2230,29.06,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,4354,56.74,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,3,skierowanie do dalszego leczenia w innym szpitalu,587,7.65,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,54,0.7,35,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,6,wypisanie na własne żądanie,12,0.16,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,9,zgon pacjenta,436,5.68,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1521,32.67,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2104,45.2,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,3,skierowanie do dalszego leczenia w innym szpitalu,417,8.96,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,80,1.72,31,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,6,wypisanie na własne żądanie,4,0.09,19,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,3,0.06,23,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,9,zgon pacjenta,526,11.3,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,431,29.16,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,897,60.69,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,3,skierowanie do dalszego leczenia w innym szpitalu,44,2.98,10,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,10,0.68,13,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,6,wypisanie na własne żądanie,4,0.27,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,9,zgon pacjenta,92,6.22,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,82,19.16,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,342,79.91,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,3,skierowanie do dalszego leczenia w innym szpitalu,3,0.7,13,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,6,wypisanie na własne żądanie,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,9,zgon pacjenta,1,0.23,32,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,3862,30.16,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,8725,68.13,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,3,skierowanie do dalszego leczenia w innym szpitalu,166,1.3,12,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,11,0.09,24,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,6,wypisanie na własne żądanie,9,0.07,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,2,0.02,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,1,0.01,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,9,zgon pacjenta,30,0.23,24,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,893,46.66,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1008,52.66,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,3,skierowanie do dalszego leczenia w innym szpitalu,11,0.57,7,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,1,0.05,12,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,6,wypisanie na własne żądanie,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,9,zgon pacjenta,1,0.05,22,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,13,41.94,4,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,18,58.06,5,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,3,skierowanie do dalszego leczenia w innym szpitalu,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,6,wypisanie na własne żądanie,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,9,zgon pacjenta,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2019,2019
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,2040,24.23,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,6342,75.31,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,3,skierowanie do dalszego leczenia w innym szpitalu,32,0.38,4,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,1,0.01,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,6,wypisanie na własne żądanie,4,0.05,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego.,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2019,2019
