branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,7218,7357,1.02,0.13,2.65,4,3,,,,,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2021,2021
,,4161,4185,1.01,0.08,1.51,2,1,,,,,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2021,2021
,,1006,1224,1.22,0.02,0.44,4,0,,,,,A86 CHOROBY NEURONU RUCHOWEGO,1a,2021,2021
,,28117,28968,1.03,0.52,10.44,4,3,,,,,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2021,2021
,,112,113,1.01,0.0,0.03,4,3,,,,,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2021,2021
,,1096,1184,1.08,0.02,0.29,3,3,,,,,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2021,2021
,,41,43,1.05,0.0,0.01,2,2,,,,,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2021,2021
,,1796,2131,1.19,0.04,0.52,0,0,,,,,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2021,2021
,,7269,8684,1.19,0.16,2.13,2,2,,,,,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,2706,2753,1.02,0.05,0.68,2,2,,,,,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,8699,9327,1.07,0.17,2.29,1,2,,,,,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,2682,2753,1.03,0.05,0.68,1,0,,,,,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,11665,13353,1.14,0.24,3.28,0,0,,,,,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2021,2021
,,198001,257660,1.3,4.62,63.33,0,0,,,,,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2021,2021
,,914,953,1.04,0.02,0.23,0,0,,,,,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2021,2021
,,689,699,1.01,0.01,0.17,0,0,,,,,B25 WSZCZEPIENIE WTÓRNE SOCZEWKI *,1a,2021,2021
,,542,577,1.06,0.01,0.14,1,0,,,,,B31 DUŻE REKONSTRUKCJE NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,2968,3385,1.14,0.06,0.83,0,0,,,,,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,7240,8780,1.21,0.16,2.16,0,0,,,,,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,911,936,1.03,0.02,0.23,2,2,,,,,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,1803,2019,1.12,0.04,0.5,0,0,,,,,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,1796,2097,1.17,0.04,0.52,2,0,,,,,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2021,2021
,,1230,1285,1.04,0.02,0.32,0,0,,,,,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2021,2021
,,2562,2637,1.03,0.05,0.65,0,0,,,,,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2021,2021
,,3692,4426,1.2,0.08,1.09,2,2,,,,,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2021,2021
,,1940,2348,1.21,0.04,0.58,0,0,,,,,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2021,2021
,,793,868,1.09,0.02,0.21,1,0,,,,,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2021,2021
,,601,617,1.03,0.01,0.15,2,2,,,,,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2021,2021
,,22,22,1.0,0.0,0.01,4,0,,,,,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2021,2021
,,23477,60333,2.57,1.08,14.83,0,0,,,,,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2021,2021
,,6207,6905,1.11,0.12,1.7,0,0,,,,,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2021,2021
,,9091,9952,1.09,0.18,2.45,4,0,,,,,B98A LECZENIE ZACHOWAWCZE OKULISTYCZNE > 17 R.Ż.,1a,2021,2021
,,1627,1628,1.0,0.03,1.01,15,15,,,,,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2021,2021
,,1044,1054,1.01,0.02,0.66,4,4,,,,,C05G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH *,1a,2021,2021
,,2,2,1.0,0.0,0.0,14,1,,,,,C05H LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW PNIOWYCH*,1a,2021,2021
,,108,108,1.0,0.0,0.07,4,4,,,,,C06G LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2021,2021
,,213,213,1.0,0.0,0.13,2,2,,,,,C06H LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2021,2021
,,1423,1575,1.11,0.03,0.98,0,0,,,,,C07G WYMIANA PROCESORA MOWY IMPLANTÓW ŚLIMAKOWYCH I DO PNIA MÓZGU *,1a,2021,2021
,,43,44,1.02,0.0,0.03,0,0,,,,,C07H WYMIANA PROCESORA MOWY IMPLANTÓW UCHA ŚRODKOWEGO *,1a,2021,2021
,,168,170,1.01,0.0,0.11,0,0,,,,,C07I WYMIANA PRZETWORNIKA MOWY IMPLANTÓW NA PRZEWODNICTWO KOSTNE *,1a,2021,2021
,,5432,5673,1.04,0.1,3.53,4,3,,,,,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2021,2021
,,263,269,1.02,0.0,0.17,7,4,,,,,"C11O KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *",1a,2021,2021
,,5738,7111,1.24,0.13,4.42,2,0,,,,,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2021,2021
,,29653,30642,1.03,0.55,19.04,2,2,,,,,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI",1a,2021,2021
,,1821,1849,1.02,0.03,1.15,0,0,,,,,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2021,2021
,,182,183,1.01,0.0,0.11,8,6,,,,,C21E KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE > 65 R.Ż. *,1a,2021,2021
,,1708,1720,1.01,0.03,1.07,4,3,,,,,C21F KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE < 66 R.Ż. *,1a,2021,2021
,,10610,11114,1.05,0.2,6.91,2,2,,,,,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2021,2021
,,591,598,1.01,0.01,0.37,2,2,,,,,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2021,2021
,,1267,1470,1.16,0.03,0.91,1,0,,,,,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2021,2021
,,5,5,1.0,0.0,0.0,4,4,,,,,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2021,2021
,,63,65,1.03,0.0,0.04,3,3,,,,,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2021,2021
,,23,24,1.04,0.0,0.01,3,2,,,,,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2021,2021
,,1545,1550,1.0,0.03,0.96,0,0,,,,,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2021,2021
,,5598,5911,1.06,0.11,3.67,3,3,,,,,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2021,2021
,,2858,2936,1.03,0.05,1.82,2,2,,,,,C32 DUŻE ZABIEGI USZU *,1a,2021,2021
,,408,412,1.01,0.01,0.26,2,0,,,,,C33 ŚREDNIE ZABIEGI USZU *,1a,2021,2021
,,1439,1492,1.04,0.03,0.93,1,0,,,,,C34 MAŁE ZABIEGI USZU *,1a,2021,2021
,,14807,14959,1.01,0.27,9.3,3,3,,,,,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2021,2021
,,18561,18661,1.01,0.34,11.6,2,3,,,,,C42 DUŻE ZABIEGI NOSA *,1a,2021,2021
,,5686,5760,1.01,0.1,3.58,0,0,,,,,C43 ŚREDNIE ZABIEGI NOSA *,1a,2021,2021
,,4144,4220,1.02,0.08,2.62,0,0,,,,,C44 MAŁE ZABIEGI NOSA *,1a,2021,2021
,,9036,10376,1.15,0.19,6.45,3,0,,,,,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2021,2021
,,26641,27943,1.05,0.5,17.36,3,0,,,,,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2021,2021
,,1165,1184,1.02,0.02,0.74,0,0,,,,,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2021,2021
,,3564,3568,1.0,0.06,1.18,8,7,,,,,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2021,2021
,,5858,6062,1.03,0.11,2.0,7,6,,,,,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2021,2021
,,5133,5284,1.03,0.09,1.74,6,4,,,,,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2021,2021
,,4818,5009,1.04,0.09,1.65,1,0,,,,,D05 BRONCHOSKOPIA *,1a,2021,2021
,,15873,17455,1.1,0.31,5.76,2,1,,,,,D06 ŚREDNIE ZABIEGI KLATKI PIERSIOWEJ *,1a,2021,2021
,,6101,6478,1.06,0.12,2.14,2,2,,,,,D07 MAŁE ZABIEGI KLATKI PIERSIOWEJ *,1a,2021,2021
,,3957,4399,1.11,0.08,1.45,7,7,,,,,D10E DYCHAWICA OSKRZELOWA > 65 R.Ż.,1a,2021,2021
,,9124,10055,1.1,0.18,3.32,3,3,,,,,D10F DYCHAWICA OSKRZELOWA < 66 R.Ż.,1a,2021,2021
,,17208,17795,1.03,0.32,5.87,8,7,,,,,D16 ZATOR PŁUCNY,1a,2021,2021
,,2439,2931,1.2,0.05,0.97,11,5,,,,,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2021,2021
,,39728,40981,1.03,0.74,13.52,7,7,,,,,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2021,2021
,,2536,2831,1.12,0.05,0.93,7,5,,,,,D19 ROZSTRZENIE OSKRZELI,1a,2021,2021
,,577,666,1.15,0.01,0.22,4,3,,,,,D20 GRUŹLICA,1a,2021,2021
,,1836,3806,2.07,0.07,1.26,2,0,,,,,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2021,2021
,,5075,5766,1.14,0.1,1.9,7,7,,,,,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2021,2021
,,36478,48318,1.32,0.87,15.95,6,5,,,,,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2021,2021
,,12984,13814,1.06,0.25,4.56,1,1,,,,,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2021,2021
,,4031,4200,1.04,0.08,1.39,5,3,,,,,D37E INNE CHOROBY UKŁADU ODDECHOWEGO > 65 R.Ż.,1a,2021,2021
,,6123,6394,1.04,0.11,2.11,3,3,,,,,D37F INNE CHOROBY UKŁADU ODDECHOWEGO < 66 R.Ż.,1a,2021,2021
,,979,998,1.02,0.02,0.33,5,1,,,,,D38 OBRZĘK PŁUC,1a,2021,2021
,,1347,1538,1.14,0.03,0.51,11,3,,,,,D45 LECZENIE NIEWYDOLNOŚCI ODDYCHANIA PRZY ZASTOSOWANIU NIEINWAZYJNEJ WENTYLACJI MECHANICZNEJ (NWM) >17R.Ż.,1a,2021,2021
,,26722,28517,1.07,0.51,9.41,5,3,,,,,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2021,2021
,,4619,4665,1.01,0.08,1.54,8,7,,,,,D47 ZAPALENIE PŁUC Z PW,1a,2021,2021
,,14456,14678,1.02,0.26,4.84,7,7,,,,,D48 ZAPALENIE PŁUC BEZ PW,1a,2021,2021
,,2344,2395,1.02,0.04,0.79,7,3,,,,,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2021,2021
,,16318,19114,1.17,0.34,6.31,6,3,,,,,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2021,2021
,,4121,4411,1.07,0.08,1.46,6,5,,,,,D51 ODMA OPŁUCNOWA,1a,2021,2021
,,12533,13583,1.08,0.24,4.48,7,3,,,,,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2021,2021
,,420,511,1.22,0.01,0.17,5,0,,,,,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2021,2021
,,77,77,1.0,0.0,0.03,7,7,,,,,D54 ZAPALENIE OPŁUCNEJ,1a,2021,2021
,,4581,6726,1.47,0.12,2.22,3,3,,,,,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2021,2021
,,1404,1435,1.02,0.03,0.25,7,3,,,,,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2021,2021
,,361,361,1.0,0.01,0.06,13,8,,,,,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2021,2021
,,4220,4221,1.0,0.08,0.72,9,8,,,,,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2021,2021
,,307,307,1.0,0.01,0.05,10,8,,,,,E05G POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PW >=2* *,1a,2021,2021
,,1818,1818,1.0,0.03,0.31,9,8,,,,,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2021,2021
,,997,997,1.0,0.02,0.17,9,8,,,,,E06G POMOSTOWANIE NACZYŃ WIEŃCOWYCH BEZ PW * *,1a,2021,2021
,,54,54,1.0,0.0,0.01,23,18,,,,,E07 POMOSTOWANIE NACZYŃ WIEŃCOWYCH >75 R.Ż. I > 16 DNI *,1a,2021,2021
,,9144,9195,1.01,0.16,1.58,4,3,,,,,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2021,2021
,,11804,11834,1.0,0.21,2.03,5,4,,,,,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2021,2021
,,37689,38472,1.02,0.69,6.6,4,4,,,,,E12G OZW - LECZENIE INWAZYJNE *,1a,2021,2021
,,3080,3102,1.01,0.06,0.53,10,8,,,,,E15 OZW - LECZENIE INWAZYJNE > 7 DNI Z PW *,1a,2021,2021
,,6755,6920,1.02,0.12,1.19,5,1,,,,,E16 OZW > 69 R.Ż. LUB Z PW,1a,2021,2021
,,3281,3346,1.02,0.06,0.57,3,1,,,,,E17G OZW - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,1865,1884,1.01,0.03,0.32,3,2,,,,,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2021,2021
,,486,489,1.01,0.01,0.08,6,2,,,,,E22E PRZEZSKÓRNE WALWULOPLASTYKI > 65 R.Ż. *,1a,2021,2021
,,68,69,1.01,0.0,0.01,6,4,,,,,E22F PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż. I < 66 R.Ż. *,1a,2021,2021
,,27020,29490,1.09,0.53,5.06,2,1,,,,,E23G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU *,1a,2021,2021
,,17007,18555,1.09,0.33,3.18,2,1,,,,,E24G ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW LUB WIELONACZYNIOWA *,1a,2021,2021
,,2628,2739,1.04,0.05,0.47,2,1,,,,,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2021,2021
,,74884,75919,1.01,1.36,13.02,1,1,,,,,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2021,2021
,,1739,1803,1.04,0.03,0.31,2,1,,,,,E29 ANGIOPLASTYKA WIEŃCOWA BALONOWA (DEB) *,1a,2021,2021
,,7235,7243,1.0,0.13,1.24,2,2,,,,,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2021,2021
,,22272,22295,1.0,0.4,3.82,3,2,,,,,E32 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA DWUJAMOWEGO *,1a,2021,2021
,,1005,1006,1.0,0.02,0.17,3,2,,,,,E33 WSZCZEPIENIE/ WYMIANA UKŁADU Z FUNKCJĄ RESYNCHRONIZUJĄCĄ SERCA (CRT) *,1a,2021,2021
,,6975,6993,1.0,0.13,1.2,2,2,,,,,E34 WSZCZEPIENIE/ WYMIANA KARDIOWERTERA-DEFIBRYLATORA JEDNO-/ DWUJAMOWEGO *,1a,2021,2021
,,259,259,1.0,0.0,0.04,5,5,,,,,E34G WSZCZEPIENIE LUB WYMIANA CAŁKOWICIE PODSKÓRNEGO KARDIOWERTERA-DEFIBRYLATORA *,1a,2021,2021
,,3957,3973,1.0,0.07,0.68,3,2,,,,,E36 WSZCZEPIENIE/ WYMIANA CRT-D > 17 R.Ż. *,1a,2021,2021
,,957,991,1.04,0.02,0.17,3,2,,,,,E37 REPERACJA/ REPOZYCJA/ REWIZJA/ WYMIANA ELEKTRODY/ UKŁADU STYMULUJĄCEGO/ KARDIOWERTERA-DEFIBRYLATORA *,1a,2021,2021
,,51,52,1.02,0.0,0.01,3,3,,,,,E37G WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI [ICD)]- JEDNOJAMOWEGO LUB DWUJAMOWEGO,1a,2021,2021
,,47,47,1.0,0.0,0.01,2,2,,,,,E37H WYMIANA ELEKTROD DO CAŁKOWITEGO AUTOMATYCZNEGO SYSTEMU DO KARDIOWERSJI LUB DEFIBRYLACJI Z FUNKCJĄ RESYNCHRONIZACJI [CRT-D],1a,2021,2021
,,6210,6322,1.02,0.11,1.08,2,2,,,,,E43 ABLACJA ZABURZEŃ RYTMU *,1a,2021,2021
,,1580,1594,1.01,0.03,0.27,2,2,,,,,E44 DIAGNOSTYKA INWAZYJNA ZABURZEŃ RYTMU SERCA *,1a,2021,2021
,,2394,2505,1.05,0.04,0.43,2,2,,,,,E46 ABLACJA (PROSTA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2021,2021
,,3314,3448,1.04,0.06,0.59,2,2,,,,,E47 ABLACJA (ZŁOŻONA) ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2021,2021
,,7973,8074,1.01,0.14,1.38,2,2,,,,,E48 ABLACJA MIGOTANIA PRZEDSIONKÓW - IZOLACJA ŻYŁ PŁUCNYCH *,1a,2021,2021
,,9035,9689,1.07,0.17,1.66,8,6,,,,,E50 OSTRA LUB ZDEKOMPENSOWANA NIEWYDOLNOŚC KRĄŻENIA - LECZENIE W OINK,1a,2021,2021
,,1053,1216,1.15,0.02,0.21,19,3,,,,,E51 ZAPALENIE WSIERDZIA,1a,2021,2021
,,25416,27304,1.07,0.49,4.68,7,7,,,,,E52 ZAAWANSOWANA NIEWYDOLNOŚĆ KRĄŻENIA,1a,2021,2021
,,120186,137160,1.14,2.46,23.52,6,7,,,,,E53G NIEWYDOLNOŚĆ KRĄŻENIA,1a,2021,2021
,,3558,3636,1.02,0.07,0.62,5,4,,,,,E55 ZAKRZEPICA ŻYŁ GŁĘBOKICH,1a,2021,2021
,,13099,13563,1.04,0.24,2.33,4,3,,,,,E56 CHOROBA NIEDOKRWIENNA SERCA > 69 R.Ż. LUB Z PW,1a,2021,2021
,,8793,9044,1.03,0.16,1.55,3,3,,,,,E57 CHOROBA NIEDOKRWIENNA SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2021,2021
