branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,15554,16031,1.03,0.22,3.25,5,4,1896.11,37.72,1865.62,36.76,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2010,2010
,,30791,31196,1.01,0.44,6.32,6,4,3784.11,74.95,3774.38,74.38,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2010,2010
,,37732,38687,1.03,0.54,7.84,11,8,8610.88,243.55,8349.16,165.24,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2010,2010
,,31850,32417,1.02,0.45,6.57,9,7,4234.3,119.76,4023.92,79.45,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2010,2010
,,19289,19695,1.02,0.27,3.99,5,1,2558.81,67.8,1940.38,38.34,A50 UDAR MÓZGU - LECZENIE,1a,2010,2010
,,1200,1204,1.0,0.02,0.26,11,8,12638.04,325.39,12311.16,243.59,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2010,2010
,,3484,3577,1.03,0.05,0.73,7,7,1621.24,34.02,1608.09,31.83,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2010,2010
,,4817,5812,1.21,0.08,1.18,11,2,4448.92,92.74,3757.98,74.67,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2010,2010
,,1969,2054,1.04,0.03,0.42,5,2,3165.08,75.34,2199.24,43.34,A58 ENCEFALOPATIA,1a,2010,2010
,,27215,27722,1.02,0.39,5.62,3,2,1404.29,28.88,1392.08,27.69,A59 BÓLE GŁOWY,1a,2010,2010
,,13561,14809,1.09,0.21,3.0,3,2,941.2,20.87,810.22,16.0,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2010,2010
,,10894,11168,1.03,0.16,2.26,6,4,4107.07,82.66,4003.12,78.99,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2010,2010
,,43842,44740,1.02,0.62,9.07,3,2,1808.65,38.86,1457.92,28.79,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2010,2010
,,30638,30942,1.01,0.43,6.27,2,1,840.3,17.21,821.59,16.26,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2010,2010
,,966,1124,1.16,0.02,0.23,8,8,5833.04,117.7,4388.15,86.62,A86 CHOROBY NEURONU RUCHOWEGO,1a,2010,2010
,,53768,56304,1.05,0.79,11.41,6,2,1770.74,45.05,1573.53,31.19,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2010,2010
,,671,860,1.28,0.01,0.29,0,0,6944.72,138.0,6944.6,138.0,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2010,2010
,,1154,2007,1.74,0.03,0.68,0,0,2895.4,57.0,2895.4,57.0,B02 LECZENIE WYSIĘKOWEJ POSTACI AMD Z ZASTOSOWANIEM INIEKCJI DOSZKLISTKOWYCH PRZECIWCIAŁA MONOKLONALNEGO ANTY-VEGF/ REKOMBINOWANEGO BIAŁKA FUZYJNEGO,1a,2010,2010
,,126,126,1.0,0.0,0.04,8,8,8772.0,172.0,8772.0,172.0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2010,2010
,,729,759,1.04,0.01,0.26,6,5,6954.28,136.36,6952.53,136.32,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2010,2010
,,47,49,1.04,0.0,0.02,4,3,5610.0,110.0,5610.0,110.0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2010,2010
,,1619,1775,1.1,0.02,0.6,2,1,5464.99,107.22,5464.82,107.21,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2010,2010
,,50804,54574,1.07,0.76,18.57,2,2,3524.44,69.32,3523.73,69.31,B12 USUNIĘCIE ZAĆMY POWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2010,2010
,,98443,106388,1.08,1.49,36.2,2,2,3002.78,59.29,3001.76,59.27,B13 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2010,2010
,,2328,2381,1.02,0.03,0.81,4,3,3182.4,62.46,3181.76,62.44,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2010,2010
,,3217,3266,1.02,0.05,1.11,3,3,2436.43,47.93,2435.5,47.91,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2010,2010
,,4828,5569,1.15,0.08,1.89,3,2,8232.47,161.59,8228.32,161.52,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2010,2010
,,5746,6080,1.06,0.08,2.07,3,2,7065.23,138.73,7063.31,138.7,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2010,2010
,,1875,2077,1.11,0.03,0.71,3,2,2309.62,45.48,2308.05,45.45,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2010,2010
,,5300,5743,1.08,0.08,1.95,0,0,591.35,11.64,591.31,11.64,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2010,2010
,,1384,1561,1.13,0.02,0.53,1,0,1966.37,38.69,1965.61,38.67,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2010,2010
,,5479,6194,1.13,0.09,2.11,0,0,746.33,14.72,744.78,14.69,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2010,2010
,,11296,12180,1.08,0.17,4.14,0,0,252.05,5.0,245.29,4.86,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2010,2010
,,550,559,1.02,0.01,0.19,3,2,8309.34,163.23,8284.88,162.75,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2010,2010
,,1547,1666,1.08,0.02,0.57,2,0,2224.01,43.88,2203.59,43.48,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2010,2010
,,4126,4473,1.08,0.06,1.52,0,0,629.17,12.44,591.68,11.7,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2010,2010
,,1840,1963,1.07,0.03,0.67,3,2,1484.91,29.19,1483.66,29.17,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2010,2010
,,2670,2862,1.07,0.04,0.97,0,0,1099.74,21.72,1099.61,21.71,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2010,2010
,,5412,5588,1.03,0.08,1.9,1,0,2217.89,43.99,2216.63,43.97,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2010,2010
,,2575,2857,1.11,0.04,0.97,4,2,4179.29,82.14,4176.44,82.1,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2010,2010
,,1085,1308,1.21,0.02,0.44,1,0,2683.04,52.76,2679.3,52.69,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2010,2010
,,1301,1620,1.25,0.02,0.55,0,0,246.4,4.9,243.92,4.86,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2010,2010
,,1376,1420,1.03,0.02,0.48,4,2,4998.28,98.18,4979.42,97.81,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2010,2010
,,78,79,1.01,0.0,0.03,2,2,2450.58,48.05,2448.0,48.0,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2010,2010
,,2125,4021,1.89,0.06,1.37,0,0,1468.89,28.96,1468.38,28.95,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2010,2010
,,7098,11876,1.67,0.17,4.04,0,0,787.9,15.7,784.22,15.63,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2010,2010
,,35618,42026,1.18,0.59,14.3,3,0,1682.43,33.38,1676.31,33.07,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2010,2010
,,960,965,1.01,0.01,0.34,18,14,26259.24,515.29,25227.66,494.98,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2010,2010
,,637,640,1.0,0.01,0.23,4,4,105173.08,2062.22,105173.08,2062.22,C05 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH I PNIOWYCH *,1a,2010,2010
,,204,204,1.0,0.0,0.07,3,2,34169.62,672.0,34169.62,672.0,C06 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2010,2010
,,194,194,1.0,0.0,0.07,0,0,35088.0,688.0,35088.0,688.0,C07 WYMIANA PROCESORA MOWY,1a,2010,2010
,,3856,3979,1.03,0.06,1.41,7,4,11573.25,227.85,11391.1,224.24,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2010,2010
,,8187,8627,1.05,0.12,3.06,4,0,2735.33,54.65,2419.2,47.72,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2010,2010
,,46269,46560,1.01,0.65,16.53,2,2,1297.37,25.61,1295.46,25.57,"C13 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI < 18 R.Ż.",1a,2010,2010
,,28109,29430,1.05,0.41,10.45,3,2,963.38,19.05,956.06,18.91,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI > 17 R.Ż.",1a,2010,2010
,,3797,3892,1.02,0.05,1.38,0,0,305.34,6.09,299.33,5.98,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2010,2010
,,749,758,1.01,0.01,0.27,8,8,18088.26,356.36,17414.09,343.13,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2010,2010
,,7522,7813,1.04,0.11,2.77,4,3,8174.79,161.72,8051.71,158.9,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2010,2010
,,1288,1298,1.01,0.02,0.46,2,2,3102.56,61.18,3084.08,60.82,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2010,2010
,,4987,5585,1.12,0.08,1.98,0,0,658.29,12.98,646.65,12.75,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2010,2010
,,8800,9092,1.03,0.13,3.23,2,1,8265.79,162.36,8262.12,162.29,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2010,2010
,,2145,2188,1.02,0.03,0.78,4,3,3554.46,69.87,3491.8,68.55,C32 DUŻE ZABIEGI USZU *,1a,2010,2010
,,1093,1110,1.02,0.02,0.39,2,0,1004.28,19.86,1004.28,19.86,C33 ŚREDNIE ZABIEGI USZU *,1a,2010,2010
,,2802,2970,1.06,0.04,1.05,0,0,672.65,13.28,645.95,12.76,C34 MAŁE ZABIEGI USZU *,1a,2010,2010
,,11453,11610,1.01,0.16,4.12,3,3,4782.96,94.11,4765.04,93.75,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2010,2010
,,32052,32366,1.01,0.45,11.49,3,3,2714.72,53.46,2713.59,53.44,C42 DUŻE ZABIEGI NOSA *,1a,2010,2010
,,12512,12892,1.03,0.18,4.58,1,0,1561.44,30.81,1544.04,30.47,C43 ŚREDNIE ZABIEGI NOSA *,1a,2010,2010
,,4272,4317,1.01,0.06,1.53,0,0,457.87,9.04,454.14,8.97,C44 MAŁE ZABIEGI NOSA *,1a,2010,2010
,,114,114,1.0,0.0,0.04,4,2,2896.26,56.79,2896.26,56.79,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2010,2010
,,10480,10612,1.01,0.15,3.77,1,2,1723.85,33.96,1719.25,33.86,C46 ŚREDNIE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2010,2010
,,194,196,1.01,0.0,0.07,6,4,3200.27,63.0,3200.27,63.0,C48 OSTRE ZAPALENIE ZATOK PRZYNOSOWYCH < 18 R.Ż Z PW,1a,2010,2010
,,13136,14947,1.14,0.21,5.31,4,2,2119.62,41.99,2090.15,41.3,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2010,2010
,,65821,69346,1.05,0.97,24.62,3,2,1124.22,22.68,1106.01,21.92,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2010,2010
,,2625,2628,1.0,0.04,0.61,12,8,23303.04,459.96,21771.23,428.75,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2010,2010
,,5450,5644,1.04,0.08,1.32,10,7,16282.47,323.12,14972.1,296.07,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2010,2010
,,10492,11434,1.09,0.16,2.68,5,2,7305.71,146.53,6881.76,137.78,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2010,2010
,,2232,2371,1.06,0.03,0.57,2,2,1676.88,33.34,1641.38,32.65,D04 ŚREDNIE I MAŁE ZABIEGI KLATKI PIERSIOWEJ,1a,2010,2010
,,5416,5667,1.05,0.08,1.33,0,0,703.66,14.02,702.46,14.0,D05 BRONCHOSKOPIA *,1a,2010,2010
,,27123,32062,1.18,0.45,7.5,6,7,2416.57,47.72,2367.07,46.74,D10 DYCHAWICA OSKRZELOWA,1a,2010,2010
,,11167,12118,1.09,0.17,2.84,9,8,4347.83,90.53,4045.82,80.0,D16 ZATOR PŁUCNY,1a,2010,2010
,,2931,3651,1.25,0.05,0.85,14,14,4972.73,98.45,4524.28,89.29,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2010,2010
,,31723,33125,1.04,0.46,7.75,9,7,4065.68,81.99,3636.54,72.01,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2010,2010
,,3652,4335,1.19,0.06,1.01,8,7,3684.21,72.9,3531.68,69.88,D19 ROZSTRZENIE OSKRZELI,1a,2010,2010
,,1746,1941,1.11,0.03,0.45,5,3,1644.43,32.87,1617.17,32.33,D20 GRUŹLICA,1a,2010,2010
,,1298,2348,1.81,0.03,0.55,5,0,7522.7,152.1,7323.98,145.52,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2010,2010
,,6682,7726,1.16,0.11,1.81,9,7,2867.48,57.67,2646.66,52.35,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2010,2010
,,44395,60990,1.37,0.85,14.27,7,3,3851.63,79.87,3749.3,74.12,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2010,2010
,,12485,14159,1.13,0.2,3.31,1,1,1246.98,24.94,1246.98,24.94,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2010,2010
,,31426,32817,1.04,0.46,7.68,4,2,1762.51,35.3,1734.21,34.55,D37 INNE CHOROBY UKŁADU ODDECHOWEGO,1a,2010,2010
,,7081,7499,1.06,0.1,1.75,6,7,2811.82,59.64,2363.33,46.61,D38 OBRZĘK PŁUC,1a,2010,2010
,,80608,92500,1.15,1.29,21.64,7,7,1929.23,38.49,1813.62,35.99,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2010,2010
,,14413,14743,1.02,0.21,3.45,9,7,2228.46,45.53,1929.72,38.21,D47 ZAPALENIE PŁUC Z PW,1a,2010,2010
,,32942,33798,1.03,0.47,7.91,8,7,1533.92,33.63,1300.82,25.86,D48 ZAPALENIE PŁUC BEZ PW,1a,2010,2010
,,1392,1426,1.02,0.02,0.33,8,7,5757.08,122.28,4637.66,91.57,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2010,2010
,,5974,7900,1.32,0.11,1.85,7,2,4463.46,88.34,4311.3,85.33,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2010,2010
,,4450,4878,1.1,0.07,1.14,7,6,2696.79,54.56,2316.25,45.77,D51 ODMA OPŁUCNOWA,1a,2010,2010
,,19866,23570,1.19,0.33,5.51,8,7,4268.92,85.25,2442.81,48.34,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2010,2010
,,713,991,1.39,0.01,0.23,7,0,6402.58,291.8,4232.77,83.33,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2010,2010
,,515,526,1.02,0.01,0.12,8,6,1906.49,37.89,1869.7,37.17,D54 ZAPALENIE OPŁUCNEJ,1a,2010,2010
,,4582,6523,1.42,0.09,1.53,4,2,4753.7,93.95,4682.78,92.56,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2010,2010
,,34,37,1.09,0.0,0.01,4,0,4712.26,92.4,2875.3,56.38,D56 CIĘŻKIE WADY ROZWOJOWE < 18 R.Ż,1a,2010,2010
,,629,639,1.02,0.01,0.07,7,7,21058.66,420.43,18906.23,371.08,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2010,2010
,,298,300,1.01,0.0,0.03,7,0,16370.71,333.6,13846.33,283.38,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2010,2010
,,125,125,1.0,0.0,0.01,17,12,33571.84,669.24,29254.01,573.61,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2010,2010
,,8188,8188,1.0,0.11,0.9,9,8,23057.1,455.17,20862.74,409.67,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2010,2010
,,4673,4676,1.0,0.07,0.51,9,8,20676.76,410.39,19636.36,385.75,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2010,2010
,,563,564,1.0,0.01,0.06,7,4,16671.79,327.38,15149.71,297.05,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2010,2010
,,22492,23055,1.02,0.32,2.53,4,4,14855.54,294.8,13594.6,266.56,E12 OZW - LECZENIE INWAZYJNE ZŁOŻONE *,1a,2010,2010
,,40753,41618,1.02,0.58,4.57,5,4,12759.06,253.13,12159.85,238.43,E13 OZW - LECZENIE INWAZYJNE > 3 DNI *,1a,2010,2010
,,17285,17584,1.02,0.25,1.95,2,3,10230.81,200.62,10047.0,197.0,E14 OZW - LECZENIE INWAZYJNE < 4 DNI *,1a,2010,2010
,,21260,22208,1.04,0.31,2.44,6,6,2774.41,55.5,2629.71,51.91,E16 OZW > 69 R.Ż. LUB Z PW,1a,2010,2010
,,11964,12308,1.03,0.17,1.35,4,4,1749.65,34.67,1657.38,32.76,E17 OZW < 70 R.Ż.,1a,2010,2010
,,13396,13873,1.04,0.19,1.52,6,1,1664.38,33.51,1482.11,29.23,E18 OZW BEZ UNIESIENIA ST,1a,2010,2010
,,123,123,1.0,0.0,0.01,5,0,7359.24,144.93,6458.98,127.28,E19 OZW - LECZENIE Z ZASTOSOWANIEM LEKU TROMBOLITYCZNEGO DRUGIEJ/ TRZECIEJ GENERACJI,1a,2010,2010
,,788,794,1.01,0.01,0.09,3,3,28096.97,551.77,28081.2,551.46,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2010,2010
,,141,141,1.0,0.0,0.02,7,4,25256.93,495.23,24941.17,489.04,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2010,2010
,,19422,21632,1.11,0.3,2.37,2,1,15000.4,296.5,14972.01,295.01,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2010,2010
,,3240,3295,1.02,0.05,0.36,2,1,8679.34,170.88,8635.22,170.02,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2010,2010
,,11541,12041,1.04,0.17,1.32,2,1,6423.46,127.11,6385.1,126.01,E25 ANGIOPLASTYKA Z ZASTOSOWANIEM JEDNEGO STENTU I INNE ZABIEGI *,1a,2010,2010
,,2844,2935,1.03,0.04,0.32,2,2,4939.92,97.47,4877.25,95.99,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2010,2010
,,45172,45631,1.01,0.64,5.01,1,1,1614.74,32.01,1613.66,31.98,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2010,2010
,,9723,9738,1.0,0.14,1.07,3,2,6115.59,120.9,6075.73,119.92,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2010,2010
,,16652,16684,1.0,0.23,1.83,4,3,7615.01,151.73,7556.65,148.92,E32 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA DWUJAMOWEGO *,1a,2010,2010
,,350,352,1.01,0.0,0.04,6,2,16810.83,330.5,16527.89,324.95,E33 WSZCZEPIENIE/ WYMIANA UKŁADU Z FUNKCJĄ RESYNCHRONIZUJĄCĄ SERCA (CRT) *,1a,2010,2010
,,5833,5851,1.0,0.08,0.64,5,3,30134.72,596.08,29957.7,590.34,E34 WSZCZEPIENIE/ WYMIANA KARDIOWERTERA-DEFIBRYLATORA JEDNO-/ DWUJAMOWEGO *,1a,2010,2010
,,1950,1958,1.0,0.03,0.21,6,3,45684.84,899.71,45599.61,894.97,E36 WSZCZEPIENIE/ WYMIANA CRT-D > 17 R.Ż. *,1a,2010,2010
,,1206,1273,1.06,0.02,0.14,5,3,3113.49,62.54,2988.0,59.0,E37 REPERACJA/ REPOZYCJA/ REWIZJA/ WYMIANA ELEKTRODY/ UKŁADU STYMULUJĄCEGO/ KARDIOWERTERA-DEFIBRYLATORA *,1a,2010,2010
,,180,181,1.01,0.0,0.02,8,7,12731.42,249.64,12648.0,248.0,E38 USUNIĘCIE PRZEZŻYLNE ELEKTROD W PRZYPADKU POWIKŁAŃ,1a,2010,2010
,,395,414,1.05,0.01,0.05,4,3,27872.21,548.9,27620.29,543.96,E39 LECZENIE ZABIEGOWE ZABURZEŃ RYTMU < 18 R.Ż.,1a,2010,2010
,,2547,2658,1.04,0.04,0.29,3,2,25330.29,497.27,25290.68,496.12,E41 ABLACJA ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO 3D *,1a,2010,2010
,,132,136,1.03,0.0,0.01,3,3,17130.11,335.88,17085.0,335.0,E42 ABLACJA ZABURZEŃ RYTMU Z WYKORZYSTANIEM SYSTEMU ELEKTROANATOMICZNEGO,1a,2010,2010
