branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,4,leczenie żywieniowe,604,1.92,0,757518.3,9.5,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,337,1.07,0,243681.12,3.06,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2011,2011
,,4,leczenie żywieniowe,374,2.18,0,271050.0,2.03,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,5,pobyt w OAiIT,628,3.65,0,12124834.0,90.88,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,444,2.58,0,368154.48,2.76,A50 UDAR MÓZGU - LECZENIE,1a,2011,2011
,,4,leczenie żywieniowe,116,5.08,0,170136.0,11.87,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,31,1.36,0,16181.28,1.13,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,7,rehabilitacja,40,1.75,0,626227.2,43.68,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2011,2011
,,0,pozostałe świadczenia,74,2.1,0,18614.5,18.69,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2011,2011
,,0,pozostałe świadczenia,79,1.4,0,345321.0,5.17,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2011,2011
,,5,pobyt w OAiIT,176,3.13,0,4787429.58,71.72,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,132,2.34,0,1129131.79,16.92,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2011,2011
,,0,pozostałe świadczenia,249,11.63,0,102182.25,4.25,A58 ENCEFALOPATIA,1a,2011,2011
,,4,leczenie żywieniowe,27,1.26,0,77010.0,3.2,A58 ENCEFALOPATIA,1a,2011,2011
,,5,pobyt w OAiIT,67,3.13,0,2134758.0,88.71,A58 ENCEFALOPATIA,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,34,1.59,0,34342.38,1.43,A58 ENCEFALOPATIA,1a,2011,2011
,,5,pobyt w OAiIT,189,1.32,0,2424863.73,88.65,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2011,2011
,,0,pozostałe świadczenia,508,4.17,0,139660.5,7.22,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2011,2011
,,5,pobyt w OAiIT,621,1.48,0,13008167.16,94.15,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,459,1.09,0,330900.12,2.39,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2011,2011
,,4,leczenie żywieniowe,25,2.35,0,55080.0,2.22,A86 CHOROBY NEURONU RUCHOWEGO,1a,2011,2011
,,5,pobyt w OAiIT,30,2.82,0,2148416.82,86.68,A86 CHOROBY NEURONU RUCHOWEGO,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,18,1.69,0,175202.34,7.07,A86 CHOROBY NEURONU RUCHOWEGO,1a,2011,2011
,,0,pozostałe świadczenia,1545,2.77,0,1122766.92,11.72,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2011,2011
,,4,leczenie żywieniowe,12,1.32,0,1224.0,100.0,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2011,2011
,,4,leczenie żywieniowe,84,1.28,0,8670.0,87.19,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2011,2011
,,0,pozostałe świadczenia,416,3.82,0,106080.0,99.12,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2011,2011
,,5,pobyt w OAiIT,22,3.82,0,41846.52,98.24,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2011,2011
,,0,pozostałe świadczenia,683,15.54,0,175542.0,100.0,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2011,2011
,,4,leczenie żywieniowe,32,1.04,0,3264.0,8.68,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,0,pozostałe świadczenia,18,1.93,0,4590.0,100.0,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,4,leczenie żywieniowe,28,1.14,0,2856.0,100.0,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2011,2011
,,0,pozostałe świadczenia,117,1.71,0,30090.0,80.49,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2011,2011
,,0,pozostałe świadczenia,879,2.33,0,249014.45,86.88,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2011,2011
,,4,leczenie żywieniowe,312,29.49,0,455634.0,31.32,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2011,2011
,,5,pobyt w OAiIT,192,18.15,0,886604.4,60.94,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,177,16.73,0,111816.99,7.69,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2011,2011
,,4,leczenie żywieniowe,163,4.49,0,243678.0,32.11,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2011,2011
,,5,pobyt w OAiIT,99,2.73,0,452215.98,59.6,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,86,2.37,0,49188.48,6.48,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2011,2011
,,5,pobyt w OAiIT,84,1.03,0,1869934.89,89.14,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2011,2011
,,0,pozostałe świadczenia,89,2.65,0,23336.0,84.82,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2011,2011
,,4,leczenie żywieniowe,24,3.05,0,22848.0,2.79,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2011,2011
,,5,pobyt w OAiIT,79,10.04,0,706888.05,86.38,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,145,18.42,0,86164.68,10.53,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2011,2011
,,5,pobyt w OAiIT,1,6.67,0,3222.18,91.33,"C25 ROZLEGŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,1,6.67,0,306.0,8.67,"C25 ROZLEGŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,3,1.3,0,697.17,15.54,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,15,3.95,0,4150.38,52.72,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,5,pobyt w OAiIT,3,1.86,0,98588.61,99.69,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,0,pozostałe świadczenia,346,11.88,0,87975.0,99.81,C34 MAŁE ZABIEGI USZU *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,126,1.0,0,75326.16,67.36,C43 ŚREDNIE ZABIEGI NOSA *,1a,2011,2011
,,0,pozostałe świadczenia,83,2.07,0,21165.0,98.83,C44 MAŁE ZABIEGI NOSA *,1a,2011,2011
,,5,pobyt w OAiIT,2,1.92,0,12604.65,94.16,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,2,1.92,0,782.34,5.84,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2011,2011
,,0,pozostałe świadczenia,3,1.91,0,510.0,100.0,C48 OSTRE ZAPALENIE ZATOK PRZYNOSOWYCH < 18 R.Ż Z PW,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,157,1.0,0,113353.62,18.52,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2011,2011
,,5,pobyt w OAiIT,656,22.33,0,5498855.19,89.34,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,576,19.61,0,425916.72,6.92,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,7,rehabilitacja,56,1.91,0,102600.0,1.67,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,5,pobyt w OAiIT,722,12.22,0,7010992.44,86.72,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,718,12.16,0,647799.44,8.01,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,7,rehabilitacja,117,1.98,0,209587.5,2.59,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,5,pobyt w OAiIT,389,3.09,0,5194333.68,83.22,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,413,3.28,0,502323.49,8.05,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,46,1.8,0,25117.45,39.69,D04 ŚREDNIE I MAŁE ZABIEGI KLATKI PIERSIOWEJ,1a,2011,2011
,,5,pobyt w OAiIT,203,1.74,0,3553336.39,83.72,D16 ZATOR PŁUCNY,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,414,3.54,0,281327.01,6.63,D16 ZATOR PŁUCNY,1a,2011,2011
,,5,pobyt w OAiIT,63,1.76,0,2395169.61,89.99,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,279,7.79,0,188107.75,7.07,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2011,2011
,,5,pobyt w OAiIT,624,1.51,0,15508644.93,87.5,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,1121,2.72,0,1035564.44,5.84,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,69,1.41,0,300786.27,48.94,D19 ROZSTRZENIE OSKRZELI,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,19,1.07,0,11039.46,9.2,D20 GRUŹLICA,1a,2011,2011
,,0,pozostałe świadczenia,67,2.86,0,37128.0,5.4,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2011,2011
,,4,leczenie żywieniowe,112,4.78,0,252858.0,36.8,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,24,1.03,0,51840.07,7.54,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,317,3.78,0,177844.79,18.48,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2011,2011
,,2,chemioterapia,1612,2.64,0,2412273.91,39.33,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,2843,4.66,0,1639501.79,26.73,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2011,2011
,,5,pobyt w OAiIT,223,3.35,0,3695805.46,86.02,D38 OBRZĘK PŁUC,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,240,3.6,0,148220.37,3.45,D38 OBRZĘK PŁUC,1a,2011,2011
,,5,pobyt w OAiIT,193,1.46,0,4329444.25,87.38,D47 ZAPALENIE PŁUC Z PW,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,666,5.05,0,422641.62,8.53,D47 ZAPALENIE PŁUC Z PW,1a,2011,2011
,,5,pobyt w OAiIT,380,1.15,0,8510965.33,86.05,D48 ZAPALENIE PŁUC BEZ PW,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,947,2.86,0,766492.45,7.75,D48 ZAPALENIE PŁUC BEZ PW,1a,2011,2011
,,4,leczenie żywieniowe,82,5.42,0,187578.0,11.96,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2011,2011
,,5,pobyt w OAiIT,101,6.68,0,1326682.89,84.58,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,59,3.9,0,33453.96,2.13,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,113,1.33,0,208662.58,17.63,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2011,2011
,,5,pobyt w OAiIT,138,2.76,0,2265397.94,89.7,D51 ODMA OPŁUCNOWA,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,174,3.48,0,111029.14,4.4,D51 ODMA OPŁUCNOWA,1a,2011,2011
,,5,pobyt w OAiIT,1880,7.75,0,55468598.4,94.72,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,891,3.67,0,967108.62,1.65,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2011,2011
,,1,programy lekowe,120,12.3,0,100773.93,3.85,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2011,2011
,,2,chemioterapia,219,22.44,0,2412718.82,92.18,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,24,2.46,0,12865.77,0.49,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,11,2.67,0,4430.88,40.29,D54 ZAPALENIE OPŁUCNEJ,1a,2011,2011
,,0,pozostałe świadczenia,1,2.7,0,255.0,100.0,D56 CIĘŻKIE WADY ROZWOJOWE < 18 R.Ż,1a,2011,2011
,,0,pozostałe świadczenia,17,2.93,0,100254.82,5.44,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2011,2011
,,3,dializy,19,3.27,0,215424.0,11.68,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2011,2011
,,4,leczenie żywieniowe,10,1.72,0,15606.0,0.85,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2011,2011
,,5,pobyt w OAiIT,111,19.1,0,1177493.61,63.86,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,232,39.93,0,317185.32,17.2,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2011,2011
,,3,dializy,2,1.08,0,48960.0,4.53,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2011,2011
,,4,leczenie żywieniowe,12,6.45,0,57120.0,5.29,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2011,2011
,,5,pobyt w OAiIT,14,7.53,0,877964.49,81.3,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,79,42.47,0,57606.03,5.33,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2011,2011
,,0,pozostałe świadczenia,7,6.19,0,31416.0,4.01,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2011,2011
,,3,dializy,6,5.31,0,51408.0,6.56,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2011,2011
,,4,leczenie żywieniowe,6,5.31,0,7956.0,1.02,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2011,2011
,,5,pobyt w OAiIT,44,38.94,0,557080.14,71.08,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,84,74.34,0,131482.08,16.78,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2011,2011
,,0,pozostałe świadczenia,169,1.99,0,1032670.95,3.89,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2011,2011
,,3,dializy,126,1.48,0,1445850.0,5.44,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2011,2011
,,5,pobyt w OAiIT,2831,33.32,0,18068028.57,68.04,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,5481,64.51,0,5754978.21,21.67,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2011,2011
,,0,pozostałe świadczenia,83,1.67,0,500330.79,5.66,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2011,2011
,,5,pobyt w OAiIT,1231,24.75,0,5477604.51,61.99,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,2769,55.67,0,2516286.45,28.48,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2011,2011
,,0,pozostałe świadczenia,246,37.79,0,828374.4,57.47,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2011,2011
,,5,pobyt w OAiIT,24,3.69,0,552757.89,38.35,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,57,8.76,0,34767.67,2.41,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2011,2011
,,0,pozostałe świadczenia,7578,25.75,0,24384082.32,69.83,E12 OZW - LECZENIE INWAZYJNE ZŁOŻONE *,1a,2011,2011
,,5,pobyt w OAiIT,491,1.67,0,9266696.85,26.54,E12 OZW - LECZENIE INWAZYJNE ZŁOŻONE *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,620,2.11,0,423304.33,1.21,E12 OZW - LECZENIE INWAZYJNE ZŁOŻONE *,1a,2011,2011
,,0,pozostałe świadczenia,5421,13.19,0,17337715.9,75.3,E13 OZW - LECZENIE INWAZYJNE > 3 DNI *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,634,1.54,0,394939.19,1.72,E13 OZW - LECZENIE INWAZYJNE > 3 DNI *,1a,2011,2011
,,0,pozostałe świadczenia,780,4.7,0,2469033.0,86.1,E14 OZW - LECZENIE INWAZYJNE < 4 DNI *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,574,3.21,0,328650.03,11.2,E16 OZW > 69 R.Ż. LUB Z PW,1a,2011,2011
,,5,pobyt w OAiIT,149,1.19,0,2770730.04,83.37,E18 OZW BEZ UNIESIENIA ST,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,562,4.51,0,364440.55,10.97,E18 OZW BEZ UNIESIENIA ST,1a,2011,2011
,,5,pobyt w OAiIT,1,1.37,0,22900.53,100.0,E19 OZW - LECZENIE Z ZASTOSOWANIEM LEKU TROMBOLITYCZNEGO DRUGIEJ/ TRZECIEJ GENERACJI,1a,2011,2011
,,5,pobyt w OAiIT,22,2.53,0,100688.28,88.53,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2011,2011
,,6,przetoczenie preparatów krwi i innych substancji,16,1.84,0,13048.35,11.47,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2011,2011
,,5,pobyt w OAiIT,5,3.07,0,158274.93,94.82,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2011,2011
