branch,hospital-types,contract-product-code,contract-product-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,27664,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,119,24.84,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
,,29000,CHIRURGIA SZCZĘKOWO-TWARZOWA - HOSPITALIZACJA,112,23.38,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
,,28961,CHIRURGIA SZCZĘKOWO-TWARZOWA - HOSPITALIZACJA- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA (ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),18,3.76,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,11936,69.2,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,29014,NEUROCHIRURGIA - HOSPITALIZACJA - PAKIET ONKOLOGICZNY,395,2.29,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,29031,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,273,1.58,8,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,27664,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,3959,22.95,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,29035,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA PLANOWA,469,2.72,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,28241,CHIRURGIA OGÓLNA - HOSPITALIZACJA,518,37.59,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,27470,CHIRURGIA OGÓLNA - HOSPITALIZACJA PLANOWA,193,14.01,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,582,42.24,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,29031,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,17,1.23,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,27664,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,47,3.41,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,44,100.0,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,28241,CHIRURGIA OGÓLNA - HOSPITALIZACJA,2085,26.47,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2022,2022
,,28978,CHIRURGIA ONKOLOGICZNA - HOSPITALIZACJA,340,4.32,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,866,10.99,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2022,2022
,,27664,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,4236,53.77,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2022,2022
,,27595,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,162,2.06,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,18,1.03,3,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2022,2022
,,28241,CHIRURGIA OGÓLNA - HOSPITALIZACJA,92,5.25,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2022,2022
,,27470,CHIRURGIA OGÓLNA - HOSPITALIZACJA PLANOWA,105,6.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,693,39.58,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2022,2022
,,27664,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,758,43.29,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2022,2022
,,29035,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA PLANOWA,20,1.14,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2022,2022
,,28930,ORTOPEDIA I TRAUMAT NARZ RUCHU - ZESPÓŁ CHIRURGII JEDNEGO DNIA,32,1.83,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,1155,59.26,5,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,29031,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,20,1.03,8,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,29248,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,21,1.08,6,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,27664,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,717,36.79,2,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,4694,89.07,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2022,2022
,,28929,NEUROLOGIA SPECJALISTYCZNA - HOSPITALIZACJA,200,3.8,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2022,2022
,,28072,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,82,1.56,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2022,2022
,,28155,REUMATOLOGIA - HOSPITALIZACJA,246,4.67,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,804,8.9,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2022,2022
,,28042,DIABETOLOGIA - HOSPITALIZACJA,96,1.06,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,6823,75.56,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2022,2022
,,28072,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,232,2.57,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2022,2022
,,28241,CHIRURGIA OGÓLNA - HOSPITALIZACJA,185,2.05,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,186,2.06,1,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2022,2022
,,27664,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,549,6.08,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,84,9.59,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2022,2022
,,27575,GERIATRIA - HOSPITALIZACJA,43,4.91,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,559,63.81,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2022,2022
,,28155,REUMATOLOGIA - HOSPITALIZACJA,190,21.69,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,84,6.14,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,819,59.87,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2022,2022
,,29288,NEUROLOGIA - HOSPITALIZACJA- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA (ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),192,14.04,2,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2022,2022
,,28072,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,94,6.87,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2022,2022
,,28155,REUMATOLOGIA - HOSPITALIZACJA,174,12.72,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,251,7.47,4,A33 ZABURZENIA RÓWNOWAGI,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,3000,89.26,4,A33 ZABURZENIA RÓWNOWAGI,1a,2022,2022
,,27595,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,83,2.47,4,A33 ZABURZENIA RÓWNOWAGI,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,480,11.63,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,28152,ONKOLOGIA I HEMATOLOGIA DZIECIĘCA - HOSPITALIZACJA,155,3.75,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,28222,ONKOLOGIA I HEMATOLOGIA DZIECIĘCA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,139,3.37,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,1620,39.24,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,28072,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,85,2.06,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,28075,ONKOLOGIA KLINICZNA - HOSPITALIZACJA,52,1.26,4,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,28262,ONKOLOGIA KLINICZNA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,273,6.61,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,359,8.7,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,29031,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,528,12.79,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,29248,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,395,9.57,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,922,8.4,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,9120,83.13,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2022,2022
,,28072,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,225,2.05,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2022,2022
,,28262,ONKOLOGIA KLINICZNA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,174,1.59,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,122,1.11,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2022,2022
,,29031,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,215,1.96,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,390,9.83,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2022,2022
,,27575,GERIATRIA - HOSPITALIZACJA,123,3.1,8,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,3384,85.28,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2022,2022
,,28072,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,69,1.74,1,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2022,2022
,,27575,GERIATRIA - HOSPITALIZACJA,52,2.19,9,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,2320,97.73,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,11179,95.65,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2022,2022
,,28072,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,388,3.32,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,5054,20.83,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2022,2022
,,27575,GERIATRIA - HOSPITALIZACJA,860,3.54,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,16655,68.65,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2022,2022
,,28241,CHIRURGIA OGÓLNA - HOSPITALIZACJA,366,1.51,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,903,3.72,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,733,8.09,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,8217,90.64,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,14190,95.56,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2022,2022
,,28929,NEUROLOGIA SPECJALISTYCZNA - HOSPITALIZACJA,638,4.3,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2022,2022
,,28139,NEUROLOGIA - HOSPITALIZACJA - A48,61283,98.89,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2022,2022
,,28940,NEUROLOGIA SPECJALISTYCZNA - HOSPITALIZACJA - A48,686,1.11,9,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,1003,9.27,9,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,9725,89.89,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,1007,8.67,5,A50 UDAR MÓZGU - LECZENIE,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,10300,88.67,2,A50 UDAR MÓZGU - LECZENIE,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,235,2.02,6,A50 UDAR MÓZGU - LECZENIE,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,1390,61.97,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2022,2022
,,28929,NEUROLOGIA SPECJALISTYCZNA - HOSPITALIZACJA,59,2.63,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2022,2022
,,28072,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,82,3.66,4,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,72,3.21,0,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2022,2022
,,27605,OKULISTYKA - HOSPITALIZACJA,187,8.34,4,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2022,2022
,,27595,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,313,13.95,3,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2022,2022
,,29652,AUDIOLOGIA I FONIATRIA - HOSPITALIZACJA,64,2.85,0,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,223,3.82,6,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,2766,47.4,11,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,28072,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,667,11.43,7,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,28240,CHOROBY ZAKAŹNE - HOSPITALIZACJA,1792,30.71,11,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,28224,CHOROBY ZAKAŹNE DZIECIĘCE - HOSPITALIZACJA,189,3.24,7,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,81,1.39,10,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,400,95.69,7,A58 ENCEFALOPATIA,1a,2022,2022
,,28929,NEUROLOGIA SPECJALISTYCZNA - HOSPITALIZACJA,15,3.59,12,A58 ENCEFALOPATIA,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,412,5.22,3,A59 BÓLE GŁOWY,1a,2022,2022
,,27584,NEUROLOGIA - HOSPITALIZACJA,7182,90.93,4,A59 BÓLE GŁOWY,1a,2022,2022
,,28241,CHIRURGIA OGÓLNA - HOSPITALIZACJA,116,1.47,3,A59 BÓLE GŁOWY,1a,2022,2022
,,28973,NEUROCHIRURGIA - HOSPITALIZACJA,84,1.06,2,A59 BÓLE GŁOWY,1a,2022,2022
,,27340,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,279,4.62,3,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2022,2022
