disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
G70.9,"Zaburzenia mięśniowo-nerwowe, nie określone",186,1.19,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2017,2017
R20.2,Parestezje,181,1.16,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2017,2017
G73.7,Miopatia w innych chorobach sklasyfikowanych gdzie indziej,9,1.47,9,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2017,2017
G70.0,Miastenia ciężka rzekomoporaźna,419,68.24,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2017,2017
G72.9,"Miopatia, nie określona",70,11.4,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2017,2017
G72.8,Inne określone miopatie,41,6.68,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2017,2017
G72.0,Miopatia polekowa,22,3.58,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2017,2017
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,13,2.12,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2017,2017
G71.0,Dystrofia mięśniowa,11,1.79,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2017,2017
G71.8,Inne pierwotne zaburzenia mięśni,9,1.47,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2017,2017
G70.0,Miastenia ciężka rzekomoporaźna,574,34.58,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G72.9,"Miopatia, nie określona",375,22.59,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G71.0,Dystrofia mięśniowa,192,11.57,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G72.8,Inne określone miopatie,90,5.42,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G71.8,Inne pierwotne zaburzenia mięśni,82,4.94,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G71.9,"Pierwotne zaburzenia mięśni, nie określone",81,4.88,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,68,4.1,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G71.1,Zaburzenia miotoniczne,67,4.04,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G70.2,Miastenia wrodzona i wieku rozwojowego,31,1.87,7,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G71.2,Miopatie wrodzone,25,1.51,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G71.3,Miopatia mitochondrialna niesklasyfikowana gdzie indziej,18,1.08,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
G72.0,Miopatia polekowa,18,1.08,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2017,2017
R42,Zawroty głowy i odurzenie,6668,98.54,4,A33 ZABURZENIA RÓWNOWAGI,1a,2017,2017
G93.0,Torbiele mózgu,691,10.86,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,639,10.04,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",579,9.1,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C71.9,"Nowotwór złośliwy (mózg, nie określony)",514,8.08,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",397,6.24,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
Q85.0,Nerwiakowłókniakowatość niezłośliwa,305,4.79,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C71.1,Nowotwór złośliwy (płat czołowy),268,4.21,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C71.6,Nowotwór złośliwy (móżdżek),214,3.36,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",177,2.78,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C71.2,Nowotwór złośliwy (płat skroniowy),168,2.64,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),166,2.61,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",160,2.51,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D32.0,Nowotwór niezłośliwy (opony mózgowe),159,2.5,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),157,2.47,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C71.3,Nowotwór złośliwy (płat ciemienowy),144,2.26,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,133,2.09,5,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),127,2.0,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",119,1.87,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",116,1.82,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D35.2,Nowotwór niezłośliwy (przysadka),98,1.54,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),83,1.3,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C72.0,Nowotwór złośliwy (rdzeń kręgowy),75,1.18,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),71,1.12,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C71.7,Nowotwór złośliwy (pień mózgu),66,1.04,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2017,2017
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,2274,18.34,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",1739,14.02,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
C71.9,"Nowotwór złośliwy (mózg, nie określony)",1033,8.33,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
G93.0,Torbiele mózgu,947,7.64,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
C71.1,Nowotwór złośliwy (płat czołowy),607,4.89,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D32.0,Nowotwór niezłośliwy (opony mózgowe),533,4.3,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",469,3.78,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",432,3.48,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
C71.2,Nowotwór złośliwy (płat skroniowy),406,3.27,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
C71.3,Nowotwór złośliwy (płat ciemienowy),371,2.99,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",337,2.72,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,316,2.55,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",307,2.48,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),167,1.35,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
C71.6,Nowotwór złośliwy (móżdżek),161,1.3,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),159,1.28,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D43.7,Nowotwór o nieokreślonym charakterze (inne części centralnego systemu nerwowego),157,1.27,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D42.0,Nowotwór o nieokreślonym charakterze (opony mózgowe),152,1.23,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
D35.2,Nowotwór niezłośliwy (przysadka),150,1.21,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2017,2017
