procedure-code,procedure-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
02.061,Operacja odtwórcza czaszki - nieokreślona inaczej,29,5.29,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
02.121,Zamknięcie przetoki płynowej opon mózgowych,27,4.93,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
01.23,Powtórne otwarcie w miejscu kraniotomii,21,3.83,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
01.251,Oczyszczenie czaszki,21,3.83,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
01.243,Trepanacja czaszki,20,3.65,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
02.023,Nastawienie złamania czaszki,20,3.65,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
01.245,Kraniotomia z usunięciem krwiaka nadtwardówkowego,17,3.1,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
01.511,Dekortykacja opon,14,2.55,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
01.19,Inne zabiegi diagnostyczne czaszki,13,2.37,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
02.07,Usunięcie płytki (sztucznej) z czaszki,7,1.28,4,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
02.92,Operacja naprawcza mózgu,6,1.09,17,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
02.062,Rewizja płata kostnego czaszki,6,1.09,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
00.36,Chirurgia wspomagana komputerowo z neuronawigacją,279,84.29,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
86.94,"Wprowadzenie lub wymiana jednoszeregowego generatora impulsów do neurostymulacji, nieokreślony czy do doładowywania",236,71.3,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
86.96,Wprowadzenie lub wymiana innego generatora impulsów do neurostymulacji,49,14.8,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
86.971,"Generator impulsów (jednoszeregowy, jednokanałowy) do wewnątrzczaszkowego, rdzeniowego i obwodowego stymulowania neurologicznego, do doładowywania",10,3.02,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
02.931,"Implantacja, założenie, umiejscowienie lub przemieszczenie wewnątrzczaszkowego neurostymulatora mózgu",278,83.99,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
04.941,Wszczepienie/ wymiana stymulatora nerwu błędnego,53,16.01,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
03.93,Wprowadzenie albo wymiana neurostymulatora rdzenia kręgowego,142,41.28,5,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
86.94,"Wprowadzenie lub wymiana jednoszeregowego generatora impulsów do neurostymulacji, nieokreślony czy do doładowywania",138,40.12,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
86.96,Wprowadzenie lub wymiana innego generatora impulsów do neurostymulacji,42,12.21,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
86.95,"Wprowadzenie lub wymiana dwuszeregowego generatora impulsów do neurostymulacji, nieokreślony czy do doładowywania",36,10.47,5,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
86.981,"Generator impulsów (dwuszeregowy, dwukanałowy) do wewnątrzczaszkowego, rdzeniowego i obwodowego stymulowania neurologicznego, do doładowywania",33,9.59,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
86.971,"Generator impulsów (jednoszeregowy, jednokanałowy) do wewnątrzczaszkowego, rdzeniowego i obwodowego stymulowania neurologicznego, do doładowywania",4,1.16,8,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
02.92,Operacja naprawcza mózgu,2443,32.43,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.512,Wycięcie opony mózgowej,1302,17.28,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.98,Operacja tętniaka lub naczyniaka mózgu,735,9.76,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.322,Przecięcie dróg mózgowych,726,9.64,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
07.62,Częściowe wycięcie przysadki przezklinowe,658,8.73,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.511,Dekortykacja opon,361,4.79,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.012,Wycięcie nerwiaka nerwu słuchowego z kraniotomią,139,1.84,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
39.527,Zaopatrzenie tętniaka przez owinięcie,107,1.42,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.513,Zdjęcie błony podtwardówkowej z opony,107,1.42,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.53,Lobektomia mózgu,105,1.39,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.011,Wycięcie nerwiaka nerwu słuchowego,102,1.35,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
39.522,Elektrokoagulacja tętniaka,82,1.09,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
39.51,Klipsowanie tętniaka,1115,14.8,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.599,Inne wycięcie guza mózgu,1990,34.55,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.342,Zespolenie komora mózgu - jama otrzewnowa,959,16.65,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.132,Przezskórna biopsja mózgu metodą stereotaktyczną,416,7.22,4,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.392,Zespolenie komory mózgu z innymi miejscami poza czaszką,374,6.49,14,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.23,Powtórne otwarcie w miejscu kraniotomii,329,5.71,14,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.595,Wycięcie guza móżdżku,272,4.72,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.131,Przezskórna biopsja mózgu przez otwór trepanacyjny,211,3.66,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.251,Oczyszczenie czaszki,156,2.71,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.14,Otwarta biopsja mózgu,93,1.61,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.591,Wyłyżeczkowanie w zakresie mózgu,92,1.6,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.593,Marsupializacja cysty mózgu,79,1.37,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.41,Odbarczenie korzeni nerwu trójdzielnego,67,1.16,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.248,Kraniotomia z usunięciem krwiaka śródmózgowego,808,14.03,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.051,Założenie płytki sztucznej do czaszki,223,12.25,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.243,Trepanacja czaszki,198,10.88,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.69,Usunięcie zmiany w kościach czaszki - inne,153,8.41,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.422,Wymiana drenu komorowego,130,7.14,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.423,Rewizja drenu dokomorowego w drenażu komorowo-otrzewnowym,97,5.33,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.21,Połączenie komory z przestrzenią podpajęczynówkową,75,4.12,10,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.421,Powtórne wprowadzenie zastawki,71,3.9,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.26,Wprowadzenie cewnika do jamy czaszki,63,3.46,11,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.012,Paskowa kraniektomia/ operacja kraniostenozy,61,3.35,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.061,Operacja odtwórcza czaszki - nieokreślona inaczej,45,2.47,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.062,Rewizja płata kostnego czaszki,42,2.31,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.242,Operacja zwiadowcza (eksploracja),37,2.03,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.15,Biopsja kości czaszki,35,1.92,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.42,Inne odbarczenie  nerwu czaszkowego,34,1.87,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.244,Kraniotomia z usunięciem ropnia nadtwardówkowego,34,1.87,12,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.245,Kraniotomia z usunięciem krwiaka nadtwardówkowego,31,1.7,14,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.23,Wprowadzenie zastawki Holtera,31,1.7,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.18,Inne zabiegi diagnostyczne mózgu i opon mózgowych,29,1.59,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.04,Przeszczep kostny do kości czaszki,25,1.37,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.61,Usunięcie ziarniny w kościach czaszki,24,1.32,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.23,Zniszczenie nerwów czaszkowych lub obwodowych przez ablację w wyniku działania prądu wysokiej częstotliwości (RFA),299,16.43,2,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.3,Szycie nerwu obwodowego/ czaszkowego,61,3.35,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.07,Usunięcie płytki (sztucznej) z czaszki,152,27.29,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
03.791,Drenaż lędźwiowo podpajęczynówkowy - inne,43,7.72,8,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.19,Inne zabiegi diagnostyczne czaszki,17,3.05,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.43,Usunięcie drenażu komory mózgu,13,2.33,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.19,Zabiegi diagnostyczne nerwu czaszkowego/ obwodowego lub zwoju - inne,13,2.33,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.029,Przecięcie nerwu trójdzielnego - inne,10,1.8,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.412,Przeprogramowanie drenażu komorowo-otrzewnowego (w zastawkach programowalnych),10,1.8,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
01.321,Przecięcie tkanek mózgu,9,1.62,8,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
02.411,Badanie ujścia komorowego w drenażu komorowo-otrzewnowym,7,1.26,5,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.24,Zniszczenie nerwów czaszkowych lub obwodowych przez znieczulenie wywołane niską temperaturą,193,34.65,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.29,Zniszczenie nerwów czaszkowych lub obwodowych - inne,26,4.67,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.21,Zniszczenie nerwów czaszkowych lub obwodowych przez wstrzyknięcie czynnika neurolitycznego,22,3.95,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.072,Oczyszczenie nerwu obwodowego,18,3.23,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
04.073,Resekcja nerwu obwodowego,8,1.44,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
03.099,Odbarczenie kanału kręgowego - inne,6464,42.24,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.094,Foraminotomia,5306,34.67,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.093,Eksploracja korzeni nerwów rdzeniowych,2307,15.08,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.091,Laminektomia odbarczająca,1492,9.75,8,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.99,Operacje struktur kanału kręgowego - inne,1364,8.91,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.6,Uwolnienie zrostów rdzenia kręgowego i korzonków nerwowych,374,2.44,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.092,Laminotomia odbarczająca,244,1.59,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.42,Oczyszczenie rdzenia kręgowego lub opon,187,1.22,12,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
80.513,Usunięcie przepukliny jądra miażdzystego - inne - na poziomie lędźwiowym,2536,93.44,6,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
80.516,Usunięcie przepukliny jądra miażdzystego z zastosowaniem laminotomii lub hemilaminektomii - na poziomie lędźwiowym,109,4.02,9,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.32,Biopsja rdzenia kręgowego/ opon rdzenia,30,1.11,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.94,Usunięcie stymulatora rdzenia kręgowego,18,66.67,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.97,Rewizja drenażu przestrzeni płynowych rdzenia,8,29.63,8,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
03.98,Usunięcie drenażu przestrzeni płynowych rdzenia,1,3.7,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2014,2014
04.99,Operacje nerwów obwodowych - inne,4882,65.37,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
04.072,Oczyszczenie nerwu obwodowego,1142,15.29,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
04.62,Przemieszczenie nerwu obwodowego,527,7.06,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
04.23,Zniszczenie nerwów czaszkowych lub obwodowych przez ablację w wyniku działania prądu wysokiej częstotliwości (RFA),432,5.78,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
04.79,Inna plastyka nerwów,188,2.52,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
04.3,Szycie nerwu obwodowego/ czaszkowego,186,2.49,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
04.22,Zniszczenie nerwów czaszkowych lub obwodowych przez promieniowanie,154,2.06,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
04.074,Wycięcie nerwiaka obwodowego (Mortona),136,1.82,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
05.19,Zabiegi diagnostyczne na nerwach współczulnych lub zwojach - inne,107,1.43,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
04.77,Odległa operacja naprawcza urazowego uszkodzenia nerwu obwodowego,77,1.03,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2014,2014
03.921,Dokanałowe wstrzyknięcie sterydów,635,32.85,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
04.81,Wstrzyknięcie środka znieczulającego do nerwu obwodowego,589,30.47,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
04.80,Wstrzyknięcie do nerwu obwodowego - nie określone inaczej,348,18.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
04.24,Zniszczenie nerwów czaszkowych lub obwodowych przez znieczulenie wywołane niską temperaturą,117,6.05,1,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
04.491,Neuroliza nerwu obwodowego - nie określona inaczej,102,5.28,1,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
03.91,Wstrzyknięcie środka znieczulającego do kanału kręgowego,87,4.5,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
03.901,"Wprowadzenie cewnika do przestrzeni nadtwardówkowej, podpajęczynówkowej lub podtwardówkowej rdzenia z przerywanym lub ciągłym wlewem leku",35,1.81,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
89.00,"Porada lekarska, konsultacja, asysta",669,34.61,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
89.04,Opieka pielęgniarki lub położnej,560,28.97,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
81.92,Wstrzyknięcie leku do stawu lub więzadeł,313,16.19,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
89.71,Ocena stanu pacjenta w celu ustalenia postępowania i decyzji o podjęciu lub odstąpieniu od medycznych czynności ratunkowych,246,12.73,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
89.61,Monitorowanie systemowego ciśnienia tętniczego,199,10.29,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
93.57,Założenie opatrunku na ranę - inne,131,6.78,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
89.79,Badanie fizykalne - inne,66,3.41,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
C53,Morfologia krwi 8-parametrowa,61,3.16,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
G21,Czas protrombinowy (PT),57,2.95,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
G11,Czas częściowej tromboplastyny po aktywacji (APTT),54,2.79,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
G53,Fibrynogen (FIBR),53,2.74,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
99.18,Wstrzyknięcie/ infuzja elektrolitów,31,1.6,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
M37,Kreatynina,29,1.5,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
N13,Mocznik,29,1.5,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
100.43,Znieczulenie nasiękowe,21,1.09,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
23.0103,Porada lekarska,21,1.09,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
89.03,"Porada, personel pomocniczy",20,1.03,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2014,2014
89.394,Elektromiografia,2821,87.28,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
04.13,Elektroneurografia,2133,66.0,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
A03,Badanie płynu mózgowo-rdzeniowego,1432,44.31,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
03.311,Nakłucie lędźwiowe w celu pobrania płynu mózgowo-rdzeniowego,1400,43.32,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
89.00,"Porada lekarska, konsultacja, asysta",1158,35.83,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
M37,Kreatynina,1104,34.16,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
L43,Glukoza z krwi żylnej,1031,31.9,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
O35,Sód (Na),996,30.82,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2014,2014
