branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,6620,16620,2.51,0.23,5.4,0,0,2930.8,57.0,2930.79,57.0,B02 LECZENIE WYSIĘKOWEJ POSTACI AMD Z ZASTOSOWANIEM INIEKCJI DOSZKLISTKOWYCH PRZECIWCIAŁA MONOKLONALNEGO ANTY-VEGF/ REKOMBINOWANEGO BIAŁKA FUZYJNEGO,1a,2013,2013
,,146,146,1.0,0.0,0.05,6,5,8944.0,172.0,8944.0,172.0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2013,2013
,,724,765,1.06,0.01,0.25,5,4,7090.76,136.36,7090.35,136.35,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2013,2013
,,49,55,1.12,0.0,0.02,4,3,5720.0,110.0,5720.0,110.0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2013,2013
,,2066,2288,1.11,0.03,0.74,2,2,5412.58,104.68,5410.16,104.64,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2013,2013
,,61652,66025,1.07,0.92,21.44,2,2,3413.34,66.53,3412.69,66.52,B12 USUNIĘCIE ZAĆMY POWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,110838,118333,1.07,1.65,38.43,1,0,2878.45,56.4,2878.4,56.4,B13 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,1485,1510,1.02,0.02,0.49,3,3,3266.2,62.84,3266.0,62.84,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,1677,1691,1.01,0.02,0.55,3,2,2474.77,47.66,2473.12,47.63,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,6292,7581,1.2,0.11,2.46,2,2,8339.07,161.73,8284.4,160.59,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2013,2013
,,7730,8342,1.08,0.12,2.71,2,2,6967.27,135.46,6966.32,135.44,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2013,2013
,,1786,2015,1.13,0.03,0.65,2,2,2272.91,44.48,2271.77,44.46,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2013,2013
,,3323,3627,1.09,0.05,1.18,0,0,415.49,8.19,415.35,8.19,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2013,2013
,,1514,1763,1.16,0.02,0.57,0,0,2025.47,39.08,2004.62,38.68,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2013,2013
,,5992,6722,1.12,0.09,2.18,0,0,723.94,14.18,720.07,14.11,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2013,2013
,,3838,4028,1.05,0.06,1.46,0,0,223.03,4.34,205.1,4.0,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2013,2013
,,675,700,1.04,0.01,0.23,2,2,8475.56,164.06,8455.47,163.34,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2013,2013
,,1878,2062,1.1,0.03,0.67,1,0,2189.89,42.8,2131.05,41.67,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2013,2013
,,3100,3342,1.08,0.05,1.11,0,0,632.78,12.23,569.56,11.0,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2013,2013
,,1776,1902,1.07,0.03,0.62,3,2,1559.88,31.05,1554.48,29.92,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2013,2013
,,2397,2536,1.06,0.04,0.82,0,0,1042.25,20.25,1042.25,20.25,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2013,2013
,,5595,5762,1.03,0.08,1.87,1,0,2208.94,43.23,2208.94,43.23,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2013,2013
,,2651,2936,1.11,0.04,0.95,3,2,4090.17,78.76,4075.05,78.47,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2013,2013
,,1023,1171,1.14,0.02,0.38,2,0,2578.43,50.43,2578.43,50.43,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2013,2013
,,1749,2054,1.17,0.03,0.66,1,0,230.74,4.46,226.66,4.38,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2013,2013
,,1051,1066,1.01,0.01,0.35,3,2,5123.62,98.54,5082.33,97.75,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2013,2013
,,88,89,1.01,0.0,0.03,2,2,2483.38,48.0,2483.38,48.0,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2013,2013
,,1523,2465,1.62,0.03,0.8,0,0,1360.26,26.3,1360.26,26.3,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2013,2013
,,2132,3272,1.53,0.05,1.06,0,0,687.98,13.33,685.91,13.29,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2013,2013
,,4433,4689,1.06,0.07,1.52,0,0,151.45,2.93,134.15,2.6,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2013,2013
,,28239,32978,1.17,0.46,10.71,3,2,1755.74,33.82,1747.29,33.64,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2013,2013
,,1202,1208,1.0,0.02,0.43,17,14,27026.74,520.01,25645.58,493.46,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2013,2013
,,600,605,1.01,0.01,0.22,4,4,107008.25,2059.03,107006.74,2059.0,C05 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ IMPLANTÓW ŚLIMAKOWYCH I PNIOWYCH *,1a,2013,2013
,,280,283,1.01,0.0,0.1,3,2,34856.14,672.0,34856.14,672.0,C06 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2013,2013
,,167,167,1.0,0.0,0.06,0,0,35743.04,688.0,35743.04,688.0,C07 WYMIANA PROCESORA MOWY,1a,2013,2013
,,4272,4421,1.03,0.06,1.58,5,4,11637.73,224.35,11493.97,221.58,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2013,2013
,,8594,9121,1.06,0.13,3.26,3,2,2778.52,53.83,2409.09,46.59,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2013,2013
,,54270,54697,1.01,0.76,19.53,2,2,1711.23,33.17,1709.59,33.14,"C13 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI < 18 R.Ż.",1a,2013,2013
,,27159,28555,1.05,0.4,10.19,2,2,973.19,18.78,958.63,18.49,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI > 17 R.Ż.",1a,2013,2013
,,3370,3458,1.03,0.05,1.23,0,0,291.5,5.62,259.29,5.0,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2013,2013
,,1102,1117,1.01,0.02,0.4,8,8,19006.84,365.77,17768.94,341.92,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2013,2013
,,9108,9522,1.05,0.13,3.4,4,2,8437.67,164.19,8233.87,158.52,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2013,2013
,,951,971,1.02,0.01,0.35,2,2,3101.43,59.66,3058.19,58.82,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2013,2013
,,3761,4248,1.13,0.06,1.52,0,0,605.62,11.78,596.45,11.51,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2013,2013
,,24,24,1.0,0.0,0.01,5,4,14567.52,280.14,14560.0,280.0,"C25 ROZLEGŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2013,2013
,,266,271,1.02,0.0,0.1,4,3,11677.73,224.57,11648.0,224.0,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2013,2013
,,498,507,1.02,0.01,0.18,4,3,7615.33,146.46,7486.02,143.97,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2013,2013
,,292,296,1.01,0.0,0.11,2,2,3245.11,62.59,3236.75,62.43,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2013,2013
,,2145,2149,1.0,0.03,0.77,0,0,1497.79,29.33,1497.79,29.33,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2013,2013
,,9208,9829,1.07,0.14,3.51,2,2,8449.25,162.74,8416.78,162.12,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2013,2013
,,2996,3083,1.03,0.04,1.1,2,2,3538.13,68.08,3515.06,67.64,C32 DUŻE ZABIEGI USZU *,1a,2013,2013
,,1245,1267,1.02,0.02,0.45,1,0,979.14,18.9,978.86,18.89,C33 ŚREDNIE ZABIEGI USZU *,1a,2013,2013
,,3430,3636,1.06,0.05,1.3,0,0,617.15,11.93,569.11,11.0,C34 MAŁE ZABIEGI USZU *,1a,2013,2013
,,14239,14438,1.01,0.2,5.15,3,3,4877.16,94.02,4857.74,93.64,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2013,2013
,,31480,31763,1.01,0.44,11.34,3,3,2743.61,53.08,2729.19,52.8,C42 DUŻE ZABIEGI NOSA *,1a,2013,2013
,,10595,10913,1.03,0.15,3.9,1,0,1496.8,29.1,1495.44,29.08,C43 ŚREDNIE ZABIEGI NOSA *,1a,2013,2013
,,5415,5484,1.01,0.08,1.96,0,0,422.17,8.14,414.68,8.0,C44 MAŁE ZABIEGI NOSA *,1a,2013,2013
,,111,113,1.02,0.0,0.04,4,4,3379.16,65.02,2909.7,55.99,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2013,2013
,,1164,1204,1.03,0.02,0.43,1,0,1668.25,32.46,1663.02,32.35,C46 ŚREDNIE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2013,2013
,,170,170,1.0,0.0,0.06,6,5,3275.33,63.0,3275.33,63.0,C48 OSTRE ZAPALENIE ZATOK PRZYNOSOWYCH < 18 R.Ż Z PW,1a,2013,2013
,,7883,8507,1.08,0.12,3.04,4,2,2110.58,41.23,2042.49,39.3,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2013,2013-01-01T00:00:00-2013-06-30T00:00:00
,,6225,6697,1.08,0.09,2.39,4,2,2127.2,41.3,2071.79,39.88,"C56A POWAŻNE CHOROBY GARDŁA, USZU I NOSA >17 R.Ż.",1a,2013,2013-07-01T00:00:00-2013-12-31T00:00:00
,,764,808,1.06,0.01,0.29,1,0,1564.48,30.1,1549.22,29.81,"C56B POWAŻNE CHOROBY GARDŁA, USZU I NOSA < 18 R.Ż.",1a,2013,2013-07-01T00:00:00-2013-12-31T00:00:00
,,55609,58250,1.05,0.81,20.79,3,2,975.11,18.81,948.12,18.26,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2013,2013
,,2311,2345,1.01,0.03,0.84,1,0,182.52,3.51,164.14,3.16,"C64 INNE PROCEDURY JAMY USTNEJ, GARDŁA, KRTANI, NOSA I USZU *",1a,2013,2013
,,3314,3325,1.0,0.05,0.73,11,7,24276.41,486.0,22126.33,426.36,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2013,2013
,,5903,6119,1.04,0.09,1.35,9,7,17061.89,349.01,15264.53,294.0,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2013,2013
,,14109,15466,1.1,0.22,3.41,4,2,7561.9,152.0,7115.01,137.3,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2013,2013
,,3047,3178,1.04,0.04,0.87,2,2,1708.86,36.39,1662.53,32.03,D04 ŚREDNIE I MAŁE ZABIEGI KLATKI PIERSIOWEJ,1a,2013,2013
,,5470,5661,1.03,0.08,1.25,0,0,654.5,12.63,651.2,12.57,D05 BRONCHOSKOPIA *,1a,2013,2013
,,30591,36020,1.18,0.5,7.95,6,2,2461.96,48.08,2397.47,46.17,D10 DYCHAWICA OSKRZELOWA,1a,2013,2013
,,12504,13260,1.06,0.18,2.92,9,7,4615.31,92.5,4188.75,80.69,D16 ZATOR PŁUCNY,1a,2013,2013
,,3009,3653,1.21,0.05,0.81,14,7,5528.5,112.65,4651.1,89.52,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2013,2013
,,42437,44305,1.04,0.62,9.77,8,7,4312.56,84.88,3739.7,72.0,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2013,2013
,,4775,5467,1.14,0.08,1.21,8,7,3754.64,73.53,3666.78,70.61,D19 ROZSTRZENIE OSKRZELI,1a,2013,2013
,,1321,1465,1.11,0.02,0.32,5,3,1864.1,35.89,1681.64,32.38,D20 GRUŹLICA,1a,2013,2013
,,1367,2456,1.8,0.03,0.54,5,0,7917.62,170.63,7547.7,145.56,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2013,2013
,,7395,8642,1.17,0.12,1.91,8,7,2890.29,57.69,2703.03,52.07,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2013,2013
,,46605,62390,1.34,0.87,13.76,6,2,3905.87,85.98,3818.8,73.51,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2013,2013
,,15973,17780,1.11,0.25,3.92,1,1,1292.53,24.96,1292.5,24.96,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2013,2013
,,25521,26756,1.05,0.37,5.9,4,2,1838.17,36.69,1764.25,33.96,D37 INNE CHOROBY UKŁADU ODDECHOWEGO,1a,2013,2013
,,5309,5583,1.05,0.08,1.23,6,6,3198.38,62.08,2405.75,46.33,D38 OBRZĘK PŁUC,1a,2013,2013
,,83929,94010,1.12,1.31,20.74,6,7,2057.16,40.65,1864.11,35.88,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2013,2013
,,13379,13682,1.02,0.19,3.02,8,7,2455.73,53.47,1970.42,37.92,D47 ZAPALENIE PŁUC Z PW,1a,2013,2013
,,32483,33265,1.02,0.46,7.34,8,7,1680.33,34.3,1330.12,25.6,D48 ZAPALENIE PŁUC BEZ PW,1a,2013,2013
,,1537,1576,1.03,0.02,0.35,8,7,6011.94,115.5,4698.57,90.41,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2013,2013
,,7655,9678,1.26,0.13,2.13,7,2,4684.69,90.73,4422.44,85.16,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2013,2013
,,4473,4850,1.08,0.07,1.07,7,5,2884.53,57.4,2369.13,45.62,D51 ODMA OPŁUCNOWA,1a,2013,2013
,,23247,26692,1.15,0.37,5.89,8,7,5713.76,111.24,2489.5,47.93,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2013,2013
,,649,780,1.2,0.01,0.17,7,8,6424.54,1440.72,4673.58,90.39,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2013,2013
,,372,377,1.01,0.01,0.08,8,8,1957.58,37.68,1941.17,37.37,D54 ZAPALENIE OPŁUCNEJ,1a,2013,2013
,,4862,6862,1.41,0.1,1.51,4,2,4878.75,93.92,4769.79,91.83,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2013,2013
,,28,30,1.07,0.0,0.01,4,2,7930.43,152.51,3251.73,62.53,D56 CIĘŻKIE WADY ROZWOJOWE < 18 R.Ż,1a,2013,2013
,,685,696,1.02,0.01,0.08,8,8,27376.64,565.53,21370.31,411.06,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2013,2013
,,196,196,1.0,0.0,0.02,3,2,23074.41,446.28,17447.17,337.3,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2013,2013
,,189,189,1.0,0.0,0.02,17,9,41698.74,916.15,34594.48,668.67,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2013,2013
,,8708,8713,1.0,0.12,0.99,9,8,24853.76,478.14,21130.27,406.52,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2013,2013
,,4704,4705,1.0,0.07,0.53,9,8,22032.91,424.13,20012.1,385.26,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2013,2013
,,252,252,1.0,0.0,0.03,25,19,30734.94,592.06,24317.19,468.4,E07 POMOSTOWANIE NACZYŃ WIEŃCOWYCH >75 R.Ż. I > 16 DNI *,1a,2013,2013
,,6948,6969,1.0,0.1,0.79,4,2,4805.01,94.15,4612.99,89.0,E10 OZW - DIAGNOSTYKA INWAZYJNA *,1a,2013,2013-10-01T00:00:00-2013-12-31T00:00:00
,,1656,1660,1.0,0.02,0.18,7,4,18225.71,360.92,16613.81,320.58,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2013,2013
,,48426,50540,1.04,0.7,5.71,4,4,14856.37,293.13,13747.18,265.35,E12 OZW - LECZENIE INWAZYJNE ZŁOŻONE *,1a,2013,2013
,,3404,3439,1.01,0.05,0.38,5,4,13536.4,262.32,12496.32,240.71,E13 OZW - LECZENIE INWAZYJNE > 3 DNI *,1a,2013,2013-10-01T00:00:00-2013-12-31T00:00:00
,,1038,1046,1.01,0.01,0.12,2,3,9710.5,187.59,9317.84,180.0,E14 OZW - LECZENIE INWAZYJNE < 4 DNI *,1a,2013,2013-10-01T00:00:00-2013-12-31T00:00:00
,,11919,12277,1.03,0.17,1.39,5,3,2884.91,58.67,2642.58,50.91,E16 OZW > 69 R.Ż. LUB Z PW,1a,2013,2013
,,6338,6447,1.02,0.09,0.73,4,3,1750.67,34.04,1668.97,32.16,E17 OZW < 70 R.Ż.,1a,2013,2013
,,9877,10201,1.03,0.14,1.15,5,1,1800.97,36.26,1478.92,28.47,E18 OZW BEZ UNIESIENIA ST,1a,2013,2013
,,48,48,1.0,0.0,0.01,2,0,6639.94,127.69,6369.97,122.5,E19 OZW - LECZENIE Z ZASTOSOWANIEM LEKU TROMBOLITYCZNEGO DRUGIEJ/ TRZECIEJ GENERACJI,1a,2013,2013
,,7118,7392,1.04,0.1,0.84,3,2,15617.99,304.14,15231.51,294.92,E20 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ NIE MNIEJ NIŻ 2 STENTÓW DES,1a,2013,2013
,,841,846,1.01,0.01,0.1,3,3,29261.62,643.49,28586.12,552.52,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2013,2013
,,205,208,1.01,0.0,0.02,6,4,25861.13,507.94,24849.88,488.49,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2013,2013
