branch,hospital-types,type-of-discharge-code,type-of-discharge-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,608,69.89,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,4,0.46,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",1,0.11,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,2174,30.44,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,3930,55.03,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,480,6.72,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",94,1.32,30,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,6,wypisanie na własne żądanie,9,0.13,16,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,9,zgon pacjenta,454,6.36,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,276,37.5,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,402,54.62,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,42,5.71,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,6,wypisanie na własne żądanie,2,0.27,15,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,9,zgon pacjenta,14,1.9,16,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1325,34.16,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1663,42.87,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,320,8.25,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",93,2.4,33,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,6,wypisanie na własne żądanie,2,0.05,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,2,0.05,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,9,zgon pacjenta,474,12.22,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,306,31.38,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,510,52.31,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,40,4.1,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",12,1.23,30,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,6,wypisanie na własne żądanie,1,0.1,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,9,zgon pacjenta,106,10.87,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,115,27.51,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,300,71.77,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,1,0.24,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,6,wypisanie na własne żądanie,2,0.48,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,4403,31.36,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem 9 lub 10, która samowolnie opuściła podmiot leczniczy",1,0.01,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,9328,66.43,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,255,1.82,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",13,0.09,25,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,6,wypisanie na własne żądanie,10,0.07,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,9,zgon pacjenta,32,0.23,14,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,709,48.23,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,748,50.88,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,9,0.61,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,6,wypisanie na własne żądanie,1,0.07,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,9,zgon pacjenta,3,0.2,43,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,8,23.53,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,25,73.53,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,6,wypisanie na własne żądanie,1,2.94,4,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1520,22.21,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,11,wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r.,1,0.01,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,5269,76.98,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,43,0.63,5,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",1,0.01,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,6,wypisanie na własne żądanie,9,0.13,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.01,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,8,wypisanie na podstawie art. 22 ust. 1 pkt 3 ustawy o zakładach opieki zdrowotnej,1,0.01,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,520,39.42,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,793,60.12,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,2,0.15,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,6,wypisanie na własne żądanie,4,0.3,1,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,720,39.5,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1057,57.98,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,32,1.76,8,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,6,wypisanie na własne żądanie,5,0.27,2,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,9,zgon pacjenta,9,0.49,13,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1143,30.25,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2416,63.95,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,151,4.0,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",13,0.34,20,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,6,wypisanie na własne żądanie,34,0.9,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,9,zgon pacjenta,21,0.56,19,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1768,24.11,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,5048,68.84,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,341,4.65,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",29,0.4,19,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,6,wypisanie na własne żądanie,84,1.15,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,4,0.05,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,8,wypisanie na podstawie art. 22 ust. 1 pkt 3 ustawy o zakładach opieki zdrowotnej,2,0.03,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,9,zgon pacjenta,57,0.78,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,179,27.08,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,411,62.18,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,26,3.93,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",6,0.91,13,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,6,wypisanie na własne żądanie,5,0.76,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,9,zgon pacjenta,34,5.14,12,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,355,34.4,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,610,59.11,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,33,3.2,7,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",5,0.48,22,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,6,wypisanie na własne żądanie,15,1.45,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,9,zgon pacjenta,14,1.36,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,688,23.84,4,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2112,73.18,4,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,30,1.04,5,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",2,0.07,3,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,6,wypisanie na własne żądanie,53,1.84,2,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.03,3,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1014,26.41,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1829,47.63,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,546,14.22,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",56,1.46,5,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,6,wypisanie na własne żądanie,108,2.81,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,2,0.05,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,9,zgon pacjenta,285,7.42,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,2353,24.98,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem 9 lub 10, która samowolnie opuściła podmiot leczniczy",1,0.01,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,4780,50.74,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,1452,15.41,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",237,2.52,10,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,6,wypisanie na własne żądanie,82,0.87,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,9,zgon pacjenta,515,5.47,11,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,822,24.36,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,11,wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r.,1,0.03,9,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2228,66.01,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,98,2.9,8,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",67,1.99,14,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,6,wypisanie na własne żądanie,29,0.86,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,9,zgon pacjenta,130,3.85,10,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,263,15.33,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1395,81.29,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,28,1.63,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",19,1.11,9,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,6,wypisanie na własne żądanie,2,0.12,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,9,zgon pacjenta,9,0.52,11,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,3312,33.4,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,6373,64.28,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,105,1.06,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",20,0.2,12,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,6,wypisanie na własne żądanie,86,0.87,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,8,wypisanie na podstawie art. 22 ust. 1 pkt 3 ustawy o zakładach opieki zdrowotnej,1,0.01,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,9,zgon pacjenta,18,0.18,11,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,5112,24.23,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,11,wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r.,1,0.0,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,13184,62.48,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,3,skierowanie do dalszego leczenia w innym szpitalu,893,4.23,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,4,"skierowanie do dalszego leczenia w innym niż szpital, zakładzie opieki stacjonarnej",543,2.57,9,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,6,wypisanie na własne żądanie,230,1.09,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,7,osoba leczona samowolnie opuściła zakład opieki stacjonarnej przed zakończeniem procesu terapeutycznego lub diagnostycznego,7,0.03,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,9,zgon pacjenta,1131,5.36,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
