branch,hospital-types,type-of-discharge-code,type-of-discharge-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,9,zgon pacjenta,12,2.43,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,6,wypisanie na własne żądanie,3,0.61,3,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,194,42.45,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,261,57.11,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,1,0.22,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,1,0.22,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,9,zgon pacjenta,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,6,wypisanie na własne żądanie,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,287,44.02,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,361,55.37,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,1,0.15,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,9,zgon pacjenta,1,0.15,8,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,6,wypisanie na własne żądanie,2,0.31,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,2211,29.26,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,4265,56.45,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,593,7.85,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,70,0.93,37,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,1,0.01,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,9,zgon pacjenta,405,5.36,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,6,wypisanie na własne żądanie,11,0.15,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,2206,36.44,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,2535,41.87,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,591,9.76,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,93,1.54,35,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,9,zgon pacjenta,624,10.31,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,6,wypisanie na własne żądanie,5,0.08,14,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,709,33.36,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1179,55.48,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,88,4.14,11,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,19,0.89,16,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,9,zgon pacjenta,123,5.79,10,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,6,wypisanie na własne żądanie,7,0.33,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,87,14.08,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,522,84.47,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,4,0.65,15,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,2,0.32,10,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,9,zgon pacjenta,2,0.32,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,6,wypisanie na własne żądanie,1,0.16,8,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,5814,34.33,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,10781,63.65,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,267,1.58,10,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,25,0.15,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",4,0.02,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,9,zgon pacjenta,36,0.21,23,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,6,wypisanie na własne żądanie,11,0.06,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1127,49.11,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,1157,50.41,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,5,0.22,8,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",1,0.04,2,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,9,zgon pacjenta,4,0.17,23,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,6,wypisanie na własne żądanie,1,0.04,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,9,56.25,7,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,5,31.25,10,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,2,12.5,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,7,osoba leczona samowolnie opuściła podmiot leczniczy wykonujący działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne przed zakończeniem procesu terapeutycznego lub diagnostycznego,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,9,zgon pacjenta,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,8,wypisanie na podstawie art. 29 ust. 1 pkt 3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,10,"osoba leczona, przyjęta w trybie oznaczonym kodem ""9"" lub ""10"", która samowolnie opuściła podmiot leczniczy",0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,6,wypisanie na własne żądanie,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,1,zakończenie procesu terapeutycznego lub diagnostycznego,1830,20.81,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
,,2,skierowanie do dalszego leczenia w lecznictwie ambulatoryjnym,6882,78.27,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
,,3,skierowanie do dalszego leczenia w innym szpitalu,40,0.45,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
,,4,skierowanie do dalszego leczenia w innym niż szpital przedsiębiorstwie podmiotu leczniczego wykonującego działalność leczniczą w rodzaju stacjonarne i całodobowe świadczenia zdrowotne,34,0.39,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
,,11,"wypisanie na podstawie art. 46 albo 47 ustawy z dnia 22 listopada 2013 r. o postępowaniu wobec osób z zaburzeniami psychicznymi stwarzających zagrożenie życia, zdrowia lub wolności seksualnej innych osób.",1,0.01,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
