branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,2,przeniesienie z innego szpitala,36,0.1,6,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2013,2013
,,1,planowe,4956,14.43,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2013,2013
,,4,inne,8,0.02,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2013,2013
,,3,nagły,47285,96.68,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2013,2013
,,2,przeniesienie z innego szpitala,112,0.23,13,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2013,2013
,,1,planowe,1501,3.07,11,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2013,2013
,,4,inne,10,0.02,8,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2013,2013
,,3,nagły,23413,93.22,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2013,2013
,,2,przeniesienie z innego szpitala,57,0.23,9,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2013,2013
,,1,planowe,1646,6.55,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2013,2013
,,4,inne,1,0.0,32,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2013,2013
,,3,nagły,13153,94.67,3,A50 UDAR MÓZGU - LECZENIE,1a,2013,2013
,,2,przeniesienie z innego szpitala,45,0.32,4,A50 UDAR MÓZGU - LECZENIE,1a,2013,2013
,,1,planowe,692,4.98,4,A50 UDAR MÓZGU - LECZENIE,1a,2013,2013
,,4,inne,4,0.03,5,A50 UDAR MÓZGU - LECZENIE,1a,2013,2013
,,3,nagły,4373,98.67,10,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2013,2013
,,2,przeniesienie z innego szpitala,8,0.18,13,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2013,2013
,,1,planowe,50,1.13,11,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2013,2013
,,4,inne,1,0.02,8,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2013,2013
,,3,nagły,2749,74.02,6,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2013,2013
,,2,przeniesienie z innego szpitala,5,0.13,7,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2013,2013
,,1,planowe,960,25.85,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2013,2013
,,4,inne,0,0.0,0,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2013,2013
,,3,nagły,5370,88.41,10,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2013,2013
,,2,przeniesienie z innego szpitala,31,0.51,14,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2013,2013
,,1,planowe,663,10.92,9,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2013,2013
,,4,inne,10,0.16,15,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2013,2013
,,3,nagły,1095,53.76,5,A58 ENCEFALOPATIA,1a,2013,2013
,,2,przeniesienie z innego szpitala,5,0.25,11,A58 ENCEFALOPATIA,1a,2013,2013
,,1,planowe,937,46.0,3,A58 ENCEFALOPATIA,1a,2013,2013
,,4,inne,0,0.0,0,A58 ENCEFALOPATIA,1a,2013,2013
,,3,nagły,19465,71.32,3,A59 BÓLE GŁOWY,1a,2013,2013
,,2,przeniesienie z innego szpitala,15,0.05,6,A59 BÓLE GŁOWY,1a,2013,2013
,,1,planowe,7811,28.62,3,A59 BÓLE GŁOWY,1a,2013,2013
,,4,inne,0,0.0,0,A59 BÓLE GŁOWY,1a,2013,2013
,,3,nagły,10388,81.07,3,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2013,2013
,,2,przeniesienie z innego szpitala,14,0.11,4,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2013,2013
,,1,planowe,2409,18.8,1,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2013,2013
,,4,inne,2,0.02,1,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2013,2013
,,3,nagły,10364,81.09,6,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2013,2013
,,2,przeniesienie z innego szpitala,14,0.11,6,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2013,2013
,,1,planowe,2402,18.79,5,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2013,2013
,,4,inne,1,0.01,4,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2013,2013
,,3,nagły,33946,96.69,3,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2013,2013
,,2,przeniesienie z innego szpitala,85,0.24,5,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2013,2013
,,1,planowe,1075,3.06,3,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2013,2013
,,4,inne,2,0.01,9,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2013,2013
,,3,nagły,22458,94.45,1,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2013,2013
,,2,przeniesienie z innego szpitala,4,0.02,2,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2013,2013
,,1,planowe,1316,5.53,2,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2013,2013
,,4,inne,0,0.0,0,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2013,2013
,,3,nagły,563,48.62,7,A86 CHOROBY NEURONU RUCHOWEGO,1a,2013,2013
,,2,przeniesienie z innego szpitala,3,0.26,13,A86 CHOROBY NEURONU RUCHOWEGO,1a,2013,2013
,,1,planowe,592,51.12,7,A86 CHOROBY NEURONU RUCHOWEGO,1a,2013,2013
,,4,inne,0,0.0,0,A86 CHOROBY NEURONU RUCHOWEGO,1a,2013,2013
,,3,nagły,34971,59.38,5,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2013,2013
,,2,przeniesienie z innego szpitala,70,0.12,7,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2013,2013
,,1,planowe,23851,40.5,5,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2013,2013
,,4,inne,4,0.01,5,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2013,2013
,,3,nagły,29,14.87,2,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2013,2013
,,2,przeniesienie z innego szpitala,0,0.0,0,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2013,2013
,,1,planowe,166,85.13,1,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2013,2013
,,4,inne,0,0.0,0,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2013,2013
,,3,nagły,1006,6.05,0,B02 LECZENIE WYSIĘKOWEJ POSTACI AMD Z ZASTOSOWANIEM INIEKCJI DOSZKLISTKOWYCH PRZECIWCIAŁA MONOKLONALNEGO ANTY-VEGF/ REKOMBINOWANEGO BIAŁKA FUZYJNEGO,1a,2013,2013
,,2,przeniesienie z innego szpitala,1,0.01,0,B02 LECZENIE WYSIĘKOWEJ POSTACI AMD Z ZASTOSOWANIEM INIEKCJI DOSZKLISTKOWYCH PRZECIWCIAŁA MONOKLONALNEGO ANTY-VEGF/ REKOMBINOWANEGO BIAŁKA FUZYJNEGO,1a,2013,2013
,,1,planowe,15613,93.94,0,B02 LECZENIE WYSIĘKOWEJ POSTACI AMD Z ZASTOSOWANIEM INIEKCJI DOSZKLISTKOWYCH PRZECIWCIAŁA MONOKLONALNEGO ANTY-VEGF/ REKOMBINOWANEGO BIAŁKA FUZYJNEGO,1a,2013,2013
,,4,inne,0,0.0,0,B02 LECZENIE WYSIĘKOWEJ POSTACI AMD Z ZASTOSOWANIEM INIEKCJI DOSZKLISTKOWYCH PRZECIWCIAŁA MONOKLONALNEGO ANTY-VEGF/ REKOMBINOWANEGO BIAŁKA FUZYJNEGO,1a,2013,2013
,,3,nagły,89,60.96,6,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2013,2013
,,2,przeniesienie z innego szpitala,0,0.0,0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2013,2013
,,1,planowe,57,39.04,6,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2013,2013
,,4,inne,0,0.0,0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2013,2013
,,3,nagły,383,50.07,5,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2013,2013
,,2,przeniesienie z innego szpitala,0,0.0,0,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2013,2013
,,1,planowe,382,49.93,5,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2013,2013
,,4,inne,0,0.0,0,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2013,2013
,,3,nagły,35,63.64,4,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2013,2013
,,2,przeniesienie z innego szpitala,0,0.0,0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2013,2013
,,1,planowe,20,36.36,4,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2013,2013
,,4,inne,0,0.0,0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2013,2013
,,3,nagły,360,15.73,3,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2013,2013
,,2,przeniesienie z innego szpitala,0,0.0,0,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2013,2013
,,1,planowe,1928,84.27,2,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2013,2013
,,4,inne,0,0.0,0,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2013,2013
,,3,nagły,2680,4.06,2,B12 USUNIĘCIE ZAĆMY POWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,2,przeniesienie z innego szpitala,4,0.01,2,B12 USUNIĘCIE ZAĆMY POWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,1,planowe,63338,95.93,2,B12 USUNIĘCIE ZAĆMY POWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,4,inne,3,0.0,0,B12 USUNIĘCIE ZAĆMY POWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,3,nagły,2858,2.42,2,B13 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,2,przeniesienie z innego szpitala,3,0.0,0,B13 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,1,planowe,115466,97.58,1,B13 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,4,inne,6,0.01,0,B13 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODĄ EMULSYFIKACJI Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,3,nagły,117,7.75,4,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,2,przeniesienie z innego szpitala,0,0.0,0,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,1,planowe,1393,92.25,3,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,4,inne,0,0.0,0,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,3,nagły,77,4.55,3,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,2,przeniesienie z innego szpitala,0,0.0,0,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,1,planowe,1614,95.45,3,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,4,inne,0,0.0,0,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2013,2013
,,3,nagły,2065,27.24,3,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2013,2013
,,2,przeniesienie z innego szpitala,0,0.0,0,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2013,2013
