disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
I67.1,"Tętniak mózgu, niepęknięty",382,5.35,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",290,4.06,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I60.1,Krwotok podpajęczynówkowy z tętnicy środkowej mózgu,179,2.51,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I60.2,Krwotok podpajęczynówkowy z tętnicy łączącej przedniej,125,1.75,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I62.0,Krwotok pod oponą twardą (ostry) (nieurazowy),91,1.27,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",86,1.2,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D32.0,Nowotwór niezłośliwy (opony mózgowe),737,10.25,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D35.2,Nowotwór niezłośliwy (przysadka),610,8.54,6,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",584,8.14,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.1,Nowotwór złośliwy (płat czołowy),524,7.3,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,386,5.38,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.2,Nowotwór złośliwy (płat skroniowy),380,5.29,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.3,Nowotwór złośliwy (płat ciemienowy),298,4.16,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.9,"Nowotwór złośliwy (mózg, nie określony)",192,2.67,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.6,Nowotwór złośliwy (móżdżek),169,2.37,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",172,2.37,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D33.3,Nowotwór niezłośliwy (nerwy czaszkowe),128,1.78,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.4,Nowotwór złośliwy (płat potyliczny),98,1.36,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.1,Nowotwór złośliwy (płat czołowy),189,25.54,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C71.2,Nowotwór złośliwy (płat skroniowy),167,22.55,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C71.9,"Nowotwór złośliwy (mózg, nie określony)",105,14.27,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C71.3,Nowotwór złośliwy (płat ciemienowy),74,10.05,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),46,6.25,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C71.6,Nowotwór złośliwy (móżdżek),45,5.98,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C71.4,Nowotwór złośliwy (płat potyliczny),40,5.43,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C70.0,Nowotwór złośliwy (opony mózgowe),32,4.35,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C71.5,Nowotwór złośliwy (komory mózgowe),21,2.85,13,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),8,1.09,12,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
C71.1,Nowotwór złośliwy (płat czołowy),292,7.5,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.2,Nowotwór złośliwy (płat skroniowy),230,5.93,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,190,4.9,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.3,Nowotwór złośliwy (płat ciemienowy),182,4.69,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.9,"Nowotwór złośliwy (mózg, nie określony)",147,3.76,5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",143,3.61,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D32.0,Nowotwór niezłośliwy (opony mózgowe),86,2.19,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),67,1.73,4,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.6,Nowotwór złośliwy (móżdżek),57,1.47,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71.4,Nowotwór złośliwy (płat potyliczny),57,1.42,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",57,1.42,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
C71,Nowotwór złośliwy mózgu,39,1.01,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",263,6.78,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.8,Inne wodogłowie,154,3.97,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],141,3.64,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.1,Wodogłowie z niedrożności,103,2.66,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.0,Wodogłowie komunikujące,102,2.63,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I61.0,"Krwotok mózgowy do półkul, podkorowy",96,2.47,15,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.9,"Wodogłowie, nie określone",80,2.06,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I61.4,Krwotok mózgowy do móżdżku,62,1.6,16,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
S06.3,Ogniskowy uraz mózgu,55,1.42,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G50.0,Neuralgia nerwu trójdzielnego,49,1.26,4,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
S06.5,Urazowy krwotok podtwardówkowy,47,1.21,17,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G06.0,Ropień i ziarniniak śródczaszkowy,42,1.08,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
S06.8,Inne urazy śródczaszkowe,42,1.08,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G50.0,Neuralgia nerwu trójdzielnego,57,5.85,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.8,Inne wodogłowie,52,5.33,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.9,"Wodogłowie, nie określone",42,4.31,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.1,Wodogłowie z niedrożności,34,3.49,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I62.0,Krwotok pod oponą twardą (ostry) (nieurazowy),29,2.97,10,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.2,Wodogłowie normociśnieniowe [zespół Hakima],29,2.97,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I62.9,"Krwotok mózgowy (nieurazowy), nie określony",29,2.97,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
Z90.0,Nabyty brak fragmentów głowy i szyi,26,2.67,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D16.4,Nowotwór niezłośliwy (kości czaszki i twarzy),26,2.67,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I69.2,Następstwa innych nieurazowych krwotoków wewnątrzczaszkowych,26,2.67,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
M95.2,Inne nabyte zniekształcenia głowy,24,2.46,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G06.0,Ropień i ziarniniak śródczaszkowy,22,2.26,11,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G20,Choroba Parkinsona,20,2.05,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I61.9,"Krwotok mózgowy, nie określony",18,1.85,10,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.0,Wodogłowie komunikujące,16,1.64,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I61.8,Inne krwotoki mózgowe,16,1.64,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
M96.1,"Zespół polaminektomijny, niesklasyfikowany gdzie indziej",15,1.54,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
T90.8,Następstwa innych określonych urazów głowy,13,1.33,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",12,1.23,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
T81.8,"Inne powikłania zabiegów, niesklasyfikowane gdzie indziej",11,1.13,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G93.0,Torbiele mózgu,10,1.03,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
I69.1,Następstwa krwotoku mózgowego,10,1.03,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G56.0,Zespół cieśni nadgarstka,98,23.45,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
Z47.0,Pomoc pochorobowa obejmująca usunięcie płytki lub innego wewnętrznego urządzenia unieruchamiającego,87,20.81,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,26,6.22,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.8,Inne wodogłowie,18,4.31,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G50.0,Neuralgia nerwu trójdzielnego,13,3.11,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G96.0,Wyciek płynu mózgowo-rdzeniowego,12,2.87,11,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.0,Wodogłowie komunikujące,9,2.15,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
M47.2,Inne spondylozy z uszkodzeniem korzeni nerwów rdzeniowych,7,1.67,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
D36.1,Nowotwór niezłośliwy (nerwy obwodowe i autonomiczny układ nerwowy),7,1.67,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
G91.9,"Wodogłowie, nie określone",6,1.44,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
T90.2,Następstwa złamania kości czaszki i twarzoczaszki,5,1.2,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,7781,55.41,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M48.0,Zespół wąskiego kanału kręgowego,1553,11.06,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M47.2,Inne spondylozy z uszkodzeniem korzeni nerwów rdzeniowych,885,6.3,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51.2,Inne określone przemieszczenia krążka międzykręgowego,633,4.51,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M48.8,Inne określone spondylopatie,379,2.7,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51.8,Inne określone choroby krążka międzykręgowego,226,1.61,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51.0,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem rdzenia kręgowego (G99.2*),218,1.55,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51.3,Inne określone zwyrodnienia krążka międzykręgowego,147,1.05,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
D33.4,Nowotwór niezłośliwy (rdzeń kręgowy),288,2.02,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,1207,82.11,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51.2,Inne określone przemieszczenia krążka międzykręgowego,78,5.31,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51,Inne choroby krążka międzykręgowego,20,1.36,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51.0,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem rdzenia kręgowego (G99.2*),15,1.02,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
G54.5,Nerwoból z zanikiem mięśni,17,50.0,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,2,5.88,5,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51.1,Choroby krążków międzykręgowych lędźwiowych i innych z uszkodzeniem korzeni nerwów rdzeniowych,2,5.88,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M48.8,Inne określone spondylopatie,2,5.88,14,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
T98.3,Następstwa powikłań opieki chirurgicznej i medycznej niesklasyfikowane gdzie indziej,1,2.94,7,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M47.9,Nieokreślone spondylozy,1,2.94,1,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M51.3,Inne określone zwyrodnienia krążka międzykręgowego,1,2.94,1,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
Q07.0,Zespół Arnolda-Chiariego,1,2.94,9,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
M54.9,Nieokreślone bóle grzbietu,1,2.94,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
Z48.9,"Chirurgiczna pielęgnacja pochorobowa, nie określona",1,2.94,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
