branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,8,przeniesienie z innego szpitala,2,0.14,27,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,867,10.83,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,1851,23.13,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,4868,60.83,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,8,przeniesienie z innego szpitala,235,2.94,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,1,0.01,5,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,180,2.25,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,97,6.93,12,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,305,21.8,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,928,66.33,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,8,przeniesienie z innego szpitala,32,2.29,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,37,2.64,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,710,18.04,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,1187,30.16,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,1808,45.94,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,8,przeniesienie z innego szpitala,159,4.04,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,3,0.08,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,69,1.75,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,146,12.14,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,327,27.18,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,699,58.1,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,8,przeniesienie z innego szpitala,26,2.16,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,5,0.42,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,9,2.4,5,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,56,14.93,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,305,81.33,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,8,przeniesienie z innego szpitala,2,0.53,7,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,3,0.8,7,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,316,1.4,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,3411,15.12,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,1,0.0,27,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,18652,82.66,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,7,przyjęcie planowe  - poza kolejnością,10,0.04,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,8,przeniesienie z innego szpitala,133,0.59,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,1,0.0,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,40,0.18,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,7,0.42,6,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,162,9.71,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,1496,89.63,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,7,przyjęcie planowe  - poza kolejnością,1,0.06,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,8,przeniesienie z innego szpitala,3,0.18,7,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,1,1.64,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,15,24.59,1,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,45,73.77,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,35,0.34,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,642,6.22,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,9589,92.84,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,7,przyjęcie planowe  - poza kolejnością,59,0.57,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,8,przeniesienie z innego szpitala,4,0.04,5,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,6,0.21,2,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,303,10.76,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,2483,88.21,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,7,przyjęcie planowe  - poza kolejnością,21,0.75,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,8,przeniesienie z innego szpitala,1,0.04,1,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,1,0.04,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,27,0.76,12,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,552,15.53,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,2965,83.43,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,7,przyjęcie planowe  - poza kolejnością,1,0.03,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,8,przeniesienie z innego szpitala,6,0.17,15,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,3,0.08,11,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,291,4.5,11,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,1832,28.33,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,4329,66.95,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,8,przeniesienie z innego szpitala,14,0.22,15,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,451,6.87,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,2764,42.11,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,3326,50.68,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,7,przyjęcie planowe  - poza kolejnością,3,0.05,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,8,przeniesienie z innego szpitala,18,0.27,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,1,0.02,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,141,14.51,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,404,41.56,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,425,43.72,3,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,8,przeniesienie z innego szpitala,1,0.1,21,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,1,0.1,3,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,55,3.4,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,394,24.37,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,1166,72.11,2,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,8,przeniesienie z innego szpitala,2,0.12,14,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,640,26.48,5,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,1261,52.17,4,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,514,21.27,4,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,8,przeniesienie z innego szpitala,2,0.08,6,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,588,13.66,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,1360,31.59,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,2270,52.73,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,8,przeniesienie z innego szpitala,32,0.74,4,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,55,1.28,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,4044,36.24,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,5140,46.06,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,1922,17.22,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,7,przyjęcie planowe  - poza kolejnością,1,0.01,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,8,przeniesienie z innego szpitala,47,0.42,9,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,5,0.04,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,441,11.09,8,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,1047,26.33,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,2474,62.21,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,7,przyjęcie planowe  - poza kolejnością,2,0.05,11,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,8,przeniesienie z innego szpitala,13,0.33,24,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,236,8.97,8,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,624,23.71,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,1771,67.29,4,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,8,przeniesienie z innego szpitala,1,0.04,4,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,493,4.28,6,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,4837,42.01,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,6164,53.54,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,8,przeniesienie z innego szpitala,19,0.17,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,7350,28.41,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,9686,37.44,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,8586,33.18,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2024,2024
,,7,przyjęcie planowe  - poza kolejnością,29,0.11,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2024,2024
,,8,przeniesienie z innego szpitala,221,0.85,8,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2024,2024
,,10,przyjęcie przymusowe,2,0.01,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,2187,45.79,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,2054,43.01,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,529,11.08,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2024,2024
,,8,przeniesienie z innego szpitala,6,0.13,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,8620,47.81,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,7508,41.64,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,1855,10.29,4,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2024,2024
,,8,przeniesienie z innego szpitala,47,0.26,6,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2024,2024
,,10,przyjęcie przymusowe,1,0.01,6,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,42568,64.68,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,20413,31.02,9,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,1885,2.86,9,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2024,2024
,,8,przeniesienie z innego szpitala,939,1.43,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,4,0.01,21,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,31,62.0,5,A48T KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 3 DNI < 8 DNI W ODDZIALE UDAROWYM,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,14,28.0,6,A48T KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 3 DNI < 8 DNI W ODDZIALE UDAROWYM,1a,2024,2024
,,8,przeniesienie z innego szpitala,5,10.0,6,A48T KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 3 DNI < 8 DNI W ODDZIALE UDAROWYM,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,5149,61.04,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,2831,33.56,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,408,4.84,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2024,2024
,,8,przeniesienie z innego szpitala,47,0.56,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,7111,72.79,1,A50 UDAR MÓZGU - LECZENIE,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,2249,23.02,2,A50 UDAR MÓZGU - LECZENIE,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,319,3.27,3,A50 UDAR MÓZGU - LECZENIE,1a,2024,2024
,,8,przeniesienie z innego szpitala,90,0.92,4,A50 UDAR MÓZGU - LECZENIE,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,71,4.81,6,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,785,53.22,6,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2024,2024
,,6,przyjęcie planowe na podstawie skierowania,615,41.69,1,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2024,2024
,,8,przeniesienie z innego szpitala,2,0.14,4,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2024,2024
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,2,0.14,3,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2024,2024
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,1302,16.79,13,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2024,2024
,,3,przyjęcie w trybie nagłym - inne przypadki,4493,57.94,10,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2024,2024
