branch,hospital-types,gender-code,gender-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,1,mężczyzna,856,51.1,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,2,kobieta,819,48.9,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,9,nieznana,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,1,mężczyzna,2017,34.94,4,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,2,kobieta,3755,65.06,4,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,9,nieznana,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,1,mężczyzna,2903,47.86,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,2,kobieta,3162,52.14,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,9,nieznana,0,0.0,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,1,mężczyzna,5671,47.36,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,2,kobieta,6304,52.64,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,9,nieznana,0,0.0,0,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,1,mężczyzna,2509,49.15,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,2,kobieta,2596,50.85,5,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,9,nieznana,0,0.0,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,1,mężczyzna,1263,48.37,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,2,kobieta,1348,51.63,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,9,nieznana,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,1,mężczyzna,4631,32.41,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,2,kobieta,9657,67.59,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,9,nieznana,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,1,mężczyzna,13611,44.74,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,2,kobieta,16814,55.26,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,9,nieznana,0,0.0,0,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
,,1,mężczyzna,3164,36.34,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
,,2,kobieta,5542,63.66,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
,,9,nieznana,0,0.0,0,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2018,2018
,,1,mężczyzna,12200,40.18,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2018,2018
,,2,kobieta,18167,59.82,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2018,2018
,,9,nieznana,0,0.0,0,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,1,mężczyzna,25207,50.88,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,2,kobieta,24334,49.12,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,9,nieznana,0,0.0,0,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,0,płeć nieokreślona,1,0.01,44,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2018,2018
,,1,mężczyzna,6874,48.65,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2018,2018
,,2,kobieta,7255,51.34,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2018,2018
,,9,nieznana,0,0.0,0,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A50 UDAR MÓZGU - LECZENIE,1a,2018,2018
,,1,mężczyzna,5094,46.55,3,A50 UDAR MÓZGU - LECZENIE,1a,2018,2018
,,2,kobieta,5849,53.45,3,A50 UDAR MÓZGU - LECZENIE,1a,2018,2018
,,9,nieznana,0,0.0,0,A50 UDAR MÓZGU - LECZENIE,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,1,mężczyzna,4972,50.84,9,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,2,kobieta,4807,49.16,10,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,9,nieznana,0,0.0,0,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2018,2018
,,1,mężczyzna,1361,45.2,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2018,2018
,,2,kobieta,1650,54.8,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2018,2018
,,9,nieznana,0,0.0,0,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2018,2018
,,1,mężczyzna,3893,54.27,10,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2018,2018
,,2,kobieta,3280,45.73,10,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2018,2018
,,9,nieznana,0,0.0,0,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A58 ENCEFALOPATIA,1a,2018,2018
,,1,mężczyzna,389,61.36,6,A58 ENCEFALOPATIA,1a,2018,2018
,,2,kobieta,245,38.64,6,A58 ENCEFALOPATIA,1a,2018,2018
,,9,nieznana,0,0.0,0,A58 ENCEFALOPATIA,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A59 BÓLE GŁOWY,1a,2018,2018
,,1,mężczyzna,7531,34.31,3,A59 BÓLE GŁOWY,1a,2018,2018
,,2,kobieta,14418,65.69,3,A59 BÓLE GŁOWY,1a,2018,2018
,,9,nieznana,0,0.0,0,A59 BÓLE GŁOWY,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2018,2018
,,1,mężczyzna,4053,57.28,3,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2018,2018
,,2,kobieta,3023,42.72,4,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2018,2018
,,9,nieznana,0,0.0,0,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2018,2018
,,1,mężczyzna,6225,51.14,6,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2018,2018
,,2,kobieta,5948,48.86,6,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2018,2018
,,9,nieznana,0,0.0,0,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,1,mężczyzna,7479,70.38,4,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,2,kobieta,3148,29.62,4,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,9,nieznana,0,0.0,0,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,0,płeć nieokreślona,1,0.01,3,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,1,mężczyzna,5932,54.35,2,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,2,kobieta,4982,45.64,2,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,9,nieznana,0,0.0,0,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A86 CHOROBY NEURONU RUCHOWEGO,1a,2018,2018
,,1,mężczyzna,805,54.84,5,A86 CHOROBY NEURONU RUCHOWEGO,1a,2018,2018
,,2,kobieta,663,45.16,5,A86 CHOROBY NEURONU RUCHOWEGO,1a,2018,2018
,,9,nieznana,0,0.0,0,A86 CHOROBY NEURONU RUCHOWEGO,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A87A INNE CHOROBY UKŁADU NERWOWEGO>17 R.Ż.,1a,2018,2018
,,1,mężczyzna,23300,44.88,5,A87A INNE CHOROBY UKŁADU NERWOWEGO>17 R.Ż.,1a,2018,2018
,,2,kobieta,28612,55.12,4,A87A INNE CHOROBY UKŁADU NERWOWEGO>17 R.Ż.,1a,2018,2018
,,9,nieznana,0,0.0,0,A87A INNE CHOROBY UKŁADU NERWOWEGO>17 R.Ż.,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,A87B INNE CHOROBY UKŁADU NERWOWEGO<18 R.Ż.,1a,2018,2018
,,1,mężczyzna,8645,51.63,3,A87B INNE CHOROBY UKŁADU NERWOWEGO<18 R.Ż.,1a,2018,2018
,,2,kobieta,8099,48.37,3,A87B INNE CHOROBY UKŁADU NERWOWEGO<18 R.Ż.,1a,2018,2018
,,9,nieznana,0,0.0,0,A87B INNE CHOROBY UKŁADU NERWOWEGO<18 R.Ż.,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,1,mężczyzna,17,41.46,1,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,2,kobieta,24,58.54,1,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,9,nieznana,0,0.0,0,B01 LECZENIE WYSIĘKOWEJ POSTACI AMD WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-01-01T00:00:00-2018-06-30T00:00:00
,,0,płeć nieokreślona,0,0.0,0,B03 LECZENIE WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,1,mężczyzna,12,54.55,1,B03 LECZENIE WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,2,kobieta,10,45.45,1,B03 LECZENIE WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,9,nieznana,0,0.0,0,B03 LECZENIE WERTEPORFINĄ PRZY ZASTOSOWANIU TERAPII FOTODYNAMICZNEJ,1a,2018,2018-07-01T00:00:00-2018-12-31T00:00:00
,,0,płeć nieokreślona,0,0.0,0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2018,2018
,,1,mężczyzna,45,39.82,5,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2018,2018
,,2,kobieta,68,60.18,4,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2018,2018
,,9,nieznana,0,0.0,0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2018,2018
,,1,mężczyzna,400,44.3,4,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2018,2018
,,2,kobieta,503,55.7,4,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2018,2018
,,9,nieznana,0,0.0,0,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2018,2018
,,1,mężczyzna,20,55.56,3,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2018,2018
,,2,kobieta,16,44.44,3,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2018,2018
,,9,nieznana,0,0.0,0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2018,2018
,,1,mężczyzna,731,33.86,2,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2018,2018
,,2,kobieta,1428,66.14,1,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2018,2018
,,9,nieznana,0,0.0,0,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2018,2018
,,1,mężczyzna,4309,52.85,2,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2018,2018
,,2,kobieta,3845,47.15,2,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2018,2018
,,9,nieznana,0,0.0,0,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2018,2018
,,0,płeć nieokreślona,0,0.0,0,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2018,2018
,,1,mężczyzna,1127,51.79,2,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2018,2018
