disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
S07.1,Uraz zmiażdżeniowy czaszki,15,2.55,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
S09.7,Liczne urazy głowy,10,1.7,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
S09.9,Nieokreślony uraz głowy,10,1.7,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
S02.2,Złamanie kości nosowych,8,1.36,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
S02.8,Złamanie innych kości czaszki i twarzoczaszki,7,1.19,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
G20,Choroba Parkinsona,133,67.17,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G24.9,"Dystonia, nie określona",9,4.55,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G23.0,Choroba Hellervordena-Spatza,8,4.04,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G25.8,Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych,8,4.04,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G25.0,Drżenie samoistne,7,3.54,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G25.2,Inne określone formy drżenia,6,3.03,6,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G24.2,Dystonia samoistna niedziedziczna,6,3.03,6,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G24.1,Dystonia samoistna rodzinna,5,2.53,8,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G25.9,"Zaburzenia pozapiramidowe i zaburzenia czynności ruchowych, nie określone",5,2.53,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G23.8,Inne określone choroby zwyrodnieniowe jąder podstawy,4,2.02,13,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G24.8,Inne dystonie,3,1.52,9,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G25.6,Polekowe i inne tiki pochodzenia organicznego,2,1.01,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G21.9,"Parkinsonizm wtórny, nie określony",2,1.01,12,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
G55.2,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zmianach zwyrodnieniowych kręgów (M47.-+),21,22.11,7,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G55.3,"Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w innych (dolegliwościach kręgosłupa) dorsopatiach (M45-M46, M48.-+, M53-M5",11,11.58,8,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G55.1,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w zaburzeniach krążka międzykręgowego (M50-M51+),2,2.11,6,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G55.8,Ucisk korzeni nerwów rdzeniowych i splotów nerwowych w innych chorobach sklasyfikowanych gdzie indziej,2,2.11,7,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G26,Zaburzenia pozapiramidowe i zaburzenia czynności ruchowych w chorobach sklasyfikowanych gdzie indziej,2,2.11,20,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G54.5,Nerwoból z zanikiem mięśni,46,48.42,8,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G54.6,Zespół bólu fantomowego kończyny z bólem,13,13.68,6,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G20,Choroba Parkinsona,6,6.32,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G25.8,Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych,6,6.32,6,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G25.6,Polekowe i inne tiki pochodzenia organicznego,1,1.05,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G21.9,"Parkinsonizm wtórny, nie określony",1,1.05,6,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G24.9,"Dystonia, nie określona",1,1.05,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G25.9,"Zaburzenia pozapiramidowe i zaburzenia czynności ruchowych, nie określone",1,1.05,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
G56.1,Inne uszkodzenia nerwu pośrodkowego,1724,38.33,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
G56.2,Uszkodzenie nerwu łokciowego,750,16.67,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
G56.8,Inne mononeuropatie kończyny górnej,583,12.96,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,222,4.94,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",76,1.69,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
G54.0,Zaburzenia splotu ramiennego,74,1.65,15,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
G56.3,Uszkodzenie nerwu promieniowego,71,1.58,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
S64.4,Uraz nerwu innego palca,66,1.47,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
S64.1,Uraz nerwu pośrodkowego na poziomie nadgarstka i ręki,66,1.47,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
G56.9,Mononeuropatie kończyny górnej nie określone,66,1.47,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
S54.1,Uraz nerwu pośrodkowego na poziomie przedramienia,66,1.47,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
T11.3,"Uraz nieokreślonego nerwu kończyny górnej, poziom nieokreślony",61,1.36,4,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
G64,Inne zaburzenia obwodowego układu nerwowego,45,1.0,13,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
G58.9,"Mononeuropatia, nie określona",45,1.0,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2009,2009
G62.9,"Polineuropatia, nie określona",508,29.72,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G62.8,Inne określone polineuropatie,357,20.89,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G70.0,Miastenia ciężka rzekomoporaźna,272,15.92,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G61.0,Zespół Gullaina-Barrego,178,10.42,20,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G72.9,"Miopatia, nie określona",72,4.21,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G71.0,Dystrofia mięśniowa,59,3.45,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G72.8,Inne określone miopatie,37,2.17,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G62.2,Polineuropatia wywołana innymi czynnikami toksycznymi,36,2.11,11,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G71.8,Inne pierwotne zaburzenia mięśni,33,1.93,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G71.9,"Pierwotne zaburzenia mięśni, nie określone",31,1.81,9,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G71.2,Miopatie wrodzone,27,1.58,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G61.8,Inne polineuropatie zakaźne,24,1.4,14,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G61.9,"Polineuropatia zakaźna, nie określona",19,1.11,25,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2009,2009
G54.4,Zaburzenia korzeni nerwów rdzeniowych lędźwiowo-krzyżowych niesklasyfikowanych gdzie indziej,4521,27.22,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G54.1,Zaburzenia splotu lędźwiowo-krzyżowego,1357,8.17,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G54.2,Zaburzenia korzeni nerwów rdzeniowych szyjnych niesklasyfikowanych gdzie indziej,1232,7.42,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G54.9,"Zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych, nie określone",1099,6.62,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G54.0,Zaburzenia splotu ramiennego,837,5.04,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G62.8,Inne określone polineuropatie,823,4.95,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G62.9,"Polineuropatia, nie określona",762,4.59,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G54.3,Zaburzenia korzeni nerwów rdzeniowych piersiowych niesklasyfikowanych gdzie indziej,684,4.12,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G54.8,Inne zaburzenia korzeni nerwów rdzeniowych i splotów nerwowych,587,3.53,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
M79.2,"Nerwoból [neuralgia] i zapalenie nerwów, nie określone",350,2.11,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G56.1,Inne uszkodzenia nerwu pośrodkowego,320,1.93,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G57.3,Uszkodzenie nerwu strzałkowego wspólnego,287,1.73,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G61.0,Zespół Gullaina-Barrego,262,1.58,15,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G58.0,Neuropatia międzyżebrowa,249,1.5,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
E11.4,Cukrzyca insulinoniezależna (z powikłaniami neurologicznymi),223,1.34,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G56.2,Uszkodzenie nerwu łokciowego,205,1.23,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G62.1,Polineuropatia alkoholowa,176,1.06,7,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G57.0,Uszkodzenie nerwu kulszowego,171,1.03,8,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2009,2009
G70.0,Miastenia ciężka rzekomoporaźna,929,45.81,8,A32 CHOROBY MIĘŚNI,1a,2009,2009
G72.9,"Miopatia, nie określona",312,15.38,6,A32 CHOROBY MIĘŚNI,1a,2009,2009
G71.0,Dystrofia mięśniowa,201,9.91,5,A32 CHOROBY MIĘŚNI,1a,2009,2009
G72.8,Inne określone miopatie,143,7.05,5,A32 CHOROBY MIĘŚNI,1a,2009,2009
G71.9,"Pierwotne zaburzenia mięśni, nie określone",77,3.8,5,A32 CHOROBY MIĘŚNI,1a,2009,2009
G71.1,Zaburzenia miotoniczne,61,3.01,7,A32 CHOROBY MIĘŚNI,1a,2009,2009
G71.8,Inne pierwotne zaburzenia mięśni,55,2.71,7,A32 CHOROBY MIĘŚNI,1a,2009,2009
G72.4,Miopatia zapalna niesklasyfikowana gdzie indziej,54,2.66,5,A32 CHOROBY MIĘŚNI,1a,2009,2009
G70.2,Miastenia wrodzona i wieku rozwojowego,48,2.37,6,A32 CHOROBY MIĘŚNI,1a,2009,2009
G71.2,Miopatie wrodzone,46,2.27,2,A32 CHOROBY MIĘŚNI,1a,2009,2009
G72.0,Miopatia polekowa,40,1.97,8,A32 CHOROBY MIĘŚNI,1a,2009,2009
G73.6,Miopatia w chorobach metabolicznych,21,1.04,0,A32 CHOROBY MIĘŚNI,1a,2009,2009
R42,Zawroty głowy i odurzenie,15727,95.3,4,A33 ZABURZENIA RÓWNOWAGI,1a,2009,2009
R26.8,Inne i nie określone zaburzenia chodu i poruszania się,350,2.12,5,A33 ZABURZENIA RÓWNOWAGI,1a,2009,2009
R27.8,Inne i nie określone zaburzenia koordynacji ruchów,270,1.64,4,A33 ZABURZENIA RÓWNOWAGI,1a,2009,2009
C79.3,Wtórny nowotwór złośliwy mózgu i opon mózgowych,2511,14.93,7,A34 GUZY MÓZGU,1a,2009,2009
C71.9,"Nowotwór złośliwy (mózg, nie określony)",1748,10.39,7,A34 GUZY MÓZGU,1a,2009,2009
D43.0,"Nowotwór o nieokreślonym charakterze (mózg, nadnamiotowe)",1613,9.59,7,A34 GUZY MÓZGU,1a,2009,2009
C71.1,Nowotwór złośliwy (płat czołowy),1028,6.11,7,A34 GUZY MÓZGU,1a,2009,2009
C71.2,Nowotwór złośliwy (płat skroniowy),841,5.0,7,A34 GUZY MÓZGU,1a,2009,2009
C71.3,Nowotwór złośliwy (płat ciemienowy),797,4.74,8,A34 GUZY MÓZGU,1a,2009,2009
D33.0,"Nowotwór niezłośliwy (mózg, nadnamiotowe)",718,4.27,4,A34 GUZY MÓZGU,1a,2009,2009
D43.2,"Nowotwór o nieokreślonym charakterze (mózg, nie określony)",708,4.21,7,A34 GUZY MÓZGU,1a,2009,2009
C71.0,Nowotwór złośliwy (mózg z wyjątkiem płatów i komór),598,3.56,7,A34 GUZY MÓZGU,1a,2009,2009
G93.0,Torbiele mózgu,594,3.53,4,A34 GUZY MÓZGU,1a,2009,2009
C71.6,Nowotwór złośliwy (móżdżek),475,2.82,4,A34 GUZY MÓZGU,1a,2009,2009
C79.4,Wtórny nowotwór złośliwy innych i nieokreślonych części układu nerwowego,453,2.69,9,A34 GUZY MÓZGU,1a,2009,2009
D32.0,Nowotwór niezłośliwy (opony mózgowe),431,2.56,7,A34 GUZY MÓZGU,1a,2009,2009
D43.9,"Nowotwór o nieokreślonym charakterze (centralny system nerwowy, nie określone)",410,2.44,5,A34 GUZY MÓZGU,1a,2009,2009
D43.1,"Nowotwór o nieokreślonym charakterze (mózg, podnamiotowe)",375,2.23,6,A34 GUZY MÓZGU,1a,2009,2009
D43.4,Nowotwór o nieokreślonym charakterze (rdzeń kręgowy),322,1.91,8,A34 GUZY MÓZGU,1a,2009,2009
D33.1,"Nowotwór niezłośliwy (mózg, podnamiotowe)",304,1.81,4,A34 GUZY MÓZGU,1a,2009,2009
D35.2,Nowotwór niezłośliwy (przysadka),279,1.66,5,A34 GUZY MÓZGU,1a,2009,2009
Q85.0,Nerwiakowłókniakowatość niezłośliwa,273,1.62,3,A34 GUZY MÓZGU,1a,2009,2009
C72.9,"Nowotwór złośliwy (centralny system nerwowy, nie określone)",206,1.22,7,A34 GUZY MÓZGU,1a,2009,2009
C71.4,Nowotwór złośliwy (płat potyliczny),184,1.09,8,A34 GUZY MÓZGU,1a,2009,2009
D44.3,Nowotwór o nieokreślonym charakterze (przysadka),179,1.06,6,A34 GUZY MÓZGU,1a,2009,2009
C71.8,Nowotwór złośliwy (zmiana przekraczająca granice mózgu),174,1.03,7,A34 GUZY MÓZGU,1a,2009,2009
G30.8,Otępienie typu alzheimerowskiego,3273,17.02,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G20,Choroba Parkinsona,2862,14.88,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G31.1,Starcze zwyrodnienie mózgu niesklasyfikowane gdzie indziej,2376,12.35,8,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G31.9,"Choroby zwyrodnieniowe układu nerwowego, nie określone",1280,6.66,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G31.8,Inne określone choroby zwyrodnieniowe układu nerwowego,1131,5.88,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G31.0,Zanik mózgu ograniczony,1014,5.27,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G30.9,"Choroba Alzheimera, nie określona",762,3.96,6,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G31.2,Zwyrodnienie układu nerwowego wywołane przez alkohol,754,3.92,6,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G21.8,Inny parkinsonizm wtórny,530,2.76,8,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G30.1,Choroba Alzheimera o późnym początku,515,2.68,6,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G21.9,"Parkinsonizm wtórny, nie określony",470,2.44,8,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G93.1,Uszkodzenie mózgu z niedotlenienia niesklasyfikowane gdzie indziej,407,2.12,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G25.9,"Zaburzenia pozapiramidowe i zaburzenia czynności ruchowych, nie określone",347,1.8,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G25.0,Drżenie samoistne,321,1.67,6,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G30.0,Choroba Alzheimera o wczesnym początku,311,1.62,5,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G25.8,Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych,305,1.59,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
I67.3,Postępująca naczyniowa leukoencefalopatia,267,1.39,7,A35 CHOROBY ZWYRODNIENIOWE OUN,1a,2009,2009
G35,Stwardnienie rozsiane,12944,87.53,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2009,2009
G37.9,"Choroby demielinizacyjne ośrodkowego układu nerwowego, nie określone",1008,6.82,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2009,2009
G37.8,Inne określone choroby demielinizacyjne ośrodkowego układu nerwowego,503,3.4,8,A36 CHOROBY DEMIELINIZACYJNE,1a,2009,2009
G36.9,"Ostre rozsiane demielinizacje, nie określone",169,1.14,7,A36 CHOROBY DEMIELINIZACYJNE,1a,2009,2009
I69.3,Następstwa zawału mózgu,9458,40.81,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I69.4,Następstwa udaru nie określone czy krwotoczny czy zawałowy,3647,15.74,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I66.9,Niedrożność i zwężenie nieokreślonych tętnic mózgowych,2009,8.67,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I67.1,"Tętniak mózgu, niepęknięty",1307,5.64,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I69.0,Następstwa krwotoku podpajęczynówkowego,1280,5.52,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I69.1,Następstwa krwotoku mózgowego,1162,5.01,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I65.2,Niedrożność i zwężenie tętnicy szyjnej wewnętrznej,691,2.98,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
Q28.2,Tętniczo-żylne wady rozwojowe naczyń mózgowych,548,2.36,3,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
Q28.3,Inne wady rozwojowe naczyń mózgowych,396,1.71,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I65.8,Niedrożność i zwężenie innych tętnic przedmózgowych,371,1.6,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I65.0,Niedrożność i zwężenie tętnicy kręgowej,326,1.41,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I65.9,Niedrożność i zwężenie nieokreślonych tętnic przedmózgowych,297,1.28,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I65.3,"Niedrożność i zwężenie tętnic przedmózgowych, mnogie i obustronne",287,1.24,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
I69.2,Następstwa innych nieurazowych krwotoków wewnątrzczaszkowych,259,1.12,7,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2009,2009
G45.9,"Przemijające mózgowe napady niedokrwienia, nie określone",9567,47.02,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2009,2009
G45.0,Zespół tętnicy kręgowo-podstawnej,5151,25.32,6,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2009,2009
G45.6,Inne przemijające mózgowe napady niedokrwienia i zespoły pokrewne,4019,19.75,6,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2009,2009
G45.1,Zespół tętnicy szyjnej (półkulowy),1228,6.04,6,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2009,2009
G45.4,Przemijająca niepamięć całkowita,284,1.4,4,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2009,2009
