branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,3,nagły,142,7.04,5,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2011,2011
,,1,planowe,1874,92.91,4,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2011,2011
,,4,inne,1,0.05,2,B14 USUNIĘCIE ZAĆMY POWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2011,2011
,,3,nagły,126,4.58,3,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2011,2011
,,1,planowe,2626,95.35,3,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2011,2011
,,4,inne,2,0.07,7,B15 USUNIĘCIE ZAĆMY NIEPOWIKŁANEJ METODAMI INNYMI NIŻ EMULSYFIKACJA Z JEDNOCZESNYM WSZCZEPIENIEM SOCZEWKI,1a,2011,2011
,,3,nagły,1500,22.84,4,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2011,2011
,,1,planowe,5064,77.12,2,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2011,2011
,,4,inne,2,0.03,2,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2011,2011
,,3,nagły,876,13.39,4,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2011,2011
,,1,planowe,5663,86.58,2,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2011,2011
,,4,inne,2,0.03,4,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2011,2011
,,3,nagły,264,9.47,3,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2011,2011
,,1,planowe,2523,90.49,1,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2011,2011
,,4,inne,1,0.04,18,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2011,2011
,,3,nagły,293,6.5,0,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2011,2011
,,1,planowe,4212,93.48,0,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2011,2011
,,4,inne,1,0.02,0,B24 MAŁE ZABIEGI NA SOCZEWCE,1a,2011,2011
,,3,nagły,83,5.1,2,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2011,2011
,,1,planowe,1545,94.84,0,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2011,2011
,,4,inne,1,0.06,1,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2011,2011
,,3,nagły,512,7.87,0,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2011,2011
,,1,planowe,5992,92.09,0,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2011,2011
,,4,inne,3,0.05,0,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2011,2011
,,3,nagły,1270,11.66,0,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2011,2011
,,1,planowe,9612,88.28,0,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2011,2011
,,4,inne,6,0.06,0,B34 MAŁE ZABIEGI NA APARACIE OCHRONNYM OKA,1a,2011,2011
,,3,nagły,110,19.1,7,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2011,2011
,,1,planowe,465,80.73,3,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2011,2011
,,4,inne,1,0.17,2,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2011,2011
,,3,nagły,498,22.08,4,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2011,2011
,,1,planowe,1755,77.83,0,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2011,2011
,,4,inne,2,0.09,5,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2011,2011
,,3,nagły,291,6.62,0,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2011,2011
,,1,planowe,4102,93.33,0,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2011,2011
,,4,inne,2,0.05,0,B44 MAŁE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM,1a,2011,2011
,,3,nagły,1061,54.72,5,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2011,2011
,,1,planowe,877,45.23,2,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2011,2011
,,4,inne,1,0.05,2,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2011,2011
,,3,nagły,324,11.09,1,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2011,2011
,,1,planowe,2595,88.81,0,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2011,2011
,,4,inne,3,0.1,0,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2011,2011
,,3,nagły,152,2.72,2,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2011,2011
,,1,planowe,5437,97.25,1,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2011,2011
,,4,inne,2,0.04,1,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2011,2011
,,3,nagły,773,25.14,5,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,1,planowe,2301,74.83,3,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,4,inne,1,0.03,9,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,3,nagły,287,22.33,3,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,1,planowe,998,77.67,0,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,4,inne,0,0.0,0,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,3,nagły,187,20.09,0,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,1,planowe,743,79.81,0,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,4,inne,1,0.11,1,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2011,2011
,,3,nagły,769,54.42,4,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2011,2011
,,1,planowe,644,45.58,4,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2011,2011
,,4,inne,0,0.0,0,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2011,2011
,,3,nagły,4,3.67,3,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2011,2011
,,1,planowe,105,96.33,2,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2011,2011
,,4,inne,0,0.0,0,B82 DUŻE ZABIEGI NA CIELE SZKLISTYM,1a,2011,2011
,,3,nagły,142,5.76,2,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2011,2011
,,1,planowe,2316,93.92,0,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2011,2011
,,4,inne,8,0.32,0,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2011,2011
,,3,nagły,578,8.44,0,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2011,2011
,,1,planowe,6270,91.55,0,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2011,2011
,,4,inne,1,0.01,0,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2011,2011
,,3,nagły,13446,35.58,4,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2011,2011
,,1,planowe,24333,64.38,2,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2011,2011
,,4,inne,14,0.04,2,B98 LECZENIE ZACHOWAWCZE OKULISTYCZNE,1a,2011,2011
,,3,nagły,152,14.37,20,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2011,2011
,,1,planowe,906,85.63,17,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2011,2011
,,4,inne,0,0.0,0,"C01 ROZLEGŁE OPERACJE NOWOTWORÓW JAMY USTNEJ, GARDŁA I KRTANI Z REKONSTRUKCJĄ *",1a,2011,2011
