branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,196,196,1.0,0.0,0.07,3,2,34272.0,672.0,34272.0,672.0,C06 LECZENIE ZABURZEŃ SŁUCHU ZA POMOCĄ INNYCH WSZCZEPIALNYCH ELEKTRONICZNYCH PROTEZ SŁUCHU *,1a,2011,2011
,,210,210,1.0,0.0,0.07,0,0,35088.0,688.0,35088.0,688.0,C07 WYMIANA PROCESORA MOWY,1a,2011,2011
,,3541,3627,1.02,0.05,1.26,7,4,11646.81,228.39,11437.61,224.28,"C11 KOMPLEKSOWE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2011,2011
,,7695,8152,1.06,0.11,2.83,4,0,2688.39,52.96,2431.05,47.76,"C12 DUŻE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2011,2011
,,42884,43125,1.01,0.6,14.97,2,2,1302.36,25.59,1301.64,25.57,"C13 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI < 18 R.Ż.",1a,2011,2011
,,27113,28390,1.05,0.39,9.86,2,2,987.09,19.37,964.08,18.91,"C14 ŚREDNIE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI > 17 R.Ż.",1a,2011,2011
,,3291,3360,1.02,0.05,1.17,0,0,313.24,6.17,305.05,5.98,"C15 MAŁE ZABIEGI JAMY USTNEJ, GARDŁA I KRTANI *",1a,2011,2011
,,780,787,1.01,0.01,0.27,8,8,18438.32,361.6,17398.49,341.21,C21 KOMPLEKSOWE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2011,2011
,,8380,8723,1.04,0.12,3.03,4,4,8220.52,161.26,8088.35,158.66,C22 DUŻE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2011,2011
,,1367,1381,1.01,0.02,0.48,2,2,3138.26,61.54,3096.66,60.72,C23 ŚREDNIE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2011,2011
,,4065,4566,1.12,0.06,1.59,0,0,665.18,13.04,650.83,12.76,C24 MAŁE ZABIEGI SZCZĘKOWO-TWARZOWE *,1a,2011,2011
,,15,15,1.0,0.0,0.01,5,8,14515.21,284.61,14280.0,280.0,"C25 ROZLEGŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,223,230,1.03,0.0,0.08,4,3,11443.5,224.38,11424.0,224.0,"C26 KOMPLEKSOWE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,377,380,1.01,0.01,0.13,4,3,7358.14,144.28,7337.42,143.87,"C27 DUŻE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,160,161,1.01,0.0,0.06,3,2,3876.35,76.01,3262.1,63.96,"C28 ŚREDNIE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,808,808,1.0,0.01,0.28,0,0,1609.79,31.57,1609.79,31.57,"C29 MAŁE ZABIEGI KOREKCYJNE WAD WRODZONYCH TWARZOCZASZKI, JAMY USTNEJ I GARDŁA < 18 R.Ż *",1a,2011,2011
,,8566,8839,1.03,0.12,3.07,2,1,8272.73,162.21,8269.56,162.15,C31 KOMPLEKSOWE ZABIEGI USZU *,1a,2011,2011
,,1939,1972,1.02,0.03,0.68,4,1,3492.44,69.63,3490.8,68.45,C32 DUŻE ZABIEGI USZU *,1a,2011,2011
,,1049,1072,1.02,0.01,0.37,1,0,1010.4,19.85,1009.53,19.84,C33 ŚREDNIE ZABIEGI USZU *,1a,2011,2011
,,2744,2913,1.06,0.04,1.01,0,0,674.12,13.28,643.86,12.69,C34 MAŁE ZABIEGI USZU *,1a,2011,2011
,,12672,12865,1.02,0.18,4.47,3,3,4788.43,93.91,4766.31,93.48,C41 KOMPLEKSOWE ZABIEGI NOSA *,1a,2011,2011
,,31793,32118,1.01,0.45,11.15,3,3,2722.4,53.45,2718.4,53.37,C42 DUŻE ZABIEGI NOSA *,1a,2011,2011
,,12162,12622,1.04,0.18,4.38,1,0,1560.84,30.65,1551.98,30.47,C43 ŚREDNIE ZABIEGI NOSA *,1a,2011,2011
,,3929,4006,1.02,0.06,1.39,0,0,459.54,9.04,454.2,8.93,C44 MAŁE ZABIEGI NOSA *,1a,2011,2011
,,103,104,1.01,0.0,0.04,4,2,3034.25,59.5,2905.53,56.97,C45 DUŻE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2011,2011
,,17525,17904,1.02,0.25,6.22,1,1,1719.04,33.78,1718.15,33.76,C46 ŚREDNIE ZABIEGI ENDOSKOPOWE < 18 R.Ż.,1a,2011,2011
,,156,157,1.01,0.0,0.05,6,5,3216.25,63.06,3213.0,63.0,C48 OSTRE ZAPALENIE ZATOK PRZYNOSOWYCH < 18 R.Ż Z PW,1a,2011,2011
,,13610,15651,1.15,0.22,5.43,4,2,2083.27,41.01,2044.15,40.09,"C56 POWAŻNE CHOROBY GARDŁA, USZU I NOSA",1a,2011,2011
,,68375,72050,1.05,1.0,25.01,3,0,1142.92,22.54,1117.39,21.92,"C57 INNE CHOROBY GARDŁA, USZU I NOSA",1a,2011,2011
,,2933,2938,1.0,0.04,0.67,12,7,23825.14,494.44,21730.22,426.11,D01 ZŁOŻONE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,5702,5907,1.04,0.08,1.34,10,7,16410.07,349.66,15041.45,294.94,D02 KOMPLEKSOWE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,11621,12583,1.08,0.17,2.86,4,2,7514.75,150.66,7018.69,137.63,D03 DUŻE ZABIEGI KLATKI PIERSIOWEJ *,1a,2011,2011
,,2429,2552,1.05,0.04,0.59,2,2,1660.91,32.57,1636.11,32.08,D04 ŚREDNIE I MAŁE ZABIEGI KLATKI PIERSIOWEJ,1a,2011,2011
,,5615,5848,1.04,0.08,1.33,0,0,712.41,14.0,711.58,13.97,D05 BRONCHOSKOPIA *,1a,2011,2011
,,27668,32779,1.18,0.46,7.45,6,2,2403.35,47.31,2357.36,46.24,D10 DYCHAWICA OSKRZELOWA,1a,2011,2011
,,10952,11694,1.07,0.16,2.66,9,8,4423.06,93.73,4060.09,79.66,D16 ZATOR PŁUCNY,1a,2011,2011
,,2951,3583,1.21,0.05,0.81,14,8,5321.49,105.84,4578.69,89.82,"D17 ROPIEŃ PŁUC, ROPOWICA",1a,2011,2011
,,39476,41246,1.04,0.57,9.38,9,7,4102.92,80.89,3673.21,72.06,"D18 ZAPALENIE PŁUC NIETYPOWE, WIRUSOWE",1a,2011,2011
,,4213,4910,1.17,0.07,1.12,8,7,3704.22,72.96,3579.05,70.22,D19 ROZSTRZENIE OSKRZELI,1a,2011,2011
,,1616,1771,1.1,0.02,0.4,5,3,1713.77,33.62,1646.04,32.3,D20 GRUŹLICA,1a,2011,2011
,,1273,2341,1.84,0.03,0.53,5,0,7834.55,154.31,7541.01,147.87,D21 ZWŁÓKNIENIE TORBIELOWATE,1a,2011,2011
,,7235,8383,1.16,0.12,1.91,8,7,2774.87,54.69,2660.05,52.19,D26 WYSIĘKOWE ZAPALENIE OPŁUCNEJ,1a,2011,2011
,,44352,61061,1.38,0.85,13.88,6,3,3857.07,78.85,3756.62,73.68,D28 CHOROBY NOWOTWOROWE UKŁADU ODDECHOWEGO I KLATKI PIERSIOWEJ,1a,2011,2011
,,13637,15201,1.11,0.21,3.46,1,1,1272.19,24.94,1272.17,24.94,D36 ZABURZENIA ODDYCHANIA W CZASIE SNU,1a,2011,2011
,,31906,33328,1.04,0.46,7.58,4,2,1790.8,35.15,1743.23,34.2,D37 INNE CHOROBY UKŁADU ODDECHOWEGO,1a,2011,2011
,,6319,6661,1.05,0.09,1.51,6,6,3017.98,61.89,2372.93,46.55,D38 OBRZĘK PŁUC,1a,2011,2011
,,82451,93504,1.13,1.3,21.26,7,7,1957.4,38.68,1832.58,35.96,D46 POCHP I INNE OBTURACYJNE CHOROBY UKŁADU ODDECHOWEGO,1a,2011,2011
,,12941,13193,1.02,0.18,3.0,9,8,2315.18,46.54,1939.62,38.05,D47 ZAPALENIE PŁUC Z PW,1a,2011,2011
,,32310,33104,1.02,0.46,7.53,8,7,1607.17,32.72,1308.41,25.67,D48 ZAPALENIE PŁUC BEZ PW,1a,2011,2011
,,1472,1512,1.03,0.02,0.34,8,8,5863.29,114.93,4825.84,94.63,D49 USZKODZENIA INHALACYJNE PŁUC,1a,2011,2011
,,6416,8479,1.32,0.12,1.93,7,2,4438.81,87.05,4299.19,84.31,D50 ZWŁÓKNIENIE I PYLICA PŁUC,1a,2011,2011
,,4600,5004,1.09,0.07,1.14,7,6,2838.15,57.43,2333.43,45.76,D51 ODMA OPŁUCNOWA,1a,2011,2011
,,20818,24270,1.17,0.34,5.52,8,7,4851.74,96.54,2444.75,47.97,D52 NIEWYDOLNOŚĆ ODDECHOWA,1a,2011,2011
,,699,976,1.4,0.01,0.22,6,0,6928.39,334.62,4246.54,83.3,D53 NADCIŚNIENIE PŁUCNE > 17 R.Ż.,1a,2011,2011
,,410,412,1.0,0.01,0.09,8,6,1911.84,37.49,1885.14,36.96,D54 ZAPALENIE OPŁUCNEJ,1a,2011,2011
,,4745,6589,1.39,0.09,1.5,4,2,4821.91,94.94,4676.77,91.72,"D55 ZIARNINIAKI, CHOROBY PŁUC ALERGICZNE I Z AUTOIMMUNIZACJI",1a,2011,2011
,,33,37,1.12,0.0,0.01,4,2,2959.38,58.03,2952.49,57.89,D56 CIĘŻKIE WADY ROZWOJOWE < 18 R.Ż,1a,2011,2011
,,572,581,1.02,0.01,0.06,8,7,22142.55,436.57,18968.75,371.94,E02 INNE ZABIEGI KARDIOCHIRURGICZNE > 17 R.Ż. *,1a,2011,2011
,,185,186,1.01,0.0,0.02,5,2,21125.66,414.23,15319.74,300.39,E03 INNE ZABIEGI KARDIOCHIRURGICZNE < 18 R.Ż.,1a,2011,2011
,,113,113,1.0,0.0,0.01,15,15,35458.93,724.25,28523.44,559.28,E04 POMOSTOWANIE NACZYŃ WIEŃCOWYCH Z PLASTYKĄ *,1a,2011,2011
,,8496,8496,1.0,0.12,0.93,9,8,23914.4,479.28,20788.62,407.62,E05 POMOSTOWANIE NACZYŃ WIEŃCOWYCH > 69 R.Ż. LUB Z PW *,1a,2011,2011
,,4973,4974,1.0,0.07,0.55,9,8,21398.98,425.76,19622.39,384.75,E06 POMOSTOWANIE NACZYŃ WIEŃCOWYCH < 70 R.Ż. BEZ PW *,1a,2011,2011
,,650,651,1.0,0.01,0.07,8,4,17435.07,342.25,15221.1,298.82,E11 OZW - LECZENIE INWAZYJNE DWUETAPOWE > 3 DNI *,1a,2011,2011
,,28551,29427,1.03,0.41,3.24,4,4,14721.85,292.14,13535.17,265.76,E12 OZW - LECZENIE INWAZYJNE ZŁOŻONE *,1a,2011,2011
,,40237,41104,1.02,0.57,4.52,5,4,12706.07,251.83,12146.14,238.45,E13 OZW - LECZENIE INWAZYJNE > 3 DNI *,1a,2011,2011
,,16342,16588,1.02,0.23,1.85,2,3,10201.55,200.39,10028.66,197.0,E14 OZW - LECZENIE INWAZYJNE < 4 DNI *,1a,2011,2011
,,17197,17891,1.04,0.25,1.97,6,4,2791.59,55.51,2627.88,51.55,E16 OZW > 69 R.Ż. LUB Z PW,1a,2011,2011
,,9233,9437,1.02,0.13,1.04,4,3,1778.29,35.3,1669.15,32.76,E17 OZW < 70 R.Ż.,1a,2011,2011
,,12080,12469,1.03,0.17,1.37,5,1,1724.66,34.55,1458.12,28.61,E18 OZW BEZ UNIESIENIA ST,1a,2011,2011
,,73,73,1.0,0.0,0.01,2,0,6656.57,130.52,6342.86,124.37,E19 OZW - LECZENIE Z ZASTOSOWANIEM LEKU TROMBOLITYCZNEGO DRUGIEJ/ TRZECIEJ GENERACJI,1a,2011,2011
,,864,869,1.01,0.01,0.1,3,3,28340.1,555.69,28209.22,553.12,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2011,2011
,,161,163,1.01,0.0,0.02,7,4,25815.38,506.18,24791.32,486.1,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2011,2011
,,22077,24792,1.12,0.34,2.73,2,1,15070.45,296.86,15033.71,294.93,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2011,2011
,,2540,2579,1.02,0.04,0.28,2,1,8898.54,174.64,8662.72,170.0,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2011,2011
,,9476,9828,1.04,0.14,1.08,2,1,6512.27,127.86,6419.39,125.99,E25 ANGIOPLASTYKA Z ZASTOSOWANIEM JEDNEGO STENTU I INNE ZABIEGI *,1a,2011,2011
,,3028,3157,1.04,0.04,0.35,2,1,5026.19,99.3,4893.42,95.99,E26 ANGIOPLASTYKA WIEŃCOWA BALONOWA *,1a,2011,2011
,,50018,50539,1.01,0.7,5.56,1,1,1630.23,32.01,1629.23,31.98,E27 KORONAROGRAFIA I INNE ZABIEGI INWAZYJNE *,1a,2011,2011
,,9564,9574,1.0,0.13,1.05,4,2,6218.29,122.32,6112.13,119.94,E31 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA JEDNOJAMOWEGO *,1a,2011,2011
,,17699,17720,1.0,0.25,1.95,4,3,7653.79,153.03,7586.74,148.94,E32 WSZCZEPIENIE/ WYMIANA ROZRUSZNIKA DWUJAMOWEGO *,1a,2011,2011
,,384,387,1.01,0.01,0.04,5,2,16567.36,324.93,16562.28,324.83,E33 WSZCZEPIENIE/ WYMIANA UKŁADU Z FUNKCJĄ RESYNCHRONIZUJĄCĄ SERCA (CRT) *,1a,2011,2011
,,6013,6042,1.0,0.08,0.66,5,3,30241.48,597.01,30055.91,589.85,E34 WSZCZEPIENIE/ WYMIANA KARDIOWERTERA-DEFIBRYLATORA JEDNO-/ DWUJAMOWEGO *,1a,2011,2011
