branch,hospital-types,age-group-code,age-group-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,2,1 - 6,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2021,2021
,,8,brak danych,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2021,2021
,,1,poniżej 1,1,0.01,15,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,2,1 - 6,2,0.03,28,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,3,7 - 17,16,0.22,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,4,18 - 40,1195,16.73,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,5,41 - 60,2552,35.74,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,6,61 - 80,3186,44.62,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,7,81 i więcej,189,2.65,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,8,brak danych,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,3,7 - 17,3,0.41,12,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,4,18 - 40,136,18.48,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,5,41 - 60,268,36.41,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,6,61 - 80,316,42.93,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,7,81 i więcej,13,1.77,10,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,2,1 - 6,0,0.0,0,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,8,brak danych,0,0.0,0,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2021,2021
,,1,poniżej 1,3,0.08,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,2,1 - 6,9,0.23,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,3,7 - 17,18,0.46,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,4,18 - 40,603,15.55,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,5,41 - 60,1207,31.12,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,6,61 - 80,1880,48.47,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,7,81 i więcej,159,4.1,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,8,brak danych,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,1,poniżej 1,1,0.1,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,2,1 - 6,2,0.21,10,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,3,7 - 17,6,0.62,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,4,18 - 40,217,22.26,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,5,41 - 60,339,34.77,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,6,61 - 80,338,34.67,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,7,81 i więcej,72,7.38,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,8,brak danych,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,1,poniżej 1,2,0.48,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,2,1 - 6,11,2.63,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,3,7 - 17,20,4.78,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,4,18 - 40,114,27.27,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,5,41 - 60,140,33.49,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,6,61 - 80,108,25.84,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,7,81 i więcej,23,5.5,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,8,brak danych,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2021,2021
,,1,poniżej 1,5,0.04,9,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,1 - 6,44,0.31,8,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,7 - 17,117,0.83,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,4,18 - 40,3527,25.12,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,5,41 - 60,5715,40.7,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,6,61 - 80,4426,31.52,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,7,81 i więcej,208,1.48,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,8,brak danych,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,1 - 6,1,0.07,12,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,7 - 17,3,0.2,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,4,18 - 40,525,35.71,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,5,41 - 60,638,43.4,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,6,61 - 80,290,19.73,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,7,81 i więcej,13,0.88,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,8,brak danych,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,4,18 - 40,3,8.82,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,5,41 - 60,14,41.18,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,6,61 - 80,16,47.06,5,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,7,81 i więcej,1,2.94,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,1 - 6,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,8,brak danych,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,7 - 17,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,1 - 6,10,0.15,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,3,7 - 17,45,0.66,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,4,18 - 40,828,12.1,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,5,41 - 60,2690,39.3,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,6,61 - 80,2881,42.09,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,7,81 i więcej,391,5.71,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,8,brak danych,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,3,7 - 17,8,0.61,2,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,4,18 - 40,159,12.05,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,5,41 - 60,496,37.6,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,6,61 - 80,555,42.08,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,7,81 i więcej,101,7.66,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,2,1 - 6,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,8,brak danych,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,1,poniżej 1,1,0.05,13,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,1 - 6,4,0.22,11,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,7 - 17,10,0.55,7,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,4,18 - 40,387,21.23,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,5,41 - 60,703,38.56,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,6,61 - 80,682,37.41,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,7,81 i więcej,36,1.97,9,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,8,brak danych,0,0.0,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,1 - 6,28,0.74,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,3,7 - 17,135,3.57,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,4,18 - 40,514,13.61,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,5,41 - 60,1211,32.05,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,6,61 - 80,1728,45.74,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,7,81 i więcej,162,4.29,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,8,brak danych,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,1,poniżej 1,7,0.1,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,2,1 - 6,49,0.67,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,3,7 - 17,237,3.23,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,4,18 - 40,1291,17.61,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,5,41 - 60,2537,34.6,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,6,61 - 80,2809,38.31,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,7,81 i więcej,403,5.5,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,8,brak danych,0,0.0,0,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,6,61 - 80,496,75.04,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,7,81 i więcej,165,24.96,7,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,4,18 - 40,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,2,1 - 6,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,5,41 - 60,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,8,brak danych,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,3,7 - 17,0,0.0,0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,1,poniżej 1,4,0.39,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,2,1 - 6,56,5.43,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,3,7 - 17,146,14.15,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,4,18 - 40,273,26.45,4,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,5,41 - 60,389,37.69,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,6,61 - 80,164,15.89,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,7,81 i więcej,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,8,brak danych,0,0.0,0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,2,1 - 6,2,0.07,2,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,3,7 - 17,30,1.04,3,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,4,18 - 40,481,16.67,4,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,5,41 - 60,985,34.13,4,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,6,61 - 80,1199,41.55,5,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,7,81 i więcej,189,6.55,5,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,8,brak danych,0,0.0,0,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,1,poniżej 1,12,0.31,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,2,1 - 6,266,6.93,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,3,7 - 17,454,11.82,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,4,18 - 40,548,14.27,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,5,41 - 60,946,24.64,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,6,61 - 80,1410,36.72,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,7,81 i więcej,204,5.31,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,8,brak danych,0,0.0,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,1,poniżej 1,11,0.12,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,2,1 - 6,124,1.32,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,3,7 - 17,181,1.92,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,4,18 - 40,849,9.01,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,5,41 - 60,2259,23.98,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,6,61 - 80,5027,53.37,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,7,81 i więcej,969,10.29,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,8,brak danych,0,0.0,0,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,1,poniżej 1,5,0.15,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,2,1 - 6,18,0.53,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,3,7 - 17,44,1.3,2,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,4,18 - 40,223,6.61,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,5,41 - 60,680,20.15,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,6,61 - 80,1971,58.4,4,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,7,81 i więcej,434,12.86,7,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,8,brak danych,0,0.0,0,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,2,1 - 6,1,0.06,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,3,7 - 17,2,0.12,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,4,18 - 40,84,4.9,4,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,5,41 - 60,324,18.88,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,6,61 - 80,1106,64.45,6,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,7,81 i więcej,199,11.6,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,8,brak danych,0,0.0,0,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,2,1 - 6,10,0.1,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,3,7 - 17,292,2.95,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,4,18 - 40,4428,44.66,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,5,41 - 60,3932,39.66,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,6,61 - 80,1223,12.33,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,7,81 i więcej,30,0.3,4,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,1,poniżej 1,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,8,brak danych,0,0.0,0,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
