branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,1,planowe,1274,86.67,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,przeniesienie z innego szpitala,1,0.07,7,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,nagły,195,13.27,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,1,planowe,25,73.53,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,nagły,9,26.47,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,1,planowe,6258,91.42,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,2,przeniesienie z innego szpitala,6,0.09,5,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,3,nagły,581,8.49,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2021,2021
,,1,planowe,1093,82.87,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,2,przeniesienie z innego szpitala,1,0.08,1,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,3,nagły,225,17.06,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2021,2021
,,1,planowe,1317,72.24,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,2,przeniesienie z innego szpitala,12,0.66,9,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,3,nagły,491,26.93,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,4,inne,3,0.16,21,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2021,2021
,,1,planowe,2060,54.53,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,2,przeniesienie z innego szpitala,6,0.16,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,3,nagły,1712,45.32,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2021,2021
,,1,planowe,3019,41.17,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,2,przeniesienie z innego szpitala,16,0.22,13,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,3,nagły,4298,58.61,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2021,2021
,,1,planowe,220,33.28,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,2,przeniesienie z innego szpitala,2,0.3,34,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,3,nagły,439,66.41,9,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2021,2021
,,1,planowe,590,57.17,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,2,przeniesienie z innego szpitala,1,0.1,6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,3,nagły,441,42.73,7,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2021,2021
,,1,planowe,653,22.63,4,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,2,przeniesienie z innego szpitala,2,0.07,7,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,3,nagły,2231,77.3,5,A33 ZABURZENIA RÓWNOWAGI,1a,2021,2021
,,1,planowe,1713,44.61,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,2,przeniesienie z innego szpitala,32,0.83,4,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,3,nagły,2046,53.28,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,4,inne,49,1.28,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2021,2021
,,1,planowe,1533,16.27,6,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,2,przeniesienie z innego szpitala,32,0.34,8,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,3,nagły,7838,83.21,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,4,inne,17,0.18,12,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2021,2021
,,1,planowe,1695,50.22,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,2,przeniesienie z innego szpitala,7,0.21,12,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,3,nagły,1672,49.54,7,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,4,inne,1,0.03,78,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2021,2021
,,1,planowe,961,56.0,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,2,przeniesienie z innego szpitala,1,0.06,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,3,nagły,754,43.94,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2021,2021
,,1,planowe,4773,48.14,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,2,przeniesienie z innego szpitala,8,0.08,6,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,3,nagły,5134,51.78,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2021,2021
,,1,planowe,5888,27.9,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,2,przeniesienie z innego szpitala,170,0.81,8,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,3,nagły,15043,71.29,6,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2021,2021
,,1,planowe,907,10.45,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2021,2021
,,2,przeniesienie z innego szpitala,22,0.25,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2021,2021
,,3,nagły,7753,89.3,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2021,2021
,,1,planowe,1381,11.94,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2021,2021
,,2,przeniesienie z innego szpitala,33,0.29,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2021,2021
,,3,nagły,10155,87.78,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2021,2021
,,1,planowe,1399,2.47,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2021,2021
,,2,przeniesienie z innego szpitala,432,0.76,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2021,2021
,,3,nagły,54788,96.76,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2021,2021
,,4,inne,6,0.01,13,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2021,2021
,,1,planowe,543,4.34,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2021,2021
,,2,przeniesienie z innego szpitala,77,0.62,8,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2021,2021
,,3,nagły,11891,95.04,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2021,2021
,,1,planowe,428,3.39,5,A50 UDAR MÓZGU - LECZENIE,1a,2021,2021
,,2,przeniesienie z innego szpitala,196,1.55,2,A50 UDAR MÓZGU - LECZENIE,1a,2021,2021
,,3,nagły,12012,95.06,2,A50 UDAR MÓZGU - LECZENIE,1a,2021,2021
,,1,planowe,643,30.84,3,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2021,2021
,,2,przeniesienie z innego szpitala,5,0.24,4,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2021,2021
,,3,nagły,1437,68.92,5,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2021,2021
,,1,planowe,870,20.45,6,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2021,2021
,,2,przeniesienie z innego szpitala,65,1.53,14,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2021,2021
,,3,nagły,3318,78.0,12,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2021,2021
,,4,inne,1,0.02,4,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2021,2021
,,1,planowe,59,13.63,4,A58 ENCEFALOPATIA,1a,2021,2021
,,2,przeniesienie z innego szpitala,6,1.39,13,A58 ENCEFALOPATIA,1a,2021,2021
,,3,nagły,368,84.99,8,A58 ENCEFALOPATIA,1a,2021,2021
,,1,planowe,1679,26.15,3,A59 BÓLE GŁOWY,1a,2021,2021
,,2,przeniesienie z innego szpitala,2,0.03,5,A59 BÓLE GŁOWY,1a,2021,2021
,,3,nagły,4739,73.82,4,A59 BÓLE GŁOWY,1a,2021,2021
,,1,planowe,556,9.47,3,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2021,2021
,,2,przeniesienie z innego szpitala,10,0.17,7,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2021,2021
,,3,nagły,5308,90.36,4,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2021,2021
,,1,planowe,679,13.8,4,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2021,2021
,,2,przeniesienie z innego szpitala,17,0.35,8,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2021,2021
,,3,nagły,4223,85.85,6,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2021,2021
,,1,planowe,237,3.22,4,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2021,2021
,,2,przeniesienie z innego szpitala,24,0.33,5,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2021,2021
,,3,nagły,7101,96.45,4,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2021,2021
,,1,planowe,173,4.13,2,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2021,2021
,,2,przeniesienie z innego szpitala,1,0.02,2,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2021,2021
,,3,nagły,4011,95.84,2,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2021,2021
,,1,planowe,717,58.58,3,A86 CHOROBY NEURONU RUCHOWEGO,1a,2021,2021
,,2,przeniesienie z innego szpitala,4,0.33,7,A86 CHOROBY NEURONU RUCHOWEGO,1a,2021,2021
,,3,nagły,503,41.09,6,A86 CHOROBY NEURONU RUCHOWEGO,1a,2021,2021
,,1,planowe,9689,33.44,4,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2021,2021
,,2,przeniesienie z innego szpitala,64,0.22,7,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2021,2021
,,3,nagły,19221,66.34,5,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2021,2021
,,4,inne,1,0.0,5,A87 INNE CHOROBY UKŁADU NERWOWEGO,1a,2021,2021
,,1,planowe,41,36.28,3,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2021,2021
,,3,nagły,72,63.72,4,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2021,2021
,,1,planowe,527,44.51,3,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2021,2021
,,2,przeniesienie z innego szpitala,2,0.17,5,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2021,2021
,,3,nagły,655,55.32,4,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2021,2021
,,1,planowe,28,65.12,2,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2021,2021
,,3,nagły,15,34.88,3,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2021,2021
,,1,planowe,2024,94.98,0,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2021,2021
,,3,nagły,107,5.02,3,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2021,2021
,,1,planowe,6221,71.64,2,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,2,przeniesienie z innego szpitala,5,0.06,2,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,3,nagły,2458,28.3,2,"B16 ZABIEGI Z WYKONANIEM WITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,1,planowe,1804,65.53,2,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,2,przeniesienie z innego szpitala,4,0.15,9,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,3,nagły,945,34.33,2,"B16G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII Z UŻYCIEM OLEJU SILIKONOWEGO LUB DEKALINY, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,1,planowe,8013,85.91,1,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,2,przeniesienie z innego szpitala,3,0.03,3,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,3,nagły,1311,14.06,2,"B17 ZABIEGI Z WYKONANIEM WITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,1,planowe,2410,87.54,1,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,3,nagły,343,12.46,3,"B17G ZABIEGI Z WYKONANIEM FAKOWITREKTOMII, W TYM WIELOPROCEDURALNE *",1a,2021,2021
,,1,planowe,13135,98.37,0,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2021,2021
,,3,nagły,218,1.63,0,B18G USUNIĘCIE ZAĆMY - KATEGORIA I *,1a,2021,2021
,,1,planowe,253935,98.55,0,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2021,2021
,,2,przeniesienie z innego szpitala,6,0.0,0,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2021,2021
,,3,nagły,3712,1.44,0,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2021,2021
,,4,inne,8,0.0,0,B19G USUNIĘCIE ZAĆMY - KATEGORIA II *,1a,2021,2021
,,1,planowe,858,90.03,0,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2021,2021
,,3,nagły,95,9.97,3,B23 ŚREDNIE ZABIEGI NA SOCZEWCE *,1a,2021,2021
,,1,planowe,654,93.56,0,B25 WSZCZEPIENIE WTÓRNE SOCZEWKI *,1a,2021,2021
,,3,nagły,45,6.44,1,B25 WSZCZEPIENIE WTÓRNE SOCZEWKI *,1a,2021,2021
,,1,planowe,566,98.09,1,B31 DUŻE REKONSTRUKCJE NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,3,nagły,11,1.91,0,B31 DUŻE REKONSTRUKCJE NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,1,planowe,3277,96.81,0,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,3,nagły,108,3.19,0,B32 DUŻE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,1,planowe,8497,96.78,0,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,2,przeniesienie z innego szpitala,1,0.01,0,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,3,nagły,281,3.2,0,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,4,inne,1,0.01,5,B33 ŚREDNIE ZABIEGI NA APARACIE OCHRONNYM OKA *,1a,2021,2021
,,1,planowe,774,82.69,2,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,2,przeniesienie z innego szpitala,2,0.21,10,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,3,nagły,157,16.77,2,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,4,inne,3,0.32,4,B42 DUŻE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,1,planowe,1686,83.51,0,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,2,przeniesienie z innego szpitala,2,0.1,2,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,3,nagły,330,16.34,3,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,4,inne,1,0.05,0,B43 ŚREDNIE ZABIEGI NA OCZODOLE I APARACIE ŁZOWYM *,1a,2021,2021
,,1,planowe,929,44.3,1,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2021,2021
,,2,przeniesienie z innego szpitala,2,0.1,3,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2021,2021
,,3,nagły,1166,55.6,3,B52 DUŻE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2021,2021
,,1,planowe,1166,90.74,0,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2021,2021
,,3,nagły,119,9.26,1,B53 ŚREDNIE ZABIEGI NA ROGÓWCE I TWARDÓWCE *,1a,2021,2021
,,1,planowe,2594,98.37,0,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2021,2021
,,3,nagły,43,1.63,2,B63 ZABIEGI W ZAKRESIE MIĘŚNI OKORUCHOWYCH *,1a,2021,2021
,,1,planowe,3279,74.09,2,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2021,2021
,,3,nagły,1147,25.92,2,B72 DUŻE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2021,2021
,,1,planowe,1940,82.62,0,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2021,2021
,,3,nagły,408,17.38,2,B73 ŚREDNIE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2021,2021
,,1,planowe,569,65.55,1,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2021,2021
,,3,nagły,299,34.45,2,B74 MAŁE ZABIEGI W JASKRZE I NA NACZYNIÓWCE *,1a,2021,2021
,,1,planowe,301,48.78,2,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2021,2021
,,3,nagły,316,51.22,2,B81 DUŻE ZABIEGI NA SIATKÓWCE *,1a,2021,2021
,,1,planowe,9,40.91,1,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2021,2021
,,3,nagły,13,59.09,5,B83 ŚREDNIE ZABIEGI WITREORETINALNE *,1a,2021,2021
,,1,planowe,57013,94.5,0,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2021,2021
,,2,przeniesienie z innego szpitala,2,0.0,0,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2021,2021
,,3,nagły,3316,5.5,0,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2021,2021
,,4,inne,2,0.0,0,B84 MAŁE ZABIEGI WITREORETINALNE *,1a,2021,2021
,,1,planowe,6159,89.2,0,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2021,2021
,,2,przeniesienie z innego szpitala,1,0.01,176,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2021,2021
,,3,nagły,745,10.79,1,B94 INNE PROCEDURY W ZAKRESIE OKA *,1a,2021,2021
,,1,planowe,3897,39.16,2,B98A LECZENIE ZACHOWAWCZE OKULISTYCZNE > 17 R.Ż.,1a,2021,2021
,,2,przeniesienie z innego szpitala,8,0.08,10,B98A LECZENIE ZACHOWAWCZE OKULISTYCZNE > 17 R.Ż.,1a,2021,2021
,,3,nagły,6046,60.75,5,B98A LECZENIE ZACHOWAWCZE OKULISTYCZNE > 17 R.Ż.,1a,2021,2021
